"","Member","Value","Direction","Domain","Phylum","Class","Order","Family","Genus","Species"
"140","20120500_P26_12",-0.572169686376879,"Insignificant","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__Pedosphaeraceae","g__UBA11358","s__UBA11358 sp003161635"
"141","20130700_S2Y_8",-0.572927780141519,"Insignificant","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__Pedosphaeraceae","g__UBA11358","s__"
"142","20120800_E1D_8",-0.605833288306418,"Insignificant","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__Pedosphaeraceae","g__UBA11358","s__"
"143","20150700_E14_13",-0.533333883675047,"Insignificant","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__Pedosphaeraceae","g__UBA11358","s__"
"144","3300037085_4",-0.613548475181786,"Insignificant","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__Pedosphaeraceae","g__UBA11358","s__"
"145","20120700_S1D_85",-0.455127777774927,"Insignificant","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__Pedosphaeraceae","g__UBA11358","s__"
"146","20150700_S15_1",-0.535713502252078,"Insignificant","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__Pedosphaeraceae","g__UBA11358","s__"
"147","20150700_E14_5",-0.350891802651276,"Insignificant","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__Pedosphaeraceae","g__UBA11358","s__"
"148","20160700_E23_20",-0.414203155839479,"Insignificant","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__Pedosphaeraceae","g__UBA11358","s__"
"149","20120700_S1D_9",-0.442694832878431,"Insignificant","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__Pedosphaeraceae","g__UBA11358","s__"
"150","20120800_E1D_7",-0.437252304305605,"Insignificant","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__Pedosphaeraceae","g__UBA11358","s__"
"151","20110800_S3S_23",-0.539815452850939,"Insignificant","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__Pedosphaeraceae","g__UBA11358","s__"
"152","20140700_S21_13",-0.396606591611327,"Insignificant","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__Pedosphaeraceae","g__UBA11358","s__"
"153","20120700_S1D_67",-0.489617881921758,"Insignificant","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__Pedosphaeraceae","g__UBA11358","s__"
"154","20120700_S1D_108",-0.533075116702782,"Insignificant","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__Pedosphaeraceae","g__UBA11358","s__"
"155","20120700_S1D_49",-0.556484109356394,"Insignificant","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__Pedosphaeraceae","g__UBA11358","s__"
"156","20160700_E23_6",-0.45917697954408,"Insignificant","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__Pedosphaeraceae","g__UBA11358","s__"
"157","20120700_S1D_90",-0.226481717283596,"Insignificant","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__Pedosphaeraceae","g__UBA11358","s__"
"158","20110800_S1S_13",-0.182024902462886,"Insignificant","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__Pedosphaeraceae","g__UBA11358","s__"
"159","3300037349_11",-0.334210705983592,"Insignificant","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__Pedosphaeraceae","g__UBA11358","s__"
"160","20120700_S1D_77",-0.418812909047605,"Insignificant","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__Pedosphaeraceae","g__UBA11358","s__"
"161","20160700_E23_11",-0.5675578757422,"Insignificant","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__Pedosphaeraceae","g__UBA11358","s__"
"162","20170700_S24_16",-0.59697539244353,"Insignificant","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__Pedosphaeraceae","g__UBA11358","s__"
"163","20140700_S22_7",-0.324921765500125,"Insignificant","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__Pedosphaeraceae","g__UBA11358","s__UBA11358 sp003133815"
"164","20170700_S24_9",-0.485243246645377,"Insignificant","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__Pedosphaeraceae","g__UBA11358","s__"
"165","20150700_E14_4",-0.349942765005457,"Insignificant","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__Pedosphaeraceae","g__UBA11358","s__"
"166","20110700_P1D_2",-0.579855962218152,"Insignificant","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__Pedosphaeraceae","g__UBA11358","s__"
"167","20170700_E14_6",-0.518036617041424,"Insignificant","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__Pedosphaeraceae","g__UBA11358","s__"
"168","20120700_S1D_113",0.0827068153972898,"Insignificant","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Pedosphaerales","f__Pedosphaeraceae","g__Pedosphaera","s__"
"169","20130700_P1Y_10",1.30962852857221,"High","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Palsa-1439","f__Palsa-1439","g__Palsa-1439","s__"
"170","20110700_S2D_6",0.850988735658044,"Insignificant","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Palsa-1439","f__Palsa-1439","g__Palsa-1439","s__Palsa-1439 sp003164675"
"171","3300037342_8",1.89636855692609,"High","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Chthoniobacterales","f__Chthoniobacteraceae","g__SXWH01","s__"
"172","20110800_S3S_9",1.93770098886031,"High","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Chthoniobacterales","f__UBA6821","g__UBA6821","s__UBA6821 sp003136515"
"173","20160700_E21_11",1.59965574081707,"High","d__Bacteria","p__Verrucomicrobiota","c__Verrucomicrobiae","o__Chthoniobacterales","f__UBA6821","g__UBA6821","s__UBA6821 sp002452515"
"174","3300037231_11",2.0142920208512,"Sig. High","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__UBA8621","s__"
"175","3300029985_7",1.66772656354147,"High","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__LD1","g__UBA1941","s__UBA1941 sp003165135"
"176","3300036876_9",2.6100499611827,"Sig. High","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__LD1","g__Bog-950","s__Bog-950 sp003165895"
"177","20150700_E15_18",2.57766699251439,"Sig. High","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__FEN-979","g__FEN-979","s__"
"178","20150700_S15_12",2.8379680702252,"Sig. High","d__Bacteria","p__Bacteroidota","c__Ignavibacteria","o__Ignavibacteriales","f__Ignavibacteriaceae","g__FEN-1297","s__FEN-1297 sp003142915"
"179","20110800_E3M_2",2.97980853245461,"Sig. High","d__Bacteria","p__Eisenbacteria","c__RBG-16-71-46","o__RBG-16-71-46","f__RBG-16-71-46","g__WS-2","s__"
"180","20120700_S1D_107",3.11449810191193,"Sig. High","d__Bacteria","p__Fibrobacterota","c__Chitinivibrionia","o__Chitinivibrionales","f__Chitinispirillaceae","g__BOG-1184","s__BOG-1184 sp003164335"
"181","20120700_P3D_24",2.39637936353196,"Sig. High","d__Bacteria","p__Desulfobacterota","c__Desulfuromonadia","o__Geobacterales","f__Pseudopelobacteraceae","g__Pseudopelobacter","s__Pseudopelobacter sp003151775"
"182","20120700_S1D_97",2.76945092678564,"Sig. High","d__Bacteria","p__Desulfobacterota","c__Syntrophobacteria","o__Syntrophobacterales","f__Syntrophobacteraceae","g__SbD1","s__SbD1 sp003165235"
"183","20160700_E13_6",1.7683645642681,"High","d__Bacteria","p__Desulfobacterota","c__Syntrophia","o__Syntrophales","f__Smithellaceae","g__Smithella","s__"
"184","PLNV01",2.86271734133933,"Sig. High","d__Bacteria","p__Desulfobacterota","c__Syntrophia","o__Syntrophales","f__Smithellaceae","g__Smithella","s__Smithella sp003139775"
"185","20150700_E15_6",1.75040361067999,"High","d__Bacteria","p__Desulfobacterota","c__Syntrophia","o__Syntrophales","f__Smithellaceae","g__Smithella","s__"
"186","20170700_S34_25",1.8343041131941,"High","d__Bacteria","p__Desulfobacterota","c__Syntrophia","o__Syntrophales","f__Smithellaceae","g__UBA4810","s__UBA4810 sp002479215"
"187","PLSJ01",2.8435696987817,"Sig. High","d__Bacteria","p__Desulfobacterota","c__Syntrophorhabdia","o__Syntrophorhabdales","f__WCHB1-27","g__BOG-1155","s__BOG-1155 sp003165115"
"188","20160700_S11_1",3.17669182630441,"Sig. High","d__Bacteria","p__Myxococcota","c__Polyangia","o__Polyangiales","f__Polyangiaceae","g__Palsa-1150","s__"
"189","20120700_P3D_83",2.67338366167751,"Sig. High","d__Bacteria","p__Myxococcota","c__Polyangia","o__Polyangiales","f__Polyangiaceae","g__","s__"
"190","PMZX01",2.55983170677687,"Sig. High","d__Bacteria","p__Myxococcota","c__Polyangia","o__Palsa-1104","f__Fen-1088","g__Fen-1137","s__Fen-1137 sp003170035"
"191","20170700_S35_2",2.59763990795606,"Sig. High","d__Bacteria","p__Myxococcota","c__Polyangia","o__Palsa-1104","f__Fen-1088","g__Fen-1118","s__"
"192","20110800_S3S_2",1.87695560595396,"High","d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__BOG-994","s__BOG-994 sp003136595"
"193","3300037359_10",1.70606415711401,"High","d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Gallionellaceae","g__PALSA-1006","s__"
"194","20120700_S1D_35",2.478533227625,"Sig. High","d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__UBA6186","f__UBA6186","g__UBA6186","s__"
"195","20110800_S3S_21",-0.325287815111159,"Insignificant","d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Steroidobacterales","f__Steroidobacteraceae","g__","s__"
"196","20140700_S31_11",-0.448673215674543,"Insignificant","d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Steroidobacterales","f__Steroidobacteraceae","g__Bog-1198","s__"
"197","20111000_S3M_6",-0.408115137179426,"Insignificant","d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Steroidobacterales","f__Steroidobacteraceae","g__Bog-1198","s__"
"198","20160700_S23_8",-0.670030570176685,"Insignificant","d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Steroidobacterales","f__Steroidobacteraceae","g__Bog-1198","s__"
"199","20111000_S2M_4",-0.567306618686148,"Insignificant","d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Steroidobacterales","f__Steroidobacteraceae","g__Bog-1198","s__Bog-1198 sp003134045"
"200","20111000_S3S_4",-0.569818021757365,"Insignificant","d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Steroidobacterales","f__Steroidobacteraceae","g__Bog-1198","s__"
"201","20110800_S2M_9",-0.639262070145019,"Insignificant","d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Steroidobacterales","f__Steroidobacteraceae","g__Bog-1198","s__Bog-1198 sp003164785"
"202","20111000_S3S_11",-0.565186320613626,"Insignificant","d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Steroidobacterales","f__Steroidobacteraceae","g__Bog-1198","s__"
"203","20160700_S14_9",-0.608821285204513,"Insignificant","d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Steroidobacterales","f__Steroidobacteraceae","g__Bog-1198","s__"
"204","20120700_S1D_45",-0.495196492119133,"Insignificant","d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Steroidobacterales","f__Steroidobacteraceae","g__Bog-1198","s__"
"205","20110800_S3S_8",-0.328330124930467,"Insignificant","d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Steroidobacterales","f__Steroidobacteraceae","g__Bog-1198","s__"
"206","20160700_E21_6",-0.321095053361531,"Insignificant","d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Steroidobacterales","f__Steroidobacteraceae","g__","s__"
"207","20110800_S3S_13",0.437487471363594,"Insignificant","d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Steroidobacterales","f__Steroidobacteraceae","g__","s__"
"208","20150700_S23_2",0.37106066285155,"Insignificant","d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Steroidobacterales","f__Steroidobacteraceae","g__FEN-1191","s__"
"209","20160700_S33_6",0.820028594878693,"Insignificant","d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Steroidobacterales","f__Steroidobacteraceae","g__FEN-1191","s__"
"210","20140700_S33_15",0.384679996719042,"Insignificant","d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Steroidobacterales","f__Steroidobacteraceae","g__FEN-1191","s__"
"211","3300022861_3",3.37568578146814,"Sig. High","d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__159R","s__"
"212","20120700_S1D_20",1.13564776638436,"High","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Azospirillales_A","f__BOG-932","g__BOG-932","s__BOG-932 sp003165335"
"213","20160700_S13_19",-0.271161783937277,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Acetobacterales","f__Acetobacteraceae","g__Acidocella","s__"
"214","3300037196_13",-0.16797866490637,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Acetobacterales","f__Acetobacteraceae","g__Acidocella","s__"
"215","20120700_S1D_52",-0.126776482953935,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Acetobacterales","f__Acetobacteraceae","g__Acidocella","s__Acidocella sp003164135"
"216","20110800_S3S_33",-0.148108902493995,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Acetobacterales","f__Acetobacteraceae","g__Acidocella","s__Acidocella sp003137135"
"217","20150700_S21_9",-0.20497086983674,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Acetobacterales","f__Acetobacteraceae","g__Rhodopila","s__"
"218","20120700_S1D_95",-0.0445063350613755,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Acetobacterales","f__Acetobacteraceae","g__BOG-934","s__BOG-934 sp003164305"
"219","20170700_S33_24",-0.231356374247791,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Acetobacterales","f__Acetobacteraceae","g__Palsa-883","s__"
"220","20110800_S3S_28",-0.132353624068263,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Acetobacterales","f__Acetobacteraceae","g__","s__"
"221","PLTJ01",-0.149680143063993,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Acetobacterales","f__Acetobacteraceae","g__BOG-930","s__BOG-930 sp003164455"
"222","20150700_E23_13",-0.248940089872159,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Acetobacterales","f__Acetobacteraceae","g__BOG-930","s__"
"223","PLSL01",0.0522012139701997,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Acetobacterales","f__Acetobacteraceae","g__","s__"
"224","20111000_S3S_5",0.0249099197787555,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Acetobacterales","f__Acetobacteraceae","g__BOG-908","s__BOG-908 sp003133065"
"225","20110800_P2D_9",0.306438626932855,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Xanthobacteraceae","g__Bradyrhizobium","s__"
"226","20140700_S21_6",-0.455277608806571,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Xanthobacteraceae","g__BOG-931","s__"
"227","20120700_S1D_87",-0.301242153054745,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Xanthobacteraceae","g__BOG-931","s__BOG-931 sp003164375"
"228","20120700_P3D_87",-0.373169073711014,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Xanthobacteraceae","g__BOG-931","s__"
"229","20150700_S21_2",0.322274349612772,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Xanthobacteraceae","g__Pseudolabrys","s__"
"230","20120700_P2D_11",0.120973716795199,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Xanthobacteraceae","g__Pseudolabrys","s__Pseudolabrys sp003152455"
"231","3300036888_6",-0.407724131839096,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Beijerinckiaceae","g__Roseiarcus","s__"
"232","3300037360_7",-0.446963701758529,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Beijerinckiaceae","g__Roseiarcus","s__"
"233","20120700_S1D_27",-0.0785188243142949,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Beijerinckiaceae","g__Roseiarcus","s__Roseiarcus sp003164915"
"234","20120700_P3S_1",-0.205644502332283,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Beijerinckiaceae","g__Roseiarcus","s__Roseiarcus sp003164825"
"235","3300037040_8",-0.740968108394466,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Beijerinckiaceae","g__Methylocystis","s__"
"236","20120700_P3D_148",-0.822228166401076,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Beijerinckiaceae","g__Methylocystis","s__Methylocystis sp003152255"
"237","20140700_S12_15",-11.5932553558618,"Sig. Low","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Beijerinckiaceae","g__Methylocystis","s__Methylocystis sp003134075"
"238","20120700_S1D_31",-0.259604456563109,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Beijerinckiaceae","g__Rhodoblastus","s__"
"239","20120700_S1D_6",0.0805987693680411,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Beijerinckiaceae","g__Rhodoblastus","s__"
"240","20120700_S1D_106",-0.216664256610111,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Beijerinckiaceae","g__Methylocella","s__"
"241","20170700_S35_4",-0.412273711858216,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Beijerinckiaceae","g__Methylocella","s__"
"242","20130700_S1X_7",0.037130065062754,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Beijerinckiaceae","g__Methylocella","s__Methylocella sp003162995"
"243","20111000_S3S_9",0.291257082905563,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Palsa-881","s__Palsa-881 sp003136615"
"244","20111000_S3S_12",0.141905623791173,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Palsa-881","s__"
"245","PLSW01",0.185577543718565,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__BOG-935","s__BOG-935 sp003165275"
"246","20120700_S1D_84",0.294940643760548,"Insignificant","d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__BOG-938","s__BOG-938 sp003164925"
"247","20110800_S3S_11",3.52989293692624,"Sig. High","d__Bacteria","p__Bdellovibrionota","c__Oligoflexia","o__Oligoflexales","f__Bog-1112","g__BOG-1112","s__BOG-1112 sp003136475"
"248","20120700_S1D_102",-0.31363962520727,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__Solibacter","s__"
"249","20110800_E3D_18",-0.424038917926789,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__PALSA-129","s__"
"250","20110700_P2D_9",-0.462153141292606,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__PALSA-129","s__PALSA-129 sp003167255"
"251","20160700_S23_17",-0.596192052068864,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__","s__"
"252","20120700_S1D_19",-0.616283197675303,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__","s__"
"253","20120700_S1D_60",-0.699295634641115,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__","s__"
"254","20130700_C2M_5",-0.259576755211906,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__Bog-375","s__"
"255","20120600_E1D_20",-0.340136144082985,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__Bog-375","s__"
"256","20170700_S34_29",-0.608034359153741,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__Bog-375","s__"
"257","20120700_S1D_55",-0.224607469713928,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__Bog-375","s__Bog-375 sp003164035"
"258","20130700_C2M_9",-0.441632965856962,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__Fen-178","s__"
"259","20120700_S1X_15",-0.270610893553669,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__Fen-178","s__"
"260","20120800_E3S_6",-0.365397967185256,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__Fen-178","s__Fen-178 sp003142355"
"261","20110600_S3M_2",-0.339558076699537,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__Fen-178","s__"
"262","20120700_P3D_102",-0.383826395949161,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__Fen-178","s__Fen-178 sp003170915"
"263","20130700_C1Y_13",-0.334686367408641,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__BOG-224","s__"
"264","20110800_S3D_28",-0.219977593024197,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__BOG-224","s__BOG-224 sp003139735"
"265","20160700_S23_5",-0.573281674061603,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__Bog-159","s__"
"266","20140700_S22_6",-0.531604096386015,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__Bog-159","s__"
"267","20110800_S1D_14",-0.617373145185769,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__Bog-159","s__Bog-159 sp003166475"
"268","20120700_S1D_46",-0.597140165314328,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__Bog-159","s__"
"269","20120700_S1D_33",0.0133936576864714,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__BOG-234","s__"
"270","20110800_S3S_27",0.0887589207223282,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__Bog-113","s__Bog-113 sp003136675"
"271","20110800_S3S_24",-0.0293003685369817,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__BOG-234","s__BOG-234 sp003136575"
"272","20120700_S1D_5",-0.0434249529692477,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__BOG-234","s__"
"273","20111000_S2S_7",0.265249510848274,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__Bog-105","s__"
"274","20120700_S1S_6",0.36170186314402,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__Bog-105","s__Bog-105 sp003163855"
"275","20110600_S1S_4",0.841332511217535,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__Bog-105","s__Bog-105 sp003169195"
"276","20150700_S21_10",0.410536716397224,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__","s__"
"277","20160700_P15_5",0.209810274961062,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__Palsa-89","s__Palsa-89 sp003166875"
"278","20140700_S12_11",0.231696167267479,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__","s__"
"279","20170700_S25_8",-0.422296684768406,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__","s__"
"280","20120700_P3D_101",-0.221014431261142,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__","s__"
"281","20120500_P32_6",-0.312289363125748,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Acidobacteriales","f__Acidobacteriaceae","g__Palsa-343","s__Palsa-343 sp003131625"
"282","20170700_S25_3",-0.265267850373977,"Insignificant","d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Acidobacteriales","f__Acidobacteriaceae","g__Palsa-343","s__Palsa-343 sp003152595"
