genome,20120600_P1S,20120600_P1D,20120600_P2S,20120600_P2M,20120600_P2D,20120600_P3D,20120600_S1S,20120600_S1M,20120600_S1D,20120600_S2S,20120600_S2M,20120600_S2D,20120600_S3S,20120600_S3M,20120600_S3D,20120600_E1S,20120600_E1D,20120600_E2S,20120600_E2M,20120600_E2D,20120600_E3S,20120600_E3M,20120600_E3D,20120700_P1S,20120700_P1M,20120700_P1D,20120700_P2S,20120700_P2M,20120700_P2D,20120700_P3S,20120700_P3M,20120700_S1S,20120700_S1M,20120700_S1D,20120700_S2S,20120700_S2M,20120700_S2D,20120700_S3S,20120700_E1S,20120700_E1M,20120700_E1D,20120700_E2S,20120700_E2D,20120700_E3S,20120700_E3M,20120700_E3D,20120800_P1S,20120800_P1M,20120800_P1D,20120800_P2S,20120800_P2M,20120800_P2D,20120800_P3M,20120800_S1S,20120800_S1M,20120800_S1D,20120800_S2M,20120800_S2D,20120800_S3S,20120800_E1S,20120800_E1M,20120800_E1D,20120800_E2S,20120800_E2M,20120800_E2D,20120800_E3S,20120800_E3M,GTDB_v2_r207
20170700_P34_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028213226,0.002728632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__PALSA-1196;s__
20170700_P34_4,0,0.001146438,0,0,4.55E-04,0.003679126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003006589,0,0,6.23E-04,0.00102091,0,0.01204057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038857938,0.001592689,0,0.004978697,0,0.005000516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Bog-793;g__Fen-455;s__
20170700_P34_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Bog-209;s__
20170700_S24_10,0,0,0,0,0,0,0,0,0.003704283,0,0,3.88E-04,0,0,3.03E-04,0,0,0,0,2.55E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20E-04,0,0,0.003887508,0,0,0,0,0,3.86E-04,0,0,0,0,0,0,0,0,0,0,6.38E-04,1.07E-04,9.81E-04,0.001680987,0,0,0,0,0,7.10E-04,0,5.61E-04,0,0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003138515
20170700_S24_14,0,0,0,5.70E-04,0,0,0.006388798,0.005000007,0.00748272,0.004874938,0.010803814,0.008875348,0.001330944,0.005237584,0.005534047,0,6.39E-05,0,0,4.54E-04,0,0,7.99E-04,0,0,0,0,0,0,0,0,0.004291896,0.008594539,0.01259482,0.001983638,0.005411654,0.006653785,6.17E-04,0,0,0,0,0.001042146,0,1.79E-05,5.97E-04,0,0,0,0,0,0,0,0.003844216,0.011902871,0.00672975,0.01278969,0.006032931,0.001396864,0,0,1.73E-04,0.00157134,0.001512138,0,0,0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
20170700_S24_16,0,0,0,0,0,0,0,0,0,0,0,3.68E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02E-05,0,0,0,0,0,0,0,0,0,0,2.92E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__UBA11358;s__
20170700_S24_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
20170700_S24_4,0,0,0,0,0,0,0,0,0.002078384,0,0.001054166,0.001001699,0,2.07E-04,2.61E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227199,0,0,0.001618103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59E-04,0.002045763,0.001053838,0.004501691,0.003700707,0,0,0,0.002437905,0,0,0,0,0,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Palsa-1400;g__;s__
20170700_S24_5,0,0,0,0,0,0,2.31E-04,7.30E-04,0.002680789,0,8.01E-04,0.001195796,0,6.97E-04,2.68E-04,0,5.81E-05,0,0,3.11E-05,0,0,4.54E-05,0,0,3.68E-04,0,0,0,0,0,0,0,0.00158188,0,4.94E-04,0.001333524,0,0,0,9.75E-04,0,3.92E-04,0,0,3.49E-04,0,0,5.91E-04,0,0,0,0,0,0.001115215,0.001320933,0.002182612,0.001345296,0,0,0,0.001218306,0,0,0,0,0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Palsa-288;s__Palsa-288 sp003142215
20170700_S24_8,0,0,0,0,0,0,0,0,8.86E-04,0,1.04E-04,0,0,5.37E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20E-04,0,0,2.73E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76E-04,1.75E-04,0.006626409,0.001298664,0,0,0,5.71E-04,0,0,0,0,0,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Palsa-1400;g__;s__
20170700_S24_9,0,0,0,0,0,0,0,0,0.002937788,0,0,1.80E-04,0,0,0,0,6.39E-05,0,0,5.99E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38E-04,0,0,4.12E-04,0,0,0,0,0,0,0,1.31E-04,0,0,0,0,0,0,0,0,0,2.29E-04,5.77E-04,9.44E-04,0,0,0,0,3.32E-04,0,0,0,0,0,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__PLZL01;s__
20170700_S25_1,0,0,0,0,0,0.00374379,0,0,3.40E-04,0,0,1.95E-04,0,0,0,0,0,0,0,0,0,0,0,0,7.11E-04,0.008543071,0,7.19E-04,0.010205993,0,4.55E-04,0,0,4.41E-05,0,0,7.10E-04,0,0,0,0,0,0,0,0,0,0,0,0.001970156,0,0.001255506,0.007777835,0.002063188,0,0,3.43E-04,0,0,0,0,0,1.10E-04,0,0,0,0,0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Palsa-288;s__
20170700_S25_13,0,0,0,1.59E-04,0,0,0.002175399,0.005447049,0.006600199,0.001401431,0.014068599,0.003450202,0,0.008401782,0.003148983,0,0,0,0,0,0,0,0,0,0,0.001335567,0,0,0.002221038,0,0,0.002092929,0.002213404,0.011969554,0.001685066,0.011969195,0.004350622,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000458817,0.001517741,0,0.002731518,0.007342246,0.002948133,0.006919724,0.005326165,0,0,0,3.26E-04,0,0,0,0,0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003165095
20170700_S25_14,0,0,0,0,0,0,0,0,2.26E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11E-05,0,0,2.09E-04,0,0,0,0,0,1.48E-04,0,0,0,0,0,0,0,0,0,0,0,0,1.43E-04,0,0,0,0,0,0,0,0,2.56E-04,0,0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
20170700_S25_23,0,0,0,0,0,0,0,0,1.86E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001979113,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__FCPU426;c__JAAXVQ01;o__;f__;g__;s__
20170700_S25_25,0,0,0,0,0,0,0,0,5.63E-04,0,1.27E-04,0.005480421,0,0,0,0,0,0,0,3.93E-05,0,0,3.98E-05,0,0,0,0,0,0,0,0,0,0,7.24E-04,0,0,0.001184705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61E-04,5.76E-04,0.002031881,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__UBA8260;f__Bog-877;g__Bog-877;s__Bog-877 sp003164475
20170700_S25_26,0,0,0,0,0,0,0,0,6.26E-04,0,0,0.001878067,0,0,0,0,0,0,0,4.27E-05,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,2.06E-04,0,0,0.001330927,0,0,0,0,0,3.96E-04,0,0,0,0,0,0,0,0,0,0,6.58E-04,1.70E-04,0.001602531,0,0,0,0,0,7.43E-04,0,0,0,0,0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Bog-209;s__Bog-209 sp003139995
20170700_S25_3,0,0,0,0,0,0.002081669,0,0,4.25E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047921668,0,0,0.053789756,0,0,0,0,0,0,0,0,0,0,0,9.23E-04,0,0,0,0,0,0,0,0.00251617,0,0,0.017825375,0,0,0,0,0,0,0,0,0,1.68E-04,0,0,0,0,0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Palsa-343;s__Palsa-343 sp003152595
20170700_S25_32,0,0,0,0,0,0,0,0,0.002288309,0,3.54E-04,5.90E-04,0,3.57E-04,4.10E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001626366,0,0,0.001051979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001223268,7.24E-04,0.014283475,0.002842398,0,0,0,1.10E-04,0,0,0,0,0,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Palsa-1400;g__Palsa-1400;s__
20170700_S25_36,0,0,0,1.49E-04,0,0,7.33E-04,2.36E-04,0.004895593,0,1.63E-04,0.003318525,4.37E-04,3.28E-04,0.001246494,0,0,0,0,5.44E-05,0,0,0,0,0,0,0,0,0,4.53E-04,0,0,0,0.000220884,3.29E-04,5.09E-04,0.006362993,0,0,0,0,0,0,0,0,0,7.78E-04,0,0,0,0,0,0,7.17E-04,3.44E-04,0.001950486,0.001674338,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__
20170700_S25_38,0,0,0,0,0,0,0,0,0.001276485,0,0,0.001617598,0,0,1.04E-04,0,8.05E-05,0,0,1.45E-04,0,5.71E-04,0.003268728,0,0,0,0,0,0,0,0,0,0,6.52E-04,0,0,0.001362651,0,0,0,0.002505647,0,0.002987668,0,1.13E-04,0.003107627,0,0,0,0,0,0,0,0,1.59E-04,0.002020675,0,0,0,0,0,0.006110673,0.003346169,0.001103327,0.003755666,0.001716587,0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7540;f__UBA7540;g__UBA7540;s__
20170700_S25_7,0,0,0,0,0,0,0,0,0.003828939,0,0,2.71E-04,0,1.31E-04,7.07E-04,0,0,0,0,0,0,0,0,0,0,2.98E-04,0,0,2.88E-04,0,0,0,2.12E-04,5.14E-04,0,2.80E-04,5.15E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001051395,0,0,1.55E-04,6.51E-04,0.007150569,0.001689782,0,0,0,8.43E-05,0,0,0,0,0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
20170700_S25_8,0,0,0,0,0,0,0,0,7.95E-04,0,5.86E-04,0.001120329,0,3.12E-04,3.41E-04,0,4.36E-04,0,0,2.18E-04,0,0,1.35E-04,0,0,0.006045973,0,0,0,0,0,0,0,0.001145994,0,0,0.001148412,0,0,0,0.001120857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002063377,0.00108954,0,2.23E-04,0,0,0,0.001753147,0,0.001062961,0.001147958,0.001359566,0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__CAIVVT01;s__
20170700_S25_9,0,0,0,0,0,0,0,0,0.031697027,0,1.26E-04,0.004411151,0,0,3.57E-04,0,2.18E-04,0,0,1.19E-04,0,0,0,0,0,0,0,0,0,0,0,1.74E-04,0,9.72E-04,0,0,0.018096348,0,0,5.97E-04,0,0,2.49E-04,0,0,0,0,0,0,0,0,0,0,0.002228461,8.22E-04,0.008680317,0.004459718,3.72E-04,0,0,0,6.98E-05,6.13E-04,0,0.000368343,0.00117452,0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003161045
20170700_S31_11,0,0,0,0,0,0,0,0,0,0,0,0,0.015457382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00357249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043898607,0,0,0,0,0,0,0,0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Sulfotelmatobacter;s__
20170700_S31_5,0,0,0,0,0,0,7.96E-04,4.29E-04,0,0,0,0,0.002456982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72E-04,6.49E-06,0,0.002020601,0,0.002183703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006732634,0,0,0,0,0,0,0,0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Koribacteraceae;g__Bog-257;s__
20170700_S33_13,0,0,0,0,0,0,9.41E-04,0.002966535,9.03E-04,5.41E-04,0.006302805,0.001713773,0,0.001627255,7.15E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96E-04,0.001288662,0.001868672,0.017012348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00234829,2.39E-04,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-473;s__Bog-473 sp003169235
20170700_S33_22,0,8.14E-04,6.34E-04,1.94E-04,0,0,0,0,0,0.003091529,0.008844961,0,0.001432873,0.016860414,0.001466782,0,0,0,0,0,0,0,0,0,0,0,0,0,8.79E-04,0,0,0,7.18E-04,5.13E-04,0,7.56E-04,0.002660918,0,0,0,0,0,0,0,0,0,0,7.81E-04,6.41E-04,0,0,5.95E-04,0,0,0.001885726,0,0,0,0.001449437,0,0,0,0,0,0,0,0,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Palsa-504;s__
20170700_S33_23,0,0,0,0,0,0,3.09E-04,0.002014446,5.56E-04,0,0.001365089,0.002385863,0,0.001277815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60E-04,0.001827139,3.80E-04,0.002719721,0.002647098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40E-04,0.002034787,9.96E-04,0.003027979,5.32E-04,0,0,0,0.004179288,0,0,0,0,0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
20170700_S33_24,0,0,0,0.00138186,0,0,0.014735444,0.011449499,1.73E-04,0.003637915,0.003677362,4.49E-04,0,8.45E-04,0.002095388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30E-04,0.00643991,0.016923295,0.006325515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83E-04,0.002613201,1.67E-04,3.17E-04,3.51E-04,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Palsa-883;s__
20170700_S33_29,0,0,0,0,0,0,0,0,0,0,0,0.009023249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40E-04,0,0,9.12E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05E-04,2.08E-04,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Bog-209;s__Bog-209 sp003139975
20170700_S33_33,0,0,0,0,0,0,0,0,0,0,0,0.001175697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25E-04,2.50E-04,0.00287117,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__RBG-16-64-13;f__RBG-16-64-13;g__;s__
20170700_S33_37,0,0,0,0,0,0,0,3.39E-04,0,0,0.001112029,0,0,4.36E-04,0.002478325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47E-04,0,0,6.20E-04,0,0,0,0,0,0,0,0,0,0,0,8.34E-04,0,0,0,0,0,0.001355372,0,0,0.001267876,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__
20170700_S33_5,7.31E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001043334,0,0,0,0,0,0,0,0,0,0,5.61E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007241196,0,0,3.65E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__UBA5172;s__
20170700_S34_10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86E-05,0,0,4.91E-05,0,0,2.06E-04,0,0,0,0,0,0,0,0,0,0,8.21E-06,0,0,0,0,0,5.22E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
20170700_S34_11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Firmicutes_B;c__Moorellia;o__Thermacetogeniales;f__Thermacetogeniaceae;g__Palsa-1188;s__
20170700_S34_13,0,0,0,0,0,0,0,0,0,0,3.39E-04,0.004958508,0,0,0,0,5.19E-05,0,0,9.32E-04,0,0,5.70E-04,0,0,0,0,0,0,0,0,0,0,4.45E-04,0,0,0,0,0,0,0,0.0021382,2.22E-04,0,0,0,0,0,0,0,0,0,0,0,2.64E-04,4.57E-04,0,0,0,0,0,0,0.001568169,0.003859393,0,0,0,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__
20170700_S34_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21E-04,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA8190;g__Bog-564;s__Bog-564 sp003139255
20170700_S34_23,0,0,0,0,0,0,0,0,0,0,0,5.55E-04,0,0,0,0,4.85E-05,0,0,3.74E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53E-04,0,0,1.52E-04,0,0,0,2.50E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17E-04,0,0,0,0,0,0.001325459,0,0,5.83E-04,0,0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
20170700_S34_24,0,0,0,0,0,0,0,3.92E-04,0.020711286,0,0.002313019,0.027218105,0,0.001199615,9.10E-04,0,4.69E-04,0,0,4.60E-04,0,0,1.36E-04,0,0,0,0,0,0,0,0,4.92E-04,0,0.010413847,0,0,0.009052202,0,0,0.003436992,6.62E-04,0,1.87E-04,0,2.62E-05,0,0,0,0,0,0,0,0,0.001009124,0.004907715,0.012196409,0.022782126,0.006593717,0,0,0,0.011152537,0,3.23E-04,0,0,0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__Terracidiphilus sp003156235
20170700_S34_25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21E-05,0,0,0,0,0,0,0.001550248,0,0,0,1.59E-05,0,0,0,0,0,0,0,0,0,0,4.69E-04,0,0,0,0,0,0.006198035,0,0,0.005768676,1.79E-04,0,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA4810;s__UBA4810 sp002479215
20170700_S34_26,0,0,0,0,0,0,0,0,3.40E-04,0,0,0,0,0,0,0,0,0,0,5.08E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16E-05,0,0,0.00270774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51E-04,0,0,0,0,0,0,0,8.02E-04,0,0,0,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__
20170700_S34_29,0,0,0,0,0,0,0,0,0.00146232,0,0.001434065,0.005329253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001145713,0,0,0.003978183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001466037,0.001702612,2.94E-04,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bog-375;s__
20170700_S34_32,0.010846146,0.001615348,0.003145724,0.001453768,0.001688289,0.001453312,4.69E-04,3.04E-04,0,9.79E-04,0,0,0.001177483,0,0,0,0,0,0,0,0,0,0,0.002470999,8.71E-04,3.30E-04,0.002858423,8.75E-04,0.001583339,0.002406432,0.002165093,3.18E-04,0,2.89E-05,7.72E-04,5.57E-04,2.42E-04,0.003180426,0,0,0,0,0,0,0,0,0.006931874,7.35E-04,0,0.003981385,7.18E-04,0.001022413,0.002084389,3.45E-04,0,0,0,0,0.001306657,0,0,0,0,0,0,0,0,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-473;s__
20170700_S34_36,0,0,0,0,0,0,0,0,0,0,0,1.50E-04,0,0,0,0,0.001045109,0,0.001121961,4.72E-04,0,7.98E-04,2.38E-04,0,0,0,0,0,0,0,0,0,0,5.24E-05,0,0,0,0,0.001691824,0.001135796,0,0,3.87E-04,0,0.001307702,4.12E-04,0,0,0,0,0,0,0,0,0,1.85E-04,0,0,0,0,0,3.28E-04,0.001048913,0.001370008,5.49E-04,3.21E-04,4.25E-04,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA8199;g__PALSA-1440;s__
20170700_S34_41,0,0,0,0,0,0,0,0,0,0,0,0.001846413,0,0,0,0,3.17E-04,0,0,1.89E-04,0,0,9.75E-05,0,0,0,0,0,0,0,0,0,0,2.58E-04,0,0,1.82E-04,0,5.13E-04,0,0,0,0,0,3.83E-04,0,0,0,0,0,0,0,0,6.14E-04,1.36E-04,0.002708525,0,0,0,0,0,0.003126866,0,4.12E-04,6.74E-04,7.57E-04,0,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA8199;g__PALSA-1440;s__
20170700_S35_14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__Afipia birgiae
20170700_S35_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68E-04,0,0,8.30E-04,0,0,3.59E-04,0,0,0,0,0,0,0,0,0,0,6.14E-06,0,0,0,0,0,7.97E-04,0,0,0,0,4.18E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05E-04,6.62E-04,4.89E-04,0,0,0,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terracidiphilus;s__
20170700_S35_19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001413786,0,0,6.48E-04,0,0,6.95E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001431303,4.21E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002544087,0.004754303,0,0,0.001066478,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__FEN-979;s__
20170700_S35_2,0,0,0,0,0,0,0,0,0,0,0,7.47E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10E-04,0,0,0,0,0,0.003992928,0,0,0,0,0,d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104_A;f__Fen-1088;g__Fen-1118;s__
20170700_S35_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001406413,0,0,0.001254466,0,3.63E-04,0.001164103,0,0,0,0,0,0,0,0,0,0,5.92E-06,0,0,0,0,0,0.001097411,0,0,0,0,1.08E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95E-04,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__
