,June_S_1_S_12_so_R1,June_S_1_M_12_so_R1,June_S_1_D_12_so_R1,June_S_2_S_12_so_R2,June_S_2_S_12_so_R1,June_S_2_M_12_so_R1,June_S_2_D_12_so_R1,June_S_3_S_12_so_R1,June_S_3_M_12_so_R1,June_S_3_D_12_so_R1,July_S_1_S_12_so_R1,July_S_1_M_12_so_R1,July_S_1_D_12_so_R1,July_S_2_S_12_so_R1,July_S_2_M_12_so_R2,July_S_2_M_12_so_R1,July_S_2_D_12_so_R1,July_S_3_S_12_so_R1,July_S_3_M_12_so_R1,Aug_S_1_S_12_so_R2,Aug_S_1_S_12_so_R1,Aug_S_1_M_12_so_R1,Aug_S_1_D_12_so_R1,Aug_S_2_M_12_so_R1,Aug_S_2_D_12_so_R2,Aug_S_2_D_12_so_R1,Aug_S_3_S_12_so_R1
545.2392643,-0.57855336442384,-0.57855336442384,-0.57855336442384,-0.57855336442384,NA,-0.57855336442384,-0.57855336442384,NA,-0.57855336442384,-0.57855336442384,-0.57855336442384,-0.57855336442384,-0.57855336442384,-0.57855336442384,-0.57855336442384,-0.57855336442384,NA,NA,NA,NA,-0.57855336442384,-0.57855336442384,NA,-0.57855336442384,-0.57855336442384,-0.57855336442384,NA
557.2392675,-0.588192987327175,-0.588192987327175,NA,-0.588192987327175,-0.588192987327175,-0.588192987327175,-0.588192987327175,NA,-0.588192987327175,-0.588192987327175,-0.588192987327175,NA,-0.588192987327175,-0.588192987327175,-0.588192987327175,-0.588192987327175,-0.588192987327175,-0.588192987327175,-0.588192987327175,NA,NA,-0.588192987327175,NA,-0.588192987327175,-0.588192987327175,-0.588192987327175,NA
551.2709698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101080030634403,NA,NA,NA,NA,NA,NA,NA,NA,0.101080030634403,0.101080030634403,NA,NA,NA,NA,NA,NA
537.291711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222069472786452,NA,NA,NA,NA,NA,NA,NA
549.2917014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.139052658774208,0.139052658774208,NA,0.139052658774208,NA,NA,NA,0.139052658774208,NA,0.139052658774208,0.139052658774208,NA,NA,NA,NA,NA,NA
597.2764568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.157806627903771,NA,NA,0.157806627903771,NA,NA,NA,NA,NA,0.157806627903771,0.157806627903771,NA,NA,NA,NA,NA,NA
573.2553288,0.459699458423331,0.459699458423331,NA,0.459699458423331,0.459699458423331,0.459699458423331,0.459699458423331,0.459699458423331,NA,NA,0.459699458423331,0.459699458423331,0.459699458423331,0.459699458423331,0.459699458423331,0.459699458423331,0.459699458423331,0.459699458423331,NA,0.459699458423331,0.459699458423331,NA,NA,NA,0.459699458423331,NA,NA
571.2760687,-0.00772342724429809,NA,NA,-0.00772342724429809,NA,-0.00772342724429809,NA,NA,NA,NA,-0.00772342724429809,-0.00772342724429809,-0.00772342724429809,-0.00772342724429809,NA,NA,NA,-0.00772342724429809,-0.00772342724429809,NA,NA,NA,NA,NA,NA,NA,NA
585.2917188,-0.168334907967703,NA,NA,-0.168334907967703,NA,NA,NA,-0.168334907967703,NA,NA,-0.168334907967703,NA,NA,-0.168334907967703,NA,NA,NA,-0.168334907967703,NA,NA,NA,NA,NA,NA,NA,NA,NA
563.3226097,NA,NA,NA,-0.0698032707811431,NA,NA,NA,NA,-0.0698032707811431,NA,NA,NA,NA,-0.0698032707811431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0698032707811431,NA,NA
539.2862281,NA,NA,NA,-0.0752041048447604,NA,-0.0752041048447604,NA,-0.0752041048447604,-0.0752041048447604,NA,-0.0752041048447604,NA,NA,-0.0752041048447604,NA,NA,NA,NA,NA,-0.0752041048447604,NA,-0.0752041048447604,NA,NA,NA,NA,NA
569.29679,-0.0510404145938729,NA,NA,-0.0510404145938729,-0.0510404145938729,NA,NA,-0.0510404145938729,NA,NA,-0.0510404145938729,NA,-0.0510404145938729,-0.0510404145938729,NA,NA,NA,-0.0510404145938729,NA,-0.0510404145938729,-0.0510404145938729,NA,NA,NA,NA,NA,NA
525.3069385,NA,NA,NA,-0.0288957911068947,NA,-0.0288957911068947,NA,-0.0288957911068947,-0.0288957911068947,NA,-0.0288957911068947,-0.0288957911068947,NA,-0.0288957911068947,NA,NA,NA,-0.0288957911068947,-0.0288957911068947,-0.0288957911068947,-0.0288957911068947,NA,NA,NA,NA,NA,NA
527.2862015,-0.11485465116815,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11485465116815,-0.11485465116815,NA,-0.11485465116815,NA,NA,NA,-0.11485465116815,NA,-0.11485465116815,-0.11485465116815,NA,NA,NA,NA,NA,NA
529.3018533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.212861432952025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571.3124243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.300785716798274,NA,NA,NA,NA,NA,-0.300785716798274,-0.300785716798274,NA,NA,NA,NA,NA,NA
559.2760488,-0.181215605031001,NA,-0.181215605031001,-0.181215605031001,NA,-0.181215605031001,-0.181215605031001,-0.181215605031001,NA,NA,-0.181215605031001,-0.181215605031001,-0.181215605031001,-0.181215605031001,-0.181215605031001,NA,NA,-0.181215605031001,-0.181215605031001,-0.181215605031001,-0.181215605031001,NA,NA,NA,-0.181215605031001,-0.181215605031001,NA
543.2811258,NA,NA,NA,NA,NA,-0.345087867487187,NA,NA,NA,NA,-0.345087867487187,NA,NA,-0.345087867487187,NA,NA,NA,-0.345087867487187,NA,-0.345087867487187,-0.345087867487187,NA,NA,NA,NA,NA,NA
555.2811273,-0.195642205760419,NA,-0.195642205760419,-0.195642205760419,-0.195642205760419,-0.195642205760419,NA,-0.195642205760419,-0.195642205760419,NA,-0.195642205760419,-0.195642205760419,-0.195642205760419,-0.195642205760419,NA,NA,NA,-0.195642205760419,-0.195642205760419,-0.195642205760419,-0.195642205760419,-0.195642205760419,NA,NA,-0.195642205760419,NA,NA
539.2498173,-0.236106551759484,-0.236106551759484,-0.236106551759484,-0.236106551759484,NA,NA,NA,-0.236106551759484,-0.236106551759484,NA,-0.236106551759484,-0.236106551759484,-0.236106551759484,-0.236106551759484,NA,NA,NA,-0.236106551759484,-0.236106551759484,-0.236106551759484,-0.236106551759484,NA,NA,NA,NA,NA,NA
527.2498328,0.0209010313123855,0.0209010313123855,0.0209010313123855,0.0209010313123855,0.0209010313123855,0.0209010313123855,0.0209010313123855,0.0209010313123855,0.0209010313123855,NA,0.0209010313123855,0.0209010313123855,0.0209010313123855,0.0209010313123855,0.0209010313123855,0.0209010313123855,0.0209010313123855,0.0209010313123855,0.0209010313123855,0.0209010313123855,0.0209010313123855,0.0209010313123855,0.0209010313123855,NA,0.0209010313123855,NA,NA
523.254911,0.631038426306974,0.631038426306974,0.631038426306974,0.631038426306974,0.631038426306974,0.631038426306974,0.631038426306974,0.631038426306974,0.631038426306974,NA,0.631038426306974,0.631038426306974,0.631038426306974,0.631038426306974,0.631038426306974,0.631038426306974,0.631038426306974,0.631038426306974,0.631038426306974,0.631038426306974,0.631038426306974,0.631038426306974,0.631038426306974,0.631038426306974,0.631038426306974,0.631038426306974,NA
537.2705695,-0.351002130197019,NA,-0.351002130197019,-0.351002130197019,-0.351002130197019,-0.351002130197019,-0.351002130197019,-0.351002130197019,-0.351002130197019,NA,-0.351002130197019,-0.351002130197019,-0.351002130197019,-0.351002130197019,NA,NA,NA,NA,-0.351002130197019,NA,-0.351002130197019,-0.351002130197019,NA,NA,-0.351002130197019,NA,NA
551.2862896,0.53524620159137,0.53524620159137,0.53524620159137,0.53524620159137,0.53524620159137,0.53524620159137,0.53524620159137,0.53524620159137,0.53524620159137,NA,0.53524620159137,0.53524620159137,0.53524620159137,0.53524620159137,0.53524620159137,NA,NA,0.53524620159137,0.53524620159137,0.53524620159137,0.53524620159137,0.53524620159137,0.53524620159137,NA,0.53524620159137,0.53524620159137,NA
577.3019357,NA,NA,NA,-0.24415816772234,NA,NA,NA,NA,-0.24415816772234,NA,NA,NA,NA,-0.24415816772234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551.3226723,0.0312210627854829,NA,0.0312210627854829,0.0312210627854829,0.0312210627854829,0.0312210627854829,NA,NA,0.0312210627854829,NA,0.0312210627854829,0.0312210627854829,NA,0.0312210627854829,NA,NA,NA,NA,0.0312210627854829,0.0312210627854829,0.0312210627854829,NA,NA,NA,NA,NA,NA
553.3383192,NA,NA,NA,-0.139286702533893,NA,NA,NA,NA,NA,NA,-0.139286702533893,NA,NA,-0.139286702533893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543.3328405,NA,NA,NA,NA,NA,NA,NA,NA,-0.0904883964707479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549.3434153,NA,NA,NA,NA,NA,NA,NA,NA,-0.0688136961630155,NA,NA,NA,NA,-0.0688136961630155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559.2913944,0.153021623695803,NA,NA,0.153021623695803,NA,NA,0.153021623695803,NA,0.153021623695803,NA,NA,NA,NA,0.153021623695803,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153021623695803,0.153021623695803,0.153021623695803,NA
573.307037,NA,NA,NA,NA,NA,NA,NA,NA,-0.0344047963153544,NA,NA,NA,NA,-0.0344047963153544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561.3434265,NA,NA,NA,NA,NA,NA,NA,NA,0.0278675695811763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565.3383612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22750943426401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565.3019764,0.475194159849846,0.475194159849846,0.475194159849846,0.475194159849846,0.475194159849846,0.475194159849846,NA,0.475194159849846,0.475194159849846,NA,0.475194159849846,0.475194159849846,0.475194159849846,0.475194159849846,0.475194159849846,NA,0.475194159849846,0.475194159849846,0.475194159849846,0.475194159849846,0.475194159849846,0.475194159849846,0.475194159849846,0.475194159849846,0.475194159849846,NA,NA
567.3176205,NA,NA,NA,-0.166461630033359,NA,NA,NA,NA,-0.166461630033359,NA,-0.166461630033359,-0.166461630033359,NA,-0.166461630033359,NA,NA,NA,-0.166461630033359,-0.166461630033359,-0.166461630033359,-0.166461630033359,NA,NA,NA,-0.166461630033359,NA,NA
579.3176146,NA,NA,NA,NA,NA,NA,NA,NA,-0.256505613669532,NA,NA,NA,NA,-0.256505613669532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549.3070362,0.00979736734433879,0.00979736734433879,0.00979736734433879,0.00979736734433879,0.00979736734433879,0.00979736734433879,NA,0.00979736734433879,0.00979736734433879,NA,0.00979736734433879,NA,0.00979736734433879,0.00979736734433879,NA,NA,NA,0.00979736734433879,0.00979736734433879,0.00979736734433879,0.00979736734433879,NA,NA,NA,0.00979736734433879,NA,NA
553.3019525,-0.0388034941234367,NA,NA,-0.0388034941234367,-0.0388034941234367,-0.0388034941234367,-0.0388034941234367,NA,-0.0388034941234367,NA,-0.0388034941234367,-0.0388034941234367,-0.0388034941234367,-0.0388034941234367,NA,NA,-0.0388034941234367,-0.0388034941234367,NA,-0.0388034941234367,-0.0388034941234367,NA,NA,NA,NA,NA,NA
555.3175984,NA,NA,NA,-0.210955418637667,NA,-0.210955418637667,NA,NA,NA,NA,-0.210955418637667,NA,NA,-0.210955418637667,NA,NA,NA,NA,NA,-0.210955418637667,-0.210955418637667,NA,NA,NA,NA,NA,NA
527.3015754,NA,NA,NA,NA,NA,NA,NA,NA,0.683210412798472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583.2397656,-0.0599982441530786,NA,-0.0599982441530786,-0.0599982441530786,-0.0599982441530786,NA,-0.0599982441530786,NA,NA,NA,NA,-0.0599982441530786,-0.0599982441530786,-0.0599982441530786,-0.0599982441530786,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0599982441530786,NA,NA
583.2761486,0.0539501798637593,NA,NA,0.0539501798637593,NA,0.0539501798637593,0.0539501798637593,0.0539501798637593,0.0539501798637593,NA,0.0539501798637593,0.0539501798637593,0.0539501798637593,0.0539501798637593,NA,NA,NA,0.0539501798637593,NA,0.0539501798637593,0.0539501798637593,0.0539501798637593,NA,NA,NA,NA,NA
579.281249,0.100109459502088,NA,NA,0.100109459502088,0.100109459502088,NA,0.100109459502088,0.100109459502088,0.100109459502088,NA,0.100109459502088,NA,NA,0.100109459502088,NA,NA,NA,0.100109459502088,NA,NA,0.100109459502088,0.100109459502088,NA,NA,NA,NA,NA
591.2812569,-0.0816609061949348,NA,NA,-0.0816609061949348,NA,NA,NA,NA,-0.0816609061949348,NA,-0.0816609061949348,NA,NA,-0.0816609061949348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0816609061949348,NA,NA
573.2706765,NA,NA,NA,NA,NA,NA,NA,NA,-0.0294131662142263,NA,NA,NA,NA,-0.0294131662142263,NA,NA,NA,NA,NA,NA,NA,-0.0294131662142263,NA,NA,-0.0294131662142263,NA,NA
575.286325,NA,NA,NA,NA,NA,NA,NA,NA,-0.109735299229441,NA,NA,NA,NA,-0.109735299229441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.109735299229441,NA,NA
577.2291847,-0.308125648811339,-0.308125648811339,NA,-0.308125648811339,-0.308125648811339,-0.308125648811339,-0.308125648811339,NA,-0.308125648811339,NA,-0.308125648811339,-0.308125648811339,-0.308125648811339,-0.308125648811339,-0.308125648811339,NA,-0.308125648811339,NA,NA,NA,NA,-0.308125648811339,NA,NA,-0.308125648811339,NA,NA
561.2342714,1.74452612201239,1.74452612201239,1.74452612201239,1.74452612201239,1.74452612201239,1.74452612201239,1.74452612201239,1.74452612201239,1.74452612201239,1.74452612201239,1.74452612201239,1.74452612201239,1.74452612201239,1.74452612201239,1.74452612201239,1.74452612201239,1.74452612201239,1.74452612201239,1.74452612201239,1.74452612201239,1.74452612201239,1.74452612201239,1.74452612201239,1.74452612201239,1.74452612201239,1.74452612201239,NA
575.2499243,-0.408489319977653,-0.408489319977653,NA,-0.408489319977653,-0.408489319977653,-0.408489319977653,-0.408489319977653,NA,-0.408489319977653,NA,-0.408489319977653,-0.408489319977653,-0.408489319977653,-0.408489319977653,NA,NA,NA,NA,-0.408489319977653,-0.408489319977653,NA,-0.408489319977653,NA,NA,-0.408489319977653,NA,NA
563.2499315,1.14387694777188,1.14387694777188,1.14387694777188,1.14387694777188,1.14387694777188,1.14387694777188,1.14387694777188,1.14387694777188,1.14387694777188,1.14387694777188,1.14387694777188,1.14387694777188,1.14387694777188,1.14387694777188,1.14387694777188,1.14387694777188,1.14387694777188,1.14387694777188,1.14387694777188,1.14387694777188,1.14387694777188,1.14387694777188,1.14387694777188,1.14387694777188,1.14387694777188,1.14387694777188,NA
577.2655789,-0.345406716988107,NA,-0.345406716988107,-0.345406716988107,-0.345406716988107,NA,-0.345406716988107,-0.345406716988107,-0.345406716988107,NA,-0.345406716988107,NA,-0.345406716988107,-0.345406716988107,-0.345406716988107,NA,NA,-0.345406716988107,-0.345406716988107,NA,-0.345406716988107,-0.345406716988107,NA,NA,-0.345406716988107,NA,NA
563.2863067,0.195895000800196,0.195895000800196,0.195895000800196,0.195895000800196,0.195895000800196,0.195895000800196,0.195895000800196,0.195895000800196,0.195895000800196,NA,0.195895000800196,0.195895000800196,0.195895000800196,0.195895000800196,0.195895000800196,0.195895000800196,0.195895000800196,0.195895000800196,0.195895000800196,0.195895000800196,0.195895000800196,0.195895000800196,NA,0.195895000800196,0.195895000800196,0.195895000800196,NA
565.2655663,0.386821896721735,0.386821896721735,0.386821896721735,0.386821896721735,0.386821896721735,0.386821896721735,0.386821896721735,0.386821896721735,0.386821896721735,0.386821896721735,0.386821896721735,0.386821896721735,0.386821896721735,0.386821896721735,0.386821896721735,0.386821896721735,0.386821896721735,0.386821896721735,0.386821896721735,0.386821896721735,0.386821896721735,0.386821896721735,0.386821896721735,0.386821896721735,0.386821896721735,NA,NA
543.29644,NA,NA,NA,NA,NA,NA,NA,NA,1.61351140300546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557.3120914,NA,NA,NA,NA,NA,NA,NA,NA,1.11123582631131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569.2240821,0.123902621972355,0.123902621972355,0.123902621972355,0.123902621972355,0.123902621972355,NA,0.123902621972355,NA,0.123902621972355,0.123902621972355,0.123902621972355,0.123902621972355,0.123902621972355,0.123902621972355,0.123902621972355,0.123902621972355,NA,0.123902621972355,0.123902621972355,NA,0.123902621972355,0.123902621972355,NA,NA,0.123902621972355,NA,NA
585.2553735,-0.175978246605338,NA,NA,-0.175978246605338,NA,-0.175978246605338,NA,-0.175978246605338,NA,NA,-0.175978246605338,NA,-0.175978246605338,-0.175978246605338,NA,NA,NA,-0.175978246605338,NA,-0.175978246605338,-0.175978246605338,NA,NA,NA,NA,NA,NA
587.2346456,-0.175336558938418,NA,NA,-0.175336558938418,NA,-0.175336558938418,NA,NA,NA,NA,-0.175336558938418,-0.175336558938418,-0.175336558938418,-0.175336558938418,-0.175336558938418,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.175336558938418,NA,NA
573.2917664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0950849768712583,NA,NA,-0.0950849768712583,NA,NA,NA,NA,NA,-0.0950849768712583,-0.0950849768712583,NA,NA,NA,NA,NA,NA
575.2710176,NA,NA,NA,0.0622027578018593,NA,0.0622027578018593,0.0622027578018593,0.0622027578018593,NA,NA,0.0622027578018593,0.0622027578018593,0.0622027578018593,0.0622027578018593,0.0622027578018593,0.0622027578018593,NA,0.0622027578018593,NA,0.0622027578018593,0.0622027578018593,NA,NA,NA,0.0622027578018593,NA,NA
585.328129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.236875988542739,NA,NA,NA,NA,NA,NA,0.236875988542739,NA,NA,NA,NA,NA,NA
565.2291353,1.26726336179306,1.26726336179306,1.26726336179306,1.26726336179306,1.26726336179306,1.26726336179306,1.26726336179306,1.26726336179306,1.26726336179306,1.26726336179306,1.26726336179306,1.26726336179306,1.26726336179306,1.26726336179306,1.26726336179306,1.26726336179306,1.26726336179306,1.26726336179306,1.26726336179306,1.26726336179306,1.26726336179306,1.26726336179306,1.26726336179306,1.26726336179306,1.26726336179306,1.26726336179306,NA
591.2447865,-0.330443127229008,NA,-0.330443127229008,NA,NA,-0.330443127229008,NA,-0.330443127229008,-0.330443127229008,NA,-0.330443127229008,NA,-0.330443127229008,-0.330443127229008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.330443127229008,-0.330443127229008,NA
553.2655255,-0.0334461792069132,-0.0334461792069132,-0.0334461792069132,-0.0334461792069132,-0.0334461792069132,-0.0334461792069132,-0.0334461792069132,-0.0334461792069132,-0.0334461792069132,-0.0334461792069132,-0.0334461792069132,-0.0334461792069132,-0.0334461792069132,-0.0334461792069132,-0.0334461792069132,-0.0334461792069132,NA,-0.0334461792069132,-0.0334461792069132,-0.0334461792069132,-0.0334461792069132,-0.0334461792069132,-0.0334461792069132,-0.0334461792069132,NA,NA,NA
569.2604504,-0.193673735957159,-0.193673735957159,-0.193673735957159,-0.193673735957159,-0.193673735957159,-0.193673735957159,-0.193673735957159,-0.193673735957159,-0.193673735957159,NA,-0.193673735957159,-0.193673735957159,-0.193673735957159,-0.193673735957159,-0.193673735957159,-0.193673735957159,-0.193673735957159,-0.193673735957159,-0.193673735957159,-0.193673735957159,-0.193673735957159,-0.193673735957159,NA,NA,-0.193673735957159,NA,NA
549.2706077,0.0377157074607417,0.0377157074607417,0.0377157074607417,0.0377157074607417,0.0377157074607417,0.0377157074607417,0.0377157074607417,0.0377157074607417,0.0377157074607417,NA,0.0377157074607417,0.0377157074607417,0.0377157074607417,0.0377157074607417,0.0377157074607417,NA,0.0377157074607417,0.0377157074607417,0.0377157074607417,0.0377157074607417,0.0377157074607417,0.0377157074607417,NA,0.0377157074607417,0.0377157074607417,0.0377157074607417,NA
551.2498714,1.46749177865057,1.46749177865057,1.46749177865057,1.46749177865057,1.46749177865057,1.46749177865057,1.46749177865057,1.46749177865057,1.46749177865057,1.46749177865057,1.46749177865057,1.46749177865057,1.46749177865057,1.46749177865057,1.46749177865057,1.46749177865057,1.46749177865057,1.46749177865057,1.46749177865057,1.46749177865057,1.46749177865057,1.46749177865057,1.46749177865057,1.46749177865057,1.46749177865057,1.46749177865057,NA
495.2387303,NA,NA,NA,NA,NA,NA,NA,NA,-0.210759666586187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.210759666586187,NA,NA,NA,NA,NA
499.270035,NA,NA,-0.313422758866545,NA,NA,NA,NA,NA,-0.313422758866545,NA,NA,NA,NA,-0.313422758866545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.313422758866545,-0.313422758866545,NA
513.2493073,-0.152078017924007,-0.152078017924007,NA,-0.152078017924007,-0.152078017924007,-0.152078017924007,-0.152078017924007,NA,-0.152078017924007,NA,-0.152078017924007,NA,-0.152078017924007,-0.152078017924007,NA,NA,-0.152078017924007,NA,-0.152078017924007,NA,NA,-0.152078017924007,NA,-0.152078017924007,-0.152078017924007,-0.152078017924007,-0.152078017924007
491.2649496,-13.0737568764571,-12.4918602350409,-12.1856173443955,-12.546603414676,-13.2345908186157,-12.741051687137,-13.0789102786388,-12.6652968797084,-12.7701582626436,-12.9701972898661,-12.6576362399695,-12.7988114100825,-12.7657136456924,-13.2319754915319,-13.0120180911903,-12.721593148917,-12.5938299687495,-12.9507773218331,-13.1360777389426,-12.8613487525324,-12.905706252658,-12.906851769031,-13.6072001262716,-12.81733391168,-13.1328399990689,-12.6457870799016,-12.9669997634404
491.3013328,NA,NA,NA,-0.397737188008985,-0.397737188008985,-0.397737188008985,NA,NA,-0.397737188008985,NA,-0.397737188008985,-0.397737188008985,-0.397737188008985,-0.397737188008985,NA,NA,NA,NA,-0.397737188008985,-0.397737188008985,-0.397737188008985,NA,NA,-0.397737188008985,-0.397737188008985,NA,NA
489.2856705,-0.287822919639906,-0.287822919639906,-0.287822919639906,-0.287822919639906,-0.287822919639906,-0.287822919639906,-0.287822919639906,-0.287822919639906,-0.287822919639906,NA,-0.287822919639906,-0.287822919639906,-0.287822919639906,-0.287822919639906,NA,-0.287822919639906,-0.287822919639906,-0.287822919639906,-0.287822919639906,-0.287822919639906,-0.287822919639906,-0.287822919639906,NA,-0.287822919639906,-0.287822919639906,-0.287822919639906,-0.287822919639906
511.2700198,NA,NA,NA,NA,NA,-0.412225548558272,NA,NA,-0.412225548558272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.412225548558272,NA,NA,NA
483.2751138,NA,NA,NA,NA,NA,NA,NA,NA,-0.386268734045345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465.228125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.362116962047202,NA,NA,NA,NA,NA
481.2230498,NA,NA,NA,NA,NA,-0.397022441544852,-0.397022441544852,-0.397022441544852,-0.397022441544852,NA,NA,NA,-0.397022441544852,NA,NA,NA,-0.397022441544852,NA,NA,NA,NA,-0.397022441544852,NA,NA,-0.397022441544852,NA,NA
487.2336115,-0.467709866226069,-0.467709866226069,-0.467709866226069,-0.467709866226069,-0.467709866226069,-0.467709866226069,-0.467709866226069,-0.467709866226069,-0.467709866226069,-0.467709866226069,-0.467709866226069,-0.467709866226069,-0.467709866226069,-0.467709866226069,-0.467709866226069,-0.467709866226069,-0.467709866226069,-0.467709866226069,-0.467709866226069,-0.467709866226069,NA,-0.467709866226069,-0.467709866226069,-0.467709866226069,-0.467709866226069,-0.467709866226069,-0.467709866226069
475.2336094,-12.5769046978195,-12.4158746663988,-12.5035800118249,-12.4326667321949,-13.2335726800295,-13.3024329755735,-12.6051957465391,-12.9734996544346,-12.3733865565797,-12.8163328827039,-12.4969679713602,-13.1896714845274,-13.3469955324716,-13.3946811294023,-12.8403515794758,-13.0148010842537,-12.9880786040775,-13.1691145976333,-12.9134924235933,-12.6485894614586,-13.0948823646584,-13.1800840781923,-12.9610541656148,-13.1863273680263,-13.2288278979473,-12.6273420309575,-12.6559228424387
489.2492601,-12.7979339960524,-12.7829995812259,-12.5940414652592,-12.4537551335467,-12.7611173155981,-13.021574718619,-13.0367195168234,-12.4169428889142,-13.3718034392428,-12.8816590659887,-12.8735218226396,-12.9886529824701,-13.0723952199294,-12.5247110715269,-13.1665009106366,-12.8554098021489,-12.8245188664532,-12.9943177765456,-13.2310048008505,-13.5632395796904,-13.1692936037568,-12.7257795179088,-12.8728382843518,-12.9778524956903,-12.9863713183455,-13.207769941814,-12.7984788074301
487.2699936,-0.463912152354044,-0.463912152354044,-0.463912152354044,-0.463912152354044,-0.463912152354044,-0.463912152354044,-0.463912152354044,-0.463912152354044,-0.463912152354044,NA,-0.463912152354044,-0.463912152354044,-0.463912152354044,-0.463912152354044,-0.463912152354044,-0.463912152354044,-0.463912152354044,-0.463912152354044,-0.463912152354044,-0.463912152354044,-0.463912152354044,-0.463912152354044,-0.463912152354044,-0.463912152354044,-0.463912152354044,-0.463912152354044,-0.463912152354044
469.2594339,NA,NA,NA,NA,NA,NA,NA,NA,-0.519211885425537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485.2543475,-0.436221117867144,-0.436221117867144,-0.436221117867144,-0.436221117867144,-0.436221117867144,-0.436221117867144,NA,-0.436221117867144,-0.436221117867144,NA,-0.436221117867144,NA,-0.436221117867144,-0.436221117867144,NA,NA,-0.436221117867144,-0.436221117867144,-0.436221117867144,-0.436221117867144,-0.436221117867144,-0.436221117867144,NA,-0.436221117867144,-0.436221117867144,-0.436221117867144,-0.436221117867144
483.2386971,NA,NA,NA,-0.440691733041719,NA,-0.440691733041719,NA,-0.440691733041719,-0.440691733041719,NA,NA,NA,-0.440691733041719,NA,NA,NA,NA,NA,NA,NA,NA,-0.440691733041719,NA,-0.440691733041719,-0.440691733041719,-0.440691733041719,NA
497.2543401,NA,NA,NA,NA,NA,NA,NA,NA,-0.52627969355491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52627969355491,NA,NA
497.239112,-0.603400694971146,NA,-0.603400694971146,-0.603400694971146,-0.603400694971146,-0.603400694971146,-0.603400694971146,-0.603400694971146,-0.603400694971146,NA,-0.603400694971146,-0.603400694971146,-0.603400694971146,-0.603400694971146,-0.603400694971146,NA,-0.603400694971146,-0.603400694971146,-0.603400694971146,-0.603400694971146,-0.603400694971146,-0.603400694971146,NA,NA,-0.603400694971146,NA,NA
