,June_S_1_S_12_so_R1,June_S_1_M_12_so_R1,June_S_1_D_12_so_R1,June_S_2_S_12_so_R2,June_S_2_S_12_so_R1,June_S_2_M_12_so_R1,June_S_2_D_12_so_R1,June_S_3_S_12_so_R1,June_S_3_M_12_so_R1,June_S_3_D_12_so_R1,July_S_1_S_12_so_R1,July_S_1_M_12_so_R1,July_S_1_D_12_so_R1,July_S_2_S_12_so_R1,July_S_2_M_12_so_R2,July_S_2_M_12_so_R1,July_S_2_D_12_so_R1,July_S_3_S_12_so_R1,July_S_3_M_12_so_R1,Aug_S_1_S_12_so_R2,Aug_S_1_S_12_so_R1,Aug_S_1_M_12_so_R1,Aug_S_1_D_12_so_R1,Aug_S_2_M_12_so_R1,Aug_S_2_D_12_so_R2,Aug_S_2_D_12_so_R1,Aug_S_3_S_12_so_R1
391.0666935,-12.9056897795102,-12.9713666534302,-12.5547770449624,-13.3081733718218,-13.132394652181,-13.3293760622164,-13.1533098017339,-13.0370218520532,-13.520590405717,-12.8318345033885,-12.8344762769026,-12.7898579005083,-12.5926654092693,-13.0673851412144,-13.1722180078091,-13.0921629329781,-13.191668434734,-13.0327626489242,-12.4477640783254,-12.8154222717837,-12.4871976331117,-12.9273958798828,-13.2264305551862,-12.6506922429868,-12.6675384624179,-12.8565861187893,-13.1581055115607
405.0459597,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,NA,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741
397.0408735,-12.8290159861391,-12.7422234385496,-12.8906360983321,-13.2291780323496,-12.9747973625557,-12.632876407063,-12.5634726971738,-13.2379110231932,-13.2018153056187,-13.5673153244544,-12.7592523858218,-13.5797151022973,-12.8829354761682,-12.4927501507116,-12.7748515570563,-12.6797110877805,-12.7846682624788,-13.2478287015623,-12.5801621259584,-13.0128291324637,-13.0671494678282,-12.8714241347823,-13.3453586544674,-12.9238075727767,-13.2529713055432,-13.1029039246872,-13.0967359367876
401.0357886,-0.546713760132678,-0.546713760132678,-0.546713760132678,-0.546713760132678,-0.546713760132678,-0.546713760132678,-0.546713760132678,-0.546713760132678,NA,NA,-0.546713760132678,-0.546713760132678,-0.546713760132678,-0.546713760132678,-0.546713760132678,-0.546713760132678,-0.546713760132678,-0.546713760132678,-0.546713760132678,NA,NA,-0.546713760132678,NA,-0.546713760132678,-0.546713760132678,NA,NA
397.0044965,NA,NA,NA,-0.373401697049681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385.0925099,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,NA,NA
399.1081625,-12.5271016813367,-13.0738770433261,-12.828777167135,-12.9837329461638,-13.3446909473668,-13.2645760750894,-12.6642458179274,-13.4398325268061,-13.1711588885971,-12.7475634816799,-13.1522956059676,-12.9881250246271,-13.0786574919607,-12.990481548474,-12.9310761702096,-13.2586529462958,-13.2127865458528,-13.1180870276661,-13.1263742387867,-13.433684329433,-12.1775605033526,-12.58831620445,-13.1322811087571,-12.7250962240981,-12.6178028662705,-12.6914721583908,-12.6504137459263
405.1187361,-13.0566286297893,-12.570186868146,-13.3818690250964,-12.7304624744231,-13.0136901524552,-12.6111612994236,-12.8242610919312,-12.8554819046118,-13.0887806207415,-13.4320217454886,-13.4034999809952,-13.2090105979886,-12.8406457517908,-13.1528048313677,-13.3354392138523,-13.0749690274025,-13.2423552342692,-13.0947448304736,-12.8333899231683,-12.9290705058349,-12.4497592174543,-12.9488319301893,-12.7921327073244,-12.8341384179861,-12.5578782692704,-12.2139354004369,-13.0222478287403
387.1081666,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,NA
401.1238217,-12.326377212521,-12.603996148249,-12.9777490047021,-12.8726811753288,-12.7942621546043,-12.7546689839631,-12.9184413697857,-12.5328976696996,-13.8354626201297,-13.1109635697873,-13.0012903601974,-13.2489418819762,-12.5068680004564,-13.1813448437796,-13.3046292318269,-12.7677235015036,-13.0303029721735,-13.2757623110956,-12.893683940741,-12.7005821873003,-12.5126464499808,-12.8805943387964,-12.8352828349977,-12.7172163428401,-13.0028839004658,-12.7832343654194,-12.8263438657261
383.0616038,-12.5925647746609,-13.1476394787872,-12.806817234355,-13.271609135158,-12.9354756243212,-12.8752456795539,-12.9595961245138,-12.9474624043313,-12.5866853892756,-13.1108692830495,-12.9841433713639,-12.6315851668632,-12.7421261230452,-12.9226142999148,-12.8050184110212,-13.0774262360452,-12.8545629784413,-12.6007640068216,-12.5273886512151,-13.044815065259,-12.4178650436679,-12.8851692129439,-13.2175886110277,-12.7828189622719,-12.5368316729306,-12.403294630795,-13.1477311725873
395.0615966,-12.9961862067644,-12.871010084367,-13.5672794267462,-12.2127090090528,-12.9757606601664,-13.0058019530885,-12.6925820059511,-12.7685363814239,-12.8538229012193,-13.2789805882354,-13.0463522373674,-13.0030420352958,-13.1724767136305,-13.0996898072281,-12.6185499454149,-12.98770765709,-12.5262223139924,-13.1837331532546,-12.8280808019498,-12.7536247188924,-13.0291911533528,-13.038373163282,-12.9881830436159,-13.212353453763,-13.3385330256213,-13.1697205601343,-12.3565072905516
397.1136319,-12.4761304457485,-13.2292756316142,-12.7640938591654,-12.5044458471569,-12.2760426313186,-12.7669957041755,-13.1566733492411,-12.9753317418433,-13.1102241793183,-13.0624363474195,-12.4536283112186,-12.9001304126459,-12.9616110047506,-12.9206353127287,-12.6815902853389,-12.7896028290847,-12.7102399313461,-12.8472556732582,-13.3362935948328,-13.3336468632432,-13.2869872359098,-13.2151125501037,-13.0907721417233,-12.2017228806507,-12.8644081967134,-12.5529634130891,-12.9854701352607
399.0929012,-12.0134890836897,-12.5335601405007,-12.4089348574063,-12.85533402323,-12.9381027153991,-12.5063156106027,-12.8687319706645,-12.7278686091981,-12.7814471427518,-12.6570594750262,-13.4788483779304,-13.0165423026831,-12.8408074966472,-13.0922261012658,-13.2722976696023,-12.5106519227875,-12.9015804809845,-13.0074294858805,-12.9063332482531,-13.1083088093374,-12.8988725598797,-12.6975640388176,-12.5496950641122,-13.1131668987831,-13.2746955284732,-12.6133379446779,-13.4054084200528
415.0515073,-0.048428653345723,-0.048428653345723,-0.048428653345723,-0.048428653345723,-0.048428653345723,-0.048428653345723,-0.048428653345723,-0.048428653345723,NA,-0.048428653345723,-0.048428653345723,-0.048428653345723,-0.048428653345723,-0.048428653345723,-0.048428653345723,-0.048428653345723,-0.048428653345723,-0.048428653345723,-0.048428653345723,-0.048428653345723,NA,-0.048428653345723,-0.048428653345723,NA,-0.048428653345723,NA,NA
431.0464044,-0.165907797250441,-0.165907797250441,-0.165907797250441,-0.165907797250441,-0.165907797250441,-0.165907797250441,-0.165907797250441,-0.165907797250441,NA,NA,-0.165907797250441,-0.165907797250441,-0.165907797250441,-0.165907797250441,-0.165907797250441,-0.165907797250441,NA,NA,-0.165907797250441,NA,NA,-0.165907797250441,-0.165907797250441,NA,-0.165907797250441,NA,NA
387.0201791,-0.213174851954686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407.0616516,-12.7628371210688,-13.1394386356611,-13.0589567559672,-12.8914216503458,-13.2707130904644,-13.2423771612959,-13.0190328989285,-13.6216177059293,-12.3557151398457,-12.5901692070562,-12.7936245419184,-12.886355105043,-12.9165203938388,-12.7785090325001,-13.1495535503163,-13.044598328114,-13.3079626364254,-12.6818656069105,-12.3837953715947,-12.2923290064817,-12.7502800218016,-13.2659372046653,-13.3083725516485,-12.6406263414425,-12.9659837118641,-12.4384285039996,-13.0623140193943
395.0252724,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,NA,-0.500184335972653,NA,-0.500184335972653,-0.500184335972653,NA,NA
423.0201881,-0.506133485414009,-0.506133485414009,-0.506133485414009,-0.506133485414009,-0.506133485414009,NA,-0.506133485414009,-0.506133485414009,NA,NA,NA,NA,-0.506133485414009,-0.506133485414009,-0.506133485414009,-0.506133485414009,-0.506133485414009,NA,-0.506133485414009,NA,NA,-0.506133485414009,NA,NA,-0.506133485414009,NA,NA
415.0303725,0.0358640749845765,0.0358640749845765,0.0358640749845765,0.0358640749845765,0.0358640749845765,0.0358640749845765,0.0358640749845765,0.0358640749845765,NA,NA,0.0358640749845765,0.0358640749845765,0.0358640749845765,0.0358640749845765,0.0358640749845765,0.0358640749845765,NA,0.0358640749845765,0.0358640749845765,NA,NA,0.0358640749845765,NA,NA,0.0358640749845765,NA,NA
431.0253103,0.160026945344299,0.160026945344299,0.160026945344299,0.160026945344299,0.160026945344299,0.160026945344299,0.160026945344299,0.160026945344299,NA,0.160026945344299,0.160026945344299,0.160026945344299,0.160026945344299,0.160026945344299,0.160026945344299,0.160026945344299,0.160026945344299,NA,0.160026945344299,NA,NA,0.160026945344299,NA,0.160026945344299,0.160026945344299,NA,NA
435.0202196,-0.276154905219014,-0.276154905219014,-0.276154905219014,-0.276154905219014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.276154905219014,NA,NA,NA,NA,NA,-0.276154905219014,NA,NA,NA,NA,NA
407.0252889,-0.322024577130089,-0.322024577130089,-0.322024577130089,-0.322024577130089,-0.322024577130089,-0.322024577130089,-0.322024577130089,-0.322024577130089,NA,-0.322024577130089,-0.322024577130089,-0.322024577130089,-0.322024577130089,-0.322024577130089,-0.322024577130089,-0.322024577130089,-0.322024577130089,NA,-0.322024577130089,NA,NA,-0.322024577130089,-0.322024577130089,NA,-0.322024577130089,NA,NA
411.0202087,-0.426593924894877,-0.426593924894877,-0.426593924894877,-0.426593924894877,-0.426593924894877,NA,NA,NA,NA,NA,NA,NA,NA,-0.426593924894877,NA,NA,NA,NA,NA,NA,NA,-0.426593924894877,NA,NA,NA,NA,NA
411.056597,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,NA
423.0565929,-12.9342846636782,-13.1400958245233,-13.1093482177125,-12.986926769068,-12.2268586447154,-13.3668346019025,-12.7834332067168,-12.8065928624689,-12.8839921877734,-13.1359446684274,-12.973645327714,-12.786494220361,-13.7541054497849,-12.8044038377136,-12.6741356527092,-13.0724014872402,-13.3663447601046,-12.1314843523043,-12.4423946366268,-12.5894415811063,-12.5138437651288,-12.6096083930349,-12.7862215822694,-12.8617961104475,-13.0397447419446,-12.6899452432722,-13.1153101979498
419.0616896,-13.1082005107666,-12.7225045690568,-12.7179878727086,-13.1847947586883,-12.786120468308,-12.486540015456,-12.8632140152856,-12.9626277617812,-12.5108532377501,-13.1885485769994,-12.9207254700387,-12.9244544745566,-13.325703360197,-12.7512644855156,-12.9544828878207,-13.2130804993394,-13.3958005596798,-12.4551199169059,-13.2366589394618,-12.8950353732948,-13.4071857082338,-12.8292842632909,-12.7990347433335,-12.8959866872411,-13.2293019179192,-12.5532907832227,-12.0612242394321
421.077332,-12.8791278570794,-12.6790274345508,-13.0483703209775,-12.666474684344,-13.1313809234141,-12.59249528416,-12.767041373213,-12.8959677951897,-12.3299458895473,-12.8992625693451,-12.7157486254993,-12.735969884739,-12.8811514563004,-12.933674390087,-12.7172521027218,-13.0462731949703,-12.9353504067917,-12.4780015734372,-12.5049470328047,-13.1389586757383,-13.1581008057667,-13.1899823356356,-13.4320689692235,-12.713207338348,-13.588190973143,-12.5319181717385,-13.227567049721
459.0413572,-0.176706238423868,-0.176706238423868,-0.176706238423868,NA,-0.176706238423868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.176706238423868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425.0722591,-13.0777866352235,-12.615056199926,-13.3461721472122,-13.0995667777554,-12.9407000251188,-12.5069038278081,-12.8541891797221,-12.9724318651447,-13.0289383039992,-12.7393592848383,-13.2766503559097,-13.1151708810907,-12.9019008763217,-12.801783962848,-13.2448268280664,-12.7232940193808,-13.4644849365304,-12.75431805176,-13.1562766434974,-13.3117845971187,-12.9475542252099,-12.6458569083541,-12.9972465126254,-12.6705845926778,-12.4560936871127,-12.7214563516642,-12.9749349942028
425.0358814,-0.416678321822096,-0.416678321822096,-0.416678321822096,-0.416678321822096,-0.416678321822096,-0.416678321822096,-0.416678321822096,-0.416678321822096,NA,-0.416678321822096,-0.416678321822096,-0.416678321822096,-0.416678321822096,NA,-0.416678321822096,-0.416678321822096,-0.416678321822096,-0.416678321822096,-0.416678321822096,NA,NA,-0.416678321822096,-0.416678321822096,-0.416678321822096,-0.416678321822096,-0.416678321822096,NA
437.0358827,-0.514103073867365,-0.514103073867365,-0.514103073867365,-0.514103073867365,-0.514103073867365,NA,-0.514103073867365,-0.514103073867365,NA,-0.514103073867365,-0.514103073867365,-0.514103073867365,-0.514103073867365,-0.514103073867365,-0.514103073867365,NA,-0.514103073867365,-0.514103073867365,-0.514103073867365,NA,NA,-0.514103073867365,NA,NA,-0.514103073867365,NA,NA
401.0510595,-12.9113443849403,-13.3002779392449,-12.8153593352475,-13.5822559602424,-13.116762469999,-13.1305673833832,-12.8894934776343,-12.8719030782514,-12.9850595933536,-13.3775601431768,-12.9536970486708,-12.5497738009945,-13.8798609047525,-12.8756305224412,-12.97592710541,-13.0184676328204,-13.0058037954749,-13.0102605666286,-13.304966220889,-12.2979058295323,-13.1171842073971,-12.8057315775542,-13.359723235267,-13.2366922640617,-13.0715946345819,-13.7175709702127,-12.9831292158003
413.0510774,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,NA,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,NA,NA
417.045998,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,NA
413.0146942,-0.381735609352243,-0.381735609352243,NA,-0.381735609352243,-0.381735609352243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.381735609352243,NA,NA,NA,NA,NA
417.0096148,-0.337361420981867,-0.337361420981867,-0.337361420981867,-0.337361420981867,-0.337361420981867,-0.337361420981867,-0.337361420981867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.337361420981867,NA,NA,NA,NA,NA
421.0045181,NA,-0.454122284700909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393.0096038,-0.45875270019852,-0.45875270019852,-0.45875270019852,-0.45875270019852,-0.45875270019852,NA,-0.45875270019852,-0.45875270019852,NA,NA,NA,NA,-0.45875270019852,-0.45875270019852,NA,NA,NA,NA,-0.45875270019852,NA,NA,-0.45875270019852,NA,NA,NA,NA,NA
419.0252622,-0.293237291403391,-0.293237291403391,-0.293237291403391,-0.293237291403391,-0.293237291403391,-0.293237291403391,-0.293237291403391,-0.293237291403391,NA,-0.293237291403391,-0.293237291403391,-0.293237291403391,-0.293237291403391,-0.293237291403391,-0.293237291403391,-0.293237291403391,-0.293237291403391,-0.293237291403391,-0.293237291403391,NA,NA,-0.293237291403391,NA,-0.293237291403391,-0.293237291403391,NA,NA
398.9990309,NA,NA,NA,NA,-0.332587361278569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405.0095782,-0.399378088779157,-0.399378088779157,-0.399378088779157,-0.399378088779157,-0.399378088779157,-0.399378088779157,-0.399378088779157,-0.399378088779157,NA,NA,NA,NA,-0.399378088779157,-0.399378088779157,-0.399378088779157,NA,NA,NA,NA,NA,NA,-0.399378088779157,NA,NA,-0.399378088779157,NA,NA
403.0303228,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,NA,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,NA
389.0146778,-0.493970650478094,-0.493970650478094,-0.493970650478094,-0.493970650478094,-0.493970650478094,-0.493970650478094,-0.493970650478094,-0.493970650478094,NA,NA,-0.493970650478094,NA,-0.493970650478094,-0.493970650478094,-0.493970650478094,-0.493970650478094,-0.493970650478094,NA,-0.493970650478094,-0.493970650478094,NA,-0.493970650478094,NA,NA,NA,NA,NA
401.0146828,-0.512505766595532,-0.512505766595532,-0.512505766595532,-0.512505766595532,-0.512505766595532,-0.512505766595532,-0.512505766595532,-0.512505766595532,NA,NA,-0.512505766595532,-0.512505766595532,-0.512505766595532,-0.512505766595532,-0.512505766595532,-0.512505766595532,-0.512505766595532,-0.512505766595532,-0.512505766595532,NA,NA,-0.512505766595532,NA,-0.512505766595532,-0.512505766595532,NA,NA
391.0455568,-0.394813610894307,-0.394813610894307,NA,-0.394813610894307,-0.394813610894307,-0.394813610894307,NA,NA,NA,NA,-0.394813610894307,NA,NA,-0.394813610894307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385.0197402,-0.416958945615238,-0.416958945615238,-0.416958945615238,-0.416958945615238,-0.416958945615238,-0.416958945615238,-0.416958945615238,-0.416958945615238,NA,NA,-0.416958945615238,-0.416958945615238,-0.416958945615238,-0.416958945615238,-0.416958945615238,NA,NA,NA,-0.416958945615238,NA,NA,-0.416958945615238,NA,NA,NA,NA,NA
399.0353827,0.0305900697903085,0.0305900697903085,0.0305900697903085,0.0305900697903085,0.0305900697903085,0.0305900697903085,0.0305900697903085,0.0305900697903085,0.0305900697903085,0.0305900697903085,0.0305900697903085,0.0305900697903085,0.0305900697903085,0.0305900697903085,0.0305900697903085,0.0305900697903085,0.0305900697903085,0.0305900697903085,0.0305900697903085,0.0305900697903085,0.0305900697903085,0.0305900697903085,0.0305900697903085,0.0305900697903085,0.0305900697903085,NA,NA
379.009252,NA,NA,0.106827271660517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
381.0248804,0.0178989219264006,0.0178989219264006,0.0178989219264006,0.0178989219264006,0.0178989219264006,0.0178989219264006,NA,NA,NA,NA,NA,0.0178989219264006,NA,0.0178989219264006,NA,0.0178989219264006,0.0178989219264006,NA,NA,NA,NA,0.0178989219264006,NA,NA,0.0178989219264006,NA,NA
351.0143179,-0.193906948013858,-0.193906948013858,-0.193906948013858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377.0299764,-0.169164577141917,-0.169164577141917,NA,-0.169164577141917,NA,NA,NA,NA,NA,NA,-0.169164577141917,NA,NA,-0.169164577141917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409.0561814,0.108832467786251,0.108832467786251,0.108832467786251,0.108832467786251,0.108832467786251,0.108832467786251,0.108832467786251,0.108832467786251,NA,NA,0.108832467786251,0.108832467786251,0.108832467786251,0.108832467786251,0.108832467786251,0.108832467786251,0.108832467786251,0.108832467786251,0.108832467786251,0.108832467786251,NA,0.108832467786251,NA,NA,NA,0.108832467786251,NA
405.0612669,-0.120876184918453,-0.120876184918453,-0.120876184918453,-0.120876184918453,-0.120876184918453,-0.120876184918453,-0.120876184918453,NA,NA,NA,-0.120876184918453,-0.120876184918453,-0.120876184918453,-0.120876184918453,NA,-0.120876184918453,NA,-0.120876184918453,-0.120876184918453,NA,NA,-0.120876184918453,NA,NA,NA,NA,NA
417.0612763,-0.31921968662968,NA,NA,-0.31921968662968,NA,NA,NA,NA,NA,NA,-0.31921968662968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473.0360075,-0.428169062870911,-0.428169062870911,-0.428169062870911,-0.428169062870911,-0.428169062870911,-0.428169062870911,-0.428169062870911,-0.428169062870911,NA,NA,-0.428169062870911,-0.428169062870911,-0.428169062870911,NA,-0.428169062870911,NA,-0.428169062870911,NA,-0.428169062870911,NA,NA,-0.428169062870911,NA,NA,-0.428169062870911,NA,NA
505.0622388,-0.614630721557049,-0.614630721557049,-0.614630721557049,-0.614630721557049,-0.614630721557049,NA,-0.614630721557049,-0.614630721557049,NA,NA,-0.614630721557049,-0.614630721557049,-0.614630721557049,-0.614630721557049,-0.614630721557049,-0.614630721557049,-0.614630721557049,-0.614630721557049,-0.614630721557049,NA,NA,-0.614630721557049,NA,NA,-0.614630721557049,NA,NA
475.0516643,-0.594420721562042,-0.594420721562042,-0.594420721562042,-0.594420721562042,-0.594420721562042,-0.594420721562042,-0.594420721562042,-0.594420721562042,NA,-0.594420721562042,-0.594420721562042,-0.594420721562042,-0.594420721562042,-0.594420721562042,-0.594420721562042,-0.594420721562042,-0.594420721562042,-0.594420721562042,-0.594420721562042,NA,NA,-0.594420721562042,NA,NA,-0.594420721562042,NA,NA
489.0673178,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,NA,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,NA,-0.569978718829407
477.0673068,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,NA,-0.575377656103236,-0.575377656103236,NA
479.0465787,-0.555362349670242,-0.555362349670242,-0.555362349670242,-0.555362349670242,-0.555362349670242,-0.555362349670242,-0.555362349670242,-0.555362349670242,NA,NA,-0.555362349670242,-0.555362349670242,-0.555362349670242,-0.555362349670242,-0.555362349670242,-0.555362349670242,-0.555362349670242,NA,-0.555362349670242,NA,NA,-0.555362349670242,NA,NA,-0.555362349670242,NA,NA
491.0465731,-0.614265346397779,-0.614265346397779,-0.614265346397779,-0.614265346397779,-0.614265346397779,NA,-0.614265346397779,-0.614265346397779,NA,-0.614265346397779,-0.614265346397779,-0.614265346397779,-0.614265346397779,-0.614265346397779,-0.614265346397779,NA,-0.614265346397779,-0.614265346397779,-0.614265346397779,NA,NA,-0.614265346397779,NA,-0.614265346397779,-0.614265346397779,-0.614265346397779,NA
513.0520684,-0.440020023214942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497.0571515,-0.512693129550808,-0.512693129550808,-0.512693129550808,-0.512693129550808,NA,NA,-0.512693129550808,NA,NA,NA,NA,NA,-0.512693129550808,NA,NA,NA,-0.512693129550808,NA,NA,NA,NA,-0.512693129550808,NA,NA,NA,NA,NA
511.0728111,-0.350933400647602,-0.350933400647602,-0.350933400647602,-0.350933400647602,-0.350933400647602,-0.350933400647602,-0.350933400647602,-0.350933400647602,NA,NA,-0.350933400647602,-0.350933400647602,-0.350933400647602,-0.350933400647602,-0.350933400647602,-0.350933400647602,-0.350933400647602,NA,-0.350933400647602,NA,NA,-0.350933400647602,NA,NA,NA,NA,NA
481.0622362,-0.218677540549579,-0.218677540549579,-0.218677540549579,-0.218677540549579,-0.218677540549579,-0.218677540549579,-0.218677540549579,-0.218677540549579,NA,-0.218677540549579,-0.218677540549579,-0.218677540549579,-0.218677540549579,-0.218677540549579,-0.218677540549579,-0.218677540549579,-0.218677540549579,-0.218677540549579,-0.218677540549579,NA,NA,-0.218677540549579,-0.218677540549579,-0.218677540549579,-0.218677540549579,NA,NA
483.0415087,-0.510226907851146,-0.510226907851146,-0.510226907851146,-0.510226907851146,-0.510226907851146,NA,-0.510226907851146,-0.510226907851146,NA,-0.510226907851146,NA,NA,-0.510226907851146,-0.510226907851146,NA,NA,-0.510226907851146,NA,-0.510226907851146,NA,NA,-0.510226907851146,NA,NA,NA,NA,NA
473.0571546,-0.380354075562916,-0.380354075562916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.380354075562916,NA,NA,NA,NA,NA,NA,NA,NA,-0.380354075562916,NA,NA,NA,NA,NA
487.0727976,-0.398829857571034,-0.398829857571034,-0.398829857571034,-0.398829857571034,-0.398829857571034,NA,-0.398829857571034,-0.398829857571034,NA,-0.398829857571034,-0.398829857571034,NA,NA,NA,-0.398829857571034,NA,NA,NA,-0.398829857571034,NA,NA,NA,NA,NA,NA,NA,NA
485.05715,-0.419988312193667,-0.419988312193667,-0.419988312193667,-0.419988312193667,-0.419988312193667,NA,NA,-0.419988312193667,NA,-0.419988312193667,NA,NA,NA,-0.419988312193667,NA,NA,NA,NA,NA,NA,NA,-0.419988312193667,NA,NA,-0.419988312193667,NA,NA
