"","Member","Value","Direction","Mass","C","H","O","N","C13","S","P","Na","El_comp","Class","NeutralMass","Error_ppm","Candidates","MolForm","AI","AI_Mod","DBE","DBE_O","DBE_AI","GFE","kmass.CH2","kdefect.CH2","NOSC","OtoC_ratio","HtoC_ratio","NtoC_ratio","PtoC_ratio","NtoP_ratio","bs1_class","bs2_class","bs3_class"
"27","695.2261402",0.468514339806485,"Insignificant",695.2261402,47,36,4,0,0,1,0,0,"CHOS",NA,696.2334702,-0.050917255,NA,"C47H36O4S",0.595238095238095,0.613636363636364,30,26,25,76.0659574468085,694.449844480991,0.550155519009081,-0.553191489361702,0.0851063829787234,0.765957446808511,0,0,NA,"Unsat Hydrocarbon","Cond Hydrocarbon","Other"
"28","697.2054029",0.199867233007204,"Insignificant",697.2054029,46,34,5,0,0,1,0,0,"CHOS",NA,698.2127329,-0.021298668,NA,"C46H34O5S",0.6,0.623529411764706,30,25,24,73.9304347826087,696.426897118578,0.57310288142196,-0.478260869565218,0.108695652173913,0.739130434782609,0,0,NA,"Unsat Hydrocarbon","Cond Hydrocarbon","Other"
"29","713.236651",-0.334761646169083,"Insignificant",713.236651,47,38,5,0,0,1,0,0,"CHOS",NA,714.243981,-0.093629069,NA,"C47H38O5S",0.560975609756098,0.586206896551724,29,24,23,76.0659574468085,712.440244583733,0.559755416266853,-0.553191489361702,0.106382978723404,0.808510638297872,0,0,NA,"Unsat Hydrocarbon","Unsat Hydrocarbon","Other"
"30","675.1998749",-0.433423650806255,"Insignificant",675.1998749,47,32,3,0,0,1,0,0,"CHOS",NA,676.2072049,-0.122238549,NA,"C47H32O3S",0.651162790697674,0.662921348314607,32,29,28,74.8531914893617,674.445940687731,0.554059312268805,-0.51063829787234,0.0638297872340425,0.680851063829787,0,0,NA,"Other","Cond Hydrocarbon","Other"
"31","689.2155115",-0.552412116578748,"Insignificant",689.2155115,48,34,3,0,0,1,0,0,"CHOS",NA,690.2228415,-0.111614073,NA,"C48H34O3S",0.636363636363636,0.648351648351648,32,29,28,75.7375,688.445927302694,0.554072697306196,-0.541666666666667,0.0625,0.708333333333333,0,0,NA,"Unsat Hydrocarbon","Cond Hydrocarbon","Other"
"32","705.2104365",-13.431915765811,"Sig. Low",705.2104365,48,34,4,0,0,1,0,0,"CHOS",NA,706.2177665,-0.094318943,NA,"C48H34O4S",0.627906976744186,0.644444444444444,32,28,27,74.55,704.422992226547,0.577007773453261,-0.5,0.0833333333333333,0.708333333333333,0,0,NA,"Unsat Hydrocarbon","Cond Hydrocarbon","Other"
"33","663.2361662",-0.0903479969876079,"Insignificant",663.2361662,47,36,2,0,0,1,0,0,"CHOS",NA,664.2434962,-0.237506514,NA,"C47H36O2S",0.613636363636364,0.622222222222222,30,28,27,78.4914893617021,662.495590771744,0.504409228255668,-0.638297872340425,0.0425531914893617,0.765957446808511,0,0,NA,"Other","Cond Hydrocarbon","Other"
"34","683.2260042",-0.483928851350626,"Insignificant",683.2260042,46,36,4,0,0,1,0,0,"CHOS",NA,684.2333342,-0.2178161,NA,"C46H36O4S",0.585365853658537,0.604651162790698,29,25,24,76.4086956521739,682.463107940053,0.536892059947263,-0.565217391304348,0.0869565217391304,0.782608695652174,0,0,NA,"Unsat Hydrocarbon","Cond Hydrocarbon","Other"
"35","699.2209271",-0.395618558653239,"Insignificant",699.2209271,46,36,5,0,0,1,0,0,"CHOS",NA,700.2282571,-0.200894565,NA,"C46H36O5S",0.575,0.6,29,24,23,75.1695652173913,698.440170766251,0.559829233749383,-0.521739130434782,0.108695652173913,0.782608695652174,0,0,NA,"Unsat Hydrocarbon","Cond Hydrocarbon","Other"
"36","709.2052689",-0.460500129131022,"Insignificant",709.2052689,47,34,5,0,0,1,0,0,"CHOS",NA,710.2125989,-0.20961467,NA,"C47H34O5S",0.609756097560976,0.632183908045977,31,26,25,73.6404255319149,708.413363961001,0.586636038999359,-0.468085106382978,0.106382978723404,0.723404255319149,0,0,NA,"Unsat Hydrocarbon","Cond Hydrocarbon","Other"
"37","691.1947105",-0.450139917450475,"Insignificant",691.1947105,47,32,4,0,0,1,0,0,"CHOS",NA,692.2020405,-0.205911273,NA,"C47H32O4S",0.642857142857143,0.659090909090909,32,28,27,73.6404255319149,690.422916311409,0.57708368859096,-0.468085106382978,0.0851063829787234,0.680851063829787,0,0,NA,"Other","Cond Hydrocarbon","Other"
"38","693.2103594",-13.4299297282412,"Sig. Low",693.2103594,47,34,4,0,0,1,0,0,"CHOS",NA,694.2176894,-0.206998895,NA,"C47H34O4S",0.619047619047619,0.636363636363636,31,27,26,74.8531914893617,692.43631451984,0.563685480159734,-0.51063829787234,0.0851063829787234,0.723404255319149,0,0,NA,"Unsat Hydrocarbon","Cond Hydrocarbon","Other"
"39","669.210196",-0.0244822365790199,"Insignificant",669.210196,45,34,4,0,0,1,0,0,"CHOS",NA,670.217526,-0.45824508,NA,"C45H34O4S",0.6,0.619047619047619,29,25,24,75.5,668.4629499167,0.537050083299732,-0.533333333333333,0.0888888888888889,0.755555555555556,0,0,NA,"Unsat Hydrocarbon","Cond Hydrocarbon","Other"
"40","677.2154775",-13.4278634715638,"Sig. Low",677.2154775,47,34,3,0,0,1,0,0,"CHOS",NA,678.2228075,-0.163728141,NA,"C47H34O3S",0.627906976744186,0.640449438202247,31,28,27,76.0659574468085,676.459292647862,0.540707352138497,-0.553191489361702,0.0638297872340425,0.723404255319149,0,0,NA,"Unsat Hydrocarbon","Cond Hydrocarbon","Other"
"41","681.2103842",-13.3674647820729,"Sig. Low",681.2103842,46,34,4,0,0,1,0,0,"CHOS",NA,682.2177142,-0.174267968,NA,"C46H34O4S",0.609756097560976,0.627906976744186,30,26,25,75.1695652173913,680.449738599351,0.550261400648537,-0.521739130434782,0.0869565217391304,0.739130434782609,0,0,NA,"Unsat Hydrocarbon","Cond Hydrocarbon","Other"
"42","659.2048427",1.09075391546954,"High",659.2048427,47,32,2,0,0,1,0,0,"CHOS",NA,660.2121727,-0.274396981,NA,"C47H32O2S",0.659090909090909,0.666666666666667,32,30,29,76.0659574468085,658.468768683579,0.531231316421326,-0.553191489361702,0.0425531914893617,0.680851063829787,0,0,NA,"Other","Cond Hydrocarbon","Other"
"43","673.2206247",1.01656118492937,"High",673.2206247,48,34,2,0,0,1,0,0,"CHOS",NA,674.2279547,-0.121553845,NA,"C48H34O2S",0.644444444444444,0.652173913043478,32,30,29,76.925,672.468900536186,0.531099463813689,-0.583333333333333,0.0416666666666667,0.708333333333333,0,0,NA,"Other","Cond Hydrocarbon","Other"
"44","693.24736",0.561860822148209,"Insignificant",693.24736,48,38,3,0,0,1,0,0,"CHOS",NA,694.25469,0.678958836,NA,"C48H38O3S",0.590909090909091,0.604395604395604,30,27,26,78.1125,692.47327380464,0.526726195360311,-0.625,0.0625,0.791666666666667,0,0,NA,"Unsat Hydrocarbon","Cond Hydrocarbon","Other"
