num.trans.involved.in,sample,peak
134,Abisko,312.0719598
59,Abisko,312.0800468
14,Abisko,312.0831655
14,Abisko,312.0872493
5,Abisko,312.0921875
43,Abisko,312.0931074
17,Abisko,312.1012274
95,Abisko,312.1083599
17,Abisko,312.110198
22,Abisko,312.112431
68,Abisko,312.1164405
79,Abisko,312.1195635
15,Abisko,312.123563
37,Abisko,312.1276719
25,Abisko,312.13757
125,Abisko,312.1447295
43,Abisko,312.1528502
51,Abisko,312.1559799
23,Abisko,312.1658561
8,Abisko,312.1714675
24,Abisko,312.1892589
16,Abisko,312.1923765
14,Abisko,312.2256357
2,Abisko,312.2983578
1,Abisko,312.8905046
7,Abisko,312.9541738
2,Abisko,312.9722235
17,Abisko,312.9832394
4,Abisko,312.9841745
3,Abisko,312.9984215
19,Abisko,313.014071
8,Abisko,313.0151809
65,Abisko,313.0195912
49,Abisko,313.0348568
2,Abisko,313.038147
94,Abisko,313.0559624
5,Abisko,313.059152
30,Abisko,313.0672467
21,Abisko,313.068873
44,Abisko,313.0712497
37,Abisko,313.0771284
4,Abisko,313.0778971
104,Abisko,313.0923461
2,Abisko,313.095669
20,Abisko,313.096441
6,Abisko,313.1021081
118,Abisko,313.1036023
72,Abisko,313.1076222
8,Abisko,313.1110492
31,Abisko,313.1135172
37,Abisko,313.1148371
8,Abisko,313.1189453
13,Abisko,313.1229003
24,Abisko,313.1247087
106,Abisko,313.1287477
140,Abisko,313.1399769
54,Abisko,313.1440009
20,Abisko,313.147371
27,Abisko,313.149871
42,Abisko,313.1512206
15,Abisko,313.1593557
48,Abisko,313.1651543
7,Abisko,313.169223
3,Abisko,313.1748135
90,Abisko,313.1763647
33,Abisko,313.1803672
10,Abisko,313.1957705
23,Abisko,313.2015564
20,Abisko,313.2379382
19,Abisko,313.274267
1,Abisko,313.957419
1,Abisko,314.0185476
12,Abisko,314.0229131
28,Abisko,314.0426743
30,Abisko,314.0512674
48,Abisko,314.0593388
7,Abisko,314.0664318
20,Abisko,314.079038
23,Abisko,314.0804534
52,Abisko,314.087638
47,Abisko,314.0957435
59,Abisko,314.0988623
90,Abisko,314.1028658
11,Abisko,314.1069003
39,Abisko,314.1087369
8,Abisko,314.1168043
151,Abisko,314.123989
35,Abisko,314.1321368
42,Abisko,314.1352612
48,Abisko,314.1433383
83,Abisko,314.1603648
2,Abisko,314.1672907
30,Abisko,314.1685084
33,Abisko,314.17164
16,Abisko,314.1797567
2,Abisko,314.1966987
41,Abisko,314.2048713
21,Abisko,314.2080135
19,Abisko,314.2412593
1,Abisko,314.8922644
4,Abisko,314.9181486
2,Abisko,314.9545728
1,Abisko,314.957033
1,Abisko,314.9680328
3,Abisko,314.9699163
6,Abisko,314.9752928
2,Abisko,314.9788141
4,Abisko,314.988355
27,Abisko,314.993331
31,Abisko,314.9988663
2,Abisko,314.9998308
1,Abisko,315.0093647
15,Abisko,315.0116857
47,Abisko,315.0140994
22,Abisko,315.0175016
6,Abisko,315.0308305
66,Abisko,315.0352497
23,Abisko,315.038623
16,Abisko,315.0393167
7,Abisko,315.040935
14,Abisko,315.04818
78,Abisko,315.0505005
37,Abisko,315.053866
4,Abisko,315.064085
9,Abisko,315.0659467
110,Abisko,315.0716187
4,Abisko,315.0749128
5,Abisko,315.0813598
31,Abisko,315.0828903
23,Abisko,315.0844872
42,Abisko,315.0869037
11,Abisko,315.0902819
2,Abisko,315.091763
37,Abisko,315.0927669
6,Abisko,315.094054
5,Abisko,315.095768
85,Abisko,315.0981087
9,Abisko,315.0999067
16,Abisko,315.1021688
16,Abisko,315.1062189
102,Abisko,315.1079954
74,Abisko,315.1192625
27,Abisko,315.1232935
12,Abisko,315.1266793
25,Abisko,315.1305103
8,Abisko,315.134582
39,Abisko,315.1385985
101,Abisko,315.1443879
103,Abisko,315.1556332
5,Abisko,315.1572402
46,Abisko,315.1596585
19,Abisko,315.1669026
14,Abisko,315.1750095
51,Abisko,315.1807958
51,Abisko,315.192003
32,Abisko,315.1960151
7,Abisko,315.2113972
17,Abisko,315.2172109
15,Abisko,315.2535931
2,Abisko,315.951851
2,Abisko,315.9757015
27,Abisko,316.0305195
2,Abisko,316.0325174
1,Abisko,316.034064
32,Abisko,316.038628
21,Abisko,316.0433765
69,Abisko,316.0457499
7,Abisko,316.051912
12,Abisko,316.0582812
89,Abisko,316.0668597
3,Abisko,316.0718235
46,Abisko,316.0750006
28,Abisko,316.0781407
39,Abisko,316.0821538
21,Abisko,316.0961035
122,Abisko,316.1032453
66,Abisko,316.1113614
61,Abisko,316.1145148
17,Abisko,316.118625
16,Abisko,316.1226404
9,Abisko,316.1257725
19,Abisko,316.1266737
103,Abisko,316.1396325
63,Abisko,316.1477416
5,Abisko,316.149867
83,Abisko,316.1508816
23,Abisko,316.1590158
4,Abisko,316.1606036
8,Abisko,316.1702609
39,Abisko,316.1760466
44,Abisko,316.1841387
3,Abisko,316.186256
45,Abisko,316.1872679
11,Abisko,316.2124573
22,Abisko,316.2205556
7,Abisko,316.2569301
5,Abisko,316.9725283
16,Abisko,316.982198
1,Abisko,316.987921
16,Abisko,316.9909883
17,Abisko,316.9934057
2,Abisko,316.9945045
12,Abisko,317.0144727
18,Abisko,317.0273501
78,Abisko,317.0297571
24,Abisko,317.033158
14,Abisko,317.035683
24,Abisko,317.0453435
11,Abisko,317.0485225
72,Abisko,317.0508963
25,Abisko,317.0542535
25,Abisko,317.062155
2,Abisko,317.063125
14,Abisko,317.0638921
96,Abisko,317.0661266
5,Abisko,317.0694666
6,Abisko,317.072405
38,Abisko,317.0774034
13,Abisko,317.0792282
5,Abisko,317.079741
3,Abisko,317.0807921
20,Abisko,317.0814231
68,Abisko,317.0872926
74,Abisko,317.0985243
17,Abisko,317.1001063
114,Abisko,317.1025287
17,Abisko,317.1058804
27,Abisko,317.1084127
49,Abisko,317.1097371
97,Abisko,317.1137639
8,Abisko,317.1155605
19,Abisko,317.1178312
88,Abisko,317.123667
35,Abisko,317.1349273
26,Abisko,317.1389401
41,Abisko,317.1461358
53,Abisko,317.1501613
39,Abisko,317.1542287
81,Abisko,317.1600363
24,Abisko,317.1713473
20,Abisko,317.1753301
25,Abisko,317.1906361
59,Abisko,317.1964277
20,Abisko,317.2117055
24,Abisko,317.2328385
1,Abisko,317.912523
1,Abisko,317.9894523
34,Abisko,318.0250243
3,Abisko,318.02995
23,Abisko,318.0331034
4,Abisko,318.0375423
50,Abisko,318.046127
6,Abisko,318.0481383
9,Abisko,318.0495228
2,Abisko,318.0536476
30,Abisko,318.0542642
8,Abisko,318.0576521
10,Abisko,318.0590623
57,Abisko,318.0614144
6,Abisko,318.0673175
21,Abisko,318.0739391
57,Abisko,318.0825032
30,Abisko,318.0905973
64,Abisko,318.0937618
115,Abisko,318.0977831
17,Abisko,318.099681
13,Abisko,318.1018956
31,Abisko,318.1059077
29,Abisko,318.1090315
17,Abisko,318.1171401
116,Abisko,318.1188999
39,Abisko,318.1269906
82,Abisko,318.13013
87,Abisko,318.1341485
47,Abisko,318.1382516
23,Abisko,318.1422936
23,Abisko,318.1454307
24,Abisko,318.1553553
50,Abisko,318.1633964
62,Abisko,318.1665196
1,Abisko,318.173975
12,Abisko,318.1786264
16,Abisko,318.1998134
24,Abisko,318.2150261
1,Abisko,318.9599347
9,Abisko,318.9702575
1,Abisko,318.9792301
13,Abisko,318.9882543
12,Abisko,318.9978808
21,Abisko,319.0066433
29,Abisko,319.0090517
11,Abisko,319.024679
13,Abisko,319.027745
46,Abisko,319.0301606
6,Abisko,319.034255
21,Abisko,319.0430561
36,Abisko,319.045444
22,Abisko,319.047276
2,Abisko,319.0489075
5,Abisko,319.0500807
3,Abisko,319.055155
14,Abisko,319.058504
12,Abisko,319.0609323
1,Abisko,319.062213
16,Abisko,319.0641225
44,Abisko,319.0665165
8,Abisko,319.0681425
28,Abisko,319.0778086
15,Abisko,319.0794002
41,Abisko,319.0818194
23,Abisko,319.0836765
32,Abisko,319.0851495
32,Abisko,319.093069
17,Abisko,319.0948589
22,Abisko,319.0970697
60,Abisko,319.1029051
103,Abisko,319.1141513
12,Abisko,319.1157582
120,Abisko,319.1181775
40,Abisko,319.1215522
30,Abisko,319.1254075
29,Abisko,319.129452
13,Abisko,319.1312563
32,Abisko,319.1335081
76,Abisko,319.1393192
90,Abisko,319.1505384
83,Abisko,319.1545526
29,Abisko,319.1579263
27,Abisko,319.1658162
22,Abisko,319.1699065
29,Abisko,319.1757239
58,Abisko,319.1909459
8,Abisko,319.1942878
32,Abisko,319.2121002
16,Abisko,319.2273528
1,Abisko,319.485659
3,Abisko,319.9467404
1,Abisko,319.975302
11,Abisko,320.0123525
2,Abisko,320.019964
2,Abisko,320.0351079
26,Abisko,320.0406977
40,Abisko,320.0487725
15,Abisko,320.0532603
47,Abisko,320.0618099
10,Abisko,320.0665937
24,Abisko,320.0699353
39,Abisko,320.0770809
13,Abisko,320.0789543
48,Abisko,320.085166
18,Abisko,320.0895906
115,Abisko,320.0981739
12,Abisko,320.102948
57,Abisko,320.1094167
126,Abisko,320.1134295
28,Abisko,320.115313
37,Abisko,320.1215546
41,Abisko,320.1246888
26,Abisko,320.1260022
4,Abisko,320.1281103
92,Abisko,320.1345683
38,Abisko,320.1426696
58,Abisko,320.1457933
102,Abisko,320.1498027
44,Abisko,320.1579198
42,Abisko,320.1610597
4,Abisko,320.186309
4,Abisko,320.1942573
19,Abisko,320.2154467
7,Abisko,320.230651
1,Abisko,320.9124002
2,Abisko,320.9169233
1,Abisko,320.9500685
1,Abisko,320.958623
1,Abisko,320.9802925
25,Abisko,320.988318
7,Abisko,320.992367
1,Abisko,320.9967846
31,Abisko,321.0038848
19,Abisko,321.0134976
32,Abisko,321.0222968
37,Abisko,321.0247055
21,Abisko,321.0280635
25,Abisko,321.0399482
13,Abisko,321.043459
47,Abisko,321.0458268
7,Abisko,321.0488157
9,Abisko,321.049894
24,Abisko,321.0586723
65,Abisko,321.0610752
26,Abisko,321.0629152
15,Abisko,321.0644005
6,Abisko,321.069946
17,Abisko,321.072344
5,Abisko,321.07426
8,Abisko,321.0757062
13,Abisko,321.0763627
10,Abisko,321.0798155
37,Abisko,321.0822309
31,Abisko,321.0934579
14,Abisko,321.0950552
65,Abisko,321.0974582
30,Abisko,321.0993111
32,Abisko,321.100824
81,Abisko,321.1086937
8,Abisko,321.1104615
23,Abisko,321.1127247
37,Abisko,321.1186044
25,Abisko,321.1298528
51,Abisko,321.1338517
28,Abisko,321.1372065
120,Abisko,321.1450674
61,Abisko,321.1549555
25,Abisko,321.164413
25,Abisko,321.1702428
24,Abisko,321.1735923
44,Abisko,321.1814618
48,Abisko,321.2066054
5,Abisko,321.2099565
2,Abisko,321.5838837
7,Abisko,321.9623597
29,Abisko,322.0280409
11,Abisko,322.0385615
1,Abisko,322.0440874
9,Abisko,322.0492163
2,Abisko,322.0521819
48,Abisko,322.0563356
19,Abisko,322.0581995
50,Abisko,322.0644253
9,Abisko,322.066297
7,Abisko,322.0756883
55,Abisko,322.0774624
7,Abisko,322.0823449
24,Abisko,322.0855771
26,Abisko,322.0927417
11,Abisko,322.0946058
27,Abisko,322.1008433
34,Abisko,322.1039614
25,Abisko,322.1052652
38,Abisko,322.1120355
82,Abisko,322.1138367
40,Abisko,322.1291073
10,Abisko,322.131003
11,Abisko,322.133264
26,Abisko,322.1372438
32,Abisko,322.1403667
17,Abisko,322.1416678
40,Abisko,322.148423
25,Abisko,322.150179
30,Abisko,322.1583159
25,Abisko,322.1654341
30,Abisko,322.1735964
54,Abisko,322.201848
28,Abisko,322.2099621
10,Abisko,322.2132984
1,Abisko,322.2358169
1,Abisko,322.9204792
7,Abisko,322.9620357
22,Abisko,322.9831545
4,Abisko,322.998475
43,Abisko,323.0039458
1,Abisko,323.0114435
3,Abisko,323.01463
11,Abisko,323.0193422
8,Abisko,323.02277
31,Abisko,323.025079
5,Abisko,323.0280833
20,Abisko,323.0379053
87,Abisko,323.0403137
9,Abisko,323.053462
28,Abisko,323.0556037
10,Abisko,323.05911
30,Abisko,323.0614926
19,Abisko,323.0743256
59,Abisko,323.0767257
34,Abisko,323.0785725
3,Abisko,323.0795923
4,Abisko,323.086476
112,Abisko,323.0879485
22,Abisko,323.0898193
48,Abisko,323.0919639
5,Abisko,323.096789
62,Abisko,323.097859
7,Abisko,323.1060246
37,Abisko,323.1090947
30,Abisko,323.1131406
22,Abisko,323.114954
8,Abisko,323.1165057
80,Abisko,323.1243446
52,Abisko,323.1342303
18,Abisko,323.135618
27,Abisko,323.143687
30,Abisko,323.1495249
9,Abisko,323.1528946
20,Abisko,323.1607697
3,Abisko,323.1681615
37,Abisko,323.1706329
52,Abisko,323.1858774
15,Abisko,323.1892386
1,Abisko,323.2058204
3,Abisko,323.2166984
2,Abisko,323.2198297
37,Abisko,323.2222283
26,Abisko,323.2586392
2,Abisko,323.97798
15,Abisko,324.0073205
1,Abisko,324.03138
48,Abisko,324.0355921
28,Abisko,324.0437149
27,Abisko,324.0648009
56,Abisko,324.0719359
16,Abisko,324.0738623
59,Abisko,324.0800725
11,Abisko,324.0833
6,Abisko,324.087391
30,Abisko,324.0931269
10,Abisko,324.097856
23,Abisko,324.1012216
145,Abisko,324.1083337
20,Abisko,324.1102405
41,Abisko,324.1164253
86,Abisko,324.1195711
23,Abisko,324.1277137
53,Abisko,324.1294948
17,Abisko,324.1376353
57,Abisko,324.1447458
60,Abisko,324.1528347
40,Abisko,324.1559902
26,Abisko,324.1640499
25,Abisko,324.1892643
10,Abisko,324.1924537
3,Abisko,324.917186
1,Abisko,324.977606
8,Abisko,324.983318
13,Abisko,324.987285
1,Abisko,325.0012923
10,Abisko,325.008422
69,Abisko,325.0195911
26,Abisko,325.0348924
26,Abisko,325.0407587
86,Abisko,325.0559625
71,Abisko,325.0672041
63,Abisko,325.0712367
4,Abisko,325.076055
44,Abisko,325.0771305
50,Abisko,325.09238
27,Abisko,325.0942159
28,Abisko,325.095736
4,Abisko,325.102111
140,Abisko,325.103588
18,Abisko,325.105248
18,Abisko,325.1075856
62,Abisko,325.1134905
7,Abisko,325.116449
18,Abisko,325.1247588
34,Abisko,325.1287813
44,Abisko,325.1400038
17,Abisko,325.1473805
42,Abisko,325.1498733
31,Abisko,325.151194
39,Abisko,325.1593166
64,Abisko,325.1651431
16,Abisko,325.1685046
19,Abisko,325.1764144
7,Abisko,325.1837856
19,Abisko,325.19569
74,Abisko,325.2015089
42,Abisko,325.2379059
5,Abisko,325.3107097
26,Abisko,326.0229764
35,Abisko,326.051261
55,Abisko,326.0593305
43,Abisko,326.066494
10,Abisko,326.0746278
14,Abisko,326.0805144
34,Abisko,326.0876635
17,Abisko,326.0895605
9,Abisko,326.0910327
50,Abisko,326.0957378
49,Abisko,326.098869
60,Abisko,326.1087331
16,Abisko,326.1168648
58,Abisko,326.1240208
23,Abisko,326.1273674
24,Abisko,326.1280885
32,Abisko,326.1321412
28,Abisko,326.1352731
51,Abisko,326.1433246
1,Abisko,326.1531528
40,Abisko,326.1684997
25,Abisko,326.1716631
16,Abisko,326.179696
7,Abisko,326.1871321
49,Abisko,326.2048571
33,Abisko,326.208003
1,Abisko,326.893053
1,Abisko,326.929282
1,Abisko,326.9430658
3,Abisko,326.9545381
1,Abisko,326.959355
19,Abisko,326.9933133
2,Abisko,326.994517
20,Abisko,326.9988841
13,Abisko,327.0029698
2,Abisko,327.009289
24,Abisko,327.0141294
7,Abisko,327.02981
2,Abisko,327.030871
3,Abisko,327.0326777
33,Abisko,327.0352641
10,Abisko,327.0482117
28,Abisko,327.0505461
20,Abisko,327.0564098
92,Abisko,327.0716289
30,Abisko,327.0750035
7,Abisko,327.0813962
30,Abisko,327.0829051
1,Abisko,327.083766
9,Abisko,327.0846089
24,Abisko,327.0869254
23,Abisko,327.0928046
3,Abisko,327.093894
48,Abisko,327.1080371
8,Abisko,327.1120525
74,Abisko,327.1192604
68,Abisko,327.1232646
6,Abisko,327.12666
35,Abisko,327.1273595
20,Abisko,327.1291806
27,Abisko,327.130496
7,Abisko,327.132142
13,Abisko,327.1345387
17,Abisko,327.1386588
19,Abisko,327.1403925
30,Abisko,327.1444529
33,Abisko,327.1556643
38,Abisko,327.1596567
20,Abisko,327.1630128
22,Abisko,327.165529
46,Abisko,327.1668537
4,Abisko,327.1795947
38,Abisko,327.1808076
2,Abisko,327.1904928
17,Abisko,327.1920661
3,Abisko,327.208204
16,Abisko,327.2113586
54,Abisko,327.2171524
23,Abisko,327.2535281
12,Abisko,327.2899636
19,Abisko,328.0385708
7,Abisko,328.044726
24,Abisko,328.0669297
43,Abisko,328.075018
5,Abisko,328.0780627
89,Abisko,328.0821205
18,Abisko,328.0880337
22,Abisko,328.0961184
96,Abisko,328.1032744
39,Abisko,328.1114158
28,Abisko,328.1145442
33,Abisko,328.122624
33,Abisko,328.124399
15,Abisko,328.132527
40,Abisko,328.1396158
6,Abisko,328.143775
39,Abisko,328.1477718
42,Abisko,328.1509102
16,Abisko,328.1590853
57,Abisko,328.1841365
59,Abisko,328.1872709
18,Abisko,328.2205663
11,Abisko,328.223674
5,Abisko,328.9676115
3,Abisko,328.9701815
41,Abisko,329.0145116
37,Abisko,329.0297799
10,Abisko,329.0330995
41,Abisko,329.0509125
11,Abisko,329.0543055
13,Abisko,329.0621814
12,Abisko,329.0638199
86,Abisko,329.0661463
24,Abisko,329.0720231
6,Abisko,329.079678
6,Abisko,329.081817
50,Abisko,329.087303
7,Abisko,329.0970329
35,Abisko,329.0985534
18,Abisko,329.1001664
33,Abisko,329.1025562
12,Abisko,329.1059409
34,Abisko,329.1084217
28,Abisko,329.1097228
10,Abisko,329.111393
3,Abisko,329.1121745
64,Abisko,329.1137537
1,Abisko,329.1147475
8,Abisko,329.1177853
99,Abisko,329.1236589
42,Abisko,329.1349251
25,Abisko,329.1389428
19,Abisko,329.1448172
25,Abisko,329.1461705
7,Abisko,329.1519812
27,Abisko,329.1542582
71,Abisko,329.1600539
72,Abisko,329.1712915
47,Abisko,329.1753011
29,Abisko,329.1825492
14,Abisko,329.1906672
21,Abisko,329.1964746
4,Abisko,329.22149
7,Abisko,329.223904
10,Abisko,329.2270249
16,Abisko,329.2328551
15,Abisko,330.0331772
10,Abisko,330.0376398
33,Abisko,330.0461682
7,Abisko,330.051168
38,Abisko,330.0542663
59,Abisko,330.0614115
39,Abisko,330.0825755
4,Abisko,330.0875142
46,Abisko,330.0906584
33,Abisko,330.0937876
118,Abisko,330.0977775
12,Abisko,330.111775
68,Abisko,330.118928
34,Abisko,330.1270613
37,Abisko,330.1301839
20,Abisko,330.13829
12,Abisko,330.141399
3,Abisko,330.148288
32,Abisko,330.1552664
46,Abisko,330.1634083
47,Abisko,330.1665474
40,Abisko,330.1746475
16,Abisko,330.1786307
20,Abisko,330.185871
45,Abisko,330.1997801
44,Abisko,330.202917
18,Abisko,330.2362127
1,Abisko,330.5891615
1,Abisko,330.878757
2,Abisko,330.9648661
7,Abisko,330.9702523
1,Abisko,330.985858
5,Abisko,330.988269
18,Abisko,330.9978563
9,Abisko,331.006617
41,Abisko,331.0090234
4,Abisko,331.0219904
13,Abisko,331.0278231
21,Abisko,331.0302052
12,Abisko,331.0335679
33,Abisko,331.0430282
57,Abisko,331.0454235
9,Abisko,331.0566987
12,Abisko,331.060862
36,Abisko,331.0665746
12,Abisko,331.069972
10,Abisko,331.070615
3,Abisko,331.072272
27,Abisko,331.07786
10,Abisko,331.0795376
32,Abisko,331.0818573
16,Abisko,331.0851938
19,Abisko,331.0877158
9,Abisko,331.0890492
20,Abisko,331.093072
17,Abisko,331.0948455
5,Abisko,331.095394
23,Abisko,331.0971062
80,Abisko,331.1029329
37,Abisko,331.1142
18,Abisko,331.1158182
25,Abisko,331.1182334
9,Abisko,331.1216154
19,Abisko,331.1241372
16,Abisko,331.1254494
18,Abisko,331.1294835
14,Abisko,331.1335699
35,Abisko,331.1393442
87,Abisko,331.1505572
36,Abisko,331.1545777
20,Abisko,331.158667
24,Abisko,331.1618166
12,Abisko,331.169942
35,Abisko,331.1757593
37,Abisko,331.186946
18,Abisko,331.1909789
17,Abisko,331.2062844
27,Abisko,331.2121138
1,Abisko,331.237105
7,Abisko,331.2395637
3,Abisko,331.247353
26,Abisko,331.2484731
2,Abisko,332.02742
11,Abisko,332.0336003
22,Abisko,332.0406989
24,Abisko,332.0487854
24,Abisko,332.0532223
69,Abisko,332.0617811
34,Abisko,332.0698898
23,Abisko,332.0730545
35,Abisko,332.0770774
23,Abisko,332.0851995
9,Abisko,332.088368
54,Abisko,332.0981996
13,Abisko,332.1015608
6,Abisko,332.1049725
34,Abisko,332.1062548
86,Abisko,332.1094065
16,Abisko,332.1110381
37,Abisko,332.1134001
39,Abisko,332.1175232
34,Abisko,332.1215528
30,Abisko,332.1246928
13,Abisko,332.1260346
42,Abisko,332.1345964
30,Abisko,332.1427155
32,Abisko,332.1458319
3,Abisko,332.1508031
45,Abisko,332.153909
34,Abisko,332.1579051
57,Abisko,332.1610432
12,Abisko,332.1651228
28,Abisko,332.1790993
20,Abisko,332.1822389
9,Abisko,332.1943578
8,Abisko,332.2072965
20,Abisko,332.2154477
14,Abisko,332.2518617
1,Abisko,332.8987847
2,Abisko,332.909991
3,Abisko,332.9474606
7,Abisko,332.985918
18,Abisko,332.988331
12,Abisko,333.0039459
17,Abisko,333.0134834
20,Abisko,333.0223125
40,Abisko,333.0247035
10,Abisko,333.0280783
8,Abisko,333.0308873
11,Abisko,333.0434784
24,Abisko,333.0458599
10,Abisko,333.0492325
10,Abisko,333.0572813
21,Abisko,333.0587397
33,Abisko,333.0611012
14,Abisko,333.0629045
47,Abisko,333.064436
21,Abisko,333.0723444
23,Abisko,333.0763296
7,Abisko,333.076787
55,Abisko,333.0822121
28,Abisko,333.0934748
14,Abisko,333.0950812
29,Abisko,333.0974905
31,Abisko,333.100833
17,Abisko,333.1046844
24,Abisko,333.1087347
23,Abisko,333.1105246
36,Abisko,333.1120425
19,Abisko,333.1127817
4,Abisko,333.116877
75,Abisko,333.1185804
7,Abisko,333.1280416
72,Abisko,333.129821
14,Abisko,333.1314298
57,Abisko,333.1338392
4,Abisko,333.1357455
28,Abisko,333.1410622
32,Abisko,333.1451024
16,Abisko,333.1491906
30,Abisko,333.1549902
56,Abisko,333.1662068
36,Abisko,333.1702311
28,Abisko,333.1855242
38,Abisko,333.1913634
13,Abisko,333.2066472
29,Abisko,333.2277335
3,Abisko,333.2552207
13,Abisko,333.2793503
3,Abisko,333.9260214
2,Abisko,333.9624054
1,Abisko,333.98441
12,Abisko,334.019978
25,Abisko,334.0280942
10,Abisko,334.032542
20,Abisko,334.0355139
24,Abisko,334.0491356
3,Abisko,334.052449
10,Abisko,334.0539845
44,Abisko,334.0563362
3,Abisko,334.062089
22,Abisko,334.0644604
10,Abisko,334.0689631
8,Abisko,334.0750683
25,Abisko,334.0775137
5,Abisko,334.0822525
17,Abisko,334.0856005
27,Abisko,334.0887008
41,Abisko,334.0927208
17,Abisko,334.0945367
33,Abisko,334.096068
24,Abisko,334.096784
36,Abisko,334.1008225
40,Abisko,334.1039481
1,Abisko,334.1072415
5,Abisko,334.1120824
40,Abisko,334.113871
16,Abisko,334.1220254
28,Abisko,334.1251262
19,Abisko,334.129132
26,Abisko,334.1372396
24,Abisko,334.1403568
12,Abisko,334.1416773
12,Abisko,334.1437072
27,Abisko,334.1484341
17,Abisko,334.1501701
28,Abisko,334.1583409
18,Abisko,334.165502
8,Abisko,334.169688
12,Abisko,334.1736381
16,Abisko,334.1767705
21,Abisko,334.194741
14,Abisko,334.2099706
15,Abisko,334.2311238
2,Abisko,334.9255995
1,Abisko,334.9279922
3,Abisko,334.932567
1,Abisko,334.93622
3,Abisko,334.965233
1,Abisko,334.965845
1,Abisko,334.9741965
1,Abisko,334.991113
12,Abisko,334.9928046
10,Abisko,335.0015944
20,Abisko,335.0039959
1,Abisko,335.007381
2,Abisko,335.0080532
8,Abisko,335.010168
7,Abisko,335.0193338
1,Abisko,335.0198395
38,Abisko,335.0250668
10,Abisko,335.028409
13,Abisko,335.0291598
21,Abisko,335.0379521
74,Abisko,335.0403301
9,Abisko,335.04654
19,Abisko,335.055631
11,Abisko,335.0591012
38,Abisko,335.0614991
5,Abisko,335.062949
5,Abisko,335.065648
44,Abisko,335.072695
20,Abisko,335.0743426
62,Abisko,335.07672
5,Abisko,335.0785291
35,Abisko,335.0879715
16,Abisko,335.0897722
9,Abisko,335.0912761
24,Abisko,335.09199
59,Abisko,335.0978606
25,Abisko,335.1091354
12,Abisko,335.110772
33,Abisko,335.1131456
9,Abisko,335.115022
43,Abisko,335.1243634
13,Abisko,335.126143
9,Abisko,335.127647
30,Abisko,335.128429
71,Abisko,335.1342256
10,Abisko,335.1355205
65,Abisko,335.1454681
37,Abisko,335.1495035
23,Abisko,335.1607811
3,Abisko,335.1635122
16,Abisko,335.1706538
25,Abisko,335.1800597
57,Abisko,335.1858699
18,Abisko,335.189225
14,Abisko,335.2070416
13,Abisko,335.2223152
7,Abisko,335.295057
1,Abisko,335.9416918
13,Abisko,336.007384
6,Abisko,336.0299845
12,Abisko,336.035646
21,Abisko,336.0437594
5,Abisko,336.0482337
6,Abisko,336.051186
2,Abisko,336.0624372
25,Abisko,336.0648411
6,Abisko,336.0692522
57,Abisko,336.0719848
11,Abisko,336.0738863
29,Abisko,336.0801101
9,Abisko,336.0845892
5,Abisko,336.091405
24,Abisko,336.0931554
3,Abisko,336.0979312
22,Abisko,336.1012353
31,Abisko,336.108406
15,Abisko,336.1102943
34,Abisko,336.1164804
41,Abisko,336.1196095
22,Abisko,336.120915
20,Abisko,336.1229357
32,Abisko,336.123609
23,Abisko,336.127705
75,Abisko,336.1294874
21,Abisko,336.1376378
63,Abisko,336.1447434
4,Abisko,336.1489718
25,Abisko,336.1528844
28,Abisko,336.1560182
6,Abisko,336.1641465
34,Abisko,336.1739649
76,Abisko,336.1811183
14,Abisko,336.1844907
42,Abisko,336.1892211
17,Abisko,336.192587
10,Abisko,336.210426
18,Abisko,336.2256105
5,Abisko,336.3266933
1,Abisko,336.9119124
10,Abisko,336.9776676
17,Abisko,336.9832416
3,Abisko,336.9873056
11,Abisko,336.9988355
12,Abisko,337.008453
17,Abisko,337.0172055
51,Abisko,337.0195954
9,Abisko,337.0349416
2,Abisko,337.0377507
8,Abisko,337.0382583
24,Abisko,337.0407546
9,Abisko,337.044129
16,Abisko,337.0536625
30,Abisko,337.0560241
21,Abisko,337.0578315
2,Abisko,337.058923
2,Abisko,337.0635372
5,Abisko,337.065796
28,Abisko,337.0672848
13,Abisko,337.0688808
29,Abisko,337.0705703
19,Abisko,337.0712614
11,Abisko,337.0747297
58,Abisko,337.0771002
8,Abisko,337.0900133
35,Abisko,337.0924046
18,Abisko,337.0942538
6,Abisko,337.0965175
32,Abisko,337.1036755
28,Abisko,337.105483
25,Abisko,337.1076805
31,Abisko,337.1135392
13,Abisko,337.1229823
43,Abisko,337.1247437
90,Abisko,337.1287489
20,Abisko,337.1321356
37,Abisko,337.1400216
22,Abisko,337.141822
23,Abisko,337.1499396
10,Abisko,337.1593538
36,Abisko,337.1651843
14,Abisko,337.1685246
73,Abisko,337.1763741
9,Abisko,337.183765
37,Abisko,337.186279
14,Abisko,337.2015927
5,Abisko,337.204962
42,Abisko,337.2379107
8,Abisko,337.3107028
1,Abisko,337.3300144
1,Abisko,337.3971283
2,Abisko,337.9573326
20,Abisko,338.0229759
4,Abisko,338.0486081
30,Abisko,338.0513044
24,Abisko,338.0593996
5,Abisko,338.0667525
61,Abisko,338.0723543
5,Abisko,338.078146
30,Abisko,338.0804757
16,Abisko,338.0849355
99,Abisko,338.0876211
16,Abisko,338.0895227
26,Abisko,338.090994
7,Abisko,338.092633
33,Abisko,338.0957475
