num.trans.involved.in,sample,peak
13,Abisko,397.2228559
12,Abisko,397.2453144
12,Abisko,397.2592241
2,Abisko,397.3319723
1,Abisko,397.3683666
9,Abisko,398.0442233
13,Abisko,398.0513
11,Abisko,398.0594119
19,Abisko,398.0724731
4,Abisko,398.075892
12,Abisko,398.0806032
7,Abisko,398.083746
8,Abisko,398.087819
11,Abisko,398.095909
17,Abisko,398.1089399
3,Abisko,398.110821
13,Abisko,398.1170221
9,Abisko,398.1189587
19,Abisko,398.1201398
8,Abisko,398.124228
28,Abisko,398.1452538
8,Abisko,398.147094
14,Abisko,398.1533586
22,Abisko,398.1565029
3,Abisko,398.1674861
2,Abisko,398.1694493
6,Abisko,398.1718143
9,Abisko,398.1744983
10,Abisko,398.1759
11,Abisko,398.1817161
11,Abisko,398.1898278
20,Abisko,398.1929423
11,Abisko,398.2041729
6,Abisko,398.2122938
9,Abisko,398.2262029
9,Abisko,398.2293274
1,Abisko,398.2370899
6,Abisko,398.248594
3,Abisko,398.3353357
1,Abisko,398.9943605
2,Abisko,398.9976118
7,Abisko,398.9990309
2,Abisko,399.0071094
1,Abisko,399.012117
13,Abisko,399.0200992
3,Abisko,399.0242448
15,Abisko,399.0353827
6,Abisko,399.0459391
2,Abisko,399.04868
20,Abisko,399.0565486
6,Abisko,399.060526
7,Abisko,399.067865
17,Abisko,399.0718172
10,Abisko,399.0751425
6,Abisko,399.0776506
19,Abisko,399.0929012
12,Abisko,399.094646
7,Abisko,399.0962277
23,Abisko,399.1040955
10,Abisko,399.1057231
13,Abisko,399.1081625
12,Abisko,399.1140163
20,Abisko,399.1193346
2,Abisko,399.1212382
10,Abisko,399.123507
1,Abisko,399.1271425
12,Abisko,399.1293007
2,Abisko,399.1311188
4,Abisko,399.133397
27,Abisko,399.1405538
11,Abisko,399.1421672
16,Abisko,399.1445832
31,Abisko,399.1505539
5,Abisko,399.150996
29,Abisko,399.1517002
1,Abisko,399.1577214
12,Abisko,399.159906
20,Abisko,399.1657074
20,Abisko,399.1769314
3,Abisko,399.1785507
10,Abisko,399.1809377
25,Abisko,399.1881222
16,Abisko,399.1962008
13,Abisko,399.198014
18,Abisko,399.2020575
7,Abisko,399.2053067
7,Abisko,399.2173399
11,Abisko,399.2245606
10,Abisko,399.2385096
6,Abisko,399.2537774
6,Abisko,399.2609489
7,Abisko,399.2747977
1,Abisko,399.9342767
6,Abisko,400.019488
8,Abisko,400.0387087
12,Abisko,400.0598852
9,Abisko,400.0670058
19,Abisko,400.0750868
16,Abisko,400.0881496
13,Abisko,400.0962274
20,Abisko,400.0993775
10,Abisko,400.1034495
11,Abisko,400.1115659
6,Abisko,400.123491
18,Abisko,400.1245738
17,Abisko,400.1263393
10,Abisko,400.1326457
17,Abisko,400.1357852
2,Abisko,400.1467034
7,Abisko,400.1478966
4,Abisko,400.148811
15,Abisko,400.150946
10,Abisko,400.155068
21,Abisko,400.1609093
17,Abisko,400.1690136
27,Abisko,400.172157
13,Abisko,400.1833484
7,Abisko,400.1842786
9,Abisko,400.191501
12,Abisko,400.1973651
10,Abisko,400.2054515
19,Abisko,400.2085724
11,Abisko,400.2197604
3,Abisko,400.2207148
4,Abisko,400.227931
11,Abisko,400.233675
9,Abisko,400.241789
5,Abisko,400.2449395
4,Abisko,400.2641513
3,Abisko,401.0123433
11,Abisko,401.0146828
5,Abisko,401.0155284
2,Abisko,401.024379
3,Abisko,401.0314285
16,Abisko,401.0357886
1,Abisko,401.0368808
5,Abisko,401.0462894
9,Abisko,401.0486896
8,Abisko,401.0510595
17,Abisko,401.0721909
9,Abisko,401.0753381
9,Abisko,401.083574
12,Abisko,401.0850913
20,Abisko,401.0874667
12,Abisko,401.0933522
9,Abisko,401.0987719
1,Abisko,401.1009917
8,Abisko,401.1027537
20,Abisko,401.1085839
8,Abisko,401.111942
7,Abisko,401.1184635
25,Abisko,401.1197735
9,Abisko,401.1214525
14,Abisko,401.1238217
10,Abisko,401.1297358
20,Abisko,401.130972
14,Abisko,401.1350399
3,Abisko,401.1368881
16,Abisko,401.1391192
12,Abisko,401.1449408
14,Abisko,401.148173
16,Abisko,401.1561834
6,Abisko,401.1577843
10,Abisko,401.1602084
11,Abisko,401.166133
14,Abisko,401.1674248
6,Abisko,401.1714435
4,Abisko,401.173317
18,Abisko,401.1755337
5,Abisko,401.1786293
17,Abisko,401.1813524
24,Abisko,401.1925895
4,Abisko,401.1942232
18,Abisko,401.1966097
16,Abisko,401.2038171
10,Abisko,401.2118923
11,Abisko,401.2177141
4,Abisko,401.2329536
11,Abisko,401.2401864
12,Abisko,401.2541045
3,Abisko,401.2693491
4,Abisko,401.290511
1,Abisko,401.910418
1,Abisko,401.95231
16,Abisko,402.0462812
17,Abisko,402.0544328
12,Abisko,402.0674683
17,Abisko,402.0716475
5,Abisko,402.07771
11,Abisko,402.0827411
12,Abisko,402.0908057
19,Abisko,402.1038455
3,Abisko,402.1087922
11,Abisko,402.11193
16,Abisko,402.1150661
16,Abisko,402.1191401
14,Abisko,402.1271807
13,Abisko,402.1303459
20,Abisko,402.1401806
14,Abisko,402.1483377
21,Abisko,402.1514569
10,Abisko,402.1625854
7,Abisko,402.1635999
9,Abisko,402.1667504
4,Abisko,402.1708661
26,Abisko,402.1766058
14,Abisko,402.1847434
30,Abisko,402.187847
16,Abisko,402.1989858
6,Abisko,402.1999671
8,Abisko,402.2071436
9,Abisko,402.213048
10,Abisko,402.2210725
12,Abisko,402.2241893
5,Abisko,402.2362972
5,Abisko,402.2435273
1,Abisko,402.918189
9,Abisko,402.9938896
1,Abisko,402.994585
6,Abisko,403.0279405
12,Abisko,403.0303228
15,Abisko,403.0514807
3,Abisko,403.0547855
7,Abisko,403.0644226
21,Abisko,403.0667409
2,Abisko,403.078088
17,Abisko,403.0821275
6,Abisko,403.0833586
21,Abisko,403.0878712
10,Abisko,403.0912011
17,Abisko,403.099173
10,Abisko,403.1007674
23,Abisko,403.1031141
13,Abisko,403.1090034
5,Abisko,403.109583
4,Abisko,403.110005
9,Abisko,403.1143596
4,Abisko,403.1166191
8,Abisko,403.1184108
24,Abisko,403.1242465
18,Abisko,403.1354846
9,Abisko,403.1371501
22,Abisko,403.1395139
14,Abisko,403.1454035
15,Abisko,403.1466889
16,Abisko,403.1508049
17,Abisko,403.1548335
19,Abisko,403.1606717
12,Abisko,403.1718833
10,Abisko,403.1759057
15,Abisko,403.1831073
18,Abisko,403.187036
2,Abisko,403.1889701
11,Abisko,403.1911697
15,Abisko,403.1970251
10,Abisko,403.2082737
12,Abisko,403.2122624
13,Abisko,403.2194889
10,Abisko,403.2334072
8,Abisko,403.2486733
5,Abisko,403.2697725
5,Abisko,403.3061396
3,Abisko,404.014289
7,Abisko,404.0336534
10,Abisko,404.0619517
15,Abisko,404.070067
8,Abisko,404.0830935
15,Abisko,404.0983577
10,Abisko,404.1064284
11,Abisko,404.109538
2,Abisko,404.113908
12,Abisko,404.1275836
19,Abisko,404.1307078
18,Abisko,404.1347662
10,Abisko,404.1418042
12,Abisko,404.1428929
16,Abisko,404.1459924
19,Abisko,404.155882
14,Abisko,404.1640194
27,Abisko,404.1671102
5,Abisko,404.1752189
12,Abisko,404.1792712
14,Abisko,404.1823668
11,Abisko,404.1864633
14,Abisko,404.1922743
16,Abisko,404.200379
17,Abisko,404.2034934
8,Abisko,404.2156296
8,Abisko,404.222825
11,Abisko,404.2286448
6,Abisko,404.2367465
4,Abisko,404.273013
2,Abisko,404.3095223
1,Abisko,404.91518
1,Abisko,404.9444975
3,Abisko,404.9983263
4,Abisko,405.0071909
12,Abisko,405.0095782
1,Abisko,405.020358
5,Abisko,405.024924
7,Abisko,405.0306616
6,Abisko,405.0436066
11,Abisko,405.0459597
4,Abisko,405.0493155
4,Abisko,405.05896
16,Abisko,405.0612669
13,Abisko,405.0645718
15,Abisko,405.0671125
4,Abisko,405.0704858
6,Abisko,405.0800219
20,Abisko,405.0823768
4,Abisko,405.090635
17,Abisko,405.0936407
13,Abisko,405.0976483
12,Abisko,405.1034937
4,Abisko,405.113658
7,Abisko,405.1147635
8,Abisko,405.1163768
11,Abisko,405.1187361
10,Abisko,405.1246882
9,Abisko,405.1259121
19,Abisko,405.1299444
14,Abisko,405.1340618
18,Abisko,405.1398922
35,Abisko,405.1410642
31,Abisko,405.1511175
11,Abisko,405.1551359
3,Abisko,405.158505
10,Abisko,405.162352
13,Abisko,405.1663905
21,Abisko,405.168043
12,Abisko,405.1704422
16,Abisko,405.176303
4,Abisko,405.1809515
5,Abisko,405.1859079
14,Abisko,405.1874933
13,Abisko,405.1915405
14,Abisko,405.1987305
10,Abisko,405.202741
8,Abisko,405.2126987
18,Abisko,405.2138398
14,Abisko,405.2238844
12,Abisko,405.2279063
8,Abisko,405.232008
11,Abisko,405.249048
5,Abisko,405.2643101
5,Abisko,405.2854294
1,Abisko,405.983611
14,Abisko,406.0493421
1,Abisko,406.073786
20,Abisko,406.0776178
15,Abisko,406.0857112
2,Abisko,406.0932149
4,Abisko,406.111688
11,Abisko,406.1139973
13,Abisko,406.1220769
16,Abisko,406.1252275
11,Abisko,406.1463838
22,Abisko,406.1503502
6,Abisko,406.1545243
13,Abisko,406.1584845
15,Abisko,406.1616276
7,Abisko,406.1648967
15,Abisko,406.1714921
14,Abisko,406.1796403
17,Abisko,406.1827673
9,Abisko,406.1868085
8,Abisko,406.1948787
10,Abisko,406.198013
4,Abisko,406.2272403
5,Abisko,406.2312375
11,Abisko,406.2343483
3,Abisko,406.2887505
1,Abisko,406.9479765
3,Abisko,407.0020062
4,Abisko,407.0044278
3,Abisko,407.0140628
6,Abisko,407.0229218
10,Abisko,407.0252889
13,Abisko,407.0405917
13,Abisko,407.0438432
4,Abisko,407.0497513
7,Abisko,407.0593086
18,Abisko,407.0616516
8,Abisko,407.067832
9,Abisko,407.0769297
7,Abisko,407.0803681
17,Abisko,407.0827806
3,Abisko,407.0860906
6,Abisko,407.0957363
12,Abisko,407.0980425
4,Abisko,407.099813
7,Abisko,407.1064385
19,Abisko,407.109295
15,Abisko,407.1133354
18,Abisko,407.1191936
24,Abisko,407.1304377
13,Abisko,407.1344308
18,Abisko,407.1456682
17,Abisko,407.1555935
20,Abisko,407.1567647
25,Abisko,407.1667713
12,Abisko,407.1707813
3,Abisko,407.1741175
26,Abisko,407.1819283
18,Abisko,407.1837067
9,Abisko,407.1860788
16,Abisko,407.1919521
17,Abisko,407.1931846
5,Abisko,407.2014093
19,Abisko,407.2031589
19,Abisko,407.2071821
21,Abisko,407.228398
12,Abisko,407.2435656
11,Abisko,407.2646285
3,Abisko,407.301108
10,Abisko,408.028455
2,Abisko,408.0360945
15,Abisko,408.0568875
2,Abisko,408.0626031
12,Abisko,408.0650044
4,Abisko,408.0802
14,Abisko,408.0932618
3,Abisko,408.0989824
11,Abisko,408.1013458
5,Abisko,408.1225805
8,Abisko,408.1255823
15,Abisko,408.1296288
11,Abisko,408.131492
12,Abisko,408.1377715
18,Abisko,408.1409005
9,Abisko,408.1620677
11,Abisko,408.1701802
15,Abisko,408.1741856
17,Abisko,408.1773088
17,Abisko,408.1871867
15,Abisko,408.1952994
5,Abisko,408.2024567
9,Abisko,408.2105571
9,Abisko,408.213689
12,Abisko,409.0044554
21,Abisko,409.0199077
3,Abisko,409.0297037
8,Abisko,409.0385314
16,Abisko,409.0409026
2,Abisko,409.0443104
8,Abisko,409.0538313
15,Abisko,409.0561814
4,Abisko,409.059459
11,Abisko,409.0620595
6,Abisko,409.0653866
7,Abisko,409.073249
11,Abisko,409.074918
16,Abisko,409.0772168
16,Abisko,409.088494
9,Abisko,409.0901333
23,Abisko,409.0925558
9,Abisko,409.095996
21,Abisko,409.0984327
5,Abisko,409.1097217
21,Abisko,409.1136818
6,Abisko,409.117023
8,Abisko,409.1200177
18,Abisko,409.1248814
15,Abisko,409.126679
10,Abisko,409.1289586
23,Abisko,409.1348574
4,Abisko,409.1359005
19,Abisko,409.1460252
15,Abisko,409.1500538
21,Abisko,409.1612976
15,Abisko,409.1712319
23,Abisko,409.1724169
10,Abisko,409.180657
13,Abisko,409.1824343
10,Abisko,409.1864543
5,Abisko,409.189745
8,Abisko,409.1993484
26,Abisko,409.2076589
7,Abisko,409.2086933
5,Abisko,409.2188283
16,Abisko,409.2228501
10,Abisko,409.2591974
13,Abisko,410.0442306
1,Abisko,410.047616
17,Abisko,410.0725014
20,Abisko,410.080574
7,Abisko,410.096018
28,Abisko,410.1088356
2,Abisko,410.110831
15,Abisko,410.1169771
16,Abisko,410.1201341
17,Abisko,410.1533997
26,Abisko,410.1565463
15,Abisko,410.1665263
3,Abisko,410.167533
10,Abisko,410.1744903
13,Abisko,410.1897831
20,Abisko,410.1929206
5,Abisko,410.202793
8,Abisko,410.2180782
7,Abisko,410.2222057
9,Abisko,410.2261859
6,Abisko,411.0202087
1,Abisko,411.023696
16,Abisko,411.035535
5,Abisko,411.040104
3,Abisko,411.0452608
2,Abisko,411.0484897
12,Abisko,411.056597
9,Abisko,411.061179
16,Abisko,411.0695056
9,Abisko,411.0718542
7,Abisko,411.075251
10,Abisko,411.0777217
5,Abisko,411.078189
1,Abisko,411.0791718
4,Abisko,411.0906353
15,Abisko,411.0929569
1,Abisko,411.094889
10,Abisko,411.1043998
21,Abisko,411.10587
21,Abisko,411.1082198
17,Abisko,411.1140925
8,Abisko,411.1254071
3,Abisko,411.126606
14,Abisko,411.129357
4,Abisko,411.131194
6,Abisko,411.133501
24,Abisko,411.1405918
12,Abisko,411.1445853
29,Abisko,411.1505416
26,Abisko,411.1516975
12,Abisko,411.1599797
17,Abisko,411.1616705
17,Abisko,411.1657134
18,Abisko,411.1770408
13,Abisko,411.1809481
16,Abisko,411.1869077
19,Abisko,411.1880967
12,Abisko,411.1980511
12,Abisko,411.2021058
5,Abisko,411.2054282
10,Abisko,411.2245436
7,Abisko,411.2344759
12,Abisko,411.2385026
4,Abisko,411.260943
12,Abisko,411.274847
1,Abisko,411.3840241
2,Abisko,411.6158348
10,Abisko,412.0598975
1,Abisko,412.0696593
8,Abisko,412.0750712
11,Abisko,412.0882154
10,Abisko,412.0963203
9,Abisko,412.1035537
10,Abisko,412.121949
32,Abisko,412.1246369
13,Abisko,412.126405
21,Abisko,412.1327208
23,Abisko,412.13581
11,Abisko,412.1457581
7,Abisko,412.148726
18,Abisko,412.1691048
18,Abisko,412.1722204
6,Abisko,412.1822066
16,Abisko,412.1833218
6,Abisko,412.1902415
11,Abisko,412.2055136
19,Abisko,412.2086426
18,Abisko,412.2198203
6,Abisko,412.237833
8,Abisko,412.2449916
1,Abisko,412.9654362
9,Abisko,413.0146942
2,Abisko,413.0278404
13,Abisko,413.0358085
14,Abisko,413.0510774
20,Abisko,413.0722225
15,Abisko,413.087483
5,Abisko,413.0908625
11,Abisko,413.0933662
15,Abisko,413.1086187
7,Abisko,413.1104163
24,Abisko,413.1197406
13,Abisko,413.1214075
15,Abisko,413.1238525
16,Abisko,413.1297326
18,Abisko,413.1449854
5,Abisko,413.149313
19,Abisko,413.1562024
3,Abisko,413.15755
14,Abisko,413.1602488
6,Abisko,413.163617
9,Abisko,413.1664085
19,Abisko,413.1674226
7,Abisko,413.1755879
4,Abisko,413.1786494
18,Abisko,413.1813931
21,Abisko,413.192581
15,Abisko,413.1966685
21,Abisko,413.2038391
6,Abisko,413.213757
16,Abisko,413.2177719
2,Abisko,413.2211463
7,Abisko,413.2330407
12,Abisko,413.2402054
11,Abisko,413.2541531
5,Abisko,413.2766629
9,Abisko,414.054437
8,Abisko,414.0755991
15,Abisko,414.0826677
9,Abisko,414.0907936
14,Abisko,414.1038624
13,Abisko,414.1119433
16,Abisko,414.1150616
3,Abisko,414.125998
18,Abisko,414.1402287
14,Abisko,414.1483242
25,Abisko,414.151473
9,Abisko,414.161502
17,Abisko,414.1625458
12,Abisko,414.166718
12,Abisko,414.17081
13,Abisko,414.1847474
19,Abisko,414.1878666
7,Abisko,414.1977333
12,Abisko,414.1990845
13,Abisko,414.2071973
11,Abisko,414.2210839
18,Abisko,414.2242435
11,Abisko,414.2354274
1,Abisko,414.9182337
2,Abisko,414.971393
2,Abisko,414.989099
3,Abisko,415.02561
9,Abisko,415.0303725
1,Abisko,415.034031
2,Abisko,415.0470967
12,Abisko,415.0515073
6,Abisko,415.0621125
14,Abisko,415.0667889
10,Abisko,415.0819915
19,Abisko,415.0879205
17,Abisko,415.0990923
13,Abisko,415.103171
13,Abisko,415.1090442
25,Abisko,415.1242932
2,Abisko,415.134076
24,Abisko,415.135475
25,Abisko,415.1371787
17,Abisko,415.1395463
25,Abisko,415.1454537
15,Abisko,415.1466817
11,Abisko,415.1507115
5,Abisko,415.155049
14,Abisko,415.1606752
19,Abisko,415.1719025
12,Abisko,415.1759405
5,Abisko,415.179267
8,Abisko,415.1831355
11,Abisko,415.1912585
16,Abisko,415.197056
7,Abisko,415.2122868
16,Abisko,415.2195011
16,Abisko,415.2333953
10,Abisko,415.248648
7,Abisko,415.2558791
11,Abisko,415.2697905
6,Abisko,416.033536
4,Abisko,416.062262
10,Abisko,416.0700763
10,Abisko,416.0831829
7,Abisko,416.0912206
20,Abisko,416.0983279
15,Abisko,416.1064767
14,Abisko,416.1195337
5,Abisko,416.124053
11,Abisko,416.1275868
25,Abisko,416.1307307
20,Abisko,416.134701
11,Abisko,416.1429114
9,Abisko,416.1459572
16,Abisko,416.1558762
13,Abisko,416.1640621
12,Abisko,416.1671442
11,Abisko,416.1783032
11,Abisko,416.1793477
10,Abisko,416.1826274
5,Abisko,416.1865451
10,Abisko,416.2004135
13,Abisko,416.2035417
2,Abisko,416.2076048
11,Abisko,416.2147263
5,Abisko,416.2157121
4,Abisko,416.2228653
5,Abisko,416.236798
2,Abisko,416.938051
8,Abisko,417.0096148
3,Abisko,417.022718
8,Abisko,417.03077
5,Abisko,417.043638
16,Abisko,417.045998
8,Abisko,417.0612763
14,Abisko,417.0671215
17,Abisko,417.0823929
12,Abisko,417.093793
10,Abisko,417.0976609
16,Abisko,417.1035476
7,Abisko,417.1068461
4,Abisko,417.114277
14,Abisko,417.1148404
9,Abisko,417.116439
13,Abisko,417.1188029
13,Abisko,417.1246757
15,Abisko,417.1300127
14,Abisko,417.1317293
18,Abisko,417.1399262
17,Abisko,417.1510948
13,Abisko,417.1551597
13,Abisko,417.1623693
16,Abisko,417.1663892
13,Abisko,417.1704235
6,Abisko,417.1750848
14,Abisko,417.1763011
3,Abisko,417.183496
6,Abisko,417.185975
17,Abisko,417.187475
9,Abisko,417.1915626
8,Abisko,417.1987675
3,Abisko,417.204644
9,Abisko,417.212703
5,Abisko,417.2279546
9,Abisko,417.2351601
13,Abisko,417.2490616
6,Abisko,417.2643522
6,Abisko,417.2854555
5,Abisko,417.300729
5,Abisko,417.3218685
17,Abisko,418.0494359
16,Abisko,418.0776641
14,Abisko,418.0857414
16,Abisko,418.0988517
2,Abisko,418.103731
13,Abisko,418.1069069
16,Abisko,418.1140114
18,Abisko,418.1221582
14,Abisko,418.1253157
13,Abisko,418.1432754
18,Abisko,418.1464234
16,Abisko,418.1573987
11,Abisko,418.1585575
18,Abisko,418.1616433
18,Abisko,418.1715316
2,Abisko,418.178387
15,Abisko,418.1796402
18,Abisko,418.1827716
13,Abisko,418.1867451
26,Abisko,418.193792
14,Abisko,418.1949271
12,Abisko,418.1980577
10,Abisko,418.2020955
13,Abisko,418.2078972
16,Abisko,418.2160253
9,Abisko,418.21938
8,Abisko,418.2312974
3,Abisko,418.3251737
1,Abisko,418.9544477
2,Abisko,418.96562
8,Abisko,419.0228729
11,Abisko,419.0252622
11,Abisko,419.0405852
7,Abisko,419.0464216
3,Abisko,419.047537
7,Abisko,419.0497465
9,Abisko,419.0593739
14,Abisko,419.0616896
16,Abisko,419.0769696
5,Abisko,419.0802972
21,Abisko,419.0828305
12,Abisko,419.0861267
9,Abisko,419.0957577
12,Abisko,419.098082
3,Abisko,419.107822
23,Abisko,419.1093001
2,Abisko,419.110197
3,Abisko,419.1116133
9,Abisko,419.1133374
2,Abisko,419.116702
26,Abisko,419.1192113
16,Abisko,419.1304321
7,Abisko,419.1321636
15,Abisko,419.1344567
8,Abisko,419.1403531
12,Abisko,419.1415966
20,Abisko,419.1456761
16,Abisko,419.1473777
12,Abisko,419.149728
36,Abisko,419.1556441
22,Abisko,419.1567219
23,Abisko,419.1668555
13,Abisko,419.1708708
3,Abisko,419.1780716
10,Abisko,419.182043
5,Abisko,419.1839408
11,Abisko,419.1860825
35,Abisko,419.1920205
9,Abisko,419.1931974
17,Abisko,419.2032369
10,Abisko,419.2072426
11,Abisko,419.2144419
8,Abisko,419.2283715
9,Abisko,419.2436248
7,Abisko,419.2647703
9,Abisko,419.2800609
4,Abisko,419.3011336
3,Abisko,420.028645
17,Abisko,420.056881
14,Abisko,420.0649901
7,Abisko,420.0781315
8,Abisko,420.0909032
17,Abisko,420.0932754
4,Abisko,420.1014039
14,Abisko,420.1256445
23,Abisko,420.1297052
19,Abisko,420.1378138
22,Abisko,420.1409165
9,Abisko,420.1588977
18,Abisko,420.1620217
9,Abisko,420.170152
12,Abisko,420.1741933
21,Abisko,420.1772892
9,Abisko,420.1872553
12,Abisko,420.195297
10,Abisko,420.1984394
7,Abisko,420.206551
10,Abisko,420.2105829
14,Abisko,420.2137231
11,Abisko,420.2236583
10,Abisko,420.2316971
7,Abisko,420.2469864
2,Abisko,420.2681035
1,Abisko,420.896573
1,Abisko,420.951504
1,Abisko,420.960422
10,Abisko,421.0045181
2,Abisko,421.0386278
11,Abisko,421.0409809
2,Abisko,421.045086
10,Abisko,421.053962
7,Abisko,421.0562586
1,Abisko,421.059692
13,Abisko,421.0621532
2,Abisko,421.063687
6,Abisko,421.0654805
8,Abisko,421.0750346
19,Abisko,421.077332
6,Abisko,421.0806247
4,Abisko,421.081517
8,Abisko,421.0887183
14,Abisko,421.0926199
7,Abisko,421.0959185
22,Abisko,421.0984782
6,Abisko,421.101801
4,Abisko,421.1100138
5,Abisko,421.1114341
18,Abisko,421.1137122
5,Abisko,421.120094
21,Abisko,421.1249442
14,Abisko,421.1289888
23,Abisko,421.1348799
4,Abisko,421.135739
11,Abisko,421.13623
5,Abisko,421.14434
24,Abisko,421.1460912
12,Abisko,421.1501099
4,Abisko,421.1534972
7,Abisko,421.1573477
17,Abisko,421.1613497
9,Abisko,421.163118
17,Abisko,421.165232
37,Abisko,421.1712874
10,Abisko,421.1724936
20,Abisko,421.1824771
14,Abisko,421.1864869
19,Abisko,421.197627
16,Abisko,421.2017585
27,Abisko,421.2076846
15,Abisko,421.2088661
10,Abisko,421.21887
13,Abisko,421.2228586
2,Abisko,421.2261768
5,Abisko,421.2440144
9,Abisko,421.2592665
8,Abisko,421.2803616
2,Abisko,421.9785595
12,Abisko,422.0443284
6,Abisko,422.0594034
1,Abisko,422.0687737
14,Abisko,422.0806485
9,Abisko,422.0958696
5,Abisko,422.098316
21,Abisko,422.1090146
17,Abisko,422.1171087
9,Abisko,422.1202092
4,Abisko,422.123515
12,Abisko,422.1413452
20,Abisko,422.1453701
12,Abisko,422.1534793
28,Abisko,422.156608
5,Abisko,422.15962
6,Abisko,422.17196
8,Abisko,422.17456
9,Abisko,422.1776979
14,Abisko,422.1817449
7,Abisko,422.1858699
9,Abisko,422.1898712
13,Abisko,422.1929738
11,Abisko,422.2028931
2,Abisko,422.2123847
14,Abisko,422.2262992
8,Abisko,422.2294593
11,Abisko,422.239309
5,Abisko,422.2626336
4,Abisko,423.0090184
3,Abisko,423.010201
3,Abisko,423.012221
9,Abisko,423.0201881
10,Abisko,423.0355179
5,Abisko,423.038899
3,Abisko,423.0454227
5,Abisko,423.0542828
12,Abisko,423.0565929
4,Abisko,423.0599523
3,Abisko,423.064835
3,Abisko,423.0696311
17,Abisko,423.0718917
9,Abisko,423.0753015
16,Abisko,423.0777375
2,Abisko,423.07916
6,Abisko,423.0811039
11,Abisko,423.0906771
13,Abisko,423.0929709
6,Abisko,423.094765
22,Abisko,423.1042296
20,Abisko,423.107352
12,Abisko,423.1082613
21,Abisko,423.1141211
12,Abisko,423.1253888
13,Abisko,423.1293556
6,Abisko,423.133472
8,Abisko,423.1357918
22,Abisko,423.140609
18,Abisko,423.1446281
28,Abisko,423.1505521
16,Abisko,423.1517722
21,Abisko,423.1617385
11,Abisko,423.1657466
6,Abisko,423.1690447
18,Abisko,423.1770391
19,Abisko,423.1786556
20,Abisko,423.1810174
30,Abisko,423.1869518
20,Abisko,423.188123
9,Abisko,423.1963663
9,Abisko,423.1980999
7,Abisko,423.2021583
7,Abisko,423.2232261
15,Abisko,423.224475
8,Abisko,423.2344923
10,Abisko,423.2385265
8,Abisko,423.2609814
3,Abisko,423.27493
4,Abisko,423.295939
1,Abisko,423.420348
1,Abisko,423.9942955
4,Abisko,424.0235155
1,Abisko,424.0327386
14,Abisko,424.059998
2,Abisko,424.063341
1,Abisko,424.0674205
6,Abisko,424.0752191
2,Abisko,424.083447
3,Abisko,424.0845296
14,Abisko,424.0882664
14,Abisko,424.0963405
7,Abisko,424.098136
23,Abisko,424.099376
8,Abisko,424.1010873
7,Abisko,424.103666
6,Abisko,424.1116688
3,Abisko,424.11418
21,Abisko,424.1246299
2,Abisko,424.1265578
9,Abisko,424.1287643
13,Abisko,424.1327318
14,Abisko,424.1358523
12,Abisko,424.1569188
17,Abisko,424.161045
10,Abisko,424.1691269
27,Abisko,424.1722652
1,Abisko,424.180359
5,Abisko,424.183202
5,Abisko,424.185135
7,Abisko,424.1902304
1,Abisko,424.191807
10,Abisko,424.1933041
11,Abisko,424.1974178
3,Abisko,424.2014443
12,Abisko,424.2054884
16,Abisko,424.2086015
11,Abisko,424.2185703
3,Abisko,424.2379019
9,Abisko,424.241864
1,Abisko,424.9926723
9,Abisko,425.0147752
3,Abisko,425.0247312
13,Abisko,425.0358814
4,Abisko,425.039114
6,Abisko,425.0400105
18,Abisko,425.0512741
4,Abisko,425.0548241
9,Abisko,425.0569821
5,Abisko,425.060369
2,Abisko,425.0701142
17,Abisko,425.0722591
6,Abisko,425.075231
5,Abisko,425.0763743
1,Abisko,425.080176
8,Abisko,425.0852708
12,Abisko,425.0875261
7,Abisko,425.0909089
3,Abisko,425.092701
19,Abisko,425.0933859
5,Abisko,425.0966483
7,Abisko,425.1063328
17,Abisko,425.1086523
5,Abisko,425.1105245
6,Abisko,425.1115165
7,Abisko,425.111998
4,Abisko,425.112949
28,Abisko,425.1198714
4,Abisko,425.1216341
11,Abisko,425.1239383
1,Abisko,425.1258285
24,Abisko,425.1297941
7,Abisko,425.139572
10,Abisko,425.1410697
16,Abisko,425.1450621
2,Abisko,425.149333
21,Abisko,425.1562938
22,Abisko,425.1579195
11,Abisko,425.159375
14,Abisko,425.1603481
12,Abisko,425.166282
23,Abisko,425.167476
11,Abisko,425.1756314
17,Abisko,425.1773815
14,Abisko,425.1814422
2,Abisko,425.1847472
14,Abisko,425.192665
15,Abisko,425.1942897
18,Abisko,425.1967245
34,Abisko,425.2026051
14,Abisko,425.2038336
12,Abisko,425.211858
11,Abisko,425.2178252
3,Abisko,425.221811
7,Abisko,425.2331972
12,Abisko,425.2402684
3,Abisko,425.2501898
15,Abisko,425.2542533
2,Abisko,425.2576292
2,Abisko,425.2766728
5,Abisko,425.3058837
2,Abisko,425.3633292
1,Abisko,426.0099055
6,Abisko,426.0392455
9,Abisko,426.0648042
13,Abisko,426.067478
8,Abisko,426.0755941
18,Abisko,426.0828721
5,Abisko,426.0908591
3,Abisko,426.094238
9,Abisko,426.1012078
22,Abisko,426.1038951
4,Abisko,426.1057973
17,Abisko,426.1119874
13,Abisko,426.1150854
3,Abisko,426.128279
4,Abisko,426.129781
16,Abisko,426.140304
5,Abisko,426.1421603
15,Abisko,426.1483801
25,Abisko,426.1515245
