,AI.mean,AI.median,AI.sd,AI_Mod.mean,AI_Mod.median,AI_Mod.sd,DBE.mean,DBE.median,DBE.sd,DBE_O.mean,DBE_O.median,DBE_O.sd,KenMass.mean,KenMass.median,KenMass.sd,KenDef.mean,KenDef.median,KenDef.sd,NOSC.mean,NOSC.median,NOSC.sd,Gibbs.mean,Gibbs.median,Gibbs.sd
Aug_S_1_S_12_so_R2,0.142942012514785,0,0.254619977047578,0.221915197124544,0.104355716878403,0.263670156500983,9.309814453125,7,6.9026899710964,-0.225341796875,-3,10.0028148153879,405.312938018008,389.682197621944,118.698337810581,0.307148375080486,0.29285704194956,0.110845063399722,-0.334062440867187,-0.333333333333333,0.515800575037575,69.8207795647148,69.8,14.7003163885709
Aug_S_1_S_12_so_R1,0.149865748530417,0,0.261039737286532,0.229798013153485,0.12,0.267379327268458,9.51425497579344,8,7.02244871266677,0.0849919311457773,-2,10.1936859474005,402.513538076764,386.741009749815,114.121116543098,0.303691813764341,0.289973793580771,0.105426444793358,-0.332071379348751,-0.333333333333333,0.517261814838861,69.7640343114394,69.8,14.7419617229076
Aug_S_1_M_12_so_R1,0.127031088536553,0,0.226434029412672,0.239726318965296,0.176470588235294,0.245040441479528,9.64672897196262,9,6.04510158172074,0.157757009345794,-1,7.92036671366006,407.156477915448,398.665438392083,109.125872998509,0.317660015586147,0.306666412189259,0.10506431588652,-0.261498208699123,-0.210526315789473,0.544056613548035,67.752698947925,66.3,15.505613486119
Aug_S_1_D_12_so_R1,0.158785866061983,0,0.263457755003434,0.260858733432571,0.19047619047619,0.266266399408877,9.97145187601958,9,6.86550090719255,0.791190864600326,-1,9.83002667222232,379.636228103728,370.665440489738,101.572033120059,0.28776396501006,0.276590596939883,0.099344711455457,-0.257823091315922,-0.24,0.522000556287315,67.6479581025038,67.14,14.8770158541885
Aug_S_2_M_12_so_R1,0.131288159346794,0,0.232662590489538,0.253163498794775,0.217391304347826,0.242857377162184,9.06029882604055,9,5.75597451746013,0.397545357524013,-1,7.47532724852675,365.76488638012,352.802112638372,95.3200735119956,0.280233776819882,0.274425659887356,0.0992836189194638,-0.377606480245973,-0.380952380952381,0.632606009257983,71.0617846870102,71.1571428571429,18.0292712638525
Aug_S_2_D_12_so_R2,0.133693582569697,0,0.23068753250559,0.255325820561438,0.214285714285714,0.242781138627493,9.63070814030444,9,5.97782520102142,0.337524818001324,-1,7.90723795946236,394.151936856221,381.713536546646,107.354003261884,0.308048459490863,0.301292997470682,0.113648036181955,-0.344350362886968,-0.32,0.613277243214946,70.1139853422786,69.42,17.478401431626
Aug_S_2_D_12_so_R1,0.133732611824632,0,0.238728595066009,0.254990139197468,0.214285714285714,0.241142521085107,9.3530135301353,9,5.88923677141756,0.500615006150061,-1,8.00455917596948,370.543434494627,358.715114347176,97.0118939759685,0.280779707933939,0.276323452711807,0.0957661151230407,-0.366968672320582,-0.347826086956522,0.592208344069793,70.7586071611366,70.2130434782609,16.8779378059891
Aug_S_3_S_12_so_R1,0.195349793117016,0,0.292460292733126,0.293229863506609,0.230769230769231,0.284594899238958,10.4675767918089,9,6.83471691316513,1.47098976109215,-1,10.1424091165109,385.974209237394,364.785837445998,113.172054176395,0.310589297404859,0.293056098004755,0.121108583965375,-0.249684976351701,-0.25,0.480751602241584,67.4160218260235,67.425,13.7014206638851
Aug_E_1_S_12_so_R1,0.121141088659388,0,0.216440499067894,0.231647168346999,0.176470588235294,0.238358914498954,9.29463336875664,8,5.97515571377355,0.222901168969182,-1,7.56096058130694,385.35959207909,374.692222972178,103.458585363573,0.29343612248168,0.283581824603232,0.100726520337745,-0.281678319042757,-0.210526315789473,0.525579478760519,68.3278320927186,66.3,14.9790151446748
Aug_E_1_M_12_so_R1,0.124458484059143,0,0.22464598156478,0.235554095589496,0.176470588235294,0.244790025692843,9.53013333333333,8,6.17997797598882,0.0581333333333333,-1,8.09296516082162,389.73476970185,375.719722224799,107.994470595921,0.301326237356378,0.288014783474182,0.105051763134008,-0.245671120068422,-0.181818181818182,0.505363935503383,67.30162692195,65.4818181818182,14.4028721618464
Aug_E_1_D_12_so_R1,0.140712536913936,0,0.24145627912264,0.261423974168093,0.210526315789474,0.256450567379507,10.1596253487445,9.5,6.17852495932303,0.317457154244719,-1,8.03138519041465,411.849693835801,397.661936314049,118.393140095424,0.332580411690907,0.310801047400616,0.121615792518543,-0.240368034683819,-0.2,0.569307928104395,67.1504889884888,66,16.2252759509753
Aug_E_2_S_12_so_R1,0.12066107092086,0,0.227199558894525,0.21952822204058,0.142857142857143,0.245296297735322,9.06377277599143,8,6.18637745154678,-0.109860664523044,-1,8.27097961474611,383.752407979383,372.687087277436,103.563140079568,0.289424224403085,0.278576505549154,0.0981586923259939,-0.30393803058155,-0.258661887694146,0.520919889136583,68.9622338715742,67.6718637992832,14.8462168403926
Aug_E_2_M_12_so_R1,0.134496103049298,0,0.252083353864374,0.228412273291939,0.142857142857143,0.262079978518354,9.29143561306223,8,6.57434721316863,0.0985828712261245,-2,9.05038733632362,379.882784831076,368.735230438831,101.314292660716,0.290252359007023,0.280167362912181,0.0986328428567983,-0.26433742637243,-0.210526315789473,0.50566499866847,67.8336166516143,66.3,14.4114524620514
Aug_E_2_D_12_so_R1,0.146598957129474,0,0.243348346727412,0.253881877431319,0.2,0.258782937723353,9.4957264957265,9,6.25481424384759,0.69002849002849,-0.5,8.00341558708663,387.013617610717,374.586847416995,107.446204069694,0.297476458812781,0.278619107925834,0.11871736875069,-0.355043405824961,-0.315789473684211,0.575812127700505,70.4187370660114,69.3,16.4106456394644
Aug_E_3_S_12_so_R1,0.152868078812015,0,0.27010424920822,0.247503460905879,0.149468085106383,0.280571459303146,9.73260613207547,8,6.86300788400159,0.0875589622641509,-2,9.65304443987353,387.574299540057,367.708328418589,115.744787103645,0.308223456001261,0.293576537656122,0.109969126752191,-0.200993286787143,-0.166666666666667,0.49040165873381,66.0283086734336,65.05,13.9764472739136
Aug_E_3_M_12_so_R2,0.181135719993246,0,0.290019530495332,0.283931908459402,0.217391304347826,0.291778885245395,10.5689799331104,9,7.29905474223484,0.722826086956522,-1.5,10.4883424765847,386.771962753671,360.652911466825,125.40071264018,0.320217072547116,0.300878032770527,0.118306941745847,-0.137551611364171,-0.0889328063241108,0.498612633793075,64.2202209238789,62.8345849802372,14.2104600631026
Aug_E_3_M_12_so_R1,0.183532111439531,0,0.291805588370727,0.284611944469896,0.217391304347826,0.294045442584466,10.6088353413655,9,7.46683464549653,0.736546184738956,-1.5,10.7183163221575,383.182873665349,357.687347743415,122.645382877956,0.317855197624323,0.299312361538711,0.115204828888022,-0.140666437098094,-0.0869565217391308,0.49889529647442,64.3089934572957,62.7782608695652,14.218515949521
