Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,MolForm,AI,AI_Mod,DBE,DBE_O,DBE_AI,GFE,kmass.CH2,kdefect.CH2,NOSC,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,NtoP_ratio,bs1_class,bs2_class,bs3_class
200.0559301,0,0,0,0,0,0,0,0,,NA,201.0632601,0,NA,NA,NA,NA,NA,NA,NA,NA,199.832545861234,0.167454138766317,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.075233,9,15,2,1,0,1,0,0,CHNOS,NA,201.082563,0.799289451,NA,C9H15O2NS,0,0,3,1,-1,79.3,199.851827207443,0.148172792556892,-0.666666666666667,0.222222222222222,1.66666666666667,0.111111111111111,0,NA,Lipid,Lipid,Other
200.092316,0,0,0,0,0,0,0,0,,NA,201.099646,0,NA,NA,NA,NA,NA,NA,NA,NA,199.868891132413,0.131108867587301,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.1004088,0,0,0,0,0,0,0,0,,NA,201.1077388,0,NA,NA,NA,NA,NA,NA,NA,NA,199.87697489592,0.123025104080085,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.136786,0,0,0,0,0,0,0,0,,NA,201.144116,0,NA,NA,NA,NA,NA,NA,NA,NA,199.913311476813,0.0866885231865808,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.8347677,0,0,0,0,0,0,0,0,,NA,201.8420977,0,NA,NA,NA,NA,NA,NA,NA,NA,200.610513804212,0.389486195788294,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.9486758,0,0,0,0,0,0,0,0,,NA,201.9560058,0,NA,NA,NA,NA,NA,NA,NA,NA,200.72429471341,0.27570528659038,NA,NA,NA,NA,NA,NA,NA,NA,NA
200.9616281,0,0,0,0,0,0,0,0,,NA,201.9689581,0,NA,NA,NA,NA,NA,NA,NA,NA,200.737232550756,0.262767449244222,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.0399349,0,0,0,0,0,0,0,0,,NA,202.0472649,0,NA,NA,NA,NA,NA,NA,NA,NA,200.815451912683,0.184548087316699,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.0511681,0,0,0,0,0,0,0,0,,NA,202.0584981,0,NA,NA,NA,NA,NA,NA,NA,NA,200.826672569592,0.173327430408136,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.0551855,0,0,0,0,0,0,0,0,,NA,202.0625155,0,NA,NA,NA,NA,NA,NA,NA,NA,200.830685483727,0.169314516272891,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.0763156,0,0,0,0,0,0,0,0,,NA,202.0836456,0,NA,NA,NA,NA,NA,NA,NA,NA,200.851791989669,0.148208010331331,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.0875534,0,0,0,0,0,0,0,0,,NA,202.0948834,0,NA,NA,NA,NA,NA,NA,NA,NA,200.863017241441,0.136982758559213,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.0956604,10,18,2,0,0,1,0,0,CHOS,NA,202.1029904,0.925306559,NA,C10H18O2S,0,0,2,0,-1,94.5,200.871115189092,0.128884810907806,-1.2,0.2,1.8,0,0,NA,Lipid,Lipid,Other
201.112299,0,0,0,0,0,0,0,0,,NA,202.119629,0,NA,NA,NA,NA,NA,NA,NA,NA,200.887735210283,0.112264789717216,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.112702,0,0,0,0,0,0,0,0,,NA,202.120032,0,NA,NA,NA,NA,NA,NA,NA,NA,200.888137760289,0.111862239710604,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.123521,0,0,0,0,0,0,0,0,,NA,202.130851,0,NA,NA,NA,NA,NA,NA,NA,NA,200.898944679697,0.101055320302663,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.1239354,0,0,0,0,0,0,0,0,,NA,202.1312654,0,NA,NA,NA,NA,NA,NA,NA,NA,200.899358616975,0.100641383025419,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.1490985,0,0,0,0,0,0,0,0,,NA,202.1564285,0,NA,NA,NA,NA,NA,NA,NA,NA,200.924493619632,0.0755063803676705,NA,NA,NA,NA,NA,NA,NA,NA,NA
201.920122,0,0,0,0,0,0,0,0,,NA,202.927452,0,NA,NA,NA,NA,NA,NA,NA,NA,201.694656187904,0.305343812095771,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.0351776,0,0,0,0,0,0,0,0,,NA,203.0425076,0,NA,NA,NA,NA,NA,NA,NA,NA,201.809583315793,0.190416684206582,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.0432884,0,0,0,0,0,0,0,0,,NA,203.0506184,0,NA,NA,NA,NA,NA,NA,NA,NA,201.817685059202,0.182314940798335,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.0523415,0,0,0,0,0,0,0,0,,NA,203.0596715,0,NA,NA,NA,NA,NA,NA,NA,NA,201.826728050429,0.173271949570648,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.0715523,0,0,0,0,0,0,0,0,,NA,203.0788823,0,NA,NA,NA,NA,NA,NA,NA,NA,201.845917399478,0.154082600521576,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.0796877,0,0,0,0,0,0,0,0,,NA,203.0870177,0,NA,NA,NA,NA,NA,NA,NA,NA,201.854043715418,0.145956284581899,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.0827651,0,0,0,0,0,0,0,0,,NA,203.0900951,0,NA,NA,NA,NA,NA,NA,NA,NA,201.857117679166,0.142882320834218,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.1079397,0,0,0,0,0,0,0,0,,NA,203.1152697,0,NA,NA,NA,NA,NA,NA,NA,NA,201.882264168983,0.117735831017484,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.1160465,0,0,0,0,0,0,0,0,,NA,203.1233765,0,NA,NA,NA,NA,NA,NA,NA,NA,201.890361916857,0.109638083142784,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.1272876,10,21,1,1,0,1,0,0,CHNOS,NA,203.1346176,0.884650822,NA,C10H21ONS,0,0,1,0,-2,100.2,201.901590464945,0.098409535055481,-1.4,0.1,2.1,0.1,0,NA,Lipid,Lipid;Unsat Hydrocarbon,Other
202.93711,0,0,0,0,0,0,0,0,,NA,203.94444,0,NA,NA,NA,NA,NA,NA,NA,NA,202.710508610018,0.289491389981947,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.940468,0,0,0,0,0,0,0,0,,NA,203.947798,0,NA,NA,NA,NA,NA,NA,NA,NA,202.713862860445,0.286137139554711,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.9408571,0,0,0,0,0,0,0,0,,NA,203.9481871,0,NA,NA,NA,NA,NA,NA,NA,NA,202.714251525973,0.285748474027258,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.9446345,5,3,4,1,0,1,1,0,CHNOSP,NA,203.9519645,-0.630721812,NA,C5H3O4NSP,0,0,5.5,1.5,-1.5,31.8,202.718024708094,0.281975291905837,1,0.8,0.6,0.2,0.2,1,Other,Cond Hydrocarbon,Other
202.9772434,0,0,0,0,0,0,0,0,,NA,203.9845734,0,NA,NA,NA,NA,NA,NA,NA,NA,202.750597196705,0.249402803294913,NA,NA,NA,NA,NA,NA,NA,NA,NA
202.99822,0,0,0,0,0,0,0,0,,NA,204.00555,0,NA,NA,NA,NA,NA,NA,NA,NA,202.771550374046,0.228449625953857,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.0191952,0,0,0,0,0,0,0,0,,NA,204.0265252,0,NA,NA,NA,NA,NA,NA,NA,NA,202.79250215295,0.207497847049552,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.0304268,0,0,0,0,0,0,0,0,,NA,204.0377568,0,NA,NA,NA,NA,NA,NA,NA,NA,202.803721211646,0.196278788354476,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.0344388,0,0,0,0,0,0,0,0,,NA,204.0417688,0,NA,NA,NA,NA,NA,NA,NA,NA,202.80772873181,0.192271268189501,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.0363046,0,0,0,0,0,0,0,0,,NA,204.0436346,0,NA,NA,NA,NA,NA,NA,NA,NA,202.809592448442,0.190407551558451,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.0555698,0,0,0,0,0,0,0,0,,NA,204.0628998,0,NA,NA,NA,NA,NA,NA,NA,NA,202.828836136747,0.171163863252872,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.0668054,0,0,0,0,0,0,0,0,,NA,204.0741354,0,NA,NA,NA,NA,NA,NA,NA,NA,202.840059190976,0.159940809024221,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.0708216,0,0,0,0,0,0,0,0,,NA,204.0781516,0,NA,NA,NA,NA,NA,NA,NA,NA,202.844070906451,0.15592909354902,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.072709,0,0,0,0,0,0,0,0,,NA,204.080039,0,NA,NA,NA,NA,NA,NA,NA,NA,202.845956198963,0.154043801036693,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.082044,0,0,0,0,0,0,0,0,,NA,204.089374,0,NA,NA,NA,NA,NA,NA,NA,NA,202.855280775419,0.14471922458111,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.0919521,0,0,0,0,0,0,0,0,,NA,204.0992821,0,NA,NA,NA,NA,NA,NA,NA,NA,202.865177811946,0.134822188054102,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.1031807,0,0,0,0,0,0,0,0,,NA,204.1105107,0,NA,NA,NA,NA,NA,NA,NA,NA,202.876393873991,0.12360612600915,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.1283425,0,0,0,0,0,0,0,0,,NA,204.1356725,0,NA,NA,NA,NA,NA,NA,NA,NA,202.9015275781,0.0984724218997997,NA,NA,NA,NA,NA,NA,NA,NA,NA
203.9442158,9,2,2,0,0,1,1,0,CHOSP,NA,204.9515458,0.882726383,NA,C9H2O2SP,1.1,1.08333333333333,9.5,7.5,5.5,63.4666666666667,203.716489866685,0.283510133315275,-0.111111111111111,0.222222222222222,0.222222222222222,0,0.111111111111111,0,Other,Cond Hydrocarbon,Phytochemical
203.9450885,0,0,0,0,0,0,0,0,,NA,204.9524185,0,NA,NA,NA,NA,NA,NA,NA,NA,203.71736159222,0.282638407779899,NA,NA,NA,NA,NA,NA,NA,NA,NA
204.0296823,0,0,0,0,0,0,0,0,,NA,205.0370123,0,NA,NA,NA,NA,NA,NA,NA,NA,203.801860934027,0.198139065972697,NA,NA,NA,NA,NA,NA,NA,NA,NA
204.037772,8,14,2,0,0,1,1,0,CHOSP,NA,205.045102,-0.796117103,NA,C8H14O2SP,0,0,2.5,0.5,-1.5,106.6125,203.809941600996,0.190058399003988,-1.625,0.25,1.75,0,0.125,0,Lipid,Lipid,Lipid
204.0508138,0,0,0,0,0,0,0,0,,NA,205.0581438,0,NA,NA,NA,NA,NA,NA,NA,NA,203.822968838406,0.177031161594385,NA,NA,NA,NA,NA,NA,NA,NA,NA
204.0555951,8,14,4,0,0,0,1,0,CHOP,NA,205.0629251,-0.484851926,NA,C8H14O4P,0,0,2.5,-1.5,-2.5,99.4875,203.827744799563,0.172255200436666,-1.375,0.5,1.75,0,0.125,0,Protein,Protein,Lipid
204.066007,0,0,0,0,0,0,0,0,,NA,205.073337,0,NA,NA,NA,NA,NA,NA,NA,NA,203.838145073543,0.16185492645721,NA,NA,NA,NA,NA,NA,NA,NA,NA
204.0679665,0,0,0,0,0,0,0,0,,NA,205.0752965,0,NA,NA,NA,NA,NA,NA,NA,NA,203.840102385548,0.159897614452404,NA,NA,NA,NA,NA,NA,NA,NA,NA
204.0871939,0,0,0,0,0,0,0,0,,NA,205.0945239,0,NA,NA,NA,NA,NA,NA,NA,NA,203.859308316061,0.140691683939053,NA,NA,NA,NA,NA,NA,NA,NA,NA
204.0953181,0,0,0,0,0,0,0,0,,NA,205.1026481,0,NA,NA,NA,NA,NA,NA,NA,NA,203.867423444507,0.132576555493358,NA,NA,NA,NA,NA,NA,NA,NA,NA
204.9451094,0,0,0,0,0,0,0,0,,NA,205.9524394,0,NA,NA,NA,NA,NA,NA,NA,NA,204.716265859949,0.283734140050598,NA,NA,NA,NA,NA,NA,NA,NA,NA
204.972905,0,0,0,0,0,0,0,0,,NA,205.980235,0,NA,NA,NA,NA,NA,NA,NA,NA,204.744030423134,0.25596957686588,NA,NA,NA,NA,NA,NA,NA,NA,NA
204.9928755,0,0,0,0,0,0,0,0,,NA,206.0002055,0,NA,NA,NA,NA,NA,NA,NA,NA,204.763978623895,0.236021376104588,NA,NA,NA,NA,NA,NA,NA,NA,NA
204.998543,0,0,0,0,0,0,0,0,,NA,206.005873,0,NA,NA,NA,NA,NA,NA,NA,NA,204.769639795514,0.230360204485692,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.0137039,0,0,0,0,0,0,0,0,,NA,206.0210339,0,NA,NA,NA,NA,NA,NA,NA,NA,204.784783766718,0.215216233282092,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.0348406,0,0,0,0,0,0,0,0,,NA,206.0421706,0,NA,NA,NA,NA,NA,NA,NA,NA,204.80589686529,0.194103134710133,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.050088,0,0,0,0,0,0,0,0,,NA,206.057418,0,NA,NA,NA,NA,NA,NA,NA,NA,204.821127239907,0.178872760093213,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.051619,0,0,0,0,0,0,0,0,,NA,206.058949,0,NA,NA,NA,NA,NA,NA,NA,NA,204.822656530379,0.177343469621491,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.0519574,0,0,0,0,0,0,0,0,,NA,206.0592874,0,NA,NA,NA,NA,NA,NA,NA,NA,204.822994552518,0.177005447481946,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.0712288,0,0,0,0,0,0,0,0,,NA,206.0785588,0,NA,NA,NA,NA,NA,NA,NA,NA,204.842244433901,0.157755566099326,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.082455,0,0,0,0,0,0,0,0,,NA,206.089785,0,NA,NA,NA,NA,NA,NA,NA,NA,204.853458098625,0.146541901374547,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.0864755,0,0,0,0,0,0,0,0,,NA,206.0938055,0,NA,NA,NA,NA,NA,NA,NA,NA,204.857474109299,0.142525890700767,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.088344,0,0,0,0,0,0,0,0,,NA,206.095674,0,NA,NA,NA,NA,NA,NA,NA,NA,204.859340522915,0.14065947708454,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.1076067,0,0,0,0,0,0,0,0,,NA,206.1149367,0,NA,NA,NA,NA,NA,NA,NA,NA,204.878581714013,0.12141828598746,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.1228637,0,0,0,0,0,0,0,0,,NA,206.1301937,0,NA,NA,NA,NA,NA,NA,NA,NA,204.89382167791,0.10617832208996,NA,NA,NA,NA,NA,NA,NA,NA,NA
205.1592476,0,0,0,0,0,0,0,0,,NA,206.1665776,0,NA,NA,NA,NA,NA,NA,NA,NA,204.930164951322,0.0698350486777599,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.03254,0,0,0,0,0,0,0,0,,NA,207.03987,0,NA,NA,NA,NA,NA,NA,NA,NA,205.802482225227,0.197517774773189,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.038183,0,0,0,0,0,0,0,0,,NA,207.045513,0,NA,NA,NA,NA,NA,NA,NA,NA,205.808118924203,0.191881075797426,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.0453452,0,0,0,0,0,0,0,0,,NA,207.0526752,0,NA,NA,NA,NA,NA,NA,NA,NA,205.815273126826,0.184726873173901,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.0471815,0,0,0,0,0,0,0,0,,NA,207.0545115,0,NA,NA,NA,NA,NA,NA,NA,NA,205.817107376397,0.182892623602925,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.048677,0,0,0,0,0,0,0,0,,NA,207.056007,0,NA,NA,NA,NA,NA,NA,NA,NA,205.818601206508,0.181398793491582,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.0534796,8,16,2,0,0,1,1,0,CHOSP,NA,207.0608096,-0.510554065,NA,C8H16O2SP,0,0,1.5,-0.5,-2.5,113.7375,205.823398443882,0.176601556117646,-1.875,0.25,2,0,0.125,0,Lipid,Lipid,Lipid
206.0664733,0,0,0,0,0,0,0,0,,NA,207.0738033,0,NA,NA,NA,NA,NA,NA,NA,NA,205.836377635001,0.163622364999128,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.071254,8,16,4,0,0,0,1,0,CHOP,NA,207.078584,-0.437263874,NA,C8H16O4P,0,0,1.5,-2.5,-3.5,106.6125,205.841152996829,0.158847003171445,-1.625,0.5,2,0,0.125,0,Protein,Protein,Lipid
206.0817228,0,0,0,0,0,0,0,0,,NA,207.0890528,0,NA,NA,NA,NA,NA,NA,NA,NA,205.851610107273,0.148389892727067,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.954538,0,0,0,0,0,0,0,0,,NA,207.961868,0,NA,NA,NA,NA,NA,NA,NA,NA,206.723450714023,0.276549285976756,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.9906105,0,0,0,0,0,0,0,0,,NA,207.9979405,0,NA,NA,NA,NA,NA,NA,NA,NA,206.759482935147,0.240517064852526,NA,NA,NA,NA,NA,NA,NA,NA,NA
206.9929846,0,0,0,0,0,0,0,0,,NA,208.0003146,0,NA,NA,NA,NA,NA,NA,NA,NA,206.761854384206,0.238145615793798,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.0116033,0,0,0,0,0,0,0,0,,NA,208.0189333,0,NA,NA,NA,NA,NA,NA,NA,NA,206.780452294399,0.219547705600547,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.014138,0,0,0,0,0,0,0,0,,NA,208.021468,0,NA,NA,NA,NA,NA,NA,NA,NA,206.782984164131,0.217015835869205,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.0293631,0,0,0,0,0,0,0,0,,NA,208.0366931,0,NA,NA,NA,NA,NA,NA,NA,NA,206.798192263648,0.201807736351867,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.0466422,0,0,0,0,0,0,0,0,,NA,208.0539722,0,NA,NA,NA,NA,NA,NA,NA,NA,206.815452069651,0.184547930349282,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.0501235,0,0,0,0,0,0,0,0,,NA,208.0574535,0,NA,NA,NA,NA,NA,NA,NA,NA,206.8189294824,0.181070517599977,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.0504995,0,0,0,0,0,0,0,0,,NA,208.0578295,0,NA,NA,NA,NA,NA,NA,NA,NA,206.819305062555,0.18069493744494,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.050972,7,12,7,0,0,0,0,0,CHO,NA,208.058302,-0.260917249,NA,C7H12O7,0,0,2,-5,-5,52.1571428571429,206.819777034957,0.180222965042645,0.285714285714286,1,1.71428571428571,0,0,NA,Carbohydrate,Carbohydrate,Carbohydrate
207.0657438,0,0,0,0,0,0,0,0,,NA,208.0730738,0,NA,NA,NA,NA,NA,NA,NA,NA,206.834532340634,0.165467659366499,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.0676295,0,0,0,0,0,0,0,0,,NA,208.0749595,0,NA,NA,NA,NA,NA,NA,NA,NA,206.836415935044,0.163584064955955,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.0868622,0,0,0,0,0,0,0,0,,NA,208.0941922,0,NA,NA,NA,NA,NA,NA,NA,NA,206.855627159639,0.144372840360603,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.10213,0,0,0,0,0,0,0,0,,NA,208.10946,0,NA,NA,NA,NA,NA,NA,NA,NA,206.870877911477,0.129122088522507,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.1385075,0,0,0,0,0,0,0,0,,NA,208.1458375,0,NA,NA,NA,NA,NA,NA,NA,NA,206.907214792036,0.0927852079639706,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.589212,0,0,0,0,0,0,0,0,,NA,208.596542,0,NA,NA,NA,NA,NA,NA,NA,NA,207.357416031365,0.64258396863508,NA,NA,NA,NA,NA,NA,NA,NA,NA
207.935357,0,0,0,0,0,0,0,0,,NA,208.942687,0,NA,NA,NA,NA,NA,NA,NA,NA,207.703174522766,0.296825477234364,NA,NA,NA,NA,NA,NA,NA,NA,NA
208.014994,0,0,0,0,0,0,0,0,,NA,209.022324,0,NA,NA,NA,NA,NA,NA,NA,NA,207.78272259938,0.21727740062002,NA,NA,NA,NA,NA,NA,NA,NA,NA
208.0327283,7,14,3,0,0,1,1,0,CHOSP,NA,209.0400583,-0.581365257,NA,C7H14O3SP,0,0,1.5,-1.5,-3.5,105.085714285714,207.800437097102,0.199562902897839,-1.57142857142857,0.428571428571429,2,0,0.142857142857143,0,Protein,Protein,Lipid
208.0538573,0,0,0,0,0,0,0,0,,NA,209.0611873,0,NA,NA,NA,NA,NA,NA,NA,NA,207.821542504272,0.178457495727997,NA,NA,NA,NA,NA,NA,NA,NA,NA
208.054691,0,0,0,0,0,0,0,0,,NA,209.062021,0,NA,NA,NA,NA,NA,NA,NA,NA,207.822375273355,0.177624726644865,NA,NA,NA,NA,NA,NA,NA,NA,NA
208.0610074,0,0,0,0,0,0,0,0,,NA,209.0683374,0,NA,NA,NA,NA,NA,NA,NA,NA,207.828684620406,0.171315379593551,NA,NA,NA,NA,NA,NA,NA,NA,NA
208.065776,11,14,2,0,0,0,1,0,CHOP,NA,209.073106,-0.42683627,NA,C11H14O2P,0.3125,0.388888888888889,5.5,3.5,2.5,99.1636363636364,207.833447895745,0.16655210425489,-1.36363636363636,0.181818181818182,1.27272727272727,0,0.0909090909090909,0,Other,Lignin,Phytochemical
208.0973953,0,0,0,0,0,0,0,0,,NA,209.1047253,0,NA,NA,NA,NA,NA,NA,NA,NA,207.865031889352,0.134968110647776,NA,NA,NA,NA,NA,NA,NA,NA,NA
208.2730554,0,0,0,0,0,0,0,0,,NA,209.2803854,0,NA,NA,NA,NA,NA,NA,NA,NA,208.040495845715,0.959504154284673,NA,NA,NA,NA,NA,NA,NA,NA,NA
208.93351,0,0,0,0,0,0,0,0,,NA,209.94084,0,NA,NA,NA,NA,NA,NA,NA,NA,208.700212976209,0.299787023791254,NA,NA,NA,NA,NA,NA,NA,NA,NA
208.9732043,0,0,0,0,0,0,0,0,,NA,209.9805343,0,NA,NA,NA,NA,NA,NA,NA,NA,208.739862953199,0.260137046801276,NA,NA,NA,NA,NA,NA,NA,NA,NA
208.9827097,0,0,0,0,0,0,0,0,,NA,209.9900397,0,NA,NA,NA,NA,NA,NA,NA,NA,208.749357739384,0.250642260615848,NA,NA,NA,NA,NA,NA,NA,NA,NA
209.006167,0,0,0,0,0,0,0,0,,NA,210.013497,0,NA,NA,NA,NA,NA,NA,NA,NA,208.772788846753,0.227211153246543,NA,NA,NA,NA,NA,NA,NA,NA,NA
209.0086257,0,0,0,0,0,0,0,0,,NA,210.0159557,0,NA,NA,NA,NA,NA,NA,NA,NA,208.775244801347,0.224755198652929,NA,NA,NA,NA,NA,NA,NA,NA,NA
209.0297658,0,0,0,0,0,0,0,0,,NA,210.0370958,0,NA,NA,NA,NA,NA,NA,NA,NA,208.796361296123,0.203638703877459,NA,NA,NA,NA,NA,NA,NA,NA,NA
209.0450099,0,0,0,0,0,0,0,0,,NA,210.0523399,0,NA,NA,NA,NA,NA,NA,NA,NA,208.811588374424,0.188411625575696,NA,NA,NA,NA,NA,NA,NA,NA,NA
209.054751,0,0,0,0,0,0,0,0,,NA,210.062081,0,NA,NA,NA,NA,NA,NA,NA,NA,208.821318597425,0.178681402574966,NA,NA,NA,NA,NA,NA,NA,NA,NA
209.0621526,0,0,0,0,0,0,0,0,,NA,210.0694826,0,NA,NA,NA,NA,NA,NA,NA,NA,208.828711932732,0.171288067267682,NA,NA,NA,NA,NA,NA,NA,NA,NA
209.0661535,0,0,0,0,0,0,0,0,,NA,210.0734835,0,NA,NA,NA,NA,NA,NA,NA,NA,208.832708365292,0.167291634708334,NA,NA,NA,NA,NA,NA,NA,NA,NA
209.0789925,0,0,0,0,0,0,0,0,,NA,210.0863225,0,NA,NA,NA,NA,NA,NA,NA,NA,208.84553302915,0.15446697085045,NA,NA,NA,NA,NA,NA,NA,NA,NA
209.0813952,0,0,0,0,0,0,0,0,,NA,210.0887252,0,NA,NA,NA,NA,NA,NA,NA,NA,208.847933046273,0.152066953726745,NA,NA,NA,NA,NA,NA,NA,NA,NA
209.0942674,0,0,0,0,0,0,0,0,,NA,210.1015974,0,NA,NA,NA,NA,NA,NA,NA,NA,208.86079087306,0.139209126940244,NA,NA,NA,NA,NA,NA,NA,NA,NA
209.1177821,0,0,0,0,0,0,0,0,,NA,210.1251121,0,NA,NA,NA,NA,NA,NA,NA,NA,208.884279316336,0.115720683664335,NA,NA,NA,NA,NA,NA,NA,NA,NA
209.1290337,0,0,0,0,0,0,0,0,,NA,210.1363637,0,NA,NA,NA,NA,NA,NA,NA,NA,208.895518352699,0.104481647301412,NA,NA,NA,NA,NA,NA,NA,NA,NA
209.1541771,0,0,0,0,0,0,0,0,,NA,210.1615071,0,NA,NA,NA,NA,NA,NA,NA,NA,208.920633677354,0.0793663226464787,NA,NA,NA,NA,NA,NA,NA,NA,NA
210.0119794,6,12,4,0,0,1,1,0,CHOSP,NA,211.0193094,-0.639846411,NA,C6H12O4SP,0,0,1.5,-2.5,-4.5,93.55,209.777478147642,0.222521852357914,-1.16666666666667,0.666666666666667,2,0,0.166666666666667,0,Other,Amino Sugar,Other
210.0330667,0,0,0,0,0,0,0,0,,NA,211.0403967,0,NA,NA,NA,NA,NA,NA,NA,NA,209.798541901375,0.201458098625466,NA,NA,NA,NA,NA,NA,NA,NA,NA
210.0402781,0,0,0,0,0,0,0,0,,NA,211.0476081,0,NA,NA,NA,NA,NA,NA,NA,NA,209.805745249061,0.194254750939137,NA,NA,NA,NA,NA,NA,NA,NA,NA
210.048376,7,16,3,0,0,1,1,0,CHOSP,NA,211.055706,-0.587347284,NA,C7H16O3SP,0,0,0.5,-2.5,-4.5,113.228571428571,209.813834106873,0.186165893126628,-1.85714285714286,0.428571428571429,2.28571428571429,0,0.142857142857143,0,Other,Protein,Lipid
210.065534,0,0,0,0,0,0,0,0,,NA,211.072864,0,NA,NA,NA,NA,NA,NA,NA,NA,209.830972948097,0.169027051902702,NA,NA,NA,NA,NA,NA,NA,NA,NA
210.0766541,0,0,0,0,0,0,0,0,,NA,211.0839841,0,NA,NA,NA,NA,NA,NA,NA,NA,209.842080631294,0.157919368705706,NA,NA,NA,NA,NA,NA,NA,NA,NA
210.0878793,0,0,0,0,0,0,0,0,,NA,211.0952093,0,NA,NA,NA,NA,NA,NA,NA,NA,209.853293297136,0.146706702864321,NA,NA,NA,NA,NA,NA,NA,NA,NA
210.1575234,0,0,0,0,0,0,0,0,,NA,211.1648534,0,NA,NA,NA,NA,NA,NA,NA,NA,209.922859631911,0.0771403680885498,NA,NA,NA,NA,NA,NA,NA,NA,NA
210.9224658,0,0,0,0,0,0,0,0,,NA,211.9297958,0,NA,NA,NA,NA,NA,NA,NA,NA,210.686947890394,0.313052109606048,NA,NA,NA,NA,NA,NA,NA,NA,NA
211.0242822,0,0,0,0,0,0,0,0,,NA,212.0316122,0,NA,NA,NA,NA,NA,NA,NA,NA,210.788650601292,0.21134939870791,NA,NA,NA,NA,NA,NA,NA,NA,NA
211.0276409,0,0,0,0,0,0,0,0,,NA,212.0349709,0,NA,NA,NA,NA,NA,NA,NA,NA,210.792005550938,0.207994449062312,NA,NA,NA,NA,NA,NA,NA,NA,NA
