Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,MolForm,AI,AI_Mod,DBE,DBE_O,DBE_AI,GFE,kmass.CH2,kdefect.CH2,NOSC,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,NtoP_ratio,bs1_class,bs2_class,bs3_class
338.1685331,15,32,4,0,0,1,1,0,CHOSP,NA,339.1758631,-0.241778129,NA,C15H32O4SP,0,0,0.5,-3.5,-5.5,111.6,337.790931094883,0.209068905116794,-1.8,0.266666666666667,2.13333333333333,0,0.0666666666666667,0,Lipid,Lipid,Lipid
338.1716726,0,0,0,0,0,0,0,0,,NA,339.1790026,0,NA,NA,NA,NA,NA,NA,NA,NA,337.794067089289,0.205932910710544,NA,NA,NA,NA,NA,NA,NA,NA,NA
338.1797257,18,29,3,1,0,1,0,0,CHNOS,NA,339.1870557,0.555349672,NA,C18H29O3NS,0,0.103448275862069,5,2,0,88.8,337.802111197126,0.197888802873933,-1,0.166666666666667,1.61111111111111,0.0555555555555556,0,NA,Lipid,Lipid,Other
338.2049039,0,0,0,0,0,0,0,0,,NA,339.2122339,0,NA,NA,NA,NA,NA,NA,NA,NA,337.827261282923,0.172738717077038,NA,NA,NA,NA,NA,NA,NA,NA,NA
338.208272,0,0,0,0,0,0,0,0,,NA,339.215602,0,NA,NA,NA,NA,NA,NA,NA,NA,337.830625622072,0.169374377927511,NA,NA,NA,NA,NA,NA,NA,NA,NA
338.5502618,0,0,0,0,0,0,0,0,,NA,339.5575918,0,NA,NA,NA,NA,NA,NA,NA,NA,338.172233553207,0.827766446793419,NA,NA,NA,NA,NA,NA,NA,NA,NA
338.586651,0,0,0,0,0,0,0,0,,NA,339.593981,0,NA,NA,NA,NA,NA,NA,NA,NA,338.208582120701,0.791417879299217,NA,NA,NA,NA,NA,NA,NA,NA,NA
338.87375,0,0,0,0,0,0,0,0,,NA,339.88108,0,NA,NA,NA,NA,NA,NA,NA,NA,338.495360543393,0.504639456607492,NA,NA,NA,NA,NA,NA,NA,NA,NA
338.908822,0,0,0,0,0,0,0,0,,NA,339.916152,0,NA,NA,NA,NA,NA,NA,NA,NA,338.530393381684,0.469606618315993,NA,NA,NA,NA,NA,NA,NA,NA,NA
338.9569509,0,0,0,0,0,0,0,0,,NA,339.9642809,0,NA,NA,NA,NA,NA,NA,NA,NA,338.578468540524,0.421531459475716,NA,NA,NA,NA,NA,NA,NA,NA,NA
338.9882375,0,0,0,0,0,0,0,0,,NA,339.9955675,0,NA,NA,NA,NA,NA,NA,NA,NA,338.609720205627,0.390279794372702,NA,NA,NA,NA,NA,NA,NA,NA,NA
338.993191,20,4,6,0,0,0,0,0,CHO,NA,340.000521,-0.942374287,NA,C20H4O6,0.928571428571429,0.941176470588235,19,13,13,48.9,338.614668174505,0.385331825495086,0.4,0.3,0.2,0,0,NA,Other,Cond Hydrocarbon,Other
338.9988654,0,0,0,0,0,0,0,0,,NA,340.0061954,0,NA,NA,NA,NA,NA,NA,NA,NA,338.620336238419,0.379663761580844,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.0029703,10,12,11,0,0,1,0,0,CHOS,NA,340.0103003,0.633734244,NA,C10H12O11S,0,0,5,-6,-7,26.1,338.624436554851,0.375563445148828,1.2,1.1,1.2,0,0,NA,Other,Tannin,Other
339.0141568,9,12,10,2,0,1,0,0,CHNOS,NA,340.0214868,0.495816049,NA,C9H12O10N2S,0,0,5,-5,-8,9.63333333333333,338.635610563905,0.364389436094655,1.77777777777778,1.11111111111111,1.33333333333333,0.222222222222222,0,NA,Other,Other,Other
339.0329282,18,12,5,0,0,1,0,0,CHOS,NA,340.0402582,-0.996363261,NA,C18H12O5S,0.583333333333333,0.655172413793103,13,8,7,60.3,338.654361003592,0.345638996407615,0,0.277777777777778,0.666666666666667,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
339.035287,0,0,0,0,0,0,0,0,,NA,340.042617,0,NA,NA,NA,NA,NA,NA,NA,NA,338.656717169735,0.343282830264798,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.039383,11,16,10,0,0,1,0,0,CHOS,NA,340.046713,0.713784907,NA,C11H16O10S,0,0,4,-6,-7,44.7545454545455,338.660808596105,0.339191403894972,0.545454545454545,0.909090909090909,1.45454545454545,0,0,NA,Other,Tannin,Other
339.0429169,0,0,0,0,0,0,0,0,,NA,340.0502469,0,NA,NA,NA,NA,NA,NA,NA,NA,338.664338550121,0.33566144987924,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.0481122,0,0,0,0,0,0,0,0,,NA,340.0554422,0,NA,NA,NA,NA,NA,NA,NA,NA,338.669528049002,0.330471950997662,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.0497837,0,0,0,0,0,0,0,0,,NA,340.0571137,0,NA,NA,NA,NA,NA,NA,NA,NA,338.671197682591,0.328802317409497,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.0505266,10,16,9,2,0,1,0,0,CHNOS,NA,340.0578566,0.449647032,NA,C10H16O9N2S,0,0,4,-5,-8,31.8,338.671939753062,0.328060246938264,1,0.9,1.6,0.2,0,NA,Carbohydrate,Carbohydrate,Other
339.0563907,24,8,1,2,0,0,0,0,CHNO,NA,340.0637207,0.012485362,NA,C24H8ON2,0.904761904761905,0.906976744186046,22,21,19,60.3,338.677797305155,0.322202694844691,0,0.0416666666666667,0.333333333333333,0.0833333333333333,0,NA,Other,Cond Hydrocarbon,Other
339.0593794,0,0,0,0,0,0,0,0,,NA,340.0667094,0,NA,NA,NA,NA,NA,NA,NA,NA,338.680782667946,0.319217332053825,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.069295,0,0,0,0,0,0,0,0,,NA,340.076625,0,NA,NA,NA,NA,NA,NA,NA,NA,338.690687196099,0.309312803901378,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.0716873,0,0,0,0,0,0,0,0,,NA,340.0790173,0,NA,NA,NA,NA,NA,NA,NA,NA,338.693076824835,0.306923175164911,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.0734897,0,0,0,0,0,0,0,0,,NA,340.0808197,0,NA,NA,NA,NA,NA,NA,NA,NA,338.694877212259,0.305122787740856,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.0750671,0,0,0,0,0,0,0,0,,NA,340.0823971,0,NA,NA,NA,NA,NA,NA,NA,NA,338.69645285092,0.303547149079805,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.0780223,0,0,0,0,0,0,0,0,,NA,340.0853523,0,NA,NA,NA,NA,NA,NA,NA,NA,338.699404751117,0.30059524888253,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.080612,18,16,3,2,0,1,0,0,CHNOS,NA,340.087942,-0.805485254,NA,C18H16O3N2S,0.5,0.555555555555556,12,9,6,63.4666666666667,338.701991559435,0.298008440564672,-0.111111111111111,0.166666666666667,0.888888888888889,0.111111111111111,0,NA,Other,Lignin,Other
339.0815086,26,12,1,0,0,0,0,0,CHO,NA,340.0888386,-0.088161004,NA,C26H12O,0.8,0.803921568627451,21,20,20,71.2615384615385,338.702887158284,0.297112841716228,-0.384615384615385,0.0384615384615385,0.461538461538462,0,0,NA,Other,Cond Hydrocarbon,Other
339.0829891,0,0,0,0,0,0,0,0,,NA,340.0903191,0,NA,NA,NA,NA,NA,NA,NA,NA,338.704366005144,0.295633994855734,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.08695,11,20,8,2,0,1,0,0,CHNOS,NA,340.09428,0.561139761,NA,C11H20O8N2S,0,0,3,-5,-8,49.9363636363636,338.708322482368,0.291677517632081,0.363636363636364,0.727272727272727,1.81818181818182,0.181818181818182,0,NA,Carbohydrate,Carbohydrate,Other
339.0927778,0,0,0,0,0,0,0,0,,NA,340.1001078,0,NA,NA,NA,NA,NA,NA,NA,NA,338.714143774994,0.285856225005602,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.104052,0,0,0,0,0,0,0,0,,NA,340.111382,0,NA,NA,NA,NA,NA,NA,NA,NA,338.725405386122,0.274594613878037,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.1080313,0,0,0,0,0,0,0,0,,NA,340.1153613,0,NA,NA,NA,NA,NA,NA,NA,NA,338.7293802428,0.270619757199995,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.1098944,0,0,0,0,0,0,0,0,,NA,340.1172244,0,NA,NA,NA,NA,NA,NA,NA,NA,338.731241262446,0.268758737554151,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.112131,13,24,8,0,0,1,0,0,CHOS,NA,340.119461,0.645973553,NA,C13H24O8S,0,0,2,-6,-7,73.4538461538462,338.733475365038,0.266524634961684,-0.461538461538462,0.615384615384615,1.84615384615385,0,0,NA,Other,Amino Sugar,Other
339.1193055,0,0,0,0,0,0,0,0,,NA,340.1266355,0,NA,NA,NA,NA,NA,NA,NA,NA,338.740641853928,0.259358146072429,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.1211198,0,0,0,0,0,0,0,0,,NA,340.1284498,0,NA,NA,NA,NA,NA,NA,NA,NA,338.742454128064,0.257545871936031,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.1233514,12,24,7,2,0,1,0,0,CHNOS,NA,340.1306814,0.60782377,NA,C12H24O7N2S,0,0,2,-5,-8,65.05,338.744683236239,0.255316763760561,-0.166666666666667,0.583333333333333,2,0.166666666666667,0,NA,Other,Amino Sugar,Protein
339.1292215,0,0,0,0,0,0,0,0,,NA,340.1365515,0,NA,NA,NA,NA,NA,NA,NA,NA,338.750546781633,0.249453218366625,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.13054,0,0,0,0,0,0,0,0,,NA,340.13787,0,NA,NA,NA,NA,NA,NA,NA,NA,338.751863809384,0.248136190615526,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.1386652,16,24,4,2,0,1,0,0,CHNOS,NA,340.1459952,0.777174853,NA,C16H24O4N2S,0,0.0909090909090909,6,2,-1,74.55,338.759979936714,0.240020063286408,-0.5,0.25,1.5,0.125,0,NA,Other,Lipid,Other
339.140447,0,0,0,0,0,0,0,0,,NA,340.147777,0,NA,NA,NA,NA,NA,NA,NA,NA,338.76175974714,0.238240252860237,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.1444456,0,0,0,0,0,0,0,0,,NA,340.1517756,0,NA,NA,NA,NA,NA,NA,NA,NA,338.765753882267,0.23424611773271,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.1477822,0,0,0,0,0,0,0,0,,NA,340.1551122,0,NA,NA,NA,NA,NA,NA,NA,NA,338.76908675659,0.230913243410043,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.1556611,0,0,0,0,0,0,0,0,,NA,340.1629911,0,NA,NA,NA,NA,NA,NA,NA,NA,338.77695685894,0.223043141060202,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.157511,0,0,0,0,0,0,0,0,,NA,340.164841,0,NA,NA,NA,NA,NA,NA,NA,NA,338.778804693325,0.221195306675043,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.1630792,0,0,0,0,0,0,0,0,,NA,340.1704092,0,NA,NA,NA,NA,NA,NA,NA,NA,338.784366675823,0.215633324176906,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.1655639,0,0,0,0,0,0,0,0,,NA,340.1728939,0,NA,NA,NA,NA,NA,NA,NA,NA,338.786848601385,0.213151398615139,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.166898,0,0,0,0,0,0,0,0,,NA,340.174228,0,NA,NA,NA,NA,NA,NA,NA,NA,338.788181211717,0.211818788283097,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.169432,0,0,0,0,0,0,0,0,,NA,340.176762,0,NA,NA,NA,NA,NA,NA,NA,NA,338.79071238223,0.209287617770201,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.171862,0,0,0,0,0,0,0,0,,NA,340.179192,0,NA,NA,NA,NA,NA,NA,NA,NA,338.79313966887,0.20686033112986,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.1750508,17,28,3,2,0,1,0,0,CHNOS,NA,340.1823808,0.777477565,NA,C17H28O3N2S,0,0.04,5,2,-1,83.7705882352941,338.796324908228,0.203675091772425,-0.823529411764706,0.176470588235294,1.64705882352941,0.117647058823529,0,NA,Lipid,Lipid,Other
339.1808616,0,0,0,0,0,0,0,0,,NA,340.1881916,0,NA,NA,NA,NA,NA,NA,NA,NA,338.802129219836,0.197870780163612,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.1842177,0,0,0,0,0,0,0,0,,NA,340.1915477,0,NA,NA,NA,NA,NA,NA,NA,NA,338.805481572385,0.194518427614867,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.1920878,0,0,0,0,0,0,0,0,,NA,340.1994178,0,NA,NA,NA,NA,NA,NA,NA,NA,338.813342884561,0.186657115438777,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.1994478,0,0,0,0,0,0,0,0,,NA,340.2067778,0,NA,NA,NA,NA,NA,NA,NA,NA,338.820694666319,0.179305333680588,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.2171853,0,0,0,0,0,0,0,0,,NA,340.2245153,0,NA,NA,NA,NA,NA,NA,NA,NA,338.838412360468,0.161587639531547,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.2535405,0,0,0,0,0,0,0,0,,NA,340.2608705,0,NA,NA,NA,NA,NA,NA,NA,NA,338.874726965927,0.125273034072677,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.3263407,0,0,0,0,0,0,0,0,,NA,340.3336707,0,NA,NA,NA,NA,NA,NA,NA,NA,338.947445876574,0.0525541234263187,NA,NA,NA,NA,NA,NA,NA,NA,NA
339.918625,0,0,0,0,0,0,0,0,,NA,340.925955,0,NA,NA,NA,NA,NA,NA,NA,NA,339.539068826633,0.46093117336693,NA,NA,NA,NA,NA,NA,NA,NA,NA
340.013451,13,11,8,1,0,1,0,0,CHNOS,NA,341.020781,0.560432524,NA,C13H11O8NS,0,0.428571428571429,9,1,-1,38.3769230769231,339.633788943074,0.366211056925692,0.769230769230769,0.615384615384615,0.846153846153846,0.0769230769230769,0,NA,Lignin,Lignin,Other
340.0386339,11,18,8,0,0,1,1,0,CHOSP,NA,341.0459639,-0.261574952,NA,C11H18O8SP,0,0,3.5,-4.5,-6.5,73.2545454545454,339.658943723623,0.341056276376776,-0.454545454545454,0.727272727272727,1.63636363636364,0,0.0909090909090909,0,Carbohydrate,Carbohydrate,Other
340.0539191,15,18,5,0,0,1,1,0,CHOSP,NA,341.0612491,-0.176188711,NA,C15H18O5SP,0.0625,0.285714285714286,7.5,2.5,0.5,81.2,339.674211856032,0.325788143967657,-0.733333333333333,0.333333333333333,1.2,0,0.0666666666666667,0,Lignin,Lignin,Phytochemical
340.0612807,21,11,4,1,0,0,0,0,CHNO,NA,341.0686107,-0.735119505,NA,C21H11O4N,0.75,0.777777777777778,17,13,12,60.3,339.681565236004,0.318434763995981,0,0.19047619047619,0.523809523809524,0.0476190476190476,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
340.062782,0,0,0,0,0,0,0,0,,NA,341.070112,0,NA,NA,NA,NA,NA,NA,NA,NA,339.683064859639,0.316935140360954,NA,NA,NA,NA,NA,NA,NA,NA,NA
340.0668872,0,0,0,0,0,0,0,0,,NA,341.0742172,0,NA,NA,NA,NA,NA,NA,NA,NA,339.687165475736,0.312834524263963,NA,NA,NA,NA,NA,NA,NA,NA,NA
340.0749858,12,22,7,0,0,1,1,0,CHOSP,NA,341.0823158,-0.360023478,NA,C12H22O7SP,0,0,2.5,-4.5,-6.5,86.425,339.695255032767,0.304744967233091,-0.916666666666667,0.583333333333333,1.83333333333333,0,0.0833333333333333,0,Other,Amino Sugar,Lipid
340.0781062,0,0,0,0,0,0,0,0,,NA,341.0854362,0,NA,NA,NA,NA,NA,NA,NA,NA,339.6983719485,0.30162805149962,NA,NA,NA,NA,NA,NA,NA,NA,NA
340.082119,0,0,0,0,0,0,0,0,,NA,341.089449,0,NA,NA,NA,NA,NA,NA,NA,NA,339.702380267772,0.297619732227929,NA,NA,NA,NA,NA,NA,NA,NA,NA
340.088032,0,0,0,0,0,0,0,0,,NA,341.095362,0,NA,NA,NA,NA,NA,NA,NA,NA,339.708286665263,0.291713334736528,NA,NA,NA,NA,NA,NA,NA,NA,NA
340.0961643,0,0,0,0,0,0,0,0,,NA,341.1034943,0,NA,NA,NA,NA,NA,NA,NA,NA,339.716409884665,0.283590115335357,NA,NA,NA,NA,NA,NA,NA,NA,NA
340.1033159,0,0,0,0,0,0,0,0,,NA,341.1106459,0,NA,NA,NA,NA,NA,NA,NA,NA,339.723553499124,0.276446500875863,NA,NA,NA,NA,NA,NA,NA,NA,NA
340.1051772,0,0,0,0,0,0,0,0,,NA,341.1125072,0,NA,NA,NA,NA,NA,NA,NA,NA,339.72541272078,0.274587279220043,NA,NA,NA,NA,NA,NA,NA,NA,NA
340.1114053,13,26,6,0,0,1,1,0,CHOSP,NA,341.1187353,-0.260501643,NA,C13H26O6SP,0,0,1.5,-4.5,-6.5,97.5692307692308,339.731633866428,0.268366133572101,-1.30769230769231,0.461538461538462,2,0,0.0769230769230769,0,Protein,Protein,Lipid
340.113269,0,0,0,0,0,0,0,0,,NA,341.120599,0,NA,NA,NA,NA,NA,NA,NA,NA,339.733495485404,0.266504514596193,NA,NA,NA,NA,NA,NA,NA,NA,NA
340.1145215,0,0,0,0,0,0,0,0,,NA,341.1218515,0,NA,NA,NA,NA,NA,NA,NA,NA,339.734746586851,0.265253413148855,NA,NA,NA,NA,NA,NA,NA,NA,NA
340.118522,0,0,0,0,0,0,0,0,,NA,341.125852,0,NA,NA,NA,NA,NA,NA,NA,NA,339.738742619857,0.261257380142922,NA,NA,NA,NA,NA,NA,NA,NA,NA
340.1226177,16,23,5,1,0,1,0,0,CHNOS,NA,341.1299477,0.589954508,NA,C16H23O5NS,0,0.130434782608696,6,1,-1,74.55,339.742833746562,0.257166253438186,-0.5,0.3125,1.4375,0.0625,0,NA,Lignin,Lignin,Other
340.1243943,0,0,0,0,0,0,0,0,,NA,341.1317243,0,NA,NA,NA,NA,NA,NA,NA,NA,339.744608362794,0.255391637205548,NA,NA,NA,NA,NA,NA,NA,NA,NA
340.129201,13,26,8,0,0,0,1,0,CHOP,NA,341.136531,-0.153475208,NA,C13H26O8P,0,0,1.5,-6.5,-7.5,93.1846153846154,339.74940969559,0.250590304409684,-1.15384615384615,0.615384615384615,2,0,0.0769230769230769,0,Other,Amino Sugar,Other
340.132411,0,0,0,0,0,0,0,0,,NA,341.139741,0,NA,NA,NA,NA,NA,NA,NA,NA,339.752616111276,0.247383888724414,NA,NA,NA,NA,NA,NA,NA,NA,NA
340.1396533,0,0,0,0,0,0,0,0,,NA,341.1469833,0,NA,NA,NA,NA,NA,NA,NA,NA,339.759850324459,0.240149675541261,NA,NA,NA,NA,NA,NA,NA,NA,NA
340.1477995,14,30,5,0,0,1,1,0,CHOSP,NA,341.1551295,-0.234896587,NA,C14H30O5SP,0,0,0.5,-4.5,-6.5,107.121428571429,339.767987428339,0.23201257166096,-1.64285714285714,0.357142857142857,2.14285714285714,0,0.0714285714285714,0,Other,Protein,Lipid
340.1509368,0,0,0,0,0,0,0,0,,NA,341.1582668,0,NA,NA,NA,NA,NA,NA,NA,NA,339.771121225202,0.228878774798204,NA,NA,NA,NA,NA,NA,NA,NA,NA
340.1590145,17,27,4,1,0,1,0,0,CHNOS,NA,341.1663445,0.623142257,NA,C17H27O4NS,0,0.0769230769230769,5,1,-1,83.7705882352941,339.77918990557,0.220810094430135,-0.823529411764706,0.235294117647059,1.58823529411765,0.0588235294117647,0,NA,Lipid,Lipid,Other
340.1689045,0,0,0,0,0,0,0,0,,NA,341.1762345,0,NA,NA,NA,NA,NA,NA,NA,NA,339.789068862307,0.210931137692512,NA,NA,NA,NA,NA,NA,NA,NA,NA
340.176057,0,0,0,0,0,0,0,0,,NA,341.183387,0,NA,NA,NA,NA,NA,NA,NA,NA,339.796213375762,0.203786624237921,NA,NA,NA,NA,NA,NA,NA,NA,NA
340.1841624,0,0,0,0,0,0,0,0,,NA,341.1914924,0,NA,NA,NA,NA,NA,NA,NA,NA,339.8043097252,0.195690274799972,NA,NA,NA,NA,NA,NA,NA,NA,NA
340.187285,0,0,0,0,0,0,0,0,,NA,341.194615,0,NA,NA,NA,NA,NA,NA,NA,NA,339.807428838477,0.192571161523063,NA,NA,NA,NA,NA,NA,NA,NA,NA
340.1953965,18,31,3,1,0,1,0,0,CHNOS,NA,341.2027265,0.612800382,NA,C18H31O3NS,0,0.0344827586206897,4,1,-1,91.9666666666667,339.815531281104,0.184468718896369,-1.11111111111111,0.166666666666667,1.72222222222222,0.0555555555555556,0,NA,Lipid,Lipid,Other
340.202806,0,0,0,0,0,0,0,0,,NA,341.210136,0,NA,NA,NA,NA,NA,NA,NA,NA,339.82293250759,0.177067492410288,NA,NA,NA,NA,NA,NA,NA,NA,NA
340.220562,0,0,0,0,0,0,0,0,,NA,341.227892,0,NA,NA,NA,NA,NA,NA,NA,NA,339.840668681081,0.159331318918532,NA,NA,NA,NA,NA,NA,NA,NA,NA
340.223691,0,0,0,0,0,0,0,0,,NA,341.231021,0,NA,NA,NA,NA,NA,NA,NA,NA,339.843794187212,0.156205812787903,NA,NA,NA,NA,NA,NA,NA,NA,NA
340.3297172,0,0,0,0,0,0,0,0,,NA,341.3370472,0,NA,NA,NA,NA,NA,NA,NA,NA,339.94970199741,0.0502980025899546,NA,NA,NA,NA,NA,NA,NA,NA,NA
340.562928,0,0,0,0,0,0,0,0,,NA,341.570258,0,NA,NA,NA,NA,NA,NA,NA,NA,340.182652392147,0.817347607852696,NA,NA,NA,NA,NA,NA,NA,NA,NA
340.888675,0,0,0,0,0,0,0,0,,NA,341.896005,0,NA,NA,NA,NA,NA,NA,NA,NA,340.508035660137,0.491964339862989,NA,NA,NA,NA,NA,NA,NA,NA,NA
340.9672131,0,0,0,0,0,0,0,0,,NA,341.9745431,0,NA,NA,NA,NA,NA,NA,NA,NA,340.586486063793,0.413513936207039,NA,NA,NA,NA,NA,NA,NA,NA,NA
340.9701797,0,0,0,0,0,0,0,0,,NA,341.9775097,0,NA,NA,NA,NA,NA,NA,NA,NA,340.589449351261,0.410550648739104,NA,NA,NA,NA,NA,NA,NA,NA,NA
340.9822603,0,0,0,0,0,0,0,0,,NA,341.9895903,0,NA,NA,NA,NA,NA,NA,NA,NA,340.601516461955,0.398483538044957,NA,NA,NA,NA,NA,NA,NA,NA,NA
341.008934,20,6,6,0,0,0,0,0,CHO,NA,342.016264,-0.66509084,NA,C20H6O6,0.857142857142857,0.882352941176471,18,12,12,51.75,340.628160377863,0.37183962213669,0.3,0.3,0.3,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
341.0145565,0,0,0,0,0,0,0,0,,NA,342.0218865,0,NA,NA,NA,NA,NA,NA,NA,NA,340.63377659973,0.366223400270428,NA,NA,NA,NA,NA,NA,NA,NA,NA
341.01552,0,0,0,0,0,0,0,0,,NA,342.02285,0,NA,NA,NA,NA,NA,NA,NA,NA,340.634739023877,0.365260976123182,NA,NA,NA,NA,NA,NA,NA,NA,NA
341.0185637,10,14,11,0,0,1,0,0,CHOS,NA,342.0258937,0.464376436,NA,C10H14O11S,0,0,4,-7,-8,31.8,340.637779325254,0.362220674745743,1,1.1,1.4,0,0,NA,Other,Tannin,Other
341.0290597,0,0,0,0,0,0,0,0,,NA,342.0363897,0,NA,NA,NA,NA,NA,NA,NA,NA,340.648263605327,0.351736394673082,NA,NA,NA,NA,NA,NA,NA,NA,NA
341.0298576,9,14,10,2,0,1,0,0,CHNOS,NA,342.0371876,0.641277761,NA,C9H14O10N2S,0,0,4,-6,-9,15.9666666666667,340.649060614385,0.350939385615391,1.55555555555556,1.11111111111111,1.55555555555556,0.222222222222222,0,NA,Other,Carbohydrate,Other
341.033317,0,0,0,0,0,0,0,0,,NA,342.040647,0,NA,NA,NA,NA,NA,NA,NA,NA,340.652516151588,0.34748384841231,NA,NA,NA,NA,NA,NA,NA,NA,NA
341.0386728,0,0,0,0,0,0,0,0,,NA,342.0460028,0,NA,NA,NA,NA,NA,NA,NA,NA,340.657865971253,0.3421340287465,NA,NA,NA,NA,NA,NA,NA,NA,NA
341.046494,0,0,0,0,0,0,0,0,,NA,342.053824,0,NA,NA,NA,NA,NA,NA,NA,NA,340.665678438032,0.334321561968238,NA,NA,NA,NA,NA,NA,NA,NA,NA
341.0509267,0,0,0,0,0,0,0,0,,NA,342.0582567,0,NA,NA,NA,NA,NA,NA,NA,NA,340.670106188439,0.32989381156068,NA,NA,NA,NA,NA,NA,NA,NA,NA
341.0622085,0,0,0,0,0,0,0,0,,NA,342.0695385,0,NA,NA,NA,NA,NA,NA,NA,NA,340.681375391081,0.318624608919322,NA,NA,NA,NA,NA,NA,NA,NA,NA
341.0638355,22,14,2,0,0,1,0,0,CHOS,NA,342.0711655,-0.987337588,NA,C22H14O2S,0.684210526315789,0.7,16,14,13,70.6636363636364,340.683000574358,0.316999425642109,-0.363636363636363,0.0909090909090909,0.636363636363636,0,0,NA,Other,Cond Hydrocarbon,Other
341.0661883,10,18,9,2,0,1,0,0,CHNOS,NA,342.0735183,0.480943703,NA,C10H18O9N2S,0,0,3,-6,-9,37.5,340.6853507472,0.314649252799541,0.8,0.9,1.8,0.2,0,NA,Carbohydrate,Carbohydrate,Other
341.0720686,24,10,1,2,0,0,0,0,CHNO,NA,342.0793986,0.093824749,NA,C24H10ON2,0.857142857142857,0.86046511627907,21,20,18,62.675,340.691224481205,0.308775518795073,-0.083333333333333,0.0416666666666667,0.416666666666667,0.0833333333333333,0,NA,Other,Cond Hydrocarbon,Other
341.0873434,0,0,0,0,0,0,0,0,,NA,342.0946734,0,NA,NA,NA,NA,NA,NA,NA,NA,340.706482225227,0.293517774773193,NA,NA,NA,NA,NA,NA,NA,NA,NA
341.0892193,0,0,0,0,0,0,0,0,,NA,342.0965493,0,NA,NA,NA,NA,NA,NA,NA,NA,340.70835603058,0.291643969419908,NA,NA,NA,NA,NA,NA,NA,NA,NA
341.090848,12,22,9,0,0,1,0,0,CHOS,NA,342.098178,-0.958349849,NA,C12H22O9S,0,0,2,-7,-8,65.05,340.709982911959,0.290017088040884,-0.166666666666667,0.75,1.83333333333333,0,0,NA,Carbohydrate,Carbohydrate,Other
341.0970866,26,14,1,0,0,0,0,0,CHO,NA,342.1044166,-0.298224102,NA,C26H14O,0.76,0.764705882352941,20,19,19,73.4538461538462,340.716214545883,0.283785454117378,-0.461538461538462,0.0384615384615385,0.538461538461538,0,0,NA,Other,Cond Hydrocarbon,Other
341.0985987,0,0,0,0,0,0,0,0,,NA,342.1059287,0,NA,NA,NA,NA,NA,NA,NA,NA,340.717724957458,0.282275042541698,NA,NA,NA,NA,NA,NA,NA,NA,NA
341.0992806,14,18,8,2,0,0,0,0,CHNO,NA,342.1066106,0.705808158,NA,C14H18O8N2,0,0.125,7,-1,-3,52.1571428571429,340.718406096043,0.2815939039574,0.285714285714286,0.571428571428571,1.28571428571429,0.142857142857143,0,NA,Lignin,Lignin,Protein
341.1002469,23,18,1,0,0,1,0,0,CHOS,NA,342.1075769,-0.911459477,NA,C23H18OS,0.619047619047619,0.627906976744186,15,14,13,77.6478260869565,340.719371317063,0.280628682936594,-0.608695652173913,0.0434782608695652,0.782608695652174,0,0,NA,Other,Cond Hydrocarbon,Other
