"Site1"	"Site2"	"BetaNTI"	"RCBC"	"Assembly_Process.BetaNTI"	"Assembly_Process.RCBC"	"Assembly_Process"	"SampleID.Site1"	"Month.Site1"	"Habitat.Site1"	"Core.Site1"	"Depth.Site1"	"Year.Site1"	"Sampletype.Site1"	"hash.Site1"	"Month__.Site1"	"Year__.Site1"	"Date__.Site1"	"FieldSampling__.Site1"	"Habitat__.Site1"	"Site__.Site1"	"Core__.Site1"	"GPS__.Site1"	"image_url__.Site1"	"DepthCode__.Site1"	"DepthMin__.Site1"	"DepthMax__.Site1"	"DepthAvg__.Site1"	"metaG_ACE__.Site1"	"metaG_JGI_NovaSeq__.Site1"	"FTIR__.Site1"	"FTICRMS__.Site1"	"EEMS__.Site1"	"ALD.cm__.Site1"	"WTD.cm_neg.is.below.sfc__.Site1"	"T, air (C).Site1"	"T, soil (C).Site1"	"Weather Conditions on Day of Coring.Site1"	"Conductivity (uS).Site1"	"Redox Potential (ORP) (uncalibrated; relative values only).Site1"	"pH (porewater).Site1"	"CH4.mM__.Site1"	"CO2.mM__.Site1"	"CH4.percent.Site1"	"CO2.percent.Site1"	"d13C_CH4__.Site1"	"d13C_CO2__.Site1"	"dD_CH4__.Site1"	"dD_H2O.Site1"	"d18O_H2O.Site1"	"DOC.mM__.Site1"	"TN.mM__.Site1"	"Acetate.uM__.Site1"	"Sulfate.uM__.Site1"	"Phosphate.uM__.Site1"	"Nitrate.uM__.Site1"	"Ammonia.uM__.Site1"	"C.percent__.Site1"	"N.percent__.Site1"	"d13C_peat__.Site1"	"d15N_peat__.Site1"	"pool.DOM.Site1"	"pool.dD_CH4.Site1"	"UpdateDate__.DepthInfo.Site1"	"UpdateDate__.Biogeochemistry.Site1"	"Notes__.DepthInfo.Site1"	"Notes__.Biogeochemistry.Site1"	"sample.Site1"	"temporal_sample_id.Site1"	"DepthCodeMod.Site1"	"WTD.Site1"	"ALD.Site1"	"SampleID.Site2"	"Month.Site2"	"Habitat.Site2"	"Core.Site2"	"Depth.Site2"	"Year.Site2"	"Sampletype.Site2"	"hash.Site2"	"Month__.Site2"	"Year__.Site2"	"Date__.Site2"	"FieldSampling__.Site2"	"Habitat__.Site2"	"Site__.Site2"	"Core__.Site2"	"GPS__.Site2"	"image_url__.Site2"	"DepthCode__.Site2"	"DepthMin__.Site2"	"DepthMax__.Site2"	"DepthAvg__.Site2"	"metaG_ACE__.Site2"	"metaG_JGI_NovaSeq__.Site2"	"FTIR__.Site2"	"FTICRMS__.Site2"	"EEMS__.Site2"	"ALD.cm__.Site2"	"WTD.cm_neg.is.below.sfc__.Site2"	"T, air (C).Site2"	"T, soil (C).Site2"	"Weather Conditions on Day of Coring.Site2"	"Conductivity (uS).Site2"	"Redox Potential (ORP) (uncalibrated; relative values only).Site2"	"pH (porewater).Site2"	"CH4.mM__.Site2"	"CO2.mM__.Site2"	"CH4.percent.Site2"	"CO2.percent.Site2"	"d13C_CH4__.Site2"	"d13C_CO2__.Site2"	"dD_CH4__.Site2"	"dD_H2O.Site2"	"d18O_H2O.Site2"	"DOC.mM__.Site2"	"TN.mM__.Site2"	"Acetate.uM__.Site2"	"Sulfate.uM__.Site2"	"Phosphate.uM__.Site2"	"Nitrate.uM__.Site2"	"Ammonia.uM__.Site2"	"C.percent__.Site2"	"N.percent__.Site2"	"d13C_peat__.Site2"	"d15N_peat__.Site2"	"pool.DOM.Site2"	"pool.dD_CH4.Site2"	"UpdateDate__.DepthInfo.Site2"	"UpdateDate__.Biogeochemistry.Site2"	"Notes__.DepthInfo.Site2"	"Notes__.Biogeochemistry.Site2"	"sample.Site2"	"temporal_sample_id.Site2"	"DepthCodeMod.Site2"	"WTD.Site2"	"ALD.Site2"	"StochasticDeterministic"
"20120800_P1S"	"20120700_E1D"	8.06860685043092	NA	"Heterogenous selection"	NA	"Heterogenous selection"	"Aug_P_1_S_12_so_R1"	"August"	"Palsa"	1	"S"	2012	"peat"	"40173064-68aa-477a-abc5-4a8bcf20ab3a"	8	2012	2012-08-23	"2012-08"	"Palsa"	"Palsa Autochamber Site"	"1"	"N 68 21.2076, E 19 02.8411"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-08/Palsa_Core1_Aug2012.jpg']"	"S"	1	4	2.5	"20120800_P1S"	NA	NA	NA	NA	"45"	NA	13.8	7.6	"Mostly cloudy with some rain on both days, but did not rain at all during coring."	NA	NA	NA	NA	NA	0	0.094620359	NA	-16.8102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.936	0.946	-27.66966633	-2.097473775	NA	NA	20200703	20200924	"Notes: Active layer was 45cm, but core only went down to 40cm."	NA	"201208_P1_01-04"	NA	"S"	NA	45	"July_E_1_D_12_so_R1"	"July"	"Fen"	1	"D"	2012	"peat"	"308f22b8-8488-4bfd-ba11-2245a1b94f18"	7	2012	2012-07-20	"2012-07"	"Fen"	"Eriophorum Autochamber Site"	"1"	"N 68 21.1942, E 19 02.8058"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Eriophorum_Core1_July2012.jpg']"	"D"	24	27	25.5	"20120700_E1D"	"712 E-1-D"	"X"	NA	"X"	"Below Detection (>265)"	"15"	12.8	12.3	NA	NA	NA	5.7	0.032601045	1.073331768	NA	NA	-59.3155	-18.78483333	-359.997	-85.47185046	-11.28617322	0.806453731	0.020463452	NA	0.4	NA	0.6	0	44.862	1.338	-25.9387111	1.928954433	FALSE	FALSE	20200703	20200924	NA	"notes_Suzanne: Acidified for DOC.  | QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct."	"201207_E1_24-27"	"712_E-1-D"	"X1"	15	101	"Deterministic"
"20120800_P1S"	"20120700_E2S"	8.74796386040492	NA	"Heterogenous selection"	NA	"Heterogenous selection"	"Aug_P_1_S_12_so_R1"	"August"	"Palsa"	1	"S"	2012	"peat"	"40173064-68aa-477a-abc5-4a8bcf20ab3a"	8	2012	2012-08-23	"2012-08"	"Palsa"	"Palsa Autochamber Site"	"1"	"N 68 21.2076, E 19 02.8411"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-08/Palsa_Core1_Aug2012.jpg']"	"S"	1	4	2.5	"20120800_P1S"	NA	NA	NA	NA	"45"	NA	13.8	7.6	"Mostly cloudy with some rain on both days, but did not rain at all during coring."	NA	NA	NA	NA	NA	0	0.094620359	NA	-16.8102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.936	0.946	-27.66966633	-2.097473775	NA	NA	20200703	20200924	"Notes: Active layer was 45cm, but core only went down to 40cm."	NA	"201208_P1_01-04"	NA	"S"	NA	45	"July_E_2_S_12_so_R1"	"July"	"Fen"	2	"S"	2012	"peat"	"267a53e9-d7ed-41cb-9653-1beeed27c5e3"	7	2012	2012-07-20	"2012-07"	"Fen"	"Eriophorum Autochamber Site"	"2"	"N 68 21.1982, E 19 02.8005"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Eriophorum_Core2_July2012.jpg']"	"S"	1	4	2.5	"20120700_E2S"	"712 E-2-S"	NA	NA	NA	"Below Detection (>235)"	"5"	13.1	12	NA	NA	NA	5.5	0.161735919	2.976064353	NA	NA	-49.122	-14.83575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.841	NA	-26.5682056	NA	FALSE	FALSE	20200703	20200924	NA	"QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct."	"201207_E2_01-04"	"712_E-2-S"	"S"	5	101	"Deterministic"
"20120800_P1S"	"20120700_E2D"	12.1023766192921	NA	"Heterogenous selection"	NA	"Heterogenous selection"	"Aug_P_1_S_12_so_R1"	"August"	"Palsa"	1	"S"	2012	"peat"	"40173064-68aa-477a-abc5-4a8bcf20ab3a"	8	2012	2012-08-23	"2012-08"	"Palsa"	"Palsa Autochamber Site"	"1"	"N 68 21.2076, E 19 02.8411"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-08/Palsa_Core1_Aug2012.jpg']"	"S"	1	4	2.5	"20120800_P1S"	NA	NA	NA	NA	"45"	NA	13.8	7.6	"Mostly cloudy with some rain on both days, but did not rain at all during coring."	NA	NA	NA	NA	NA	0	0.094620359	NA	-16.8102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.936	0.946	-27.66966633	-2.097473775	NA	NA	20200703	20200924	"Notes: Active layer was 45cm, but core only went down to 40cm."	NA	"201208_P1_01-04"	NA	"S"	NA	45	"July_E_2_D_12_so_R1"	"July"	"Fen"	2	"D"	2012	"peat"	"3d93af4f-8772-4e2b-853f-ab8177275310"	7	2012	2012-07-20	"2012-07"	"Fen"	"Eriophorum Autochamber Site"	"2"	"N 68 21.1982, E 19 02.8005"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Eriophorum_Core2_July2012.jpg']"	"D"	24	27	25.5	"20120700_E2D"	"712 E-2-D"	"X"	NA	NA	"Below Detection (>235)"	"5"	13.1	9.3	NA	NA	NA	5.6	0.314501172	2.220846002	NA	NA	-52.776	-12.26033333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.9	1.059	-24.74383025	-0.2257034	FALSE	FALSE	20200703	20200924	NA	"QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct."	"201207_E2_24-27"	"712_E-2-D"	"X1"	5	101	"Deterministic"
"20120800_P1S"	"20120700_E3S"	9.86850004247053	NA	"Heterogenous selection"	NA	"Heterogenous selection"	"Aug_P_1_S_12_so_R1"	"August"	"Palsa"	1	"S"	2012	"peat"	"40173064-68aa-477a-abc5-4a8bcf20ab3a"	8	2012	2012-08-23	"2012-08"	"Palsa"	"Palsa Autochamber Site"	"1"	"N 68 21.2076, E 19 02.8411"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-08/Palsa_Core1_Aug2012.jpg']"	"S"	1	4	2.5	"20120800_P1S"	NA	NA	NA	NA	"45"	NA	13.8	7.6	"Mostly cloudy with some rain on both days, but did not rain at all during coring."	NA	NA	NA	NA	NA	0	0.094620359	NA	-16.8102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.936	0.946	-27.66966633	-2.097473775	NA	NA	20200703	20200924	"Notes: Active layer was 45cm, but core only went down to 40cm."	NA	"201208_P1_01-04"	NA	"S"	NA	45	"July_E_3_S_12_so_R1"	"July"	"Fen"	3	"S"	2012	"peat"	"99fa71a2-e3e4-4eea-a478-f63d5bab6552"	7	2012	2012-07-20	"2012-07"	"Fen"	"Eriophorum Autochamber Site"	"3"	"N 68 21.2022, E 19 02.8055"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Eriophorum_Core3_July2012.jpg']"	"S"	1	4	2.5	"20120700_E3S"	"712 E-3-S"	"X"	NA	NA	"Below Detection (>235)"	"4"	11.6	12.7	NA	NA	NA	6	0.040335575	0.827464407	NA	NA	-58.555	-17.73466667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.321	1.298	-26.66981745	2.325159967	FALSE	FALSE	20200703	20200924	NA	"QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct."	"201207_E3_01-04"	"712_E-3-S"	"S"	4	101	"Deterministic"
"20120800_P1S"	"20120700_E3M"	13.2040107200764	NA	"Heterogenous selection"	NA	"Heterogenous selection"	"Aug_P_1_S_12_so_R1"	"August"	"Palsa"	1	"S"	2012	"peat"	"40173064-68aa-477a-abc5-4a8bcf20ab3a"	8	2012	2012-08-23	"2012-08"	"Palsa"	"Palsa Autochamber Site"	"1"	"N 68 21.2076, E 19 02.8411"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-08/Palsa_Core1_Aug2012.jpg']"	"S"	1	4	2.5	"20120800_P1S"	NA	NA	NA	NA	"45"	NA	13.8	7.6	"Mostly cloudy with some rain on both days, but did not rain at all during coring."	NA	NA	NA	NA	NA	0	0.094620359	NA	-16.8102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.936	0.946	-27.66966633	-2.097473775	NA	NA	20200703	20200924	"Notes: Active layer was 45cm, but core only went down to 40cm."	NA	"201208_P1_01-04"	NA	"S"	NA	45	"July_E_3_M_12_so_R1"	"July"	"Fen"	3	"M"	2012	"peat"	"556a4639-5bdb-4d70-91cc-3067835789b4"	7	2012	2012-07-20	"2012-07"	"Fen"	"Eriophorum Autochamber Site"	"3"	"N 68 21.2022, E 19 02.8055"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Eriophorum_Core3_July2012.jpg']"	"M"	5	8	6.5	"20120700_E3M"	"712 E-3-M"	NA	NA	NA	"Below Detection (>235)"	"4"	11.6	12.7	NA	NA	NA	5.9	0.080951976	0.995441865	NA	NA	-56.862	-18.13733333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.743	NA	-27.0047605	NA	FALSE	FALSE	20200703	20200924	NA	"QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct."	"201207_E3_05-08"	"712_E-3-M"	"M"	4	101	"Deterministic"
"20120800_P1S"	"20120700_E3D"	11.6588808549773	NA	"Heterogenous selection"	NA	"Heterogenous selection"	"Aug_P_1_S_12_so_R1"	"August"	"Palsa"	1	"S"	2012	"peat"	"40173064-68aa-477a-abc5-4a8bcf20ab3a"	8	2012	2012-08-23	"2012-08"	"Palsa"	"Palsa Autochamber Site"	"1"	"N 68 21.2076, E 19 02.8411"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-08/Palsa_Core1_Aug2012.jpg']"	"S"	1	4	2.5	"20120800_P1S"	NA	NA	NA	NA	"45"	NA	13.8	7.6	"Mostly cloudy with some rain on both days, but did not rain at all during coring."	NA	NA	NA	NA	NA	0	0.094620359	NA	-16.8102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.936	0.946	-27.66966633	-2.097473775	NA	NA	20200703	20200924	"Notes: Active layer was 45cm, but core only went down to 40cm."	NA	"201208_P1_01-04"	NA	"S"	NA	45	"July_E_3_D_12_so_R1"	"July"	"Fen"	3	"D"	2012	"peat"	"8df5ce3b-c597-40c2-aa2c-9c9f232b1fbe"	7	2012	2012-07-20	"2012-07"	"Fen"	"Eriophorum Autochamber Site"	"3"	"N 68 21.2022, E 19 02.8055"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Eriophorum_Core3_July2012.jpg']"	"D"	24	27	25.5	"20120700_E3D"	"712 E-3-D"	NA	NA	NA	"Below Detection (>235)"	"4"	11.6	12.2	NA	NA	NA	5.9	0.10860954	1.291257672	NA	NA	-54.11655556	-17.69053333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.469	0.985	-24.665219	-0.199684667	FALSE	FALSE	20200703	20200924	NA	"QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct."	"201207_E3_24-27"	"712_E-3-D"	"X1"	4	101	"Deterministic"
"20120800_P1M"	"20120600_P1S"	-4.64457427993117	NA	"Homogenous selection"	NA	"Homogenous selection"	"Aug_P_1_M_12_so_R1"	"August"	"Palsa"	1	"M"	2012	"peat"	"a985602e-c182-4412-8d68-d2ce0778dece"	8	2012	2012-08-23	"2012-08"	"Palsa"	"Palsa Autochamber Site"	"1"	"N 68 21.2076, E 19 02.8411"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-08/Palsa_Core1_Aug2012.jpg']"	"M"	21	24	22.5	"20120800_P1M"	NA	NA	NA	NA	"45"	NA	13.8	4.5	"Mostly cloudy with some rain on both days, but did not rain at all during coring."	NA	NA	NA	NA	NA	0	0.199193165	NA	-19.7052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.398	1.308	-26.0438774	0.910077467	NA	NA	20200703	20200924	NA	NA	"201208_P1_21-24"	NA	"X1"	NA	45	"June_P_1_S_12_so_R1"	"June"	"Palsa"	1	"S"	2012	"peat"	"d5dca80e-823a-42ff-832d-df3f36565ab6"	6	2012	2012-06-03	"2012-06"	"Palsa"	"Palsa Autochamber Site"	"1"	"N 68 21.2067, E 19 02.8426"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Eun-Hae_Kim/June2012/Palsa_Core_1_June2012.png']"	"S"	1	4	2.5	"20120600_P1S"	NA	NA	NA	NA	"17.5"	NA	8.7	4.6	"Sunny both days"	NA	NA	NA	NA	NA	0	0.043325693	NA	-9.874416667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.775	0.843	-27.61778	-2.4517975	NA	NA	20200924	20200924	"Notes: one of the middle pore gas samples may have some"	NA	"201206_P1_01-04"	NA	"S"	NA	17.5	"Deterministic"
"20120800_P1M"	"20120600_P1D"	-2.67254862785162	NA	"Homogenous selection"	NA	"Homogenous selection"	"Aug_P_1_M_12_so_R1"	"August"	"Palsa"	1	"M"	2012	"peat"	"a985602e-c182-4412-8d68-d2ce0778dece"	8	2012	2012-08-23	"2012-08"	"Palsa"	"Palsa Autochamber Site"	"1"	"N 68 21.2076, E 19 02.8411"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-08/Palsa_Core1_Aug2012.jpg']"	"M"	21	24	22.5	"20120800_P1M"	NA	NA	NA	NA	"45"	NA	13.8	4.5	"Mostly cloudy with some rain on both days, but did not rain at all during coring."	NA	NA	NA	NA	NA	0	0.199193165	NA	-19.7052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.398	1.308	-26.0438774	0.910077467	NA	NA	20200703	20200924	NA	NA	"201208_P1_21-24"	NA	"X1"	NA	45	"June_P_1_D_12_so_R1"	"June"	"Palsa"	1	"D"	2012	"peat"	"30e16629-6266-4b95-9e8a-3522913477e5"	6	2012	2012-06-03	"2012-06"	"Palsa"	"Palsa Autochamber Site"	"1"	"N 68 21.2067, E 19 02.8426"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Eun-Hae_Kim/June2012/Palsa_Core_1_June2012.png']"	"D"	14	17	15.5	"20120600_P1D"	NA	NA	NA	NA	"17.5"	NA	8.7	1.5	"Sunny both days"	NA	NA	NA	NA	NA	0	0.060190254	NA	-12.11666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47.425	1.368	-27.00862	-0.6649275	NA	NA	20200924	20200924	NA	NA	"201206_P1_14-17"	NA	"X0"	NA	17.5	"Deterministic"
"20120800_P1M"	"20120600_P2S"	-3.43859779185067	NA	"Homogenous selection"	NA	"Homogenous selection"	"Aug_P_1_M_12_so_R1"	"August"	"Palsa"	1	"M"	2012	"peat"	"a985602e-c182-4412-8d68-d2ce0778dece"	8	2012	2012-08-23	"2012-08"	"Palsa"	"Palsa Autochamber Site"	"1"	"N 68 21.2076, E 19 02.8411"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-08/Palsa_Core1_Aug2012.jpg']"	"M"	21	24	22.5	"20120800_P1M"	NA	NA	NA	NA	"45"	NA	13.8	4.5	"Mostly cloudy with some rain on both days, but did not rain at all during coring."	NA	NA	NA	NA	NA	0	0.199193165	NA	-19.7052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.398	1.308	-26.0438774	0.910077467	NA	NA	20200703	20200924	NA	NA	"201208_P1_21-24"	NA	"X1"	NA	45	"June_P_2_S_12_so_R1"	"June"	"Palsa"	2	"S"	2012	"peat"	"17b125b4-c1b9-4cec-8c9e-644e5ad7bca9"	6	2012	2012-06-03	"2012-06"	"Palsa"	"Palsa Autochamber Site"	"2"	"N 68 21.2100, E 19 02.8410"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Eun-Hae_Kim/June2012/Palsa_Core_2_June2012.png']"	"S"	1	4	2.5	"20120600_P2S"	NA	NA	NA	NA	"14"	NA	9.9	9	"Sunny both days"	NA	NA	NA	NA	NA	0	0.039374164	NA	-8.765916667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.436	0.848	-26.44100833	-0.35115	NA	NA	20200924	20200924	"Notes: core went slightly into frozen layer (18 cm depth)"	"notes_Suzanne: There were 2 bags labeled \"P2-S,\" and no \"P3-S.\" One of the P2-S bags is probably P3-S."	"201206_P2_01-04"	NA	"S"	NA	14	"Deterministic"
"20120800_P1M"	"20120600_P2M"	-3.54279227877495	NA	"Homogenous selection"	NA	"Homogenous selection"	"Aug_P_1_M_12_so_R1"	"August"	"Palsa"	1	"M"	2012	"peat"	"a985602e-c182-4412-8d68-d2ce0778dece"	8	2012	2012-08-23	"2012-08"	"Palsa"	"Palsa Autochamber Site"	"1"	"N 68 21.2076, E 19 02.8411"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-08/Palsa_Core1_Aug2012.jpg']"	"M"	21	24	22.5	"20120800_P1M"	NA	NA	NA	NA	"45"	NA	13.8	4.5	"Mostly cloudy with some rain on both days, but did not rain at all during coring."	NA	NA	NA	NA	NA	0	0.199193165	NA	-19.7052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.398	1.308	-26.0438774	0.910077467	NA	NA	20200703	20200924	NA	NA	"201208_P1_21-24"	NA	"X1"	NA	45	"June_P_2_M_12_so_R1"	"June"	"Palsa"	2	"M"	2012	"peat"	"ead61e08-0837-42a9-bc50-baeadd1c9668"	6	2012	2012-06-03	"2012-06"	"Palsa"	"Palsa Autochamber Site"	"2"	"N 68 21.2100, E 19 02.8410"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Eun-Hae_Kim/June2012/Palsa_Core_2_June2012.png']"	"M"	7	10	8.5	"20120600_P2M"	NA	NA	NA	NA	"14"	NA	9.9	3.4	"Sunny both days"	NA	NA	NA	NA	NA	0	0.047982852	NA	-10.96616667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.125	0.944	-25.99012	-0.94286285	NA	NA	20200924	20200924	NA	"notes_Suzanne: There were 2 bags labeled \"P2-M,\" and no \"P3-M.\" One of the P2-M bags is probably P3-M."	"201206_P2_07-10"	NA	"M"	NA	14	"Deterministic"
"20120800_P1M"	"20120600_P2D"	-3.59720334043011	NA	"Homogenous selection"	NA	"Homogenous selection"	"Aug_P_1_M_12_so_R1"	"August"	"Palsa"	1	"M"	2012	"peat"	"a985602e-c182-4412-8d68-d2ce0778dece"	8	2012	2012-08-23	"2012-08"	"Palsa"	"Palsa Autochamber Site"	"1"	"N 68 21.2076, E 19 02.8411"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-08/Palsa_Core1_Aug2012.jpg']"	"M"	21	24	22.5	"20120800_P1M"	NA	NA	NA	NA	"45"	NA	13.8	4.5	"Mostly cloudy with some rain on both days, but did not rain at all during coring."	NA	NA	NA	NA	NA	0	0.199193165	NA	-19.7052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.398	1.308	-26.0438774	0.910077467	NA	NA	20200703	20200924	NA	NA	"201208_P1_21-24"	NA	"X1"	NA	45	"June_P_2_D_12_so_R1"	"June"	"Palsa"	2	"D"	2012	"peat"	"c8b96a11-ec92-415d-a88e-41b70e013cd9"	6	2012	2012-06-03	"2012-06"	"Palsa"	"Palsa Autochamber Site"	"2"	"N 68 21.2100, E 19 02.8410"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Eun-Hae_Kim/June2012/Palsa_Core_2_June2012.png']"	"D"	15	18	16.5	"20120600_P2D"	NA	NA	NA	NA	"14"	NA	9.9	1.4	"Sunny both days"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.619	1.37	-25.60697	2.75029205	NA	NA	20200924	20200924	NA	NA	"201206_P2_15-18"	NA	"X0"	NA	14	"Deterministic"
"20120800_P1M"	"20120600_P3D"	-2.1677293410815	NA	"Homogenous selection"	NA	"Homogenous selection"	"Aug_P_1_M_12_so_R1"	"August"	"Palsa"	1	"M"	2012	"peat"	"a985602e-c182-4412-8d68-d2ce0778dece"	8	2012	2012-08-23	"2012-08"	"Palsa"	"Palsa Autochamber Site"	"1"	"N 68 21.2076, E 19 02.8411"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-08/Palsa_Core1_Aug2012.jpg']"	"M"	21	24	22.5	"20120800_P1M"	NA	NA	NA	NA	"45"	NA	13.8	4.5	"Mostly cloudy with some rain on both days, but did not rain at all during coring."	NA	NA	NA	NA	NA	0	0.199193165	NA	-19.7052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.398	1.308	-26.0438774	0.910077467	NA	NA	20200703	20200924	NA	NA	"201208_P1_21-24"	NA	"X1"	NA	45	"June_P_3_D_12_so_R1"	"June"	"Palsa"	3	"D"	2012	"peat"	"335a9931-00b7-467e-97d7-62e2f87e809d"	6	2012	2012-06-03	"2012-06"	"Palsa"	"Palsa Autochamber Site"	"3"	"N 68 21.2068, E 19 02.8314"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Eun-Hae_Kim/June2012/Palsa_Core_3_June2012.png']"	"D"	17	20	18.5	"20120600_P3D"	NA	NA	NA	NA	"20"	NA	7.8	1.5	"Sunny both days"	NA	NA	NA	NA	NA	0	0.081076908	NA	-15.50841667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.726	1.343	-26.16278	3.9742875	NA	NA	20200924	20200924	NA	NA	"201206_P3_17-20"	NA	"X0"	NA	20	"Deterministic"
