"Site1"	"Site2"	"BetaNTI"	"RCBC"	"Assembly_Process.BetaNTI"	"Assembly_Process.RCBC"	"Assembly_Process"	"SampleID.Site1"	"Month.Site1"	"Habitat.Site1"	"Core.Site1"	"Depth.Site1"	"Year.Site1"	"Sampletype.Site1"	"hash.Site1"	"Month__.Site1"	"Year__.Site1"	"Date__.Site1"	"FieldSampling__.Site1"	"Habitat__.Site1"	"Site__.Site1"	"Core__.Site1"	"GPS__.Site1"	"image_url__.Site1"	"DepthCode__.Site1"	"DepthMin__.Site1"	"DepthMax__.Site1"	"DepthAvg__.Site1"	"metaG_ACE__.Site1"	"metaG_JGI_NovaSeq__.Site1"	"FTIR__.Site1"	"FTICRMS__.Site1"	"EEMS__.Site1"	"ALD.cm__.Site1"	"WTD.cm_neg.is.below.sfc__.Site1"	"T, air (C).Site1"	"T, soil (C).Site1"	"Weather Conditions on Day of Coring.Site1"	"Conductivity (uS).Site1"	"Redox Potential (ORP) (uncalibrated; relative values only).Site1"	"pH (porewater).Site1"	"CH4.mM__.Site1"	"CO2.mM__.Site1"	"CH4.percent.Site1"	"CO2.percent.Site1"	"d13C_CH4__.Site1"	"d13C_CO2__.Site1"	"dD_CH4__.Site1"	"dD_H2O.Site1"	"d18O_H2O.Site1"	"DOC.mM__.Site1"	"TN.mM__.Site1"	"Acetate.uM__.Site1"	"Sulfate.uM__.Site1"	"Phosphate.uM__.Site1"	"Nitrate.uM__.Site1"	"Ammonia.uM__.Site1"	"C.percent__.Site1"	"N.percent__.Site1"	"d13C_peat__.Site1"	"d15N_peat__.Site1"	"pool.DOM.Site1"	"pool.dD_CH4.Site1"	"UpdateDate__.DepthInfo.Site1"	"UpdateDate__.Biogeochemistry.Site1"	"Notes__.DepthInfo.Site1"	"Notes__.Biogeochemistry.Site1"	"sample.Site1"	"temporal_sample_id.Site1"	"DepthCodeMod.Site1"	"WTD.Site1"	"ALD.Site1"	"SampleID.Site2"	"Month.Site2"	"Habitat.Site2"	"Core.Site2"	"Depth.Site2"	"Year.Site2"	"Sampletype.Site2"	"hash.Site2"	"Month__.Site2"	"Year__.Site2"	"Date__.Site2"	"FieldSampling__.Site2"	"Habitat__.Site2"	"Site__.Site2"	"Core__.Site2"	"GPS__.Site2"	"image_url__.Site2"	"DepthCode__.Site2"	"DepthMin__.Site2"	"DepthMax__.Site2"	"DepthAvg__.Site2"	"metaG_ACE__.Site2"	"metaG_JGI_NovaSeq__.Site2"	"FTIR__.Site2"	"FTICRMS__.Site2"	"EEMS__.Site2"	"ALD.cm__.Site2"	"WTD.cm_neg.is.below.sfc__.Site2"	"T, air (C).Site2"	"T, soil (C).Site2"	"Weather Conditions on Day of Coring.Site2"	"Conductivity (uS).Site2"	"Redox Potential (ORP) (uncalibrated; relative values only).Site2"	"pH (porewater).Site2"	"CH4.mM__.Site2"	"CO2.mM__.Site2"	"CH4.percent.Site2"	"CO2.percent.Site2"	"d13C_CH4__.Site2"	"d13C_CO2__.Site2"	"dD_CH4__.Site2"	"dD_H2O.Site2"	"d18O_H2O.Site2"	"DOC.mM__.Site2"	"TN.mM__.Site2"	"Acetate.uM__.Site2"	"Sulfate.uM__.Site2"	"Phosphate.uM__.Site2"	"Nitrate.uM__.Site2"	"Ammonia.uM__.Site2"	"C.percent__.Site2"	"N.percent__.Site2"	"d13C_peat__.Site2"	"d15N_peat__.Site2"	"pool.DOM.Site2"	"pool.dD_CH4.Site2"	"UpdateDate__.DepthInfo.Site2"	"UpdateDate__.Biogeochemistry.Site2"	"Notes__.DepthInfo.Site2"	"Notes__.Biogeochemistry.Site2"	"sample.Site2"	"temporal_sample_id.Site2"	"DepthCodeMod.Site2"	"WTD.Site2"	"ALD.Site2"	"StochasticDeterministic"
"20120700_S2S"	"20120700_P1S"	-1.8223173207795	1	NA	"Dispersal limitation and drift"	"Dispersal limitation and drift"	"July_S_2_S_12_so_R1"	"July"	"Bog"	2	"S"	2012	"peat"	"1317e01e-8051-41ac-a5c3-dd566da81908"	7	2012	2012-07-20	"2012-07"	"Bog"	"Sphagnum Autochamber Site"	"2"	"N 68 21.1962, E 19 02.8503"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Sphagnum_Core2_July2012.jpg']"	"S"	1	4	2.5	"20120700_S2S"	NA	"X"	NA	NA	"45"	"3"	11.8	11.1	NA	NA	NA	4	0.007077184	0.605225927	NA	NA	NA	-20.02275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.067	0.439	-25.81649	-1.5740041	FALSE	FALSE	20200703	20200924	NA	"QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct."	"201207_S2_01-04"	NA	"S"	3	45	"July_P_1_S_12_so_R1"	"July"	"Palsa"	1	"S"	2012	"peat"	"d7ca52c3-2e8f-44eb-97b2-6f7de2dae941"	7	2012	2012-07-20	"2012-07"	"Palsa"	"Palsa Autochamber Site"	"1"	"N 68 21.2067, E 19 02.8396"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Palsa_Core1_July2012.jpg']"	"S"	1	4	2.5	"20120700_P1S"	"712 P-1-S"	NA	NA	NA	"37"	NA	12.4	8.3	NA	NA	NA	NA	NA	NA	0	0.100017361	NA	-16.3715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47.58	0.752	-26.60801	-1.1732275	NA	NA	20200703	20200924	NA	NA	"201207_P1_01-04"	"712_P-1-S"	"S"	NA	37	"Stochastic"
"20120700_S2S"	"20120700_P1M"	-3.29409902844044	NA	"Homogenous selection"	NA	"Homogenous selection"	"July_S_2_S_12_so_R1"	"July"	"Bog"	2	"S"	2012	"peat"	"1317e01e-8051-41ac-a5c3-dd566da81908"	7	2012	2012-07-20	"2012-07"	"Bog"	"Sphagnum Autochamber Site"	"2"	"N 68 21.1962, E 19 02.8503"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Sphagnum_Core2_July2012.jpg']"	"S"	1	4	2.5	"20120700_S2S"	NA	"X"	NA	NA	"45"	"3"	11.8	11.1	NA	NA	NA	4	0.007077184	0.605225927	NA	NA	NA	-20.02275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.067	0.439	-25.81649	-1.5740041	FALSE	FALSE	20200703	20200924	NA	"QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct."	"201207_S2_01-04"	NA	"S"	3	45	"July_P_1_M_12_so_R1"	"July"	"Palsa"	1	"M"	2012	"peat"	"96eb386b-500a-4fc2-896c-4873caa7f78c"	7	2012	2012-07-20	"2012-07"	"Palsa"	"Palsa Autochamber Site"	"1"	"N 68 21.2067, E 19 02.8396"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Palsa_Core1_July2012.jpg']"	"M"	16	19	17.5	"20120700_P1M"	"712 P-1-M"	NA	NA	NA	"37"	NA	12.4	5.8	NA	NA	NA	NA	NA	NA	0	0.264903125	NA	-19.8145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.039	1.069	-26.32962	3.052505	NA	NA	20200703	20200924	NA	NA	"201207_P1_16-19"	"712_P-1-M"	"X0"	NA	37	"Deterministic"
"20120700_S2S"	"20120700_P1D"	-2.81576806896876	NA	"Homogenous selection"	NA	"Homogenous selection"	"July_S_2_S_12_so_R1"	"July"	"Bog"	2	"S"	2012	"peat"	"1317e01e-8051-41ac-a5c3-dd566da81908"	7	2012	2012-07-20	"2012-07"	"Bog"	"Sphagnum Autochamber Site"	"2"	"N 68 21.1962, E 19 02.8503"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Sphagnum_Core2_July2012.jpg']"	"S"	1	4	2.5	"20120700_S2S"	NA	"X"	NA	NA	"45"	"3"	11.8	11.1	NA	NA	NA	4	0.007077184	0.605225927	NA	NA	NA	-20.02275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.067	0.439	-25.81649	-1.5740041	FALSE	FALSE	20200703	20200924	NA	"QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct."	"201207_S2_01-04"	NA	"S"	3	45	"July_P_1_D_12_so_R1"	"July"	"Palsa"	1	"D"	2012	"peat"	"e82a814e-6229-478b-b037-32419cbb23dc"	7	2012	2012-07-20	"2012-07"	"Palsa"	"Palsa Autochamber Site"	"1"	"N 68 21.2067, E 19 02.8396"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Palsa_Core1_July2012.jpg']"	"D"	32	35	33.5	"20120700_P1D"	"712 P-1-D"	NA	NA	NA	"37"	NA	12.4	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.72	1.725	-28.08241	0.4277342	NA	NA	20200703	20200923	"Notes: could not pull pore gas from deep"	NA	"201207_P1_32-35"	"712_P-1-D"	"X2"	NA	37	"Deterministic"
"20120700_S2S"	"20120700_P2S"	-3.03458091415938	NA	"Homogenous selection"	NA	"Homogenous selection"	"July_S_2_S_12_so_R1"	"July"	"Bog"	2	"S"	2012	"peat"	"1317e01e-8051-41ac-a5c3-dd566da81908"	7	2012	2012-07-20	"2012-07"	"Bog"	"Sphagnum Autochamber Site"	"2"	"N 68 21.1962, E 19 02.8503"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Sphagnum_Core2_July2012.jpg']"	"S"	1	4	2.5	"20120700_S2S"	NA	"X"	NA	NA	"45"	"3"	11.8	11.1	NA	NA	NA	4	0.007077184	0.605225927	NA	NA	NA	-20.02275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.067	0.439	-25.81649	-1.5740041	FALSE	FALSE	20200703	20200924	NA	"QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct."	"201207_S2_01-04"	NA	"S"	3	45	"July_P_2_S_12_so_R1"	"July"	"Palsa"	2	"S"	2012	"peat"	"cfdc2377-e2d2-4ca5-868c-a217eed5c022"	7	2012	2012-07-20	"2012-07"	"Palsa"	"Palsa Autochamber Site"	"2"	"N 68 21.2116, E 19 02.8408"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Palsa_Core2_July2012.jpg']"	"S"	1	4	2.5	"20120700_P2S"	"712 P-2-S"	NA	NA	NA	"40"	NA	12.4	10.9	NA	NA	NA	NA	NA	NA	0	0.10873316	NA	-16.556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.658	0.668	-27.32775	-0.4766063	NA	NA	20200703	20200924	NA	NA	"201207_P2_01-04"	"712_P-2-S"	"S"	NA	40	"Deterministic"
"20120700_S2S"	"20120700_P2M"	-4.53636529273615	NA	"Homogenous selection"	NA	"Homogenous selection"	"July_S_2_S_12_so_R1"	"July"	"Bog"	2	"S"	2012	"peat"	"1317e01e-8051-41ac-a5c3-dd566da81908"	7	2012	2012-07-20	"2012-07"	"Bog"	"Sphagnum Autochamber Site"	"2"	"N 68 21.1962, E 19 02.8503"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Sphagnum_Core2_July2012.jpg']"	"S"	1	4	2.5	"20120700_S2S"	NA	"X"	NA	NA	"45"	"3"	11.8	11.1	NA	NA	NA	4	0.007077184	0.605225927	NA	NA	NA	-20.02275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.067	0.439	-25.81649	-1.5740041	FALSE	FALSE	20200703	20200924	NA	"QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct."	"201207_S2_01-04"	NA	"S"	3	45	"July_P_2_M_12_so_R1"	"July"	"Palsa"	2	"M"	2012	"peat"	"95896dc9-fc3f-4557-996a-26d402ac3709"	7	2012	2012-07-20	"2012-07"	"Palsa"	"Palsa Autochamber Site"	"2"	"N 68 21.2116, E 19 02.8408"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Palsa_Core2_July2012.jpg']"	"M"	18	21	19.5	"20120700_P2M"	"712 P-2-M"	NA	NA	NA	"40"	NA	12.4	6.4	NA	NA	NA	NA	NA	NA	0	0.261759722	NA	-19.1605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.57	1.039	-26.53138	0.22974495	NA	NA	20200703	20200924	NA	NA	"201207_P2_18-21"	"712_P-2-M"	"X0"	NA	40	"Deterministic"
"20120700_S2S"	"20120700_P2D"	-3.04894905304835	NA	"Homogenous selection"	NA	"Homogenous selection"	"July_S_2_S_12_so_R1"	"July"	"Bog"	2	"S"	2012	"peat"	"1317e01e-8051-41ac-a5c3-dd566da81908"	7	2012	2012-07-20	"2012-07"	"Bog"	"Sphagnum Autochamber Site"	"2"	"N 68 21.1962, E 19 02.8503"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Sphagnum_Core2_July2012.jpg']"	"S"	1	4	2.5	"20120700_S2S"	NA	"X"	NA	NA	"45"	"3"	11.8	11.1	NA	NA	NA	4	0.007077184	0.605225927	NA	NA	NA	-20.02275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.067	0.439	-25.81649	-1.5740041	FALSE	FALSE	20200703	20200924	NA	"QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct."	"201207_S2_01-04"	NA	"S"	3	45	"July_P_2_D_12_so_R1"	"July"	"Palsa"	2	"D"	2012	"peat"	"f22f8236-5613-4206-81f6-febb2632ccea"	7	2012	2012-07-20	"2012-07"	"Palsa"	"Palsa Autochamber Site"	"2"	"N 68 21.2116, E 19 02.8408"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Palsa_Core2_July2012.jpg']"	"D"	35	38	36.5	"20120700_P2D"	"712 P-2-D"	NA	NA	NA	"40"	NA	12.4	1.2	NA	NA	NA	NA	NA	NA	0	1.098190625	NA	-21.4105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.972	1.683	-26.45863	1.80414675	NA	NA	20200703	20200924	NA	NA	"201207_P2_35-38"	"712_P-2-D"	"X2"	NA	40	"Deterministic"
"20120700_S2S"	"20120700_P3S"	-3.40335960121911	NA	"Homogenous selection"	NA	"Homogenous selection"	"July_S_2_S_12_so_R1"	"July"	"Bog"	2	"S"	2012	"peat"	"1317e01e-8051-41ac-a5c3-dd566da81908"	7	2012	2012-07-20	"2012-07"	"Bog"	"Sphagnum Autochamber Site"	"2"	"N 68 21.1962, E 19 02.8503"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Sphagnum_Core2_July2012.jpg']"	"S"	1	4	2.5	"20120700_S2S"	NA	"X"	NA	NA	"45"	"3"	11.8	11.1	NA	NA	NA	4	0.007077184	0.605225927	NA	NA	NA	-20.02275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.067	0.439	-25.81649	-1.5740041	FALSE	FALSE	20200703	20200924	NA	"QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct."	"201207_S2_01-04"	NA	"S"	3	45	"July_P_3_S_12_so_R1"	"July"	"Palsa"	3	"S"	2012	"peat"	"0236e0cf-e3d1-4129-9fa2-1b8d36407245"	7	2012	2012-07-20	"2012-07"	"Palsa"	"Palsa Autochamber Site"	"3"	"N 68 21.2077, E 19 02.8330"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Palsa_Core3_July2012.jpg']"	"S"	1	4	2.5	"20120700_P3S"	"712 P-3-S"	NA	NA	NA	"33"	NA	12.8	8.9	NA	NA	NA	NA	NA	NA	0	0.080871181	NA	-15.1835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.169	1.016	-26.3917	-0.2717511	NA	NA	20200703	20200924	NA	NA	"201207_P3_01-04"	"712_P-3-S"	"S"	NA	33	"Deterministic"
"20120700_S2S"	"20120700_P3M"	-3.55146339454423	NA	"Homogenous selection"	NA	"Homogenous selection"	"July_S_2_S_12_so_R1"	"July"	"Bog"	2	"S"	2012	"peat"	"1317e01e-8051-41ac-a5c3-dd566da81908"	7	2012	2012-07-20	"2012-07"	"Bog"	"Sphagnum Autochamber Site"	"2"	"N 68 21.1962, E 19 02.8503"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Sphagnum_Core2_July2012.jpg']"	"S"	1	4	2.5	"20120700_S2S"	NA	"X"	NA	NA	"45"	"3"	11.8	11.1	NA	NA	NA	4	0.007077184	0.605225927	NA	NA	NA	-20.02275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.067	0.439	-25.81649	-1.5740041	FALSE	FALSE	20200703	20200924	NA	"QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct."	"201207_S2_01-04"	NA	"S"	3	45	"July_P_3_M_12_so_R1"	"July"	"Palsa"	3	"M"	2012	"peat"	"6d8e280a-9ac0-4e1e-b54d-40811241754c"	7	2012	2012-07-20	"2012-07"	"Palsa"	"Palsa Autochamber Site"	"3"	"N 68 21.2077, E 19 02.8330"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Palsa_Core3_July2012.jpg']"	"M"	15	18	16.5	"20120700_P3M"	"712 P-3-M"	NA	NA	NA	"33"	NA	12.8	6.1	NA	NA	NA	NA	NA	NA	0	0.151026215	NA	-18.151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.227	0.999	-26.28888	1.7067238	NA	NA	20200703	20200924	NA	NA	"201207_P3_15-18"	"712_P-3-M"	"X0"	NA	33	"Deterministic"
"20120700_S2S"	"20120700_S1S"	-0.880564060479632	-1	NA	"Homogenizing dispersal"	"Homogenizing dispersal"	"July_S_2_S_12_so_R1"	"July"	"Bog"	2	"S"	2012	"peat"	"1317e01e-8051-41ac-a5c3-dd566da81908"	7	2012	2012-07-20	"2012-07"	"Bog"	"Sphagnum Autochamber Site"	"2"	"N 68 21.1962, E 19 02.8503"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Sphagnum_Core2_July2012.jpg']"	"S"	1	4	2.5	"20120700_S2S"	NA	"X"	NA	NA	"45"	"3"	11.8	11.1	NA	NA	NA	4	0.007077184	0.605225927	NA	NA	NA	-20.02275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.067	0.439	-25.81649	-1.5740041	FALSE	FALSE	20200703	20200924	NA	"QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct."	"201207_S2_01-04"	NA	"S"	3	45	"July_S_1_S_12_so_R1"	"July"	"Bog"	1	"S"	2012	"peat"	"df9b4f27-fdbe-4ae9-afc9-be37c7942018"	7	2012	2012-07-20	"2012-07"	"Bog"	"Sphagnum Autochamber Site"	"1"	"N 68 21.1978, E 19 02.8539"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Sphagnum_Core1_July2012.jpg']"	"S"	1	4	2.5	"20120700_S1S"	"712 S-1-S"	"X"	NA	"X"	"135"	"0"	12.6	10.7	NA	NA	NA	4	0.030259624	0.663058746	NA	NA	-68.0605	-18.48625	-315.63	-87.00777955	-12.18088272	5.786045931	0.070539161	NA	0.3	NA	2.2	0.707818991	44.424	0.454	-25.21315	-0.4878281	FALSE	FALSE	20200703	20200924	NA	"notes_Suzanne: (note 1) If no water could be pulled below 33cm, then I don't understand why there are still pH values throughout this profile and vials labelled S1? (note 2) Acidified for DOC. If no water could be pulled below 33cm, then I don't understand why there are still pH values throughout this profile and vials labelled S1? | QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct."	"201207_S1_01-04"	"712_S-1-S"	"S"	0	135	"Stochastic"
"20120700_S2S"	"20120700_S1M"	-2.16341117109196	NA	"Homogenous selection"	NA	"Homogenous selection"	"July_S_2_S_12_so_R1"	"July"	"Bog"	2	"S"	2012	"peat"	"1317e01e-8051-41ac-a5c3-dd566da81908"	7	2012	2012-07-20	"2012-07"	"Bog"	"Sphagnum Autochamber Site"	"2"	"N 68 21.1962, E 19 02.8503"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Sphagnum_Core2_July2012.jpg']"	"S"	1	4	2.5	"20120700_S2S"	NA	"X"	NA	NA	"45"	"3"	11.8	11.1	NA	NA	NA	4	0.007077184	0.605225927	NA	NA	NA	-20.02275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.067	0.439	-25.81649	-1.5740041	FALSE	FALSE	20200703	20200924	NA	"QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct."	"201207_S2_01-04"	NA	"S"	3	45	"July_S_1_M_12_so_R1"	"July"	"Bog"	1	"M"	2012	"peat"	"8d718615-0fa9-4cd2-9787-3f06de33d32c"	7	2012	2012-07-20	"2012-07"	"Bog"	"Sphagnum Autochamber Site"	"1"	"N 68 21.1978, E 19 02.8539"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Sphagnum_Core1_July2012.jpg']"	"M"	5	8	6.5	"20120700_S1M"	"712 S-1-M"	"X"	NA	"X"	"135"	"0"	12.6	9.5	NA	NA	NA	4.2	0.095219231	1.785909135	NA	NA	-65.025	-16.06425	NA	-87.60225265	-12.52983165	5.266869709	0.071483695	NA	0.25	NA	0	1.370756908	41.864	0.549	-25.06086	-1.04708175	FALSE	FALSE	20200703	20200924	NA	"notes_Suzanne: (note 1) If no water could be pulled below 33cm, then I don't understand why there are still pH values throughout this profile and vials labelled S1? (note 2) Acidified for DOC. If no water could be pulled below 33cm, then I don't understand why there are still pH values throughout this profile and vials labelled S1? | QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct."	"201207_S1_05-08"	"712_S-1-M"	"M"	0	135	"Deterministic"
"20120700_S2S"	"20120700_S1D"	-1.37880398613332	-1	NA	"Homogenizing dispersal"	"Homogenizing dispersal"	"July_S_2_S_12_so_R1"	"July"	"Bog"	2	"S"	2012	"peat"	"1317e01e-8051-41ac-a5c3-dd566da81908"	7	2012	2012-07-20	"2012-07"	"Bog"	"Sphagnum Autochamber Site"	"2"	"N 68 21.1962, E 19 02.8503"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Sphagnum_Core2_July2012.jpg']"	"S"	1	4	2.5	"20120700_S2S"	NA	"X"	NA	NA	"45"	"3"	11.8	11.1	NA	NA	NA	4	0.007077184	0.605225927	NA	NA	NA	-20.02275	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.067	0.439	-25.81649	-1.5740041	FALSE	FALSE	20200703	20200924	NA	"QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct."	"201207_S2_01-04"	NA	"S"	3	45	"July_S_1_D_12_so_R1"	"July"	"Bog"	1	"D"	2012	"peat"	"5f69e160-100b-40b3-802e-da4ef3c76020"	7	2012	2012-07-20	"2012-07"	"Bog"	"Sphagnum Autochamber Site"	"1"	"N 68 21.1978, E 19 02.8539"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Sphagnum_Core1_July2012.jpg']"	"D"	11	14	12.5	"20120700_S1D"	"712 S-1-D"	"X"	NA	"X"	"135"	"0"	12.6	9.3	NA	NA	NA	4.3	0.144318506	2.276787021	NA	NA	-62.4725	-14.49425	-319.571	-87.45555731	-12.53497187	5.270330884	0.071933996	NA	0.3	NA	0	1.444248498	42.116	0.884	-24.37313	-0.09634005	FALSE	FALSE	20200703	20200924	NA	"notes_Suzanne: (note 1) Acidified for DOC. If no water could be pulled below 33cm, then I don't understand why there are still pH values throughout this profile and vials labelled S1? (note 2) If no water could be pulled below 33cm, then I don't understand why there are still pH values throughout this profile and vials labelled S1? | QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct."	"201207_S1_11-14"	"712_S-1-D"	"D"	0	135	"Stochastic"
"20120700_S2M"	"20120600_P1S"	-2.29809743134683	NA	"Homogenous selection"	NA	"Homogenous selection"	"July_S_2_M_12_so_R1"	"July"	"Bog"	2	"M"	2012	"peat"	"042e7a06-a8b0-40c3-802c-55454ab818a8"	7	2012	2012-07-20	"2012-07"	"Bog"	"Sphagnum Autochamber Site"	"2"	"N 68 21.1962, E 19 02.8503"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Sphagnum_Core2_July2012.jpg']"	"M"	5	8	6.5	"20120700_S2M"	NA	"X"	NA	NA	"45"	"3"	11.8	9.8	NA	NA	NA	4.1	0.0506603	1.998615589	NA	NA	-63.515	-17.31725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.941	0.827	-25.04049	-0.617792	FALSE	FALSE	20200703	20200924	NA	"QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct."	"201207_S2_05-08"	NA	"M"	3	45	"June_P_1_S_12_so_R1"	"June"	"Palsa"	1	"S"	2012	"peat"	"d5dca80e-823a-42ff-832d-df3f36565ab6"	6	2012	2012-06-03	"2012-06"	"Palsa"	"Palsa Autochamber Site"	"1"	"N 68 21.2067, E 19 02.8426"	"['https://isogenie-db.asc.ohio-state.edu/images/raw/Eun-Hae_Kim/June2012/Palsa_Core_1_June2012.png']"	"S"	1	4	2.5	"20120600_P1S"	NA	NA	NA	NA	"17.5"	NA	8.7	4.6	"Sunny both days"	NA	NA	NA	NA	NA	0	0.043325693	NA	-9.874416667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.775	0.843	-27.61778	-2.4517975	NA	NA	20200924	20200924	"Notes: one of the middle pore gas samples may have some"	NA	"201206_P1_01-04"	NA	"S"	NA	17.5	"Deterministic"
