Genome,20110600_E2D,20120800_E3S,20140700_S33,20120700_E3S,20120800_E3X,20160700_S14,20110700_E3S,20120700_E3D,20120600_S3S,20110700_E3D,20130700_C1X,20150700_E14,20120500_P27,20150700_P15,20110800_S1D,20110800_P3S,20120500_P14,20110700_S1M,20120500_P37,20110700_S2D,20120500_P19,20120700_P3S,20150700_S14,20120700_S3D,20130700_E3X,20170700_P33,20120700_E1D,20150700_S23,20140700_S22,20110800_P3M,20160700_E14,20130700_C2S,20160700_E24,20120600_P3D,20150700_P25,20150700_E23,20120600_S3D,20170700_E21,20120500_P33,20120600_E2D,20120800_S2X,20111000_S1S,20120600_S1D,20120700_P1S,20120800_E1S,20170700_P31,20110800_E3M,20150700_P13,20120600_S3M,20140700_E24,20120800_E2D,20130700_S3S,20110800_E2M,20150700_P33,20150700_S35,20160700_S11,20120700_P2S,20110800_E1S,20130700_P1Y,20150700_S34,20170700_E35,20120500_P35,20160700_E33,20130700_E3M,20110600_E1S,20110600_P3S,20130700_C2X,20110800_P1D,20120500_P13,20110600_S3S,20120600_E3S,20130700_E1Y,20111000_S3S,20130700_C1D,20170700_S21,20120500_P18,20160700_E34,20160700_E15,20130700_S3Z,20120500_P34,20111000_S2D,20130700_S2M,20170700_E13,20110600_E1M,20111000_P3S,20150700_E33,20110800_S2S,20110800_E3D,20160700_S35,20160700_P21,20120800_E3M,20110700_P1S,20160700_S31,20130700_E2X,20130700_S1Y,20110800_E3S,20170700_E15,20140700_S11,20120600_S1S,20150700_E13,20120800_S1S,20111000_E2D,20170700_S31,20100900_E2S,20110800_P1M,20120700_S1M,20110700_P1D,20130700_C2M,20100900_E3D,20111000_E3M,20110600_S2S,20170700_S25,20140700_E15,20110600_E3S,20120500_P23,20110800_E1M,20160700_S23,20130700_S3Y,20111000_S3M,20110700_E1M,20140700_S12,20120500_P12,20110800_S1M,20170700_S33,20150700_P14,20150700_P35,20120500_P15,20110800_S2M,20150700_E11,20120600_P2M,20170700_P24,20120800_S3S,20110600_E2S,20110800_S2D,20120700_E2D,20150700_P31,20110800_S3D,20110600_S1D,20170700_P14,20170700_E23,20170700_E14,20170700_S24,20110600_E3D,20160700_S15,20120700_S1X,20130700_E3S,20160700_P33,20160700_S33,20150700_S21,20130700_C1M,20130700_S2S,20111000_E3S,20120700_S2X,20160700_P13,20120600_P1D,20111000_P1S,20170700_S35,20130700_S3D,20110700_S1D,20110700_E2S,20120700_E3X,20130700_C1S,20150700_E31,20130700_S2D,20120800_E2S,20170700_P11,20111000_S2S,20120800_P2S,20120800_S3D,20170700_P23,20140700_S21,20111000_P1D,20130700_S2X,20160700_S24,20160700_S34,20110700_P2S,20150700_P21,20120500_P22,20120500_P16,20120600_P3S,20110700_P3M,20120800_P1S,20110800_E2S,20120800_E1X,20120800_E2X,20140700_S13,20150700_E35,20140700_S24,20120600_P2D,20130700_E2Z,20120800_S2M,20111000_S3D,20120700_S1D,20150700_S31,20120800_P3M,20120600_E1D,20111000_P2M,20110700_S2M,20110700_P1M,20150700_E15,20120700_P2D,20140700_E12,20120700_P2M,20120700_S3X,20110600_P1M,20110700_S1S,20111000_S2M,20160700_P23,20130700_C1Y,20110700_S3M,20120500_P17,20120500_P31,20110700_E1D,20110800_E1D,20150700_E34,20120800_P2D,20140700_S26,20110600_S3M,20120700_S3S,20130700_S3X,20120600_E3M,20110800_P1S,20150700_S24,20120800_P1D,20150700_S15,20111000_E2S,20130700_S1X,20170700_E31,20130700_E3Y,20160700_P31,20160700_P34,20160700_P15,20120600_E1S,20111000_E2M,20111000_E3D,20140700_S34,20120500_P26,20120600_S2S,20130700_E1X,20110700_E1S,20120700_E2S,20130700_S2Y,20130700_E2Y,20120700_P3M,20140700_S16,20140700_S36,20110700_P3D,20170700_E33,20120600_P3M,20130700_S1Z,20120600_E3D,20160700_E21,20160700_E31,20140700_E21,20111000_S1D,20110600_S1S,20140700_S31,20110700_P2D,20160700_E23,20120700_E1X,20110800_E2D,20111000_S1M,20111000_P2S,20150700_S11,20120800_S1M,20110800_S3S,20120600_P1S,20130700_C2Y,20110700_E3M,20120600_P1M,20120600_S1M,20170700_P34,20170700_E34,20150700_E21,20170700_E11,20110700_P2M,20150700_S33,20111000_P3M,20140700_E22,20160700_P25,20160700_P35,20150700_P24,20160700_E13,20110600_E3M,20120500_P28,20111000_P1M,20140700_S14,20120500_P11,20110600_P1D,20130700_E2M,20120800_S3M,20160700_E35,20170700_S34,20120800_S2D,20170700_P13,20110600_S3D,20120800_P2M,20120700_E2X,20150700_E24,20120500_P38,20120800_S1X,20120500_P39,20140700_S35,20120600_S2M,20120500_P25,20150700_S25,20110700_E2D,20130700_E1Z,20120700_S2D,20120800_S1D,20130700_E2D,20120700_E3M,20160700_S25,20150700_P23,20140700_S15,20130700_E1S,20120500_P21,20100900_E1S,20130700_E2S,20160700_E25,20120800_S3X,20140700_S32,20130700_E1M,20150700_E25,20120600_E2M,20120500_P36,20140700_E11,20120800_P1M,20170700_S23,20120700_E1S,20120700_P3D,20110700_E2M,20110600_S2M,20150700_P34,20120600_E1M,20111000_P2D,20150700_S13,20170700_E24,20120800_E2M,20110600_P2S,20130700_E3Z,20110600_E1D,20120800_E1D,20160700_S21,20120700_S1S,20120800_E3D,20110600_S1M,20100900_E1D,20100900_E2D,20140700_E14,20130700_E3D,20150700_P11,20110600_S2D,20120800_E1M,20110800_P2D,20120600_E2S,20120500_P32,20120800_S2S,20160700_P24,20160700_P11,20120700_S2M,20170700_P21,20160700_S13,20120700_E1M,20120500_P24,20110800_S3M,20100900_E3S,20160700_E11,20120700_S2S,20120600_S2D,20130700_C2D,20120700_P1D,20130700_E1D,20111000_P3D,20110800_S1S,20120700_P1M,20120600_P2S,20110700_P3S,20130700_S3M
20100900_E1D_10,1.34035,0.0,0.23269278,0.21145889,0.0,0.0,0.38802505,1.3191525,0.0,1.2419809,0.0,0.0,0.0,0.0,0.76434714,0.0,0.0,0.11133801,0.0,2.0438159,0.0,0.0,1.0263046999999998,0.0,0.08647685,0.0,1.1218456,0.46062237,0.0,0.0,3.0709677,0.0,0.2514674,0.0,0.0,0.0,0.0,0.32817823,0.0,20.190767,0.0,0.0,0.05610491,0.0,0.08030826,0.0,2.6685202,0.0,0.0,0.9469982,1.2429168,0.0,7.256043400000001,0.0,0.32015228,0.0,0.0,2.1658776,0.0,0.16436741,0.7986898,0.0,3.2388842,2.7602396000000002,0.0,0.0,0.0,0.0,0.0,0.0,1.6206673,0.0,0.0,0.0,0.0,0.0,1.8534068,2.7004771,0.0,0.0,0.24903822,0.85173815,0.14955847,2.3587985000000002,0.0,2.5525439999999997,0.0,1.0111656,0.46079126,0.0,1.7710264,0.0,0.0,1.5906595,0.0,0.18109071,0.0581341,0.0,0.0,0.0,0.0,2.4206380000000003,0.0,0.17330253,0.0,0.0,0.0,0.0,4.0963635,3.1599214,0.0,0.1433761,2.3129187,4.415265,0.0,2.0759892,0.0,0.0,0.0,4.239386,0.3569884,0.0,2.8674662,3.8370557,0.0,0.0,0.0,0.17852938,1.9121461,0.0,0.0,0.0,0.0,0.560199,1.9746593000000001,0.0,0.70353687,0.12182177,0.0,1.4457944999999999,0.0,0.0,1.8193578999999998,0.0,0.24929374,2.1365077,0.0,1.2439059,0.0,0.0,0.0,0.40941740000000004,0.0,0.0,0.0,0.0,0.70669425,0.0,0.0,1.6635343999999996,0.20255028,0.097744085,0.20964576,1.8126779,0.9628793,0.50386673,0.0,0.0,0.0,0.0,0.0,0.0,0.32822374,0.0,1.1883856000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.040083,0.0,0.0,0.68592864,1.711786,0.0,0.0,0.08387876,0.0,0.0,13.597498000000002,0.0,0.0,13.546710000000001,0.0,0.9451434999999999,0.0,0.0,0.0,1.099928,0.0,0.0,0.0,0.0,0.14612637,0.0,0.0,0.0,0.0,0.0,1.3767637,3.3883940000000004,5.155773,0.0,0.0,2.0693033,0.0,0.0,2.915301,0.0,1.1904218,0.0,0.056170042999999996,0.47852123,0.078680314,0.09707082,0.0,0.0,0.0,0.0,0.0,0.0,1.4040836,0.17300463,0.0,0.0,0.0,1.7419428,0.26435488,0.15282437,0.26252088,0.0,0.06531874,0.0,0.0,0.7409840999999999,0.0,0.0,19.586296,0.0,0.21896294,0.44728544,0.0,0.0,0.0,0.0,0.0,0.0,0.057305722999999996,0.0,0.0,0.0,0.7955047,0.0,0.0,0.0,4.713794,0.0,0.0,0.0,0.0,0.91716963,0.0,0.0,0.8179635999999999,0.0,1.7593378,0.0,0.0,0.0,2.9918406,0.7498451,0.0,0.0,0.82323426,0.0,0.0,2.2669609,0.3248453,1.4288186999999999,4.009883,0.0,0.0,0.0,0.0,15.376935999999999,2.7271557,0.0,1.090349,0.0,0.46428388,0.11573982,0.0,0.29879585,2.0150976000000003,0.0,0.7363301,0.7504017,2.6925194,10.382348,0.0,0.0,0.14754617,1.111816,0.0,4.3305783,1.4892159,0.24029703,0.0,0.18777202,1.1503067,2.601766,0.6898014,0.0,0.3952168,0.0,0.0,0.87724483,0.0,1.135546,0.0,0.0,0.38768038,0.0,0.86730325,0.6842345000000001,1.055179,0.0,0.0,1.5918238999999998,2.8331566,0.0,0.0,1.7739103999999999,0.38862273,10.38911,7.9652023000000005,2.1229732000000006,0.0,0.0,1.5931608999999998,0.26082885,0.0,0.23860249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.724104,0.0,0.0,0.0,0.82185453,0.0,1.2963729,0.0,0.0,1.6615343,0.0,0.0,0.0,0.0,0.0,0.0
20100900_E1D_13,0.07018188,0.0,0.0,0.20886011,0.0,0.0,0.0,2.6243627,0.0,1.5339905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10705111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5282318999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3936982,0.0,0.0,0.0,0.0,0.0,0.0,0.5963644,0.0,0.0,8.918402,0.13629669,0.0,1.3994126,0.0,0.0,0.0,0.0,0.18889411,0.0,0.0,1.4262285,0.0,0.9956056000000001,4.1111097,0.0,0.0,0.0,0.0,0.0,0.0,0.13788234,0.0,0.0,0.0,0.0,0.0,1.7359488,2.5891623,0.0,0.0,0.0,0.0,0.0,0.25653353,0.0,0.08341137,0.0,0.06620174,0.0,0.0,0.0,0.0,0.0,0.085204154,0.0,0.06656425,0.0,0.0,0.0,0.0,0.0,5.6091266,0.0,0.29216543,0.0,0.0,0.0,0.0,0.5812114,0.18377283,0.0,0.0,0.0,0.3841912,0.0,0.0,0.0,0.0,0.0,1.0285274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21496902,0.0,0.0,0.0,0.0,0.0,6.332429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1670136,0.0,0.0,0.40804237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2217308,0.0,0.0,0.0,0.0,2.1423712000000004,0.30434072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5542931999999998,0.0,0.0,0.0,0.10100693,0.0,0.0,0.060316622,0.0,0.0,0.0,0.0,0.0,0.63275826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09870985,0.24417822,0.08265554,0.0,0.0,0.0,0.0,0.0,0.54844064,0.0,0.0,0.0,0.0,0.9129451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5874775,0.0,0.0,0.0,0.079961434,0.1368053,0.73768675,0.0,0.0,0.0,0.0,0.0,0.0,0.24800916,0.0,0.0,2.3438258,0.0,0.0,0.13524185,0.0,0.0,0.0,0.0,0.0,0.0,0.08718867599999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27339607,0.0,0.0,0.0,0.0,0.11183454,0.0,0.0,0.0,0.0,0.07836531,0.0,0.0,0.0,0.24615473,0.47940302,0.0,0.0,0.0,0.0,0.0,0.661539,0.0,4.533592,0.0,0.0,0.0,0.0,0.0,2.1560888,1.1973623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.881916,0.07973764,0.0,0.0,1.1022418,2.0425243,0.0,0.0,0.0,1.1592662,0.0,1.007842,0.12514666,0.0,0.0,0.0,0.8455954,2.2335227000000004,0.4279745,0.0,0.0,0.0,0.0,0.17543711,0.0,0.10981797,0.0,0.0,0.0,0.0,0.0,0.07005672,1.3184352,0.0,0.1491267,3.1810023999999997,0.0,0.0,0.0,0.0,0.0,24.795527,0.73854,0.0,0.0,0.0,0.0,0.0,0.0,0.14497024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3354383,0.0,0.0,0.0,0.0,0.0,0.0
20100900_E1D_4,0.0,0.0,0.0,0.54974765,0.0,0.0,0.24929342,5.1511083,0.0,2.5472362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15238677,0.0,0.0,0.0,0.0,0.0,1.7919587,0.0,0.0,0.0,0.0,0.0,0.0,2.6386682999999995,0.0,0.99338716,0.0,0.0,0.0,0.0,0.0,0.0,1.5095610000000002,0.0,0.0,0.0,0.33614796,0.0,0.0,0.0,0.0,0.0,0.0,0.2739185,0.0,0.0,6.765401,0.0,3.5491788,6.8848460000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.23031813,0.0,0.0,0.0,0.0,0.0,6.2378316,4.653228299999999,0.0,0.0,0.0,0.0,0.0,0.49709305,0.0,1.0567108,0.0,1.3830401,0.0,0.0,0.6518103,0.0,0.0,3.4626286,0.0,0.17830747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3245075000000002,0.0,0.0,0.0,0.0,0.110037535,0.123300985,0.0,0.0,0.0,0.0,0.0,0.07711018,0.0,0.0,0.0,1.5907354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48199758,0.0,0.0,0.0,0.0,0.0,4.0382667,0.0,0.0,0.0,0.0,2.345031,0.0,0.0,0.0,0.0,0.0,0.8563413000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061496876,0.0,0.0,0.0,0.13865304,1.3743613000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084001586,0.0,0.0,0.0,6.079704799999999,0.0,0.0,1.0181518,0.0,0.0,0.0,0.0,0.0,0.6224152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13624868,2.0833046000000004,0.0,0.0,0.0,0.0,0.0,0.31244686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.370129,0.0,0.0,0.0,0.0,0.18609113,0.0,0.0,1.390858,0.0,0.0,0.0,0.0,0.2224226,0.0,0.0,4.186622600000001,0.0,0.07881507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.803484,0.0,0.0,0.0,0.0,0.7393616999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.748526,0.0,0.0,0.0,0.0,0.0,0.0,0.6346571999999999,0.0,6.8615894,0.0,0.0,0.0,0.0,0.0,11.987826,3.2446585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.245230000000001,27.488674,0.0,0.0,0.0,0.0,0.0,0.57044435,0.18838595,0.0,0.0,0.0,0.0,6.3342867,0.1462442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0268025000000005,0.0,0.0,0.2391762,4.0857325,0.0,0.0,0.0,2.4251387,0.0,16.735672,4.315962,0.0,0.30837017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3261868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100900_E1D_8,3.6571236000000003,0.0,0.0,0.24425445,0.0,0.0,0.49796963,3.7904033999999998,0.0,3.2695317000000004,2.0382743000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0674152,0.0,0.0,0.0,5.2122283,0.08892561,0.0,0.0,0.0,0.0,0.0,0.12912564,0.0,6.0947666,0.0,0.0,0.0,0.0,0.12866203,0.0,0.5532539000000001,0.0,0.0,9.4263115,0.44415992,0.0,0.9366109,0.0,0.0,0.0,0.0,1.7149953999999998,0.0,0.0,3.0266189999999997,0.0,4.0434637,4.295605999999999,0.0,0.0,0.9319450999999999,0.0,0.0,0.0,0.095811576,0.0,0.0,5.182801,0.0,0.0,6.1074333,4.64026,0.0,0.0,0.0,0.0,0.0,0.28728285,0.0,0.6498083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73877263,0.0,0.0,0.17663269,0.0,0.0,0.0,0.0,1.1532364,0.0,0.0,0.0,0.0,0.0,0.09838530000000001,13.004642,0.20790583,0.0,0.0,0.23748024,0.5446612,0.0,0.6996071,0.0,0.0,0.0,0.16605239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8404591999999999,0.0,0.0,0.0,0.0,0.0,6.9317484,0.0,0.0,0.0,0.0,0.57617724,0.0,0.0,2.3055804,0.0,0.0,0.22420236,0.0,0.0,0.0,3.545262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08176113,0.0,0.0,1.3868056999999998,1.0934911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31791663,0.0,0.0,0.0,5.7764955,0.0,0.0,0.28205687,0.0,0.0,0.0,0.0,0.0,9.415818,0.0,0.0,0.0,0.0,0.0,2.4589033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.704357,0.20707515,3.4835752999999996,0.0,0.0,0.0,0.0,0.0,1.1678684,0.0,0.0,0.0,0.0,0.41031203,0.0,0.0,0.0,0.0,0.0,0.0,0.14418738,0.0,1.9199686999999999,0.0,0.0,0.0,0.131115,0.0,0.20170975,0.0,0.22262402,0.0,0.0,0.0,0.0,0.44321647,0.0,0.0,22.464214000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8845130999999999,0.0,0.0,0.0,0.0,0.22487667,0.0,0.0,0.0,0.0,0.2035327,0.0,0.0,0.0,0.6830919,0.53126466,0.0,0.0,0.0,0.0,0.0,1.1644315,0.0,6.160031299999999,0.0,0.0,0.0,0.0,0.0,2.7035400000000003,2.1584522999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.152152,0.09683912,0.0,0.0,1.8795681,1.8582144,0.0,0.0,0.0,2.4116855,0.0,0.8040964,0.14434445,0.0,0.0,0.0,4.280861,6.1904993,0.0,0.0,0.35449532,0.0,0.0,0.9383425,0.0,0.24100678,0.0,0.0,0.14050342,0.0,0.0,2.2256234,0.36375055,0.0,0.17685653,2.8886762000000004,0.20433536,0.0,0.0,0.293535,0.0,14.505175,7.046603999999999,8.833751,0.0,0.0,0.0,0.59058475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8170314,0.0,0.0,0.30229926,0.0,0.0,0.0,0.91268384,0.0,4.25915,0.0,0.0,0.0,0.0,0.0,0.0
20100900_E1D_9,0.0,0.0,0.0,0.17797892,0.0,0.0,0.0,3.4541,0.0,0.894581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5369073999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27980570000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33554029999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.415766,0.0,1.7748389999999998,2.0195675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0113845,1.2425016000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12248415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26862237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09286214400000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06984693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24168412,0.0,0.0,0.0,0.0,0.0,2.4243624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081378356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31621367,0.9483486999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18512495,0.0,0.0,0.09780194,0.0,0.0,0.0,0.0,0.0,0.08612919999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11190018,0.0,0.19340685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7031016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.100694135,0.0,0.0,0.0,0.0,0.35961992,0.0,0.0,0.8203584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28645685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5776466999999998,0.0,0.0,0.0,0.0,0.0,3.0589180000000002,1.0256296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4876343999999997,1.0743661,0.0,0.0,0.0,0.0,0.0,0.0560313,0.0,0.0,0.0,0.0,0.0,1.806977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20096436,0.0,0.0,0.0,1.7764811999999999,0.0,0.0,0.0,0.13758886,0.0,9.451653,0.9277947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20100900_E2D_7,0.82228035,0.45977423,0.0,0.0,0.0,0.0,0.81739783,0.28038925,0.0,0.8442883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12193603,0.0,0.36121687,0.0,0.0,0.0,3.9815338,0.0,0.0,0.0,0.0,0.0,0.0,0.19072089999999997,0.0,4.6239676,0.0,0.0,0.0,0.0,0.0,0.0,0.3269282,0.0,0.0,3.2200257999999997,1.2781078000000001,0.0,2.3238695,0.0,0.0,0.0,0.0,0.8004306999999999,0.0,0.0,0.0667609,0.0,2.2516444,0.9393872,0.0,0.0,0.0,0.0,0.0,0.0,0.2986877,0.23748776,0.0,0.27200854,0.0,0.0,0.8487084999999999,2.7726727,0.0,0.0,0.0,0.0,0.0,0.7749791,0.0,0.21021257,0.0,0.25040218,0.0,0.0,0.15622059,0.0,0.0,0.1771328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5740495,0.0,0.0,0.0,0.0,0.0,0.0,5.374608,0.51875013,0.0,0.0,0.43167690000000003,1.3442278,0.0,1.0266558000000001,0.0,0.0,0.0,0.13197677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4725926,0.0,0.0,0.0,0.0,0.0,1.1141522,0.0,0.0,0.0,0.0,1.0754697,0.0,0.0,0.5195181,0.0,0.0,1.6831517,0.0,0.0,0.0,0.12192091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82233876,0.07358769,0.0,0.0,0.0,0.12778953,0.19141383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21691222,0.0,0.12546769,0.0,2.7417572,0.0,0.0,0.27161226,0.0,0.0,0.0,0.0,0.0,2.0879426,0.0,0.0,0.0,0.0,0.0,0.27644120000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1709959999999997,0.0,2.2477336,0.0,0.0,0.0,0.0,0.0,0.5219107,0.0,0.0,0.0,0.0,0.5309503000000001,0.0,0.0,0.17178701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6335799,0.17495531,0.13715006,0.0,0.6484978,0.0,0.0,0.0,0.0,0.48570445,0.0,0.0,7.280427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7963173000000001,0.0,0.0,0.0,0.0,0.52086097,0.0,0.0,0.0,0.0,0.057651386,0.0,0.0,0.0,2.255262,0.5751475,0.0,0.0,0.0,0.0,0.0,0.9578469000000001,0.0,1.0752335,0.0,0.0,0.0,0.0,0.0,2.870676,1.7243051999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.285174400000001,0.5487698000000001,0.0,0.0,1.1161661,1.187545,0.0,0.0,0.0,1.8975968,0.0,0.15458071,0.23878175,0.0,0.0,0.0,1.5066097999999999,1.7420997999999999,0.07432301,0.0,0.0,0.0,0.0,0.0,0.0,0.583635,0.0,0.0,0.0,0.0,0.0,1.2023888,0.18095462,0.0,0.15080662,0.17598848,0.0,0.0,0.0,0.33522266,0.0,1.3627267,8.03397,0.629406,0.888257,0.0,0.0,0.059499014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15697932,0.0,0.0,0.0,0.0,3.9183247000000003,0.0,0.0,0.0,0.0,0.0,0.0
