,June_E_1_S_12_so_R1,June_E_1_D_12_so_R1,June_E_2_S_12_so_R2,June_E_2_S_12_so_R1,June_E_2_M_12_so_R2,June_E_2_M_12_so_R1,June_E_2_D_12_so_R1,June_E_3_S_12_so_R1,June_E_3_M_12_so_R1,June_E_3_D_12_so_R2,June_E_3_D_12_so_R1,July_E_1_S_12_so_R1,July_E_1_M_12_so_R2,July_E_1_D_12_so_R2,July_E_1_D_12_so_R1,July_E_2_S_12_so_R1,July_E_2_D_12_so_R1,July_E_3_S_12_so_R1,July_E_3_M_12_so_R1,July_E_3_D_12_so_R1,Aug_E_1_S_12_so_R1,Aug_E_1_M_12_so_R1,Aug_E_1_D_12_so_R1,Aug_E_2_S_12_so_R1,Aug_E_2_M_12_so_R1,Aug_E_2_D_12_so_R1,Aug_E_3_S_12_so_R1,Aug_E_3_M_12_so_R2,Aug_E_3_M_12_so_R1
709.2052689,-0.460500129131022,NA,NA,-0.460500129131022,NA,-0.460500129131022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.460500129131022,NA,NA,NA,NA,NA,NA
691.1947105,-0.450139917450475,-0.450139917450475,-0.450139917450475,-0.450139917450475,-0.450139917450475,-0.450139917450475,-0.450139917450475,-0.450139917450475,NA,-0.450139917450475,-0.450139917450475,-0.450139917450475,NA,-0.450139917450475,-0.450139917450475,-0.450139917450475,NA,-0.450139917450475,-0.450139917450475,-0.450139917450475,-0.450139917450475,-0.450139917450475,-0.450139917450475,-0.450139917450475,-0.450139917450475,-0.450139917450475,-0.450139917450475,-0.450139917450475,-0.450139917450475
693.2103594,-13.1082860296341,-13.260543256666,-13.7415857419978,-13.6503722199003,-13.5083337805233,-13.6731561267832,-13.7953913727843,-13.5905092095549,-13.9621138493312,-13.5217937960726,-13.1817662507713,-13.6645318656667,-12.6762780262803,-12.7022446461145,-13.377057356221,-13.1912736093468,-13.4720877399581,-13.3667393028136,-13.5071288008256,-13.6773962821041,-13.5159993065373,-13.4782381030863,-13.6028320649236,-13.5818835947477,-12.7887749661066,-14.1798308357722,-13.2802087372265,-13.4192248669638,-12.9923803802808
669.210196,NA,-0.0244822365790199,NA,NA,NA,-0.0244822365790199,NA,NA,NA,NA,-0.0244822365790199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677.2154775,-13.5528667179826,-13.628404749407,-13.4102488415675,-13.4340082914005,-13.4788668764298,-13.4259957135027,-13.3229592404869,-13.8407953241192,-13.4008046715147,-13.3722108299095,-13.7800908262434,-13.4281890356254,-13.1465599771423,-13.6440183223348,-13.8195313692468,-13.2648044674958,-13.3010745462956,-13.3503017147193,-14.0334545143572,-13.5014166421175,-13.0090918910362,-13.3442211399857,-13.3490100054067,-13.5269599412526,-13.1510226061671,-13.3778778480898,-13.1191125109121,-13.1188080635427,-13.2753339970576
681.2103842,-12.6218848513069,-13.6146138133974,-12.6347500477816,-13.6434982002181,-13.143470681395,-13.2884563804465,-13.0622581840738,-13.7690494885393,-13.277036927315,-13.2805427743041,-14.1320537304629,-13.4505410998099,-13.259420411676,-13.3382350815887,-13.2566559802984,-13.4560298165842,-13.2342932018663,-13.2881827862901,-13.2876196011597,-13.5459006710418,-13.8194703772441,-13.4195142478052,-13.1430107359603,-13.9712504258219,-13.2510921756405,-13.2180411068396,-13.203727643287,-13.3788544806912,-13.6670237572687
659.2048427,1.09075391546954,1.09075391546954,1.09075391546954,1.09075391546954,1.09075391546954,1.09075391546954,1.09075391546954,NA,1.09075391546954,1.09075391546954,1.09075391546954,NA,NA,1.09075391546954,1.09075391546954,1.09075391546954,NA,1.09075391546954,1.09075391546954,NA,NA,NA,1.09075391546954,1.09075391546954,NA,1.09075391546954,1.09075391546954,1.09075391546954,1.09075391546954
673.2206247,1.01656118492937,1.01656118492937,1.01656118492937,1.01656118492937,1.01656118492937,1.01656118492937,1.01656118492937,1.01656118492937,1.01656118492937,1.01656118492937,1.01656118492937,1.01656118492937,1.01656118492937,NA,NA,1.01656118492937,NA,1.01656118492937,1.01656118492937,NA,1.01656118492937,1.01656118492937,NA,1.01656118492937,1.01656118492937,NA,1.01656118492937,1.01656118492937,1.01656118492937
693.24736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.561860822148209,NA,NA
472.1022745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.97755023125954,NA,NA,NA,NA,NA,NA
474.1178742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.59757178340313,NA,NA,NA,NA,NA,4.59757178340313
556.1603128,2.78335504281906,2.78335504281906,NA,NA,2.78335504281906,2.78335504281906,2.78335504281906,NA,NA,NA,2.78335504281906,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78335504281906,2.78335504281906,NA,NA,NA,NA,2.78335504281906,2.78335504281906,2.78335504281906
618.160736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52412285039295,NA,NA,NA,NA,NA,NA
590.1658177,7.86880801219845,7.86880801219845,7.86880801219845,7.86880801219845,7.86880801219845,7.86880801219845,7.86880801219845,7.86880801219845,7.86880801219845,7.86880801219845,7.86880801219845,7.86880801219845,7.86880801219845,NA,7.86880801219845,7.86880801219845,NA,7.86880801219845,7.86880801219845,NA,7.86880801219845,7.86880801219845,7.86880801219845,7.86880801219845,7.86880801219845,NA,7.86880801219845,7.86880801219845,7.86880801219845
571.310168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6727703562775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
601.320736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7824313770526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507.0184146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5638481302866,NA,NA,12.5638481302866,12.5638481302866,12.5638481302866,12.5638481302866
521.0340003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6625455608945
537.0290598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2629091929308,NA,NA,14.2629091929308,14.2629091929308,14.2629091929308,14.2629091929308
565.0239505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.05718148577624,NA,NA,NA,NA,NA,NA
493.0179614,NA,NA,NA,NA,NA,9.19898891738032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.19898891738032,NA,NA
703.51538,NA,NA,NA,10.3201166087224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481.4261243,NA,11.2712798801779,11.2712798801779,NA,NA,NA,11.2712798801779,NA,11.2712798801779,11.2712798801779,11.2712798801779,11.2712798801779,11.2712798801779,11.2712798801779,11.2712798801779,11.2712798801779,11.2712798801779,NA,NA,11.2712798801779,NA,11.2712798801779,NA,11.2712798801779,11.2712798801779,11.2712798801779,NA,NA,NA
445.316925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.58217053591236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463.3274915,NA,6.8024047890013,NA,NA,6.8024047890013,NA,NA,NA,NA,6.8024047890013,6.8024047890013,6.8024047890013,NA,NA,6.8024047890013,NA,NA,NA,NA,NA,NA,NA,NA,6.8024047890013,6.8024047890013,NA,6.8024047890013,NA,NA
763.178952,NA,NA,NA,9.80140419706785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821.220848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.40437557211453,NA,NA,NA,NA,NA,NA
562.072184,NA,NA,NA,NA,NA,NA,NA,NA,8.48205830195356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700.160861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.71109716242297,NA,NA,NA,NA,NA,NA
644.1708335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.29859402945272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660.1657647,8.88153943412786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.88153943412786,NA,NA,NA,NA,NA,NA,NA,NA
658.1688324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25323135074767,NA,NA,6.25323135074767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659.142423,NA,5.81995446290364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.81995446290364,NA,NA,NA,NA
547.0899401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.00678855453233,NA,NA,5.00678855453233,NA,NA,NA
647.2000615,NA,6.24365207720593,NA,NA,NA,NA,NA,NA,NA,6.24365207720593,6.24365207720593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.24365207720593,NA,NA,NA,NA,6.24365207720593,NA,NA
677.210301,NA,NA,NA,5.99867883585487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
613.157642,NA,NA,NA,NA,5.07899378728299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641.152636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.21289875588751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673.179228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.11339043542115,NA,NA
657.183969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0721663680143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0721663680143
596.131343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2572755283093,NA,NA,NA,NA,NA,NA
731.1843443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66904857003182,NA,NA,NA,NA,NA,NA
773.194954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.20333335983833,NA,NA,NA,NA,NA,NA
755.2109069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.27334452469703,NA,NA,NA,NA,NA,NA
659.1836391,1.85724274092709,NA,1.85724274092709,NA,NA,NA,NA,NA,NA,1.85724274092709,1.85724274092709,1.85724274092709,NA,NA,NA,1.85724274092709,NA,NA,NA,1.85724274092709,NA,1.85724274092709,1.85724274092709,NA,NA,NA,NA,NA,NA
649.2145267,2.56838313096888,2.56838313096888,2.56838313096888,2.56838313096888,NA,2.56838313096888,NA,NA,NA,2.56838313096888,2.56838313096888,NA,NA,NA,NA,2.56838313096888,NA,NA,2.56838313096888,NA,2.56838313096888,2.56838313096888,NA,NA,NA,NA,2.56838313096888,NA,NA
667.3189739,2.18766196770046,2.18766196770046,2.18766196770046,2.18766196770046,2.18766196770046,2.18766196770046,NA,2.18766196770046,NA,NA,NA,2.18766196770046,NA,NA,NA,2.18766196770046,NA,2.18766196770046,2.18766196770046,NA,2.18766196770046,2.18766196770046,NA,NA,NA,NA,2.18766196770046,2.18766196770046,2.18766196770046
557.152044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.132521475795,NA
629.2095875,NA,1.59431479241844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643.2040525,1.6523307882946,NA,1.6523307882946,1.6523307882946,NA,NA,NA,1.6523307882946,NA,1.6523307882946,NA,NA,NA,NA,1.6523307882946,1.6523307882946,NA,NA,1.6523307882946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687.1938973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.40937671479227,NA,NA,NA,NA,NA,NA,NA
691.1888115,NA,1.76872261937317,NA,NA,NA,NA,NA,NA,NA,1.76872261937317,1.76872261937317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76872261937317,NA,NA,NA,NA,NA,NA
647.1990542,2.27932955187098,NA,2.27932955187098,2.27932955187098,2.27932955187098,2.27932955187098,2.27932955187098,2.27932955187098,NA,NA,NA,2.27932955187098,NA,NA,NA,2.27932955187098,NA,NA,2.27932955187098,2.27932955187098,2.27932955187098,NA,2.27932955187098,2.27932955187098,NA,2.27932955187098,NA,2.27932955187098,2.27932955187098
699.2667298,1.04208115765899,NA,NA,1.04208115765899,NA,NA,NA,NA,NA,1.04208115765899,1.04208115765899,NA,1.04208115765899,NA,NA,1.04208115765899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709.3296965,2.02567475783136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02567475783136,NA,NA,NA,NA,NA,2.02567475783136,NA,NA,NA,NA,NA,NA,NA
699.3092264,2.41722569619437,NA,2.41722569619437,NA,NA,NA,NA,2.41722569619437,NA,NA,NA,2.41722569619437,NA,NA,NA,2.41722569619437,NA,2.41722569619437,NA,NA,NA,2.41722569619437,NA,2.41722569619437,NA,NA,2.41722569619437,NA,NA
