,June_P_1_S_12_so_R1,June_P_1_D_12_so_R2,June_P_1_D_12_so_R1,June_P_2_S_12_so_R1,June_P_2_M_12_so_R1,June_P_2_M_12_so_R2,June_P_2_D_12_so_R2,June_P_2_D_12_so_R1,June_P_3_D_12_so_R1,July_P_1_S_12_so_R1,July_P_1_M_12_so_R1,July_P_1_D_12_so_R1,July_P_2_S_12_so_R2,July_P_2_S_12_so_R1,July_P_2_M_12_so_R1,July_P_2_D_12_so_R1,July_P_3_S_12_so_R1,July_P_3_M_12_so_R2,July_P_3_M_12_so_R1,Aug_P_1_S_12_so_R1,Aug_P_1_M_12_so_R1,Aug_P_1_D_12_so_R1,Aug_P_2_S_12_so_R1,Aug_P_2_M_12_so_R1,Aug_P_2_D_12_so_R2,Aug_P_2_D_12_so_R1,Aug_P_3_S_12_so_R1,Aug_P_3_M_12_so_R2,Aug_P_3_M_12_so_R1
495.1295679,NA,0.237445851370487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.237445851370487,NA,NA,NA,NA,0.237445851370487,NA,NA,NA,NA,NA,0.237445851370487,NA,NA,NA,NA
509.1452136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.264580062247424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.264580062247424,NA,NA,NA,0.264580062247424
479.1346411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.316795763647332,0.316795763647332,NA,NA,NA
479.1710521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0183506216742655,NA,NA,NA,NA,NA
495.2023425,-0.0098618810057829,-0.0098618810057829,-0.0098618810057829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0098618810057829,NA,NA,NA,NA
501.1765231,0.807489586943659,0.807489586943659,0.807489586943659,NA,0.807489586943659,NA,0.807489586943659,0.807489586943659,0.807489586943659,0.807489586943659,NA,0.807489586943659,NA,0.807489586943659,0.807489586943659,0.807489586943659,0.807489586943659,0.807489586943659,0.807489586943659,0.807489586943659,0.807489586943659,0.807489586943659,NA,0.807489586943659,0.807489586943659,0.807489586943659,NA,0.807489586943659,0.807489586943659
485.1816011,1.33189162828916,1.33189162828916,1.33189162828916,NA,NA,NA,1.33189162828916,NA,1.33189162828916,NA,1.33189162828916,1.33189162828916,1.33189162828916,1.33189162828916,1.33189162828916,1.33189162828916,1.33189162828916,1.33189162828916,1.33189162828916,1.33189162828916,1.33189162828916,1.33189162828916,1.33189162828916,1.33189162828916,1.33189162828916,1.33189162828916,NA,1.33189162828916,1.33189162828916
497.1816082,NA,-0.031369702169436,-0.031369702169436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.031369702169436,NA,NA,NA,-0.031369702169436,-0.031369702169436,NA,NA,NA
485.1663176,-0.464092622449312,-0.464092622449312,-0.464092622449312,-0.464092622449312,-0.464092622449312,NA,NA,-0.464092622449312,-0.464092622449312,-0.464092622449312,-0.464092622449312,-0.464092622449312,NA,NA,-0.464092622449312,-0.464092622449312,-0.464092622449312,NA,-0.464092622449312,-0.464092622449312,-0.464092622449312,NA,-0.464092622449312,NA,-0.464092622449312,-0.464092622449312,-0.464092622449312,-0.464092622449312,-0.464092622449312
499.1819656,-0.567140029886041,-0.567140029886041,-0.567140029886041,-0.567140029886041,-0.567140029886041,NA,-0.567140029886041,-0.567140029886041,-0.567140029886041,-0.567140029886041,NA,NA,-0.567140029886041,-0.567140029886041,-0.567140029886041,-0.567140029886041,-0.567140029886041,-0.567140029886041,-0.567140029886041,-0.567140029886041,-0.567140029886041,-0.567140029886041,-0.567140029886041,-0.567140029886041,-0.567140029886041,-0.567140029886041,-0.567140029886041,-0.567140029886041,-0.567140029886041
483.1870563,-13.4215760486052,-13.4510317776467,-13.3654388692537,-13.4792214039959,-13.0385625813272,-14.0741524148925,-13.3543664041283,-13.60237252942,-13.7331085132964,-13.3299171528117,-13.8567454332982,-13.8461960083116,-13.8087238649914,-13.7414011279032,-13.5851535963633,-13.2942894833966,-13.6608083714125,-13.5793384454959,-13.4570866010847,-13.2813358011775,-13.4470639989096,-13.2281598374316,-13.3522505706655,-13.361152811842,-13.9731086379185,-13.5595471330835,-13.5197070907868,-13.3083932654021,-13.5385457527539
495.1870498,-13.388840039905,-13.5347378512754,-13.6675759741728,-12.9983177332109,-13.3224523082891,-12.7392318340476,-12.8400843032099,-13.3551716876604,-13.5439302308573,-13.5794114795776,-13.6564526058182,-13.7102456014313,-13.3857422711115,-13.8729556854691,-13.3860583803763,-13.2233016049092,-13.448777965435,-13.4000847023685,-13.3602127535777,-13.2352397482232,-13.6230273810074,-13.4965851281901,-13.111625904051,-13.4471791482273,-13.4836597275379,-13.3812468117015,-13.0355017823571,-13.1980344501781,-13.6575657794459
471.1506401,-0.432517823047547,-0.432517823047547,-0.432517823047547,-0.432517823047547,-0.432517823047547,-0.432517823047547,-0.432517823047547,NA,-0.432517823047547,-0.432517823047547,NA,NA,-0.432517823047547,-0.432517823047547,NA,-0.432517823047547,-0.432517823047547,-0.432517823047547,-0.432517823047547,-0.432517823047547,-0.432517823047547,-0.432517823047547,-0.432517823047547,-0.432517823047547,-0.432517823047547,-0.432517823047547,NA,-0.432517823047547,-0.432517823047547
467.1557365,-13.2297445497374,-13.093966250274,-13.3406557970538,-12.6626944688437,-13.4470006305253,-14.1118303257858,-13.2080973607202,-13.9902396216006,-13.4099635380441,-13.5977029591306,-13.3852531419667,-13.2480492324922,-13.4126765289644,-13.4953547256073,-13.625576287131,-13.3304074470396,-13.2227080264232,-13.6427331651977,-13.5970663656296,-14.0589593737331,-13.0028020287075,-13.3488409983542,-13.3033598729759,-13.9763035218463,-13.3725259216508,-13.0509759105188,-13.4671119809016,-13.4507153472619,-13.3452225242838
469.1713834,-13.1734837935606,-13.4479635327219,-12.9440246790203,-13.6866395377005,-13.5552064444136,-13.8111388065851,-13.4534905441449,-13.6752914087586,-13.3554383912461,-13.6416603739919,-13.7119993625227,-13.5684571957075,-13.2651391014014,-13.2891056330235,-13.7997674004255,-13.6229427380843,-13.3773226332465,-14.1571004001689,-14.1298199261341,-13.430363692211,-13.5352894881873,-13.1462318603859,-13.1498959054133,-13.3383921755185,-13.6854089704695,-13.6945583034087,-13.4763587975663,-13.8127224146056,-13.291629061707
481.171375,-13.0301771854185,-13.1897540589565,-13.3421127348109,-13.2120507243484,-13.3201385223622,-13.4022906409014,-13.4370287268341,-13.6835145673085,-13.7580099154554,-13.2559090507384,-13.1486183773035,-13.0760995002995,-13.16029068883,-13.1618322635361,-13.4523300949486,-13.6819686299632,-13.3325217965325,-13.1309706825255,-13.8125990586511,-13.3825214566387,-13.8056106666252,-13.7589200694817,-13.5514440641094,-13.4512721316962,-12.838987246371,-12.998719311201,-13.6009004257223,-13.2742711348138,-13.3932736031393
469.2441497,-0.451347675349991,-0.451347675349991,-0.451347675349991,-0.451347675349991,-0.451347675349991,NA,-0.451347675349991,NA,-0.451347675349991,-0.451347675349991,NA,-0.451347675349991,-0.451347675349991,-0.451347675349991,NA,-0.451347675349991,-0.451347675349991,NA,NA,-0.451347675349991,-0.451347675349991,-0.451347675349991,NA,-0.451347675349991,-0.451347675349991,-0.451347675349991,-0.451347675349991,NA,-0.451347675349991
473.2390553,-0.436144242859059,-0.436144242859059,-0.436144242859059,-0.436144242859059,-0.436144242859059,-0.436144242859059,-0.436144242859059,-0.436144242859059,-0.436144242859059,-0.436144242859059,-0.436144242859059,-0.436144242859059,NA,-0.436144242859059,-0.436144242859059,-0.436144242859059,-0.436144242859059,-0.436144242859059,-0.436144242859059,-0.436144242859059,-0.436144242859059,-0.436144242859059,-0.436144242859059,-0.436144242859059,-0.436144242859059,-0.436144242859059,-0.436144242859059,NA,-0.436144242859059
487.2183281,-13.6935283452035,-13.6546858042549,-12.89985105228,-13.4253172558433,-13.2544513723696,-13.7188755828391,-13.9918582830743,-13.3730836623569,-13.1447263859086,-13.6308489220209,-13.5105143977457,-13.3491516835061,-13.732795475819,-13.6590171986419,-13.8340043046519,-13.1619626865412,-14.0222143371718,-13.3804927126703,-13.6332045168247,-13.1147038205083,-13.8112775163106,-12.9462099361548,-13.271090827255,-13.7929597556592,-12.9705421183877,-13.5812338924559,-13.6201365362074,-13.3918662399841,-13.6261737720065
469.2077565,-0.506114045987105,-0.506114045987105,-0.506114045987105,-0.506114045987105,-0.506114045987105,-0.506114045987105,-0.506114045987105,-0.506114045987105,-0.506114045987105,-0.506114045987105,-0.506114045987105,-0.506114045987105,-0.506114045987105,-0.506114045987105,NA,-0.506114045987105,-0.506114045987105,-0.506114045987105,-0.506114045987105,-0.506114045987105,-0.506114045987105,-0.506114045987105,-0.506114045987105,-0.506114045987105,-0.506114045987105,-0.506114045987105,-0.506114045987105,-0.506114045987105,-0.506114045987105
471.1870271,-0.545772202335392,-0.545772202335392,-0.545772202335392,-0.545772202335392,-0.545772202335392,-0.545772202335392,-0.545772202335392,-0.545772202335392,-0.545772202335392,-0.545772202335392,NA,-0.545772202335392,-0.545772202335392,-0.545772202335392,-0.545772202335392,-0.545772202335392,-0.545772202335392,-0.545772202335392,-0.545772202335392,-0.545772202335392,-0.545772202335392,-0.545772202335392,-0.545772202335392,-0.545772202335392,-0.545772202335392,-0.545772202335392,-0.545772202335392,-0.545772202335392,-0.545772202335392
485.2390943,-13.5738646230296,-13.6197276911698,-13.4391103667744,-13.4378594753776,-13.9285732015613,-13.5085157054619,-13.1913041792956,-13.284951302384,-13.3269879980213,-13.6089975985373,-13.3823667100856,-13.343379589925,-13.5750301174254,-13.1803301485675,-13.6458784758691,-14.3656815770184,-13.040078815443,-13.1819649217375,-13.3854919042467,-13.316035440417,-13.0982927585983,-13.227105874092,-13.5676069699479,-13.4774841256928,-13.0779201321104,-13.0804273498454,-13.4503067138162,-13.1575770263351,-13.2960211837041
485.2027215,-0.345170254400897,-0.345170254400897,-0.345170254400897,-0.345170254400897,-0.345170254400897,-0.345170254400897,-0.345170254400897,-0.345170254400897,-0.345170254400897,-0.345170254400897,-0.345170254400897,-0.345170254400897,-0.345170254400897,-0.345170254400897,-0.345170254400897,-0.345170254400897,-0.345170254400897,-0.345170254400897,NA,-0.345170254400897,-0.345170254400897,-0.345170254400897,-0.345170254400897,-0.345170254400897,-0.345170254400897,-0.345170254400897,-0.345170254400897,-0.345170254400897,-0.345170254400897
481.2077999,-13.3213921160141,-13.2159043718117,-13.3357657106943,-13.445005409007,-13.8788030112367,-13.7561920412684,-12.7929118381505,-13.3669429733194,-13.3211783282233,-13.1548579232302,-13.4238541703656,-13.4385850566017,-14.0221754584003,-13.5076271109046,-13.434269851182,-13.5202572713517,-13.3320212218603,-13.3096492991128,-13.0943376640496,-13.2480843975066,-13.5329133226811,-13.1449664037029,-13.2758253469167,-13.8271855636644,-13.9858898930177,-13.6160543026076,-14.0585523618665,-13.6785411371016,-13.2151929689304
483.2234506,-13.6312188810262,-13.5892666860843,-13.1534431803914,-13.0789537086629,-13.583898708399,-13.8694440217689,-13.4751998099666,-13.6585963954407,-13.7713594231454,-13.4585110503114,-14.0810063439827,-13.4318649854508,-13.8199110933423,-13.7045266928661,-13.2868531634502,-13.1332134365404,-13.4395156485313,-13.6445624092949,-13.4846418162619,-12.7890964599895,-13.3975911679457,-12.9729665298334,-13.0487089854165,-14.3437878980552,-13.4088758800245,-13.4110346207084,-13.7137401090903,-13.5053901508144,-12.9393618348853
499.2183572,-0.554267446575155,-0.554267446575155,-0.554267446575155,-0.554267446575155,-0.554267446575155,-0.554267446575155,-0.554267446575155,-0.554267446575155,-0.554267446575155,-0.554267446575155,NA,NA,-0.554267446575155,-0.554267446575155,NA,-0.554267446575155,-0.554267446575155,-0.554267446575155,-0.554267446575155,-0.554267446575155,-0.554267446575155,-0.554267446575155,-0.554267446575155,-0.554267446575155,-0.554267446575155,-0.554267446575155,-0.554267446575155,-0.554267446575155,-0.554267446575155
481.244169,-13.526013976967,-13.6011959041445,-13.3063954064171,-13.5369435477889,-13.8345540137554,-12.7343101898731,-13.7595678751091,-13.3093652502929,-13.50662906411,-13.1646985807081,-12.7656313531938,-13.5007402497375,-13.7279227449022,-13.5064162796328,-13.245987930851,-14.0974711924262,-13.2234354393716,-14.309975931707,-14.2368803497698,-13.7585890299507,-13.8823564713568,-13.1063040910673,-13.4466092568257,-13.1071786322174,-13.3395319116384,-13.2247913444626,-13.1206863355611,-13.9420490832822,-13.3118281808063
501.2339973,-0.41300533974199,-0.41300533974199,-0.41300533974199,-0.41300533974199,-0.41300533974199,-0.41300533974199,-0.41300533974199,-0.41300533974199,-0.41300533974199,-0.41300533974199,NA,NA,NA,-0.41300533974199,NA,-0.41300533974199,-0.41300533974199,NA,-0.41300533974199,-0.41300533974199,-0.41300533974199,-0.41300533974199,-0.41300533974199,-0.41300533974199,-0.41300533974199,-0.41300533974199,-0.41300533974199,NA,-0.41300533974199
445.1138272,-13.5821208823947,-13.9824061106457,-13.6592673438408,-13.4739958914794,-13.452173830216,-13.0720788765153,-13.1783199469101,-14.0507776814374,-13.5705671304542,-13.3167507477277,-13.5708227727015,-12.918359955658,-13.2361986967761,-13.1844474822796,-13.4585943174276,-14.0447604330536,-13.6008568229485,-13.5235594868015,-12.7928915137977,-13.7881458039964,-13.7997960704838,-13.4933365182251,-13.5737698790777,-13.7760063296239,-13.3513130364905,-13.1594515263691,-13.0311062050906,-13.5585014155754,-13.4840248302969
447.1294831,-13.0745222810989,-13.3018580945099,-13.0746144030035,-13.4352393064353,-13.6018978905538,-13.5210764329579,-13.3011046005662,-13.6257657418175,-13.0354385135658,-13.5614531292068,-13.3042342893375,-13.7632243380912,-12.9379458771544,-13.7626909080625,-13.418324476737,-13.3226054355436,-13.5981652416597,-13.0358277111997,-13.1911714330587,-13.1609278531435,-13.3491259953671,-13.5997021368889,-13.5765738716232,-13.3570223283438,-13.3856344423577,-13.2986386190144,-13.2904500834901,-13.1390642454483,-12.9991697863492
449.1451345,-13.6349767182709,-13.7818069440262,-13.6950615205132,-13.5550415780115,-13.4626353565453,-13.7560346139652,-13.3865922415789,-13.7773877924769,-13.637866855277,-13.1673148465385,-13.1081710293887,-13.2358461220958,-13.6029182367606,-13.0755340304821,-13.5606507292833,-13.5795057520028,-13.3143006348136,-13.3685635563546,-13.5793068629437,-13.3933194283957,-13.1824834054466,-13.6317496783129,-12.8232682133137,-13.4780438763358,-13.7067972459757,-13.6301646849593,-13.6026407023862,-13.7600704917725,-13.2844166286687
459.1295115,-0.458475391734087,-0.458475391734087,-0.458475391734087,-0.458475391734087,-0.458475391734087,-0.458475391734087,-0.458475391734087,-0.458475391734087,-0.458475391734087,-0.458475391734087,-0.458475391734087,-0.458475391734087,-0.458475391734087,-0.458475391734087,-0.458475391734087,-0.458475391734087,-0.458475391734087,-0.458475391734087,-0.458475391734087,-0.458475391734087,-0.458475391734087,-0.458475391734087,-0.458475391734087,-0.458475391734087,-0.458475391734087,-0.458475391734087,NA,-0.458475391734087,-0.458475391734087
461.1087681,-12.6820144467034,-13.8727441379194,-13.1163754389534,-13.3368928369657,-13.4977458177158,-13.8317160422848,-13.0067242507157,-13.35492274291,-13.9578963438456,-12.9759729148919,-13.5260648772147,-13.5500768215931,-13.8204431185798,-13.5686416469654,-13.2961716955413,-13.6059233739498,-13.9231782945512,-13.5268850576512,-13.5154211689914,-13.9344954016672,-13.3380150818048,-13.072791117705,-13.5839343758658,-13.5864725281975,-13.3369143875856,-13.3328389750588,-13.1195718021075,-13.227323529977,-13.8019173287986
475.1244089,NA,-0.601675892934614,-0.601675892934614,-0.601675892934614,-0.601675892934614,NA,-0.601675892934614,-0.601675892934614,-0.601675892934614,-0.601675892934614,-0.601675892934614,-0.601675892934614,-0.601675892934614,-0.601675892934614,-0.601675892934614,-0.601675892934614,-0.601675892934614,-0.601675892934614,-0.601675892934614,-0.601675892934614,-0.601675892934614,-0.601675892934614,-0.601675892934614,-0.601675892934614,-0.601675892934614,-0.601675892934614,-0.601675892934614,-0.601675892934614,-0.601675892934614
457.1138517,NA,-0.454166785675799,-0.454166785675799,NA,-0.454166785675799,NA,-0.454166785675799,-0.454166785675799,-0.454166785675799,-0.454166785675799,-0.454166785675799,-0.454166785675799,-0.454166785675799,-0.454166785675799,-0.454166785675799,-0.454166785675799,-0.454166785675799,-0.454166785675799,-0.454166785675799,NA,-0.454166785675799,-0.454166785675799,-0.454166785675799,-0.454166785675799,-0.454166785675799,-0.454166785675799,NA,-0.454166785675799,-0.454166785675799
471.1294966,NA,-0.48798151298363,-0.48798151298363,NA,NA,NA,NA,NA,-0.48798151298363,-0.48798151298363,-0.48798151298363,NA,-0.48798151298363,-0.48798151298363,-0.48798151298363,-0.48798151298363,NA,-0.48798151298363,NA,NA,-0.48798151298363,-0.48798151298363,-0.48798151298363,-0.48798151298363,-0.48798151298363,-0.48798151298363,NA,-0.48798151298363,-0.48798151298363
443.1345768,-0.418153308259419,-0.418153308259419,-0.418153308259419,-0.418153308259419,-0.418153308259419,NA,-0.418153308259419,-0.418153308259419,-0.418153308259419,-0.418153308259419,-0.418153308259419,-0.418153308259419,NA,-0.418153308259419,-0.418153308259419,-0.418153308259419,-0.418153308259419,-0.418153308259419,-0.418153308259419,NA,-0.418153308259419,-0.418153308259419,NA,-0.418153308259419,-0.418153308259419,-0.418153308259419,-0.418153308259419,-0.418153308259419,-0.418153308259419
441.1189209,NA,-0.42538050644452,-0.42538050644452,NA,NA,NA,NA,NA,NA,NA,-0.42538050644452,-0.42538050644452,-0.42538050644452,-0.42538050644452,NA,-0.42538050644452,NA,-0.42538050644452,-0.42538050644452,NA,-0.42538050644452,-0.42538050644452,-0.42538050644452,-0.42538050644452,-0.42538050644452,-0.42538050644452,NA,NA,-0.42538050644452
455.1345795,NA,-0.522898242862041,-0.522898242862041,NA,NA,NA,NA,-0.522898242862041,-0.522898242862041,NA,-0.522898242862041,-0.522898242862041,NA,-0.522898242862041,-0.522898242862041,-0.522898242862041,-0.522898242862041,-0.522898242862041,-0.522898242862041,NA,-0.522898242862041,-0.522898242862041,-0.522898242862041,-0.522898242862041,-0.522898242862041,-0.522898242862041,NA,-0.522898242862041,-0.522898242862041
451.1396706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40070862752748,NA,NA,NA,NA,-0.40070862752748,-0.40070862752748,NA,NA,NA,NA
467.1345847,NA,-0.37198332350942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37198332350942,NA,NA,NA,NA
471.1658676,-0.420993143927884,-0.420993143927884,-0.420993143927884,NA,-0.420993143927884,NA,-0.420993143927884,NA,-0.420993143927884,NA,-0.420993143927884,-0.420993143927884,-0.420993143927884,-0.420993143927884,-0.420993143927884,NA,NA,-0.420993143927884,-0.420993143927884,NA,-0.420993143927884,-0.420993143927884,-0.420993143927884,-0.420993143927884,-0.420993143927884,-0.420993143927884,NA,-0.420993143927884,-0.420993143927884
473.1815225,-0.27393230861219,-0.27393230861219,-0.27393230861219,NA,-0.27393230861219,-0.27393230861219,-0.27393230861219,-0.27393230861219,-0.27393230861219,-0.27393230861219,-0.27393230861219,-0.27393230861219,-0.27393230861219,-0.27393230861219,-0.27393230861219,-0.27393230861219,-0.27393230861219,-0.27393230861219,-0.27393230861219,-0.27393230861219,-0.27393230861219,-0.27393230861219,-0.27393230861219,-0.27393230861219,-0.27393230861219,-0.27393230861219,-0.27393230861219,-0.27393230861219,-0.27393230861219
461.1815331,-14.0045974734027,-13.8252937289439,-13.2248292768927,-13.1990147891795,-12.9120703210574,-13.5596652467059,-12.777556138066,-13.5612599066588,-13.3208743870523,-13.1313088602771,-13.3435432114674,-13.3143938309987,-13.6416814769043,-13.4406787414219,-12.9496968248097,-13.4200919317599,-13.5939472283006,-13.5087007247453,-13.3442976311813,-13.1291168641428,-13.9076705878599,-12.6470023414107,-13.8624759056194,-13.7753709038919,-13.417072415299,-13.5099244910119,-13.5136258072954,-13.5837551668877,-13.8014157558836
463.1971801,-14.0830967301673,-13.5272945295248,-13.8750458858963,-13.6029026018083,-13.8177895913565,-13.5427939608666,-13.4964169279629,-13.5449411153471,-12.8747130014183,-13.7775095918176,-13.0738452965219,-13.704720163824,-13.3343615620646,-13.0001787310036,-13.2913055035965,-13.0758281512956,-13.2391715215086,-13.216635072382,-13.2705124424476,-13.2946357992229,-13.7650556163987,-13.6361042811482,-13.9790852997598,-12.9691000655463,-13.5276608588953,-13.0226352790931,-13.8913359824066,-13.6304632792532,-13.4502807761385
447.1658724,-13.4231218778059,-13.0243625128,-13.2766224993484,-13.356923532019,-13.489029888915,-13.7290452085508,-13.2173498661825,-13.5131441999581,-13.2339413181157,-13.9004655590917,-13.7443162922823,-13.9289173928471,-13.7201094673665,-13.9065531248558,-13.1778759249759,-13.3702260549186,-13.6547397437617,-13.8914085001169,-13.6552473079883,-13.3246342913923,-13.1366286450949,-13.198676746129,-13.7612939893297,-13.1961715991748,-13.6908005036692,-13.8701521362447,-13.5931836119839,-13.4081960568681,-13.0661042820899
443.1709648,-0.553399011718955,-0.553399011718955,-0.553399011718955,-0.553399011718955,-0.553399011718955,NA,-0.553399011718955,-0.553399011718955,-0.553399011718955,-0.553399011718955,-0.553399011718955,-0.553399011718955,-0.553399011718955,-0.553399011718955,-0.553399011718955,-0.553399011718955,-0.553399011718955,-0.553399011718955,-0.553399011718955,-0.553399011718955,-0.553399011718955,-0.553399011718955,-0.553399011718955,-0.553399011718955,-0.553399011718955,-0.553399011718955,-0.553399011718955,-0.553399011718955,-0.553399011718955
445.1866059,-12.9272616871664,-13.350825947553,-13.491263523222,-13.3018319280953,-13.9804497328641,-13.2166528751225,-12.9185338135779,-13.5224737231445,-14.1596689368693,-13.3537342055273,-13.3914324360256,-13.5874607976145,-13.6866902258567,-13.0309445222425,-13.7335895159997,-12.8880009472824,-13.2515368243686,-13.2637124496802,-13.4052705811488,-13.5109693751149,-12.9880595813262,-13.7441856263161,-13.4901224682876,-13.3179945178974,-13.1262286738922,-13.7371435499722,-14.219311580686,-13.3986357005157,-13.6789874949666
441.1553161,-0.234484616632753,-0.234484616632753,-0.234484616632753,NA,-0.234484616632753,NA,NA,NA,-0.234484616632753,-0.234484616632753,NA,NA,NA,NA,-0.234484616632753,NA,NA,NA,-0.234484616632753,NA,-0.234484616632753,-0.234484616632753,NA,-0.234484616632753,-0.234484616632753,-0.234484616632753,NA,NA,-0.234484616632753
453.1917027,-0.299328580574887,-0.299328580574887,NA,NA,NA,NA,-0.299328580574887,NA,NA,NA,NA,NA,NA,NA,NA,-0.299328580574887,-0.299328580574887,NA,NA,NA,NA,-0.299328580574887,NA,NA,-0.299328580574887,NA,NA,NA,-0.299328580574887
469.1866252,-0.298769472603962,-0.298769472603962,-0.298769472603962,NA,-0.298769472603962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.298769472603962,-0.298769472603962,-0.298769472603962,NA,NA,-0.298769472603962,-0.298769472603962,-0.298769472603962,NA,NA,-0.298769472603962
467.1709797,NA,-0.233340856371582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509.1815364,NA,-0.237357981128804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.237357981128804,NA,NA,NA,NA,NA,-0.237357981128804,NA,NA,NA,-0.237357981128804
431.149881,NA,NA,0.400255494619128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439.1760887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.353973634501708,NA,NA,NA,NA
481.1866419,NA,0.655408840184386,0.655408840184386,NA,NA,NA,NA,NA,0.655408840184386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.655408840184386,0.655408840184386,0.655408840184386,NA,NA,0.655408840184386
445.1655145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.286706420584709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553.2441443,NA,-0.0913797525343699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471.2022774,-0.524602187302519,-0.524602187302519,-0.524602187302519,NA,-0.524602187302519,NA,-0.524602187302519,-0.524602187302519,-0.524602187302519,-0.524602187302519,-0.524602187302519,-0.524602187302519,-0.524602187302519,-0.524602187302519,-0.524602187302519,-0.524602187302519,NA,-0.524602187302519,-0.524602187302519,-0.524602187302519,-0.524602187302519,-0.524602187302519,NA,-0.524602187302519,-0.524602187302519,-0.524602187302519,NA,-0.524602187302519,-0.524602187302519
473.2179306,-13.7163853106961,-13.6429898414731,-13.2145863322152,-13.4502823660433,-13.4651422171899,-13.1556716181984,-13.8856963000277,-13.5685666552864,-13.8120509484926,-13.5231761436064,-13.2972428552445,-13.7767639968458,-13.7835755524044,-13.509052762046,-13.7231057499668,-13.1923475322095,-13.2200453241348,-13.0237949625271,-13.1599695136872,-13.190460275087,-13.7821864415362,-13.2703308262367,-13.2249033044568,-13.0054360697145,-12.622935015835,-12.9696319656743,-13.326496743012,-13.4395933229605,-13.0911667594629
499.2335929,-0.390147241751769,-0.390147241751769,-0.390147241751769,NA,-0.390147241751769,NA,-0.390147241751769,-0.390147241751769,-0.390147241751769,-0.390147241751769,NA,-0.390147241751769,-0.390147241751769,-0.390147241751769,-0.390147241751769,-0.390147241751769,NA,NA,-0.390147241751769,-0.390147241751769,-0.390147241751769,-0.390147241751769,-0.390147241751769,-0.390147241751769,-0.390147241751769,-0.390147241751769,NA,-0.390147241751769,-0.390147241751769
477.2128527,-13.6889822505162,-13.516884983386,-12.9515351531317,-13.3966797352672,-13.6288266667742,-13.6349688638005,-13.1443160249408,-13.1698650700535,-13.6975038619134,-13.3737549895841,-13.2331332931595,-13.2238401769801,-13.3783335245504,-13.2310028533956,-13.4471740260126,-13.2625710197298,-13.0996595541818,-13.301068090251,-13.4581411674941,-13.582155216345,-13.774685730553,-13.4506281530092,-13.3505263591077,-13.4891620678814,-13.6023096922851,-13.1292927438935,-13.5587233990706,-13.2492711747058,-13.6476005898478
489.2128585,-13.6612129784969,-13.5185404713524,-13.0548024642359,-13.4416191305724,-13.8674645904139,-13.4110592950637,-13.4531237707286,-13.0596796837826,-13.7871896961755,-13.6743476809229,-13.1706293879745,-13.3272192782962,-13.8256108610376,-13.0325744143382,-13.1798732925008,-12.7365312334672,-13.4286232168737,-13.8254220212389,-13.8257194338744,-12.7481482779068,-13.6186219130041,-14.0323640292598,-13.3825086043685,-13.3132661080108,-13.1633240218822,-13.2278065416302,-13.4629578143659,-13.7373560284016,-12.847156668351
