,June_S_1_S_12_so_R1,June_S_1_M_12_so_R1,June_S_1_D_12_so_R1,June_S_2_S_12_so_R1,June_S_2_M_12_so_R1,June_S_2_D_12_so_R1,June_S_3_S_12_so_R1,June_S_3_M_12_so_R1,June_S_3_D_12_so_R1,July_S_1_S_12_so_R1,July_S_1_M_12_so_R1,July_S_1_D_12_so_R1,July_S_2_S_12_so_R1,July_S_2_M_12_so_R1,July_S_2_D_12_so_R1,July_S_3_S_12_so_R1,Aug_S_1_S_12_so_R1,Aug_S_1_M_12_so_R1,Aug_S_1_D_12_so_R1,Aug_S_2_M_12_so_R1,Aug_S_2_D_12_so_R1,Aug_S_3_S_12_so_R1
20160700_S33_6,0.820028594878693,0.820028594878693,NA,0.820028594878693,0.820028594878693,NA,0.820028594878693,0.820028594878693,NA,0.820028594878693,0.820028594878693,0.820028594878693,0.820028594878693,0.820028594878693,0.820028594878693,0.820028594878693,NA,NA,NA,NA,NA,0.820028594878693
20140700_S33_15,0.384679996719042,0.384679996719041,NA,0.384679996719042,0.384679996719042,NA,NA,0.384679996719042,0.384679996719042,0.384679996719042,0.384679996719042,0.384679996719042,0.384679996719042,0.384679996719042,0.384679996719042,NA,NA,NA,NA,NA,NA,NA
3300022861_3,NA,NA,3.37568578146814,NA,NA,NA,NA,NA,NA,NA,NA,3.37568578146814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20120700_S1D_20,1.13564776638436,1.13564776638436,NA,1.13564776638436,1.13564776638435,NA,NA,1.13564776638435,1.13564776638436,1.13564776638436,1.13564776638436,1.13564776638436,1.13564776638436,1.13564776638436,1.13564776638435,NA,1.13564776638436,1.13564776638436,NA,NA,1.13564776638436,NA
20160700_S13_19,NA,NA,NA,NA,NA,-0.271161783937277,NA,NA,NA,NA,NA,-0.271161783937277,NA,NA,NA,NA,NA,-0.271161783937277,NA,NA,-0.271161783937277,NA
3300037196_13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16797866490637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20120700_S1D_52,NA,-0.126776482953935,-0.126776482953935,NA,-0.126776482953935,-0.126776482953935,NA,NA,-0.126776482953935,-0.126776482953935,-0.126776482953935,-0.126776482953936,NA,-0.126776482953936,-0.126776482953935,NA,-0.126776482953935,-0.126776482953935,-0.126776482953935,-0.126776482953935,-0.126776482953935,NA
20110800_S3S_33,NA,NA,NA,-0.148108902493995,NA,NA,-0.148108902493995,NA,NA,-0.148108902493995,NA,-0.148108902493995,-0.148108902493995,NA,NA,-0.148108902493995,-0.148108902493995,NA,NA,NA,NA,NA
20150700_S21_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.20497086983674,NA,NA,NA,NA,NA,-0.20497086983674,-0.20497086983674,NA,NA,NA,NA,-0.20497086983674
20120700_S1D_95,-0.0445063350613756,-0.0445063350613755,NA,-0.0445063350613755,-0.0445063350613755,NA,-0.0445063350613755,-0.0445063350613756,-0.0445063350613755,-0.0445063350613755,-0.0445063350613755,-0.0445063350613755,-0.0445063350613757,-0.0445063350613755,-0.0445063350613756,-0.0445063350613754,-0.0445063350613756,-0.0445063350613755,NA,NA,-0.0445063350613756,-0.0445063350613755
20170700_S33_24,-0.231356374247791,-0.231356374247791,-0.231356374247791,-0.231356374247791,-0.231356374247791,-0.231356374247791,NA,-0.231356374247791,-0.231356374247791,NA,NA,-0.231356374247791,-0.231356374247791,-0.231356374247791,-0.231356374247791,NA,-0.231356374247791,-0.231356374247791,-0.231356374247791,-0.231356374247791,-0.231356374247791,NA
20110800_S3S_28,-0.132353624068263,-0.132353624068263,NA,-0.132353624068263,NA,NA,-0.132353624068263,NA,NA,-0.132353624068263,-0.132353624068263,-0.132353624068263,-0.132353624068263,-0.132353624068263,-0.132353624068263,-0.132353624068263,-0.132353624068263,NA,NA,NA,NA,NA
PLTJ01,NA,NA,-0.149680143063993,NA,-0.149680143063993,-0.149680143063993,NA,-0.149680143063993,-0.149680143063993,NA,NA,-0.149680143063993,NA,NA,-0.149680143063993,NA,-0.149680143063993,-0.149680143063993,-0.149680143063993,-0.149680143063993,-0.149680143063993,NA
20150700_E23_13,NA,NA,NA,-0.248940089872159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PLSL01,NA,NA,NA,NA,0.0522012139701996,NA,NA,0.0522012139701995,NA,NA,NA,0.0522012139701998,NA,NA,NA,NA,NA,0.0522012139701997,NA,0.0522012139701996,0.0522012139701998,NA
20111000_S3S_5,NA,NA,NA,NA,NA,NA,0.0249099197787555,NA,NA,0.0249099197787555,NA,0.0249099197787556,0.0249099197787556,NA,NA,NA,0.0249099197787553,NA,NA,NA,NA,NA
20110800_P2D_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.306438626932855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20140700_S21_6,-0.455277608806571,-0.455277608806571,NA,-0.455277608806571,NA,NA,-0.455277608806571,NA,NA,NA,NA,-0.455277608806571,-0.455277608806571,-0.455277608806571,NA,-0.455277608806571,-0.455277608806571,NA,NA,NA,NA,-0.455277608806571
20120700_S1D_87,-0.301242153054745,-0.301242153054745,NA,-0.301242153054745,-0.301242153054745,-0.301242153054745,NA,-0.301242153054745,-0.301242153054745,-0.301242153054745,-0.301242153054745,-0.301242153054745,-0.301242153054745,-0.301242153054744,-0.301242153054745,NA,-0.301242153054745,-0.301242153054745,-0.301242153054744,NA,-0.301242153054745,NA
20120700_P3D_87,NA,NA,-0.373169073711014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.373169073711014,NA,NA,NA,NA,NA,NA,NA
20150700_S21_2,0.322274349612772,NA,NA,NA,NA,NA,0.322274349612772,0.322274349612772,NA,NA,NA,NA,0.322274349612772,NA,NA,0.322274349612772,NA,NA,NA,NA,NA,0.322274349612772
20120700_P2D_11,NA,NA,NA,NA,NA,NA,NA,0.120973716795199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3300036888_6,NA,NA,-0.407724131839096,NA,NA,-0.407724131839096,NA,NA,-0.407724131839096,NA,NA,-0.407724131839096,NA,NA,-0.407724131839096,NA,-0.407724131839096,-0.407724131839096,-0.407724131839096,NA,NA,NA
3300037360_7,NA,-0.446963701758529,-0.446963701758529,-0.446963701758529,-0.446963701758529,-0.446963701758529,NA,-0.446963701758529,-0.446963701758529,NA,NA,-0.446963701758529,NA,-0.446963701758529,-0.446963701758529,NA,-0.446963701758529,-0.446963701758529,-0.446963701758529,-0.446963701758529,-0.446963701758529,NA
20120700_S1D_27,-0.0785188243142949,-0.078518824314295,-0.078518824314295,-0.0785188243142949,-0.0785188243142948,-0.0785188243142948,-0.0785188243142949,-0.0785188243142949,-0.078518824314295,-0.0785188243142948,-0.0785188243142947,-0.0785188243142949,-0.0785188243142949,-0.0785188243142949,-0.0785188243142948,NA,-0.0785188243142948,-0.0785188243142949,-0.078518824314295,-0.078518824314295,-0.0785188243142949,NA
20120700_P3S_1,-0.205644502332283,NA,NA,NA,NA,NA,-0.205644502332283,NA,NA,NA,NA,-0.205644502332283,NA,-0.205644502332283,NA,NA,NA,NA,NA,NA,NA,-0.205644502332283
3300037040_8,NA,NA,-0.740968108394466,NA,-0.740968108394466,NA,-0.740968108394466,-0.740968108394466,-0.740968108394466,NA,NA,-0.740968108394466,NA,NA,-0.740968108394466,NA,NA,-0.740968108394466,NA,NA,NA,NA
20120700_P3D_148,-0.822228166401076,NA,-0.822228166401076,-0.822228166401076,-0.822228166401076,-0.822228166401076,-0.822228166401076,-0.822228166401076,-0.822228166401076,NA,NA,-0.822228166401076,NA,-0.822228166401076,-0.822228166401076,NA,NA,-0.822228166401076,-0.822228166401076,NA,NA,NA
20140700_S12_15,-11.5911817934678,-11.8726730027273,-11.0567283208546,-11.6184510789875,-11.6630090301931,-11.4178034392543,-11.6243602600271,-11.7019311449586,-11.8458776547455,-11.9445824670453,-11.88857744039,-11.7962722752687,-11.1902070497518,-11.7432925099408,-11.2199926603404,-11.8317993582586,-11.2555274946445,-11.4561621162193,-11.3619721624397,-11.8434833507625,-11.4820770040124,-11.6456562146701
20120700_S1D_31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.259604456563109,NA,NA,NA,NA,NA,-0.259604456563109,NA,NA,NA,NA
20120700_S1D_6,0.0805987693680412,0.080598769368041,NA,0.0805987693680412,0.0805987693680412,0.0805987693680413,NA,0.0805987693680412,0.0805987693680411,0.0805987693680411,NA,0.0805987693680412,NA,NA,0.0805987693680413,NA,0.0805987693680411,0.0805987693680411,0.080598769368041,0.0805987693680412,0.080598769368041,NA
20120700_S1D_106,NA,NA,-0.216664256610111,NA,-0.216664256610111,-0.216664256610111,NA,NA,-0.216664256610111,NA,NA,-0.216664256610111,NA,NA,-0.216664256610111,NA,-0.216664256610111,-0.216664256610111,-0.216664256610111,NA,NA,NA
20170700_S35_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.412273711858216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20130700_S1X_7,0.037130065062754,0.037130065062754,0.037130065062754,0.0371300650627539,0.0371300650627538,NA,0.037130065062754,0.037130065062754,0.0371300650627538,0.0371300650627541,0.0371300650627538,0.0371300650627539,0.037130065062754,0.037130065062754,0.0371300650627541,0.037130065062754,0.037130065062754,0.0371300650627539,NA,NA,0.0371300650627539,0.0371300650627539
20111000_S3S_9,NA,NA,NA,0.291257082905563,NA,NA,0.291257082905563,NA,NA,0.291257082905563,0.291257082905563,0.291257082905563,0.291257082905563,NA,NA,0.291257082905563,0.291257082905563,NA,NA,NA,NA,NA
20111000_S3S_12,NA,NA,NA,NA,NA,NA,0.141905623791173,NA,NA,0.141905623791173,NA,0.141905623791173,0.141905623791173,NA,NA,NA,0.141905623791173,NA,NA,NA,NA,NA
PLSW01,0.185577543718565,0.185577543718565,0.185577543718565,0.185577543718565,0.185577543718564,NA,NA,0.185577543718564,0.185577543718565,NA,NA,0.185577543718564,NA,0.185577543718564,0.185577543718565,NA,NA,0.185577543718565,NA,0.185577543718565,0.185577543718565,NA
20120700_S1D_84,0.294940643760548,0.294940643760548,NA,0.294940643760548,0.294940643760547,0.294940643760548,NA,0.294940643760548,NA,0.294940643760548,0.294940643760547,0.294940643760547,0.294940643760548,0.294940643760548,0.294940643760548,NA,0.294940643760548,0.294940643760547,0.294940643760548,NA,0.294940643760548,NA
20110800_S3S_11,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52989293692624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20120700_S1D_102,NA,-0.31363962520727,-0.31363962520727,NA,-0.31363962520727,-0.31363962520727,NA,-0.31363962520727,-0.31363962520727,NA,NA,-0.31363962520727,NA,NA,-0.31363962520727,NA,NA,-0.31363962520727,-0.31363962520727,NA,-0.31363962520727,NA
20110800_E3D_18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.424038917926789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20110700_P2D_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.462153141292606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20160700_S23_17,-0.596192052068864,-0.596192052068864,NA,-0.596192052068864,-0.596192052068864,-0.596192052068864,-0.596192052068864,-0.596192052068864,NA,NA,NA,-0.596192052068864,-0.596192052068864,-0.596192052068864,-0.596192052068864,-0.596192052068864,-0.596192052068864,-0.596192052068864,-0.596192052068864,-0.596192052068864,NA,-0.596192052068864
20120700_S1D_19,-0.616283197675303,-0.616283197675303,-0.616283197675303,-0.616283197675303,-0.616283197675303,-0.616283197675303,NA,-0.616283197675303,-0.616283197675303,-0.616283197675303,-0.616283197675303,-0.616283197675303,-0.616283197675303,-0.616283197675303,-0.616283197675303,NA,-0.616283197675303,-0.616283197675303,-0.616283197675303,-0.616283197675303,-0.616283197675303,NA
20120700_S1D_60,NA,NA,-0.699295634641115,NA,-0.699295634641115,-0.699295634641114,NA,-0.699295634641115,-0.699295634641115,NA,NA,-0.699295634641115,NA,NA,-0.699295634641115,NA,NA,-0.699295634641115,-0.699295634641115,-0.699295634641115,-0.699295634641115,NA
20130700_C2M_5,NA,NA,NA,NA,NA,-0.259576755211906,NA,NA,NA,NA,NA,-0.259576755211906,NA,NA,NA,NA,NA,NA,-0.259576755211906,NA,NA,NA
20120600_E1D_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.340136144082985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20170700_S34_29,NA,NA,-0.608034359153741,NA,-0.608034359153741,-0.608034359153741,NA,NA,NA,NA,NA,-0.608034359153741,NA,NA,-0.608034359153741,NA,NA,-0.608034359153741,-0.608034359153741,-0.608034359153741,NA,NA
20120700_S1D_55,-0.224607469713928,-0.224607469713928,-0.224607469713928,-0.224607469713928,-0.224607469713928,-0.224607469713928,NA,-0.224607469713928,-0.224607469713928,-0.224607469713928,-0.224607469713928,-0.224607469713928,-0.224607469713928,-0.224607469713928,-0.224607469713928,NA,-0.224607469713928,-0.224607469713928,-0.224607469713928,-0.224607469713928,-0.224607469713928,NA
20130700_C2M_9,NA,NA,NA,NA,NA,-0.441632965856962,NA,NA,NA,NA,NA,-0.441632965856962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20120700_S1X_15,NA,NA,-0.270610893553669,NA,NA,-0.270610893553669,NA,NA,NA,NA,NA,-0.270610893553669,NA,NA,-0.270610893553669,NA,-0.270610893553669,-0.270610893553669,-0.270610893553669,NA,NA,NA
20120800_E3S_6,NA,NA,NA,NA,NA,-0.365397967185256,NA,NA,NA,NA,NA,-0.365397967185256,NA,NA,-0.365397967185256,NA,NA,-0.365397967185256,-0.365397967185256,NA,NA,NA
20110600_S3M_2,NA,NA,NA,NA,NA,-0.339558076699537,NA,NA,NA,NA,NA,-0.339558076699537,NA,NA,-0.339558076699537,NA,NA,-0.339558076699537,-0.339558076699537,NA,NA,NA
20120700_P3D_102,NA,NA,NA,NA,NA,-0.383826395949161,NA,NA,NA,NA,NA,-0.383826395949161,NA,NA,-0.383826395949161,NA,NA,-0.383826395949161,-0.383826395949161,NA,NA,NA
20130700_C1Y_13,NA,NA,NA,NA,NA,-0.334686367408641,NA,NA,NA,NA,NA,-0.334686367408641,NA,NA,-0.334686367408641,NA,NA,-0.334686367408641,-0.334686367408641,NA,NA,NA
20110800_S3D_28,NA,NA,-0.219977593024197,NA,-0.219977593024197,-0.219977593024197,NA,-0.219977593024197,-0.219977593024197,NA,NA,-0.219977593024197,NA,NA,-0.219977593024197,NA,-0.219977593024197,-0.219977593024197,-0.219977593024197,-0.219977593024197,-0.219977593024197,NA
20160700_S23_5,NA,NA,NA,NA,NA,NA,-0.573281674061603,NA,NA,NA,NA,NA,NA,NA,NA,-0.573281674061603,NA,NA,NA,NA,NA,-0.573281674061603
20140700_S22_6,-0.531604096386015,-0.531604096386015,-0.531604096386015,-0.531604096386015,-0.531604096386015,-0.531604096386015,NA,-0.531604096386015,NA,-0.531604096386015,-0.531604096386015,-0.531604096386015,-0.531604096386015,-0.531604096386015,-0.531604096386015,NA,-0.531604096386015,-0.531604096386015,-0.531604096386015,NA,NA,NA
20110800_S1D_14,-0.617373145185769,-0.617373145185769,-0.617373145185769,NA,-0.617373145185769,-0.617373145185769,NA,-0.617373145185769,-0.617373145185769,NA,NA,-0.617373145185769,NA,-0.617373145185769,-0.617373145185769,NA,-0.617373145185769,-0.617373145185769,-0.617373145185769,NA,NA,NA
20120700_S1D_46,NA,NA,NA,-0.597140165314328,-0.597140165314328,-0.597140165314328,NA,NA,NA,NA,NA,-0.597140165314328,NA,NA,-0.597140165314328,NA,NA,-0.597140165314328,-0.597140165314328,NA,NA,NA
20120700_S1D_33,NA,0.0133936576864715,0.0133936576864713,NA,0.0133936576864713,0.0133936576864713,NA,NA,NA,NA,NA,0.0133936576864716,NA,NA,0.0133936576864713,NA,NA,0.0133936576864715,0.0133936576864713,0.0133936576864712,0.0133936576864713,NA
20110800_S3S_27,0.0887589207223283,NA,NA,0.0887589207223282,NA,NA,0.0887589207223283,0.0887589207223281,NA,0.0887589207223281,0.0887589207223281,0.0887589207223282,0.0887589207223284,0.0887589207223282,0.0887589207223282,0.088758920722328,0.0887589207223283,NA,NA,NA,NA,0.0887589207223282
20110800_S3S_24,-0.0293003685369818,NA,NA,NA,NA,NA,-0.0293003685369817,NA,NA,NA,NA,NA,-0.0293003685369816,NA,NA,-0.0293003685369817,-0.0293003685369816,NA,NA,NA,NA,-0.0293003685369817
20120700_S1D_5,-0.0434249529692478,-0.0434249529692477,NA,-0.0434249529692477,-0.0434249529692478,-0.0434249529692476,NA,-0.0434249529692476,-0.0434249529692476,-0.0434249529692477,-0.0434249529692475,-0.0434249529692477,-0.0434249529692476,-0.0434249529692477,-0.0434249529692476,NA,-0.0434249529692476,-0.0434249529692478,NA,NA,-0.0434249529692476,NA
20111000_S2S_7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.265249510848274,NA,0.265249510848274,0.265249510848274,NA,NA,NA,0.265249510848274,NA,NA,NA,NA,NA
20120700_S1S_6,NA,NA,NA,0.36170186314402,NA,NA,NA,NA,NA,0.36170186314402,NA,0.36170186314402,0.36170186314402,NA,NA,NA,0.36170186314402,NA,NA,NA,NA,NA
20110600_S1S_4,0.841332511217535,NA,NA,0.841332511217535,NA,NA,0.841332511217536,NA,NA,0.841332511217535,0.841332511217536,0.841332511217536,0.841332511217536,0.841332511217535,NA,0.841332511217536,0.841332511217536,NA,NA,NA,NA,0.841332511217536
20150700_S21_10,NA,NA,NA,0.410536716397223,NA,NA,0.410536716397224,NA,NA,0.410536716397224,NA,NA,0.410536716397224,NA,NA,0.410536716397224,0.410536716397223,NA,NA,NA,NA,0.410536716397223
20160700_P15_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.209810274961062,NA,NA,NA,NA,NA,NA,NA
20140700_S12_11,0.231696167267479,0.231696167267479,0.231696167267479,0.231696167267479,0.231696167267479,0.231696167267479,NA,0.231696167267479,0.231696167267479,0.231696167267479,0.231696167267479,0.231696167267479,NA,0.231696167267479,0.231696167267479,NA,0.231696167267479,0.23169616726748,0.231696167267479,0.231696167267479,0.231696167267479,NA
20170700_S25_8,NA,NA,-0.422296684768406,NA,-0.422296684768406,-0.422296684768406,NA,-0.422296684768406,-0.422296684768406,NA,NA,-0.422296684768406,NA,NA,-0.422296684768406,NA,NA,-0.422296684768406,-0.422296684768406,NA,-0.422296684768406,NA
20120700_P3D_101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.221014431261141,NA,NA,NA,NA,NA,-0.221014431261141,NA,-0.221014431261142,-0.221014431261142,NA
20120500_P32_6,NA,NA,-0.312289363125748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.312289363125748,NA,NA,NA,NA,NA,NA,NA
20170700_S25_3,NA,NA,-0.265267850373977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20150700_P15_5,NA,NA,NA,NA,NA,NA,-0.173393286333079,NA,NA,NA,NA,NA,NA,NA,NA,-0.173393286333079,NA,NA,NA,NA,NA,-0.173393286333079
20140700_S21_18,0.233691478891759,0.233691478891759,NA,0.233691478891759,0.233691478891759,NA,0.233691478891759,NA,NA,0.233691478891759,0.233691478891759,0.233691478891759,0.233691478891759,0.233691478891759,0.233691478891759,0.233691478891759,0.233691478891759,NA,NA,NA,NA,0.233691478891759
20111000_S3S_10,-0.0419412180420693,NA,NA,-0.0419412180420694,NA,NA,NA,NA,NA,-0.0419412180420695,NA,-0.0419412180420694,-0.0419412180420692,NA,-0.0419412180420693,-0.0419412180420695,-0.0419412180420695,NA,NA,NA,NA,NA
20110800_S3S_26,NA,NA,NA,0.00167820512882417,NA,NA,0.00167820512882413,NA,NA,0.00167820512882396,NA,0.00167820512882403,0.00167820512882403,NA,NA,NA,0.00167820512882405,NA,NA,NA,NA,NA
20120600_P3M_9,NA,NA,NA,NA,NA,NA,0.132582877238374,NA,NA,0.132582877238374,NA,NA,0.132582877238374,NA,NA,0.132582877238374,NA,NA,NA,NA,NA,0.132582877238374
20110800_S3S_25,-0.328061375803544,-0.328061375803544,NA,-0.328061375803544,NA,NA,-0.328061375803544,NA,NA,-0.328061375803544,-0.328061375803544,-0.328061375803544,-0.328061375803544,-0.328061375803544,NA,-0.328061375803544,-0.328061375803544,NA,NA,NA,NA,-0.328061375803544
20120700_S1D_64,-0.395870310291734,-0.395870310291734,NA,-0.395870310291734,-0.395870310291734,NA,NA,-0.395870310291734,NA,-0.395870310291734,-0.395870310291734,-0.395870310291734,-0.395870310291734,-0.395870310291734,-0.395870310291734,NA,-0.395870310291734,-0.395870310291734,NA,NA,-0.395870310291734,NA
20120600_S1D_1,NA,NA,-0.358790018001094,NA,-0.358790018001094,-0.358790018001094,NA,NA,-0.358790018001094,NA,NA,-0.358790018001094,NA,NA,-0.358790018001094,NA,NA,NA,-0.358790018001094,-0.358790018001094,NA,NA
20110600_S1D_15,-0.427820459061766,-0.427820459061766,-0.427820459061766,-0.427820459061766,-0.427820459061766,-0.427820459061766,NA,-0.427820459061766,-0.427820459061766,-0.427820459061766,NA,-0.427820459061766,-0.427820459061766,-0.427820459061766,-0.427820459061766,NA,-0.427820459061766,-0.427820459061766,-0.427820459061766,-0.427820459061766,-0.427820459061766,NA
20110600_P1M_18,NA,NA,-0.547935064241348,NA,NA,-0.547935064241348,NA,NA,NA,NA,NA,-0.547935064241348,NA,NA,-0.547935064241348,NA,NA,NA,NA,-0.547935064241348,NA,NA
20120700_P1D_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.529015195470711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20170700_S25_14,NA,NA,-0.549461912812397,NA,NA,NA,NA,NA,NA,NA,NA,-0.549461912812397,NA,NA,-0.549461912812397,NA,NA,NA,-0.549461912812397,NA,NA,NA
20140700_S16_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.533657682830538,NA,NA,NA,NA,NA,NA,-0.533657682830538,NA,NA,NA
20170700_S24_10,NA,NA,-0.461373325207111,NA,NA,-0.461373325207111,NA,NA,-0.461373325207111,NA,NA,-0.461373325207111,NA,NA,-0.461373325207111,NA,-0.461373325207111,-0.461373325207111,-0.46137332520711,-0.461373325207111,NA,NA
20140700_S32_12,NA,NA,-0.478073353082507,NA,NA,-0.478073353082507,NA,NA,NA,NA,NA,-0.478073353082507,NA,NA,-0.478073353082507,NA,NA,-0.478073353082507,-0.478073353082507,-0.478073353082507,NA,-0.478073353082507
20120700_S1D_114,-0.465222712636473,-0.465222712636473,-0.465222712636473,-0.465222712636473,-0.465222712636473,-0.465222712636473,NA,-0.465222712636473,-0.465222712636473,-0.465222712636473,-0.465222712636473,-0.465222712636473,-0.465222712636473,-0.465222712636473,-0.465222712636473,NA,-0.465222712636473,-0.465222712636473,-0.465222712636473,-0.465222712636473,-0.465222712636473,NA
20120800_P1D_1,NA,NA,NA,NA,NA,NA,-0.449246191723837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.449246191723836
20150700_P31_7,NA,NA,NA,NA,NA,NA,-0.424980045500011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.424980045500011
20140700_S21_12,-0.667527957571014,-0.667527957571014,NA,-0.667527957571014,NA,NA,-0.667527957571014,NA,NA,NA,-0.667527957571014,NA,-0.667527957571014,-0.667527957571014,-0.667527957571014,-0.667527957571014,-0.667527957571014,NA,NA,NA,NA,-0.667527957571014
20110800_S3M_18,-0.738365568846803,-0.738365568846803,-0.738365568846802,-0.738365568846802,-0.738365568846802,-0.738365568846803,NA,-0.738365568846802,-0.738365568846802,-0.738365568846802,-0.738365568846802,-0.738365568846802,-0.738365568846802,-0.738365568846802,-0.738365568846803,NA,-0.738365568846802,-0.738365568846802,-0.738365568846803,-0.738365568846802,-0.738365568846802,NA
20130700_C2D_3,NA,NA,-0.524230262446727,NA,NA,NA,NA,NA,NA,NA,NA,-0.524230262446727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20170700_S25_13,-0.521271906816566,-0.521271906816566,-0.521271906816566,-0.521271906816566,-0.521271906816566,-0.521271906816566,NA,-0.521271906816566,-0.521271906816566,-0.521271906816566,-0.521271906816566,-0.521271906816566,-0.521271906816566,-0.521271906816566,-0.521271906816566,NA,-0.521271906816566,-0.521271906816566,-0.521271906816566,-0.521271906816566,-0.521271906816566,NA
20130700_S3M_3,-0.554830865575643,-0.554830865575642,NA,-0.554830865575642,-0.554830865575642,NA,NA,-0.554830865575643,NA,NA,NA,-0.554830865575643,-0.554830865575642,-0.554830865575643,-0.554830865575643,NA,-0.554830865575643,-0.554830865575642,NA,NA,-0.554830865575642,NA
20150700_E15_22,-0.495094748484552,-0.495094748484552,-0.495094748484552,-0.495094748484552,-0.495094748484552,-0.495094748484552,NA,NA,-0.495094748484552,-0.495094748484552,-0.495094748484552,-0.495094748484552,NA,-0.495094748484552,-0.495094748484552,NA,-0.495094748484552,-0.495094748484552,-0.495094748484552,-0.495094748484552,-0.495094748484552,NA
20170700_S24_14,-11.2767501892955,-11.5917619971727,-11.7298092207926,-11.5751436858471,-11.507715577907,-11.6876906489305,-11.7730432976384,-11.4341227434351,-11.49023407797,-11.7484784866111,-11.9613174781603,-11.0865005563619,-11.4389621576698,-11.3692069843435,-12.3864019394627,-12.0609885146937,-11.4183905329007,-11.6039375594242,-11.5374171515574,-11.506413868334,-11.7358498826389,-12.0699504247137
20120800_E1D_18,NA,NA,-0.666365285934455,NA,-0.666365285934455,-0.666365285934455,NA,-0.666365285934455,-0.666365285934455,-0.666365285934455,-0.666365285934455,-0.666365285934454,NA,NA,-0.666365285934455,NA,-0.666365285934455,-0.666365285934455,-0.666365285934455,-0.666365285934455,-0.666365285934455,NA
20110600_S1M_11,NA,NA,-0.679053633150123,NA,-0.679053633150123,-0.679053633150123,NA,-0.679053633150123,-0.679053633150123,NA,NA,-0.679053633150124,NA,NA,-0.679053633150123,NA,-0.679053633150123,-0.679053633150124,-0.679053633150123,-0.679053633150124,-0.679053633150123,NA
20120700_S1D_104,-0.655784636185834,-0.655784636185834,NA,-0.655784636185834,-0.655784636185834,-0.655784636185834,NA,-0.655784636185834,-0.655784636185834,-0.655784636185834,-0.655784636185834,-0.655784636185834,NA,-0.655784636185834,-0.655784636185834,NA,-0.655784636185834,-0.655784636185834,-0.655784636185834,-0.655784636185834,-0.655784636185834,NA
20150700_S15_15,NA,NA,-0.617551312137603,NA,NA,-0.617551312137603,NA,NA,NA,NA,NA,-0.617551312137603,NA,NA,-0.617551312137603,NA,NA,-0.617551312137603,-0.617551312137603,NA,NA,NA
20110700_S3M_11,-0.634960220005783,-0.634960220005783,-0.634960220005783,NA,-0.634960220005784,-0.634960220005783,NA,-0.634960220005783,-0.634960220005783,-0.634960220005783,NA,-0.634960220005783,-0.634960220005783,-0.634960220005783,-0.634960220005784,NA,-0.634960220005783,-0.634960220005783,-0.634960220005783,-0.634960220005784,-0.634960220005783,NA
20120800_E3X_27,NA,NA,NA,NA,NA,-0.650520884049926,NA,NA,NA,NA,NA,-0.650520884049927,-0.650520884049926,NA,-0.650520884049927,NA,-0.650520884049926,-0.650520884049927,-0.650520884049926,NA,NA,NA
