New_ID,Mass
mass11111,537.1073741
mass11110,537.1038391
mass11109,537.0949765
mass11108,537.0885726
mass11107,537.0674036
mass11106,537.0626807
mass11105,537.0521226
mass11104,537.029766
mass11103,537.0290598
mass11102,536.5958765
mass11101,536.243004
mass11100,536.236316
mass11099,536.224911
mass11098,536.2097915
mass11097,536.188399
mass11096,536.1621047
mass11095,536.0941643
mass11094,535.3276102
mass11093,535.2912277
mass11092,535.2759378
mass11091,535.2621485
mass11090,535.2548876
mass11089,535.239536
mass11088,535.2258138
mass11087,535.2185342
mass11086,535.214128
mass11085,535.2050835
mass11084,535.2031042
mass11083,535.187886
mass11082,535.1821666
mass11081,535.180255
mass11080,535.1668084
mass11079,535.1516445
mass11078,535.1457599
mass11077,535.1338089
mass11076,535.1303748
mass11075,535.1245175
mass11074,535.1093414
mass11073,535.0881747
mass11072,535.086349
mass11071,535.07359
mass11070,535.0729112
mass11069,535.0517267
mass11068,535.0364608
mass11067,534.2669357
mass11066,534.230558
mass11065,534.194064
mass11064,534.173114
mass11063,533.3119801
mass11062,533.2966668
mass11061,533.2826885
mass11060,533.2755929
mass11059,533.2602819
mass11058,533.246523
mass11057,533.2392458
mass11056,533.2238707
mass11055,533.210042
mass11054,533.2088935
mass11053,533.2028816
mass11052,533.1874424
mass11051,533.185445
mass11050,533.1723622
mass11049,533.1665029
mass11048,533.1512036
mass11047,533.1360168
mass11046,533.1301311
mass11045,533.114859
mass11044,533.1089453
mass11043,533.093659
mass11042,533.0795157
mass11041,533.0724303
mass11040,533.0572924
mass11039,532.924812
mass11038,532.239798
mass11037,532.2148112
mass11036,532.1883056
mass11035,532.166901
mass11034,532.0913395
mass11033,531.3691833
mass11032,531.3326858
mass11031,531.2963195
mass11030,531.2809958
mass11029,531.2599511
mass11028,531.245254
mass11027,531.2446021
mass11026,531.243652
mass11025,531.2308317
mass11024,531.2235928
mass11023,531.2082642
mass11022,531.2042255
mass11021,531.1929736
mass11020,531.1872194
mass11019,531.1752435
mass11018,531.1719094
mass11017,531.1567515
mass11016,531.1508854
mass11015,531.1355821
mass11014,531.1203401
mass11013,531.1144916
mass11012,531.112258
mass11011,531.0990402
mass11010,531.096938
mass11009,531.0932665
mass11008,531.0879893
mass11007,531.0780343
mass11006,531.056602
mass11005,531.0416493
mass11004,530.2832365
mass11003,530.2466794
mass11002,530.2354824
mass11001,530.210405
mass11000,530.208909
mass10999,530.1991743
mass10998,530.177799
mass10997,530.1726813
mass10996,530.161421
mass10995,530.1515648
mass10994,530.1293913
mass10993,529.3169376
mass10992,529.305187
mass10991,529.3018533
mass10990,529.299375
mass10989,529.2807019
mass10988,529.2654415
mass10987,529.2629075
mass10986,529.25161
mass10985,529.2443499
mass10984,529.2290646
mass10983,529.2249133
mass10982,529.215776
mass10981,529.213694
mass10980,529.207971
mass10979,529.204018
mass10978,529.1926498
mass10977,529.1773732
mass10976,529.1715686
mass10975,529.1581981
mass10974,529.1563038
mass10973,529.1537756
mass10972,529.150428
mass10971,529.141063
mass10970,529.1351884
mass10969,529.134214
mass10968,529.133249
mass10967,529.1199264
mass10966,529.1046085
mass10965,529.0987989
mass10964,529.0835053
mass10963,529.0623977
mass10962,529.0470183
mass10961,529.0341871
mass10960,529.0259213
mass10959,528.9084565
mass10958,528.3037418
mass10957,528.2675681
mass10956,528.2311392
mass10955,528.219942
mass10954,528.1934423
mass10953,528.1835284
mass10952,528.161912
mass10951,528.1570472
mass10950,528.1514066
mass10949,528.133149
mass10948,528.123461
mass10947,528.041769
mass10946,527.322469
mass10945,527.3072753
mass10944,527.3015754
mass10943,527.2862015
mass10942,527.272353
mass10941,527.2650976
mass10940,527.2498328
mass10939,527.236166
mass10938,527.2342885
mass10937,527.2286889
mass10936,527.2133912
mass10935,527.2092855
mass10934,527.1998594
mass10933,527.1979151
mass10932,527.192229
mass10931,527.1900522
mass10930,527.1769801
mass10929,527.1729987
mass10928,527.1617599
mass10927,527.1558819
mass10926,527.1536263
mass10925,527.151695
mass10924,527.1406179
mass10923,527.1348376
mass10922,527.1253041
mass10921,527.1195234
mass10920,527.1042079
mass10919,527.0889954
mass10918,527.0832453
mass10917,527.0678375
mass10916,527.046737
mass10915,527.024719
mass10914,526.825529
mass10913,526.294854
mass10912,526.2883446
mass10911,526.2518696
mass10910,526.2406477
mass10909,526.2155172
mass10908,526.2041164
mass10907,526.192825
mass10906,526.1678588
mass10905,526.159881
mass10904,526.1565505
mass10903,526.141882
mass10902,526.107806
mass10901,526.0261715
mass10900,525.3430715
mass10899,525.3069385
mass10898,525.2916282
mass10897,525.2705133
mass10896,525.2663706
mass10895,525.256782
mass10894,525.2550478
mass10893,525.2493775
mass10892,525.2341284
mass10891,525.2300465
mass10890,525.2205575
mass10889,525.2186564
mass10888,525.2129581
mass10887,525.208824
mass10886,525.1977534
mass10885,525.1937351
mass10884,525.1841528
mass10883,525.1822912
mass10882,525.1765594
mass10881,525.1743843
mass10880,525.1724999
mass10879,525.164761
mass10878,525.1613994
mass10877,525.1574193
mass10876,525.1460877
mass10875,525.1403115
mass10874,525.1379527
mass10873,525.1283175
mass10872,525.1250007
mass10871,525.1228432
mass10870,525.1191353
mass10869,525.1130622
mass10868,525.1097223
mass10867,525.1072689
mass10866,525.1038905
mass10865,525.094914
mass10864,525.088592
mass10863,525.073772
mass10862,525.07148
mass10861,525.0674759
mass10860,525.052085
mass10859,525.0310663
mass10858,524.8672735
mass10857,524.8364883
mass10856,524.2794148
mass10855,524.2461955
mass10854,524.242922
mass10853,524.236275
mass10852,524.2248976
mass10851,524.2097468
mass10850,524.1999835
mass10849,524.198403
mass10848,524.1913033
mass10847,524.1886118
mass10846,524.1771735
mass10845,524.1732933
mass10844,524.1620875
mass10843,524.1522453
mass10842,524.140916
mass10841,524.130719
mass10840,524.104469
mass10839,523.3276294
mass10838,523.312367
mass10837,523.2912712
mass10836,523.2759562
mass10835,523.2582389
mass10834,523.254911
mass10833,523.250922
mass10832,523.2412587
mass10831,523.2394292
mass10830,523.2338293
mass10829,523.2257343
mass10828,523.2184977
mass10827,523.214459
mass10826,523.2049452
mass10825,523.2029601
mass10824,523.1973041
mass10823,523.193245
mass10822,523.1894648
mass10821,523.1878949
mass10820,523.186245
mass10819,523.1820797
mass10818,523.1781085
mass10817,523.1763447
mass10816,523.168588
mass10815,523.1665849
mass10814,523.1609185
mass10813,523.1586545
mass10812,523.1568683
mass10811,523.1456389
mass10810,523.1303771
mass10809,523.128566
mass10808,523.1245683
mass10807,523.122543
mass10806,523.109227
mass10805,523.107122
mass10804,523.0974304
mass10803,523.0940023
mass10802,523.0915983
mass10801,523.0881632
mass10800,523.0728931
mass10799,523.0552658
mass10798,523.0517631
mass10797,523.0364784
mass10796,523.0286643
mass10795,523.013491
mass10794,522.8409507
mass10793,522.8284688
mass10792,522.3031858
mass10791,522.2635864
mass10790,522.2569663
mass10789,522.249649
mass10788,522.2304115
mass10787,522.213585
mass10786,522.2091918
mass10785,522.1939822
mass10784,522.1728743
mass10783,522.161795
mass10782,522.1511983
mass10781,522.1464031
mass10780,522.1365955
mass10779,522.1313545
mass10778,522.1223047
mass10777,522.115012
mass10776,522.1119822
mass10775,522.041949
mass10774,521.877615
mass10773,521.3483726
mass10772,521.3119509
mass10771,521.2966792
mass10770,521.275558
mass10769,521.262974
mass10768,521.2621457
mass10767,521.2601477
mass10766,521.2545298
mass10765,521.246441
mass10764,521.2391825
mass10763,521.2349835
mass10762,521.2256309
mass10761,521.2236473
mass10760,521.2100886
mass10759,521.2028318
mass10758,521.1987735
mass10757,521.1893067
mass10756,521.1873321
mass10755,521.1851918
mass10754,521.1816913
mass10753,521.1774973
mass10752,521.1723127
mass10751,521.1664792
mass10750,521.162082
mass10749,521.1607718
mass10748,521.1511257
mass10747,521.1453475
mass10746,521.1434636
mass10745,521.1412825
mass10744,521.1390293
mass10743,521.135964
mass10742,521.1299797
mass10741,521.127898
mass10740,521.1216982
mass10739,521.1209828
mass10738,521.1181416
mass10737,521.1148022
mass10736,521.112735
mass10735,521.110641
mass10734,521.109511
mass10733,521.1088934
mass10732,521.106886
mass10731,521.101879
mass10730,521.0936312
mass10729,521.0914875
mass10728,521.088874
mass10727,521.081843
mass10726,521.0724739
mass10725,521.0571727
mass10724,521.036009
mass10723,521.0340003
mass10722,521.022781
mass10721,521.020514
mass10720,521.012819
mass10719,520.878049
mass10718,520.287662
mass10717,520.286933
mass10716,520.277707
mass10715,520.270436
mass10714,520.2512048
mass10713,520.2480581
mass10712,520.2413061
mass10711,520.239886
mass10710,520.2299823
mass10709,520.2147734
mass10708,520.211548
mass10707,520.2051003
mass10706,520.2036055
mass10705,520.1936105
mass10704,520.1783325
mass10703,520.152498
mass10702,520.148717
mass10701,520.1459888
mass10700,520.135448
mass10699,520.1094575
mass10698,520.059981
mass10697,519.3903757
mass10696,519.3327043
mass10695,519.3237496
mass10694,519.2963313
mass10693,519.2809911
mass10692,519.267139
mass10691,519.2599226
mass10690,519.246421
mass10689,519.2445299
mass10688,519.2307482
mass10687,519.2235026
mass10686,519.2194748
mass10685,519.2099596
mass10684,519.2080372
mass10683,519.202359
mass10682,519.198199
mass10681,519.1944614
mass10680,519.192755
mass10679,519.187128
mass10678,519.1830685
mass10677,519.1717192
mass10676,519.1617784
mass10675,519.1566681
mass10674,519.153871
mass10673,519.1508536
mass10672,519.149138
mass10671,519.1452471
mass10670,519.1355308
mass10669,519.1295802
mass10668,519.1204226
mass10667,519.114398
mass10666,519.1120755
mass10665,519.102489
mass10664,519.0990996
mass10663,519.0967827
mass10662,519.0932589
mass10661,519.0780243
mass10660,519.0568459
mass10659,519.0415171
mass10658,519.033594
mass10657,519.009481
mass10656,518.966492
mass10655,518.882518
mass10654,518.254848
mass10653,518.2465185
mass10652,518.2355145
mass10651,518.2324347
mass10650,518.2256165
mass10649,518.224201
mass10648,518.2143303
mass10647,518.2101503
mass10646,518.1990976
mass10645,518.18939
mass10644,518.1779143
mass10643,518.172674
mass10642,518.1627262
mass10641,518.1303405
mass10640,518.11523
mass10639,518.0939085
mass10638,518.0584185
mass10637,517.370657
mass10636,517.3170781
mass10635,517.301813
mass10634,517.2807003
mass10633,517.2653276
mass10632,517.262759
mass10631,517.2515082
mass10630,517.2442844
mass10629,517.240435
mass10628,517.2288769
mass10627,517.215815
mass10626,517.2152303
mass10625,517.2134403
mass10624,517.2078578
mass10623,517.2037532
mass10622,517.1944225
mass10621,517.1924616
mass10620,517.188478
mass10619,517.1826133
mass10618,517.1772588
mass10617,517.1714775
mass10616,517.167494
mass10615,517.15624
mass10614,517.1458622
mass10613,517.143865
mass10612,517.1409968
mass10611,517.138297
mass10610,517.1352247
mass10609,517.1296259
mass10608,517.1199145
mass10607,517.1139864
mass10606,517.111298
mass10605,517.104558
mass10604,517.0987879
mass10603,517.0834814
mass10602,517.0776521
mass10601,517.0624441
mass10600,517.0259466
mass10599,516.96412
mass10598,516.950582
mass10597,516.908445
mass10596,516.616497
mass10595,516.2673525
mass10594,516.256116
mass10593,516.231044
mass10592,516.2198791
mass10591,516.1987327
mass10590,516.1948148
mass10589,516.193244
mass10588,516.1834768
mass10587,516.162094
mass10586,516.1570524
mass10585,516.150934
mass10584,516.147123
mass10583,516.135827
mass10582,516.1148119
mass10581,516.099487
mass10580,516.093502
mass10579,516.092319
mass10578,515.322589
mass10577,515.3014497
mass10576,515.2861601
mass10575,515.2834403
mass10574,515.2721533
mass10573,515.2650489
mass10572,515.2497473
mass10571,515.2470625
mass10570,515.2360986
mass10569,515.2341418
mass10568,515.2286287
mass10567,515.224574
mass10566,515.220548
mass10565,515.2133266
mass10564,515.1998292
mass10563,515.1978937
mass10562,515.1922367
mass10561,515.188151
mass10560,515.1769407
mass10559,515.1669565
mass10558,515.1641515
mass10557,515.1617108
mass10556,515.1558777
mass10555,515.151877
mass10554,515.14994
mass10553,515.143827
mass10552,515.1406308
mass10551,515.127882
mass10550,515.1253558
mass10549,515.122925
mass10548,515.1195699
mass10547,515.1104064
mass10546,515.10427
mass10545,515.0984044
mass10544,515.0889832
mass10543,515.0831183
mass10542,515.0678264
mass10541,515.0466625
mass10540,515.010175
mass10539,514.911081
mass10538,514.8432988
mass10537,514.582828
mass10536,514.2881873
mass10535,514.2517391
mass10534,514.2406438
mass10533,514.222144
mass10532,514.2155159
mass10531,514.213534
mass10530,514.2041824
mass10529,514.196605
mass10528,514.188837
mass10527,514.1830235
mass10526,514.1792629
mass10525,514.1677609
mass10524,514.1566738
mass10523,514.138715
mass10522,514.1356174
mass10521,514.1200237
mass10520,514.1174725
mass10519,514.0992027
mass10518,514.080889
mass10517,513.3068724
mass10516,513.2857563
mass10515,513.2704642
mass10514,513.2566141
mass10513,513.2493073
mass10512,513.2340496
mass10511,513.231869
mass10510,513.2297498
mass10509,513.2203855
mass10508,513.218616
mass10507,513.212869
mass10506,513.2110187
mass10505,513.2089302
mass10504,513.1976704
mass10503,513.1952233
mass10502,513.1933493
mass10501,513.1842914
mass10500,513.1823066
mass10499,513.178365
mass10498,513.1765562
mass10497,513.174357
mass10496,513.1725393
mass10495,513.1646595
mass10494,513.1613364
mass10493,513.1573077
mass10492,513.1460979
mass10491,513.143376
mass10490,513.1402358
mass10489,513.1378958
mass10488,513.1283138
mass10487,513.1249557
mass10486,513.1226434
mass10485,513.1128225
mass10484,513.1096709
mass10483,513.1038245
mass10482,513.1015305
mass10481,513.0885065
mass10480,513.0863128
mass10479,513.077383
mass10478,513.073139
mass10477,513.0674178
mass10476,513.0520684
mass10475,513.0309334
mass10474,512.949292
mass10473,512.282419
mass10472,512.2724958
mass10471,512.242905
mass10470,512.2361467
mass10469,512.2249347
mass10468,512.2110651
mass10467,512.199974
mass10466,512.1981797
mass10465,512.188471
mass10464,512.177073
mass10463,512.174917
mass10462,512.167243
mass10461,512.1620051
mass10460,512.152077
mass10459,512.1409408
mass10458,512.1382115
mass10457,512.119759
mass10456,512.117151
mass10455,512.104433
mass10454,512.101365
mass10453,511.8549035
mass10452,511.820725
mass10451,511.3274545
mass10450,511.312297
mass10449,511.291131
mass10448,511.2700198
mass10447,511.2548067
mass10446,511.2506859
mass10445,511.2410781
mass10444,511.2393783
mass10443,511.2336709
mass10442,511.2184551
mass10441,511.2143834
mass10440,511.2048581
mass10439,511.203033
mass10438,511.1972867
mass10437,511.1951877
mass10436,511.1931147
mass10435,511.1820622
mass10434,511.1780422
mass10433,511.168605
mass10432,511.1667133
mass10431,511.1608909
mass10430,511.156874
mass10429,511.147415
mass10428,511.1456519
mass10427,511.141603
mass10426,511.1303765
mass10425,511.1245503
mass10424,511.1221755
mass10423,511.1091886
mass10422,511.1069419
mass10421,511.104239
mass10420,511.0973757
mass10419,511.0941588
mass10418,511.0880966
mass10417,511.0728111
mass10416,511.0516775
mass10415,511.0364451
mass10414,511.028714
mass10413,510.933684
mass10412,510.8515345
mass10411,510.8207945
mass10410,510.809606
mass10409,510.2667016
mass10408,510.2455283
mass10407,510.2205308
mass10406,510.2092169
mass10405,510.184239
mass10404,510.1727945
mass10403,510.161581
mass10402,510.157568
mass10401,510.1465076
mass10400,510.1312974
mass10399,510.125324
mass10398,509.8122397
mass10397,509.3119193
mass10396,509.2966907
mass10395,509.2755734
mass10394,509.260149
mass10393,509.254621
mass10392,509.2391817
mass10391,509.2352713
mass10390,509.2254678
mass10389,509.223702
mass10388,509.2180086
mass10387,509.2098483
mass10386,509.2027515
mass10385,509.1986377
mass10384,509.1890108
mass10383,509.1872187
mass10382,509.1815364
mass10381,509.1794455
mass10380,509.17765
mass10379,509.17363
mass10378,509.172172
mass10377,509.1663558
mass10376,509.1623822
mass10375,509.1510682
mass10374,509.1452136
mass10373,509.1431305
mass10372,509.1410177
mass10371,509.133299
mass10370,509.1299271
mass10369,509.1279347
mass10368,509.1146955
mass10367,509.1123008
mass10366,509.1089366
mass10365,509.0936546
mass10364,509.081963
mass10363,509.079209
mass10362,509.078454
mass10361,509.0725591
mass10360,509.058482
mass10359,509.0572664
mass10358,509.0460023
mass10357,509.0361147
mass10356,509.022567
mass10355,508.856134
mass10354,508.8252261
mass10353,508.8127727
mass10352,508.637482
mass10351,508.287511
mass10350,508.2413033
mass10349,508.2302065
mass10348,508.2148027
mass10347,508.204944
mass10346,508.1935751
mass10345,508.1783316
mass10344,508.1572694
mass10343,508.1458145
mass10342,508.135593
mass10341,508.124991
mass10340,508.1094095
mass10339,508.021764
mass10338,507.861798
mass10337,507.3326438
mass10336,507.2962792
mass10335,507.2809801
mass10334,507.262883
mass10333,507.259908
mass10332,507.246173
mass10331,507.2444795
mass10330,507.2386278
mass10329,507.2307626
mass10328,507.2235683
mass10327,507.2195258
mass10326,507.209912
mass10325,507.2080558
mass10324,507.194472
mass10323,507.1929843
mass10322,507.1912155
mass10321,507.1871799
mass10320,507.1831412
mass10319,507.1717462
mass10318,507.1638603
mass10317,507.1619027
mass10316,507.1565946
mass10315,507.1507695
mass10314,507.1354812
mass10313,507.1296311
mass10312,507.118084
mass10311,507.1143432
mass10310,507.1022615
mass10309,507.0990895
mass10308,507.096418
mass10307,507.0932118
mass10306,507.0779158
mass10305,507.0567796
mass10304,507.0521
mass10303,507.0415187
mass10302,507.0184146
mass10301,507.0069293
mass10300,506.862357
mass10299,506.62156
mass10298,506.2717654
mass10297,506.2354447
mass10296,506.2256622
mass10295,506.2142177
mass10294,506.1990874
mass10293,506.1959545
mass10292,506.1779744
mass10291,506.1626365
mass10290,506.154867
mass10289,506.1200109
mass10288,505.3170672
mass10287,505.2806317
mass10286,505.2652412
mass10285,505.2514728
mass10284,505.2441996
mass10283,505.2305798
mass10282,505.2287855
mass10281,505.2149384
mass10280,505.213477
mass10279,505.2078226
mass10278,505.2037954
mass10277,505.1942193
mass10276,505.1923981
mass10275,505.179097
mass10274,505.1772937
mass10273,505.1714669
mass10272,505.1658673
mass10271,505.1561457
mass10270,505.146209
mass10269,505.1409654
mass10268,505.1351196
mass10267,505.133411
mass10266,505.1198344
mass10265,505.1140128
mass10264,505.0987056
mass10263,505.0834054
mass10262,505.0774754
mass10261,505.0622388
mass10260,505.0409403
mass10259,505.0257541
mass10258,504.866749
mass10257,504.292559
mass10256,504.2307495
mass10255,504.2197592
mass10254,504.1985472
mass10253,504.183398
mass10252,504.139071
mass10251,504.114693
mass10250,504.04971
mass10249,503.3377453
mass10248,503.3013585
mass10247,503.2861385
mass10246,503.2649842
mass10245,503.2495918
mass10244,503.2357779
mass10243,503.2285491
mass10242,503.2243631
mass10241,503.214919
mass10240,503.2131515
mass10239,503.1994618
mass10238,503.198387
mass10237,503.192135
mass10236,503.1880915
mass10235,503.1767794
mass10234,503.1616659
mass10233,503.155799
mass10232,503.15349
mass10231,503.1503137
mass10230,503.140538
mass10229,503.128411
mass10228,503.1253357
mass10227,503.1194249
mass10226,503.117146
mass10225,503.115283
mass10224,503.1041559
mass10223,503.0982785
mass10222,503.0830634
mass10221,503.07866
mass10220,503.0677415
mass10219,503.0619113
mass10218,503.0466022
mass10217,502.903809
mass10216,502.892715
mass10215,502.832624
mass10214,502.2769733
mass10213,502.2516854
mass10212,502.24047
mass10211,502.215252
mass10210,502.2041549
mass10209,502.1829135
mass10208,502.1775056
mass10207,502.1677108
mass10206,502.135308
mass10205,502.1239865
mass10204,502.063271
mass10203,501.3221087
mass10202,501.307029
mass10201,501.285733
mass10200,501.2704362
mass10199,501.267775
mass10198,501.256428
mass10197,501.2493429
mass10196,501.2339973
mass10195,501.220363
mass10194,501.2185237
mass10193,501.2129285
mass10192,501.210807
mass10191,501.1975763
mass10190,501.1840643
mass10189,501.1822778
mass10188,501.1765231
mass10187,501.1724636
mass10186,501.16309
mass10185,501.1612865
mass10184,501.1460446
mass10183,501.1402352
mass10182,501.135857
mass10181,501.1249435
mass10180,501.1190827
mass10179,501.10968
mass10178,501.1038107
mass10177,501.101485
mass10176,501.0885753
mass10175,501.0732584
mass10174,501.0673904
mass10173,501.060046
mass10172,501.0520408
mass10171,501.05078
mass10170,501.0308562
mass10169,500.895817
mass10168,500.272494
mass10167,500.2360223
mass10166,500.224796
mass10165,500.1996355
mass10164,500.1884417
mass10163,500.1620037
mass10162,500.1520615
mass10161,500.138131
mass10160,499.6318995
mass10159,499.3064805
mass10158,499.2911809
mass10157,499.270035
mass10156,499.254761
mass10155,499.2408666
mass10154,499.239163
mass10153,499.2335929
mass10152,499.2313365
mass10151,499.2183572
mass10150,499.215845
mass10149,499.2141688
mass10148,499.2046533
mass10147,499.2029871
mass10146,499.1972108
mass10145,499.195013
mass10144,499.19318
mass10143,499.1819656
mass10142,499.1780393
mass10141,499.168258
mass10140,499.1666798
mass10139,499.1608343
mass10138,499.1568673
mass10137,499.147045
mass10136,499.1456483
mass10135,499.1397511
mass10134,499.1304101
mass10133,499.1245235
mass10132,499.1221358
mass10131,499.112788
mass10130,499.1092366
mass10129,499.0939297
mass10128,499.0881361
mass10127,499.073923
mass10126,499.0728082
mass10125,499.0516687
mass10124,499.0364378
mass10123,499.0233969
mass10122,499.015267
mass10121,498.8352963
mass10120,498.2567428
mass10119,498.220381
mass10118,498.2092372
mass10117,498.1728844
mass10116,498.170507
mass10115,498.1464933
mass10114,498.133132
mass10113,498.124873
mass10112,498.122279
mass10111,498.121297
mass10110,498.061608
mass10109,497.871982
mass10108,497.2907567
mass10107,497.275462
mass10106,497.2543401
mass10105,497.239112
mass10104,497.2253287
mass10103,497.2237515
mass10102,497.2179746
mass10101,497.2157692
mass10100,497.2027687
mass10099,497.1890573
mass10098,497.1873885
mass10097,497.1816082
mass10096,497.179349
mass10095,497.177585
mass10094,497.167273
mass10093,497.166359
mass10092,497.1623861
mass10091,497.1510582
mass10090,497.145219
mass10089,497.1429575
mass10088,497.1299817
mass10087,497.1180953
mass10086,497.1147194
mass10085,497.1123404
mass10084,497.1088559
mass10083,497.101482
mass10082,497.0935472
mass10081,497.078246
mass10080,497.072478
mass10079,497.0677777
mass10078,497.0583
mass10077,497.0571515
mass10076,497.04682
mass10075,497.044265
mass10074,497.04059
mass10073,497.0360878
mass10072,496.984339
mass10071,496.971705
mass10070,496.937094
mass10069,496.251142
mass10068,496.2480258
mass10067,496.241165
mass10066,496.2299233
mass10065,496.211505
mass10064,496.204948
mass10063,496.1935531
mass10062,496.1783755
mass10061,496.1571539
mass10060,496.139932
mass10059,496.128186
mass10058,496.115728
mass10057,496.109407
mass10056,496.05539
mass10055,496.045934
mass10054,495.4418077
mass10053,495.2962744
mass10052,495.275132
mass10051,495.259912
mass10050,495.2462825
mass10049,495.244586
mass10048,495.2387303
mass10047,495.2234979
mass10046,495.2194358
mass10045,495.2097128
mass10044,495.2080641
mass10043,495.2023425
mass10042,495.200064
mass10041,495.1870498
mass10040,495.1830739
mass10039,495.1733277
mass10038,495.171685
mass10037,495.165902
mass10036,495.163751
mass10035,495.1540965
mass10034,495.1506911
mass10033,495.1464983
mass10032,495.1354287
mass10031,495.1295679
mass10030,495.117639
mass10029,495.114324
mass10028,495.1119987
mass10027,495.0990222
mass10026,495.0965863
mass10025,495.09324
mass10024,495.0779332
mass10023,495.0759
mass10022,495.0568122
mass10021,495.0522601
mass10020,495.0427563
mass10019,495.0414247
mass10018,495.0337173
mass10017,494.956133
mass10016,494.271925
mass10015,494.2353952
mass10014,494.232162
mass10013,494.225593
mass10012,494.2143507
mass10011,494.1990192
mass10010,494.18924
mass10009,494.1778581
mass10008,494.16676
mass10007,494.162628
mass10006,494.141396
mass10005,494.127869
mass10004,494.094099
mass10003,493.3169246
mass10002,493.301663
mass10001,493.2805433
mass10000,493.2651646
mass9999,493.2593863
mass9998,493.247439
mass9997,493.2441946
mass9996,493.2402154
mass9995,493.23047
mass9994,493.2288255
mass9993,493.22317
mass9992,493.2150727
mass9991,493.2078383
mass9990,493.2038026
mass9989,493.202172
mass9988,493.1941211
mass9987,493.1924017
mass9986,493.1867308
mass9985,493.184459
mass9984,493.182476
mass9983,493.1786727
mass9982,493.1772387
mass9981,493.171441
mass9980,493.1674378
mass9979,493.1560892
mass9978,493.1504455
mass9977,493.1462871
mass9976,493.138402
mass9975,493.1350236
mass9974,493.1267915
mass9973,493.1197719
mass9972,493.1138764
mass9971,493.0986201
mass9970,493.0963077
mass9969,493.0867632
mass9968,493.0833194
mass9967,493.0809772
mass9966,493.0775017
mass9965,493.0622548
mass9964,493.0448947
mass9963,493.0410786
mass9962,493.026842
mass9961,493.0258688
mass9960,493.0179614
mass9959,492.6424021
mass9958,492.304521
mass9957,492.2561825
mass9956,492.2463023
mass9955,492.2197454
mass9954,492.216669
mass9953,492.2099577
mass9952,492.2026275
mass9951,492.201356
mass9950,492.1985781
mass9949,492.1833748
mass9948,492.162202
mass9947,492.1406717
mass9946,492.136535
mass9945,492.1357079
mass9944,492.1148166
mass9943,492.1014687
mass9942,492.099603
mass9941,491.80161
mass9940,491.6344793
mass9939,491.3377736
mass9938,491.3013328
mass9937,491.2859932
mass9936,491.2649496
mass9935,491.2512168
mass9934,491.2495117
mass9933,491.2357732
mass9932,491.2285662
mass9931,491.2244725
mass9930,491.2149044
mass9929,491.2131569
mass9928,491.203011
mass9927,491.1994245
mass9926,491.1978186
mass9925,491.192199
mass9924,491.188191
mass9923,491.1786417
mass9922,491.1768409
mass9921,491.166939
mass9920,491.1616642
mass9919,491.1558505
mass9918,491.151722
mass9917,491.150634
mass9916,491.1500838
mass9915,491.1405247
mass9914,491.1346399
mass9913,491.1329184
mass9912,491.1305273
mass9911,491.1252695
mass9910,491.122741
mass9909,491.1194175
mass9908,491.108046
mass9907,491.1041072
mass9906,491.0982766
mass9905,491.0830051
mass9904,491.0677257
mass9903,491.0618339
mass9902,491.0465731
mass9901,491.0292243
mass9900,491.0100523
mass9899,490.90019
mass9898,490.8021612
mass9897,490.649672
mass9896,490.2768587
mass9895,490.267345
mass9894,490.2405116
mass9893,490.2192785
mass9892,490.2150436
mass9891,490.2040894
mass9890,490.2010318
mass9889,490.194236
mass9888,490.1829625
mass9887,490.177431
mass9886,490.147815
mass9885,490.146548
mass9884,490.141236
mass9883,490.13806
mass9882,490.13512
mass9881,490.127935
mass9880,490.1249879
mass9879,490.0989211
mass9878,489.322082
mass9877,489.306604
mass9876,489.2856705
mass9875,489.2703538
mass9874,489.2564105
mass9873,489.2492601
mass9872,489.2356377
mass9871,489.2338482
mass9870,489.2200737
mass9869,489.2128585
mass9868,489.2087395
mass9867,489.1974964
mass9866,489.193555
mass9865,489.187624
mass9864,489.1838387
mass9863,489.1822018
mass9862,489.1765119
mass9861,489.1724455
mass9860,489.1650667
mass9859,489.164359
mass9858,489.1612437
mass9857,489.1513734
mass9856,489.1507243
mass9855,489.1483425
mass9854,489.146004
mass9853,489.1401539
mass9852,489.13513
mass9851,489.1345644
mass9850,489.129382
mass9849,489.1248795
mass9848,489.122476
mass9847,489.1190081
mass9846,489.11728
mass9845,489.116401
mass9844,489.115015
mass9843,489.1110053
mass9842,489.10945
mass9841,489.1037361
mass9840,489.101387
mass9839,489.0884393
mass9838,489.0825513
mass9837,489.079739
mass9836,489.0673178
mass9835,489.0460427
mass9834,489.0308928
mass9833,488.996277
mass9832,488.8694913
mass9831,488.2720385
mass9830,488.2612125
mass9829,488.249968
mass9828,488.2441875
mass9827,488.2358676
mass9826,488.2248118
mass9825,488.213272
mass9824,488.2036803
mass9823,488.1996139
mass9822,488.1884275
mass9821,488.1852816
mass9820,488.1672612
mass9819,488.1619038
mass9818,488.1521627
mass9817,488.122948
mass9816,488.119643
mass9815,488.1123363
mass9814,488.1044057
mass9813,488.0832828
mass9812,487.843243
mass9811,487.3427929
mass9810,487.327625
mass9809,487.3064365
mass9808,487.2910701
mass9807,487.277266
mass9806,487.2699936
mass9805,487.259825
mass9804,487.2546751
mass9803,487.252031
mass9802,487.2408366
