New_ID,Mass
mass14043,755.247254
mass14042,755.2109069
mass14041,755.204966
mass14040,755.074316
mass14039,754.263453
mass14038,754.234598
mass14037,753.356528
mass14036,753.319413
mass14035,753.2326657
mass14034,753.2318114
mass14033,753.1891553
mass14032,753.167897
mass14031,752.274272
mass14030,752.219154
mass14029,751.28563
mass14028,751.252231
mass14027,751.231951
mass14026,751.217082
mass14025,751.2162037
mass14024,751.1926586
mass14023,749.237837
mass14022,749.2369849
mass14021,749.176518
mass14020,749.1642818
mass14019,749.158048
mass14018,747.294561
mass14017,747.29376
mass14016,747.2212783
mass14015,747.188104
mass14014,747.17859
mass14013,746.1854586
mass14012,745.400091
mass14011,745.257085
mass14010,745.205704
mass14009,745.1820761
mass14008,745.1726445
mass14007,745.163164
mass14006,743.687918
mass14005,743.403377
mass14004,743.387184
mass14003,743.183978
mass14002,743.166622
mass14001,743.147641
mass14000,743.114812
mass13999,742.234607
mass13998,741.371507
mass13997,741.335859
mass13996,741.2319149
mass13995,741.210516
mass13994,740.290155
mass13993,740.250908
mass13992,739.392641
mass13991,739.356108
mass13990,739.33684
mass13989,739.286719
mass13988,739.217541
mass13987,739.2161069
mass13986,738.304997
mass13985,737.237828
mass13984,737.2368098
mass13983,737.215658
mass13982,737.214612
mass13981,737.2002702
mass13980,736.290583
mass13979,736.2255165
mass13978,735.287758
mass13977,735.2212041
mass13976,735.1483193
mass13975,735.027354
mass13974,733.293539
mass13973,733.272317
mass13972,733.205157
mass13971,733.1819989
mass13970,733.172763
mass13969,733.163562
mass13968,732.714473
mass13967,732.169464
mass13966,731.27808
mass13965,731.241156
mass13964,731.1843443
mass13963,731.1663713
mass13962,731.147016
mass13961,729.1682127
mass13960,729.09319
mass13959,728.237912
mass13958,727.392565
mass13957,727.3563015
mass13956,727.2100475
mass13955,727.173496
mass13954,726.379706
mass13953,726.240457
mass13952,725.3764845
mass13951,725.340337
mass13950,725.2365273
mass13949,725.19993
mass13948,724.344901
mass13947,724.2247451
mass13946,724.2103635
mass13945,723.360823
mass13944,723.341546
mass13943,723.221215
mass13942,723.209331
mass13941,723.17839
mass13940,722.210103
mass13939,722.2091834
mass13938,722.18593
mass13937,722.185104
mass13936,722.1360895
mass13935,721.2425655
mass13934,721.2056867
mass13933,721.1819996
mass13932,721.163682
mass13931,721.162767
mass13930,721.132687
mass13929,721.098974
mass13928,720.2964925
mass13927,719.293852
mass13926,719.2930474
mass13925,719.226825
mass13924,719.2259411
mass13923,719.189364
mass13922,719.1838203
mass13921,719.1473023
mass13920,718.280524
mass13919,718.171654
mass13918,717.368178
mass13917,717.277166
mass13916,717.189283
mass13915,717.171838
mass13914,717.1683452
mass13913,717.159339
mass13912,717.131809
mass13911,716.2349552
mass13910,715.3922075
mass13909,715.3561595
mass13908,715.246012
mass13907,715.2315749
mass13906,715.207749
mass13905,715.198197
mass13904,715.1889337
mass13903,715.1525086
mass13902,714.701249
mass13901,714.416184
mass13900,714.220952
mass13899,714.203381
mass13898,713.4127923
mass13897,713.3764907
mass13896,713.3614487
mass13895,713.35824
mass13894,713.3401795
mass13893,713.303491
mass13892,713.237516
mass13891,713.236651
mass13890,713.2309135
mass13889,713.215685
mass13888,713.172976
mass13887,713.144294
mass13886,713.1364908
mass13885,712.4003295
mass13884,712.363839
mass13883,712.349242
mass13882,711.3972268
mass13881,711.360698
mass13880,711.3456865
mass13879,711.3245085
mass13878,711.3080352
mass13877,711.288252
mass13876,711.2212522
mass13875,711.2000975
mass13874,711.1848182
mass13873,711.157737
mass13872,711.120805
mass13871,710.22633
mass13870,709.3814593
mass13869,709.345977
mass13868,709.3449153
mass13867,709.3296965
mass13866,709.308723
mass13865,709.241911
mass13864,709.2226015
mass13863,709.220513
mass13862,709.20618
mass13861,709.2052689
mass13860,709.1839395
mass13859,709.1628178
mass13858,709.141889
mass13857,708.732704
mass13856,708.2295754
mass13855,708.226571
mass13854,707.36575
mass13853,707.3293375
mass13852,707.256412
mass13851,707.2263104
mass13850,707.2046793
mass13849,707.190667
mass13848,707.1897462
mass13847,707.184553
mass13846,707.1836623
mass13845,707.1691595
mass13844,707.1471547
mass13843,707.126683
mass13842,706.7374327
mass13841,706.242374
mass13840,706.2141214
mass13839,705.774587
mass13838,705.695582
mass13837,705.371411
mass13836,705.3134575
mass13835,705.298294
mass13834,705.277272
mass13833,705.262016
mass13832,705.246667
mass13831,705.2104365
mass13830,705.194241
mass13829,705.1894062
mass13828,705.186674
mass13827,705.174045
mass13826,705.1681193
mass13825,705.131746
mass13824,704.774715
mass13823,704.226409
mass13822,704.1927335
mass13821,704.174599
mass13820,704.1559425
mass13819,703.778287
mass13818,703.51538
mass13817,703.392423
mass13816,703.3557665
mass13815,703.334251
mass13814,703.319616
mass13813,703.2982365
mass13812,703.28292
mass13811,703.231961
mass13810,703.2311515
mass13809,703.228315
mass13808,703.195724
mass13807,703.1949281
mass13806,703.189351
mass13805,703.1741899
mass13804,703.1709626
mass13803,703.162023
mass13802,703.1525781
mass13801,703.131558
mass13800,703.12184
mass13799,703.115842
mass13798,702.778826
mass13797,702.379782
mass13796,702.285692
mass13795,702.1954032
mass13794,702.139428
mass13793,701.3762165
mass13792,701.3397375
mass13791,701.31894
mass13790,701.3038735
mass13789,701.282412
mass13788,701.230435
mass13787,701.215541
mass13786,701.210052
mass13785,701.1920076
mass13784,701.1734097
mass13783,701.158446
mass13782,701.155431
mass13781,701.1377935
mass13780,701.1369589
mass13779,700.815928
mass13778,700.4002945
mass13777,700.3124748
mass13776,700.1825775
mass13775,700.160861
mass13774,699.46886
mass13773,699.397033
mass13772,699.360616
mass13771,699.324321
mass13770,699.3092264
mass13769,699.288054
mass13768,699.2667298
mass13767,699.2514183
mass13766,699.2209271
mass13765,699.2154725
mass13764,699.212119
mass13763,699.200289
mass13762,699.194411
mass13761,699.178917
mass13760,699.1606503
mass13759,699.157456
mass13758,699.1209898
mass13757,699.11624
mass13756,699.082033
mass13755,698.820431
mass13754,698.3848995
mass13753,698.263463
mass13752,697.381495
mass13751,697.3449755
mass13750,697.3086724
mass13749,697.293497
mass13748,697.2923294
mass13747,697.241758
mass13746,697.236175
mass13745,697.2209855
mass13744,697.220132
mass13743,697.2054029
mass13742,697.199821
mass13741,697.163271
mass13740,697.1419299
mass13739,696.2670186
mass13738,696.1933798
mass13737,696.0313953
mass13736,695.402582
mass13735,695.3655757
mass13734,695.350248
mass13733,695.3291108
mass13732,695.2928953
mass13731,695.2832904
mass13730,695.277821
mass13729,695.2638411
mass13728,695.2567445
mass13727,695.2261402
mass13726,695.213911
mass13725,695.1897693
mass13724,695.183624
mass13723,695.16266
mass13722,695.1477505
mass13721,695.126298
mass13720,694.353874
mass13719,694.2800379
mass13718,694.214679
mass13717,694.191937
mass13716,694.1773563
mass13715,693.386408
mass13714,693.3499762
mass13713,693.334809
mass13712,693.3137131
mass13711,693.27755
mass13710,693.261837
mass13709,693.259038
mass13708,693.24736
mass13707,693.246219
mass13706,693.241075
mass13705,693.225558
mass13704,693.2103594
mass13703,693.189085
mass13702,693.1747063
mass13701,693.1739096
mass13700,693.1682418
mass13699,693.147259
mass13698,693.146243
mass13697,693.141934
mass13696,692.314572
mass13695,692.215187
mass13694,692.199197
mass13693,692.174653
mass13692,692.162299
mass13691,692.161573
mass13690,692.155767
mass13689,691.3346283
mass13688,691.2980975
mass13687,691.2674476
mass13686,691.260975
mass13685,691.246799
mass13684,691.231826
mass13683,691.2309379
mass13682,691.2119955
mass13681,691.1947105
mass13680,691.1888115
mass13679,691.1741485
mass13678,691.173293
mass13677,691.1707309
mass13676,691.16265
mass13675,691.1582913
mass13674,691.15315
mass13673,691.1521772
mass13672,691.121803
mass13671,690.215749
mass13670,690.176508
mass13669,690.140173
mass13668,689.376539
mass13667,689.318626
mass13666,689.303554
mass13665,689.2824958
mass13664,689.251382
mass13663,689.2155115
mass13662,689.194356
mass13661,689.1790833
mass13660,689.1733107
mass13659,689.1579156
mass13658,689.136912
mass13657,688.714096
mass13656,688.400147
mass13655,688.363854
mass13654,688.2034575
mass13653,688.1608565
mass13652,687.396962
mass13651,687.360749
mass13650,687.324296
mass13649,687.3034153
mass13648,687.2878033
mass13647,687.272599
mass13646,687.2667853
mass13645,687.251706
mass13644,687.247414
mass13643,687.235582
mass13642,687.2000456
mass13641,687.1938973
mass13640,687.1788778
mass13639,687.157714
mass13638,687.1212683
mass13637,686.3846625
mass13636,685.417631
mass13635,685.3813056
mass13634,685.3449915
mass13633,685.3299055
mass13632,685.3084717
mass13631,685.287393
mass13630,685.2723448
mass13629,685.256962
mass13628,685.242063
mass13627,685.238841
mass13626,685.23007
mass13625,685.1997003
mass13624,685.1844301
mass13623,685.1784892
mass13622,685.16331
mass13621,685.151888
mass13620,685.143171
mass13619,685.1419306
mass13618,685.105799
mass13617,684.4051835
mass13616,684.2363963
mass13615,684.1692493
mass13614,683.4020618
mass13613,683.3654037
mass13612,683.3291287
mass13611,683.314168
mass13610,683.292709
mass13609,683.240775
mass13608,683.2260042
mass13607,683.205617
mass13606,683.183558
mass13605,683.181419
mass13604,683.1660411
mass13603,683.1625538
mass13602,683.147603
mass13601,683.1264072
mass13600,682.3896953
mass13599,682.301985
mass13598,682.3005203
mass13597,682.135139
mass13596,681.3862709
mass13595,681.3498458
mass13594,681.3133828
mass13593,681.298343
mass13592,681.297009
mass13591,681.2771317
mass13590,681.21743
mass13589,681.2103842
mass13588,681.205835
mass13587,681.1892455
mass13586,681.173741
mass13585,681.1679664
mass13584,681.1471223
mass13583,681.1318208
mass13582,681.1108315
mass13581,681.07608
mass13580,680.886251
mass13579,680.3742333
mass13578,680.1980458
mass13577,679.3705386
mass13576,679.3341433
mass13575,679.2977555
mass13574,679.282594
mass13573,679.231485
mass13572,679.230696
mass13571,679.201279
mass13570,679.198046
mass13569,679.194763
mass13568,679.173588
mass13567,679.153186
mass13566,679.1523753
mass13565,679.138252
mass13564,679.131429
mass13563,678.2703635
mass13562,678.210474
mass13561,678.182282
mass13560,678.180068
mass13559,678.125626
mass13558,677.355123
mass13557,677.3184965
mass13556,677.2671563
mass13555,677.254128
mass13554,677.251654
mass13553,677.24594
mass13552,677.2154775
mass13551,677.210301
mass13550,677.1942971
mass13549,677.1798903
mass13548,677.1791149
mass13547,677.173196
mass13546,677.1580727
mass13545,677.142611
mass13544,677.1366028
mass13543,677.131919
mass13542,677.1226615
mass13541,677.1061865
mass13540,676.250398
mass13539,676.249625
mass13538,676.119529
mass13537,676.109961
mass13536,675.902357
mass13535,675.2724953
mass13534,675.2668095
mass13533,675.247459
mass13532,675.235818
mass13531,675.229996
mass13530,675.1998749
mass13529,675.1938577
mass13528,675.1787978
mass13527,675.1635528
mass13526,675.160577
mass13525,675.1575691
mass13524,675.140037
mass13523,675.131553
mass13522,675.1210463
mass13521,675.116434
mass13520,675.112921
mass13519,675.1070955
mass13518,674.228454
mass13517,674.181147
mass13516,674.1637457
mass13515,674.15485
mass13514,673.381147
mass13513,673.3447
mass13512,673.308493
mass13511,673.2567547
mass13510,673.2206247
mass13509,673.1842129
mass13508,673.179228
mass13507,673.1783837
mass13506,673.1631303
mass13505,673.160459
mass13504,673.1511383
mass13503,673.148582
mass13502,673.1426675
mass13501,673.1418821
mass13500,673.105456
mass13499,672.368957
mass13498,672.2479621
mass13497,672.165452
mass13496,671.3657
mass13495,671.350242
mass13494,671.3295027
mass13493,671.308569
mass13492,671.29291
mass13491,671.268486
mass13490,671.256724
mass13489,671.205085
mass13488,671.1810577
mass13487,671.1716177
mass13486,671.168366
mass13485,671.16356
mass13484,671.1624903
mass13483,671.147191
mass13482,671.1259931
mass13481,669.386219
mass13480,669.34992
mass13479,669.334857
mass13478,669.3135062
mass13477,669.277244
mass13476,669.261915
mass13475,669.210196
mass13474,669.203919
mass13473,669.198467
mass13472,669.1888932
mass13471,669.146697
mass13470,669.110318
mass13469,669.0715955
mass13468,668.675073
mass13467,668.664285
mass13466,668.337059
mass13465,668.322375
mass13464,668.289508
mass13463,668.2416805
mass13462,668.2346116
mass13461,668.223098
mass13460,668.1979251
mass13459,668.173931
mass13458,667.407093
mass13457,667.370804
mass13456,667.3340884
mass13455,667.3189739
mass13454,667.297696
mass13453,667.2615
mass13452,667.246334
mass13451,667.231007
mass13450,667.222828
mass13449,667.2190981
mass13448,667.1945101
mass13447,667.1891265
mass13446,667.173382
mass13445,667.1521887
mass13444,667.131111
mass13443,667.094503
mass13442,666.2187441
mass13441,666.182246
mass13440,665.391246
mass13439,665.3548258
mass13438,665.3184248
mass13437,665.3039325
mass13436,665.3031045
mass13435,665.2822886
mass13434,665.245816
mass13433,665.2303251
mass13432,665.219508
mass13431,665.2154189
mass13430,665.2109054
mass13429,665.203038
mass13428,665.1942388
mass13427,665.1790596
mass13426,665.173386
mass13425,665.1553285
mass13424,665.151899
mass13423,665.1366055
mass13422,665.122776
mass13421,665.1156147
mass13420,665.0640425
mass13419,665.017276
mass13418,664.2029545
mass13417,664.1915245
mass13416,663.6895548
mass13415,663.375796
mass13414,663.3392768
mass13413,663.3029521
mass13412,663.2878485
mass13411,663.2848165
mass13410,663.2667028
mass13409,663.2361662
mass13408,663.230625
mass13407,663.2298275
mass13406,663.2147633
mass13405,663.206563
mass13404,663.1997107
mass13403,663.195056
mass13402,663.1914875
mass13401,663.1878126
mass13400,663.1786248
mass13399,663.1734195
mass13398,663.164166
mass13397,663.1631472
mass13396,663.157191
mass13395,663.152374
mass13394,663.144068
mass13393,663.136182
mass13392,663.12086
mass13391,663.100265
mass13390,662.376381
mass13389,662.1874927
mass13388,662.182966
mass13387,662.164115
mass13386,662.151812
mass13385,661.3235352
mass13384,661.3085768
mass13383,661.2871965
mass13382,661.275768
mass13381,661.2719788
mass13380,661.2565216
mass13379,661.250905
mass13378,661.2202623
mass13377,661.214362
mass13376,661.1989527
mass13375,661.1839471
mass13374,661.1792277
mass13373,661.1629396
mass13372,661.16061
mass13371,661.159505
mass13370,661.1578953
mass13369,661.148269
mass13368,661.144035
mass13367,661.142794
mass13366,661.1417876
mass13365,661.136895
mass13364,661.128685
mass13363,661.121089
mass13362,661.120308
mass13361,661.1053255
mass13360,661.068888
mass13359,660.347418
mass13358,660.1941807
mass13357,660.1761
mass13356,660.1753247
mass13355,660.1714807
mass13354,660.169476
mass13353,660.168606
mass13352,660.1657647
mass13351,660.1362116
mass13350,660.1292205
mass13349,659.365536
mass13348,659.344358
mass13347,659.3290697
mass13346,659.3079987
mass13345,659.2927957
mass13344,659.277769
mass13343,659.2715788
mass13342,659.2597525
mass13341,659.2565154
mass13340,659.241246
mass13339,659.240576
mass13338,659.2356288
mass13337,659.219348
mass13336,659.2048427
mass13335,659.1991906
mass13334,659.184454
mass13333,659.1836391
mass13332,659.181455
mass13331,659.1715232
mass13330,659.1684955
mass13329,659.16591
mass13328,659.163511
mass13327,659.1626498
mass13326,659.1474521
mass13325,659.142423
mass13324,659.1329098
mass13323,659.128283
mass13322,659.1263727
mass13321,659.117977
mass13320,659.089633
mass13319,658.822891
mass13318,658.352841
mass13317,658.268016
mass13316,658.181652
mass13315,658.1688324
mass13314,658.166091
mass13313,658.1502849
mass13312,657.3499725
mass13311,657.328722
mass13310,657.3135419
mass13309,657.2922977
mass13308,657.2768599
mass13307,657.2615448
mass13306,657.255984
mass13305,657.2441176
mass13304,657.240691
mass13303,657.236423
mass13302,657.2194445
mass13301,657.1890195
mass13300,657.183969
mass13299,657.1830726
mass13298,657.1678896
mass13297,657.1652791
mass13296,657.154802
mass13295,657.1526949
mass13294,657.146776
mass13293,657.131809
mass13292,657.126432
mass13291,657.1103181
mass13290,657.1056067
mass13289,657.0961623
mass13288,657.073317
mass13287,656.827278
mass13286,656.681915
mass13285,656.3012682
mass13284,656.218147
mass13283,656.216435
mass13282,656.1815862
mass13281,656.1797038
mass13280,656.1341333
mass13279,655.355223
mass13278,655.3341406
mass13277,655.2977347
mass13276,655.283319
mass13275,655.282523
mass13274,655.2765435
mass13273,655.2614022
mass13272,655.2462435
mass13271,655.2400845
mass13270,655.2310695
mass13269,655.228367
mass13268,655.225454
mass13267,655.22453
mass13266,655.2099174
mass13265,655.204226
mass13264,655.1919653
mass13263,655.188654
mass13262,655.174189
mass13261,655.1734418
mass13260,655.1676788
mass13259,655.1524812
mass13258,655.1496615
mass13257,655.1404155
mass13256,655.1311532
mass13255,655.1159425
mass13254,655.110688
mass13253,655.1007379
mass13252,655.094854
mass13251,655.071253
mass13250,654.864364
mass13249,654.696258
mass13248,654.2185883
mass13247,654.194219
mass13246,654.082504
mass13245,653.867345
mass13244,653.6880268
mass13243,653.6818775
mass13242,653.427637
mass13241,653.391336
mass13240,653.3547995
mass13239,653.3396475
mass13238,653.3184659
mass13237,653.30318
mass13236,653.2820553
mass13235,653.278223
mass13234,653.2670675
mass13233,653.252841
mass13232,653.2457689
mass13231,653.2303987
mass13230,653.2152134
mass13229,653.2118003
mass13228,653.209922
mass13227,653.209103
mass13226,653.1940229
mass13225,653.1886975
mass13224,653.1860628
mass13223,653.181007
mass13222,653.1728671
mass13221,653.1517611
mass13220,653.1365927
mass13219,653.1153093
mass13218,653.0792073
mass13217,652.86842
mass13216,652.6984024
mass13215,652.6800811
mass13214,652.415524
mass13213,652.273165
mass13212,652.2029975
mass13211,652.1969477
mass13210,652.1787342
mass13209,652.149255
mass13208,652.124317
mass13207,651.4117815
mass13206,651.375514
mass13205,651.3391613
mass13204,651.3240775
mass13203,651.3028974
mass13202,651.28798
mass13201,651.2665128
mass13200,651.25146
mass13199,651.2359684
mass13198,651.231581
mass13197,651.2301937
mass13196,651.214903
mass13195,651.1996731
mass13194,651.1948253
mass13193,651.1936907
mass13192,651.1793325
mass13191,651.1784783
mass13190,651.1632768
mass13189,651.157295
mass13188,651.1362215
mass13187,651.1209583
mass13186,651.0996638
mass13185,651.061054
mass13184,651.0480465
mass13183,650.23087
mass13182,650.223387
mass13181,650.2156453
mass13180,650.1943563
mass13179,650.1873571
mass13178,649.765049
mass13177,649.6739593
mass13176,649.3597767
mass13175,649.3233839
mass13174,649.3083205
mass13173,649.2870657
mass13172,649.2507632
mass13171,649.235484
mass13170,649.231683
mass13169,649.221043
mass13168,649.2202557
mass13167,649.2145267
mass13166,649.211627
mass13165,649.2083809
mass13164,649.1990323
mass13163,649.1908709
mass13162,649.1839665
mass13161,649.1812725
mass13160,649.1794038
mass13159,649.1785081
mass13158,649.172082
mass13157,649.1628154
mass13156,649.156824
mass13155,649.15434
mass13154,649.1417202
mass13153,649.1204528
mass13152,649.105181
mass13151,648.7655587
mass13150,648.2079462
mass13149,648.186206
mass13148,648.1714326
mass13147,648.165662
mass13146,647.3443602
mass13145,647.329427
mass13144,647.3078914
mass13143,647.2926427
mass13142,647.2714891
mass13141,647.2562108
mass13140,647.241775
mass13139,647.2409019
mass13138,647.2351593
mass13137,647.2046026
mass13136,647.2000615
mass13135,647.1990542
mass13134,647.192977
mass13133,647.1834318
mass13132,647.1682326
mass13131,647.163147
mass13130,647.1623503
mass13129,647.1470492
mass13128,647.1257681
mass13127,647.10474
mass13126,647.0894463
mass13125,647.0319457
mass13124,646.7700683
mass13123,646.1924072
mass13122,645.6906962
mass13121,645.349581
mass13120,645.3284153
mass13119,645.313392
mass13118,645.298315
mass13117,645.2924527
mass13116,645.2770544
mass13115,645.26181
mass13114,645.2558893
mass13113,645.2406107
mass13112,645.2257197
mass13111,645.2195659
mass13110,645.1890647
mass13109,645.1846369
mass13108,645.1835006
mass13107,645.1679137
mass13106,645.1524513
mass13105,645.147553
mass13104,645.1468162
mass13103,645.131267
mass13102,645.125593
mass13101,645.1102939
mass13100,644.807193
mass13099,644.77049
mass13098,644.288983
mass13097,644.285883
mass13096,644.2681738
mass13095,644.1766868
