Member,Value,Direction,Domain,Phylum,Class,Order,Family,Genus,Species
20130700_E2X_2,0.497758866,Insignificant,d__Bacteria,p__Bacteroidota,c__UBA10030,o__UBA10030,f__SZUA-254,g__,s__
20130700_E2Y_10,-0.575545514,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20130700_E2Y_17,-0.533552427,Insignificant,d__Bacteria,p__Desulfobacterota,c__Syntrophia,o__Syntrophales,f__UBA2185,g__Fen-1135,s__Fen-1135 sp003142635
20130700_E2Y_3,0.360983531,Insignificant,d__Bacteria,p__Bacteroidota,c__Ignavibacteria,o__Ignavibacteriales,f__Ignavibacteriaceae,g__Fen-1301,s__Fen-1301 sp003141435
20130700_E2Y_4,-12.16344947,Sig. Low,d__Bacteria,p__Desulfobacterota,c__Syntrophia,o__Syntrophales,f__Smithellaceae,g__Smithella,s__Smithella sp003141615
20130700_E3M_6,-0.336020557,Insignificant,d__Bacteria,p__Bacteroidota,c__UBA10030,o__UBA10030,f__UBA6906,g__Fen-1255,s__Fen-1255 sp003162215
20130700_E3X_9,0.942996199,Insignificant,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__GIF9,f__UBA5629,g__UBA1162,s__UBA1162 sp002311135
20130700_E3Z_1,1.100473613,High,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__,f__,g__,s__
20130700_E3Z_10,-0.750021333,Insignificant,d__Bacteria,p__Chloroflexota,c__Ellin6529,o__CSP1-4,f__CSP1-4,g__Fen-1039,s__
20130700_E3Z_5,-0.183915588,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__,s__
20130700_E3Z_8,-0.781477193,Insignificant,d__Bacteria,p__Chloroflexota,c__Ellin6529,o__CSP1-4,f__CSP1-4,g__Fen-1039,s__Fen-1039 sp003171255
20130700_P1Y_10,0.213255228,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Palsa-1439,f__Palsa-1439,g__Palsa-1439,s__
20130700_S1X_7,0.466627959,Insignificant,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylocella,s__Methylocella sp003162995
20130700_S2D_2,-0.502243799,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20130700_S2M_1,-0.566937964,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20130700_S2Y_13,-0.107435569,Insignificant,d__Bacteria,p__Fibrobacterota,c__Chitinivibrionia,o__Chitinivibrionales,f__Chitinispirillaceae,g__,s__
20130700_S2Y_8,-0.958523895,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__UBA11358,s__
20140700_E14_11,0.236573036,Insignificant,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Bog-793,g__Fen-455,s__Fen-455 sp003140595
20140700_E14_2,-0.66483277,Insignificant,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__VadinHA17,g__LD21,s__LD21 sp003162595
20140700_E15_11,0.258825911,Insignificant,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__EnvOPS12,g__Fen-1038,s__Fen-1038 sp003158885
20140700_E15_14,-0.867706903,Insignificant,d__Bacteria,p__Chloroflexota,c__Ellin6529,o__CSP1-4,f__CSP1-4,g__Fen-1039,s__Fen-1039 sp003171035
20140700_E15_15,4.184143609,Sig. High,d__Bacteria,p__Patescibacteria,c__Microgenomatia,o__Shapirobacterales,f__UBA12405,g__UBA12158,s__
20140700_E15_18,0.263657317,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Palsa-1439,f__Palsa-1439,g__,s__
20140700_E15_2,0.386376922,Insignificant,d__Bacteria,p__Fibrobacterota,c__Chitinivibrionia,o__Chitinivibrionales,f__Chitinispirillaceae,g__FEN-1185,s__
20140700_E15_7,0.306419313,Insignificant,d__Bacteria,p__Bacteroidota,c__Ignavibacteria,o__Ignavibacteriales,f__Ignavibacteriaceae,g__Fen-1301,s__
20140700_E22_1,-0.55323779,Insignificant,d__Bacteria,p__Myxococcota,c__Polyangia,o__Palsa-1104,f__Fen-1088,g__Fen-1118,s__
20140700_E22_12,1.588513042,High,d__Bacteria,p__Dormibacterota,c__Dormibacteria,o__UBA8260,f__UBA8260,g__UBA8260,s__UBA8260 sp003135255
20140700_S11_11,-0.577486272,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20140700_S11_15,-0.559063239,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20140700_S11_7,2.729451622,Sig. High,d__Bacteria,p__Eremiobacterota,c__Eremiobacteria,o__UBP12,f__UBA5184,g__Bog-1527,s__Bog-1527 sp003155175
20140700_S12_11,0.042878943,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__,s__
20140700_S12_15,0.503232832,Insignificant,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylocystis,s__Methylocystis sp003134075
20140700_S15_2,0.866803316,Insignificant,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,g__RAAP-2,s__RAAP-2 sp003138815
20140700_S16_1,-0.338781688,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20140700_S16_20,-0.46212552,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20140700_S32_12,-0.363622855,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20140700_S36_11,2.643851635,Sig. High,d__Bacteria,p__Goldbacteria,c__PGYV01,o__PGYV01,f__Palsa-1178,g__Bog-1181,s__Bog-1181 sp003159495
20150700_E14_10,-0.593435392,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20150700_E14_13,-0.924069946,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__UBA11358,s__
20150700_E14_2,-0.543305926,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20150700_E14_4,-0.668075189,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__UBA11358,s__
20150700_E14_5,-0.241051949,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__UBA11358,s__
20150700_E15_13,3.044859256,Sig. High,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__UBA9983,f__UBA2163,g__UBA10103,s__
20150700_E15_18,-0.297431887,Insignificant,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__FEN-979,g__FEN-979,s__
20150700_E15_20,-0.555037094,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20150700_E15_22,-0.476035836,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20150700_E15_4,-0.567003859,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20150700_E15_6,-0.76412371,Insignificant,d__Bacteria,p__Desulfobacterota,c__Syntrophia,o__Syntrophales,f__Smithellaceae,g__Smithella,s__
20150700_E25_9,0.060700022,Insignificant,d__Bacteria,p__Methylomirabilota,c__Methylomirabilia,o__Methylomirabilales,f__2-02-FULL-66-22,g__,s__
20150700_E34_11,-12.17939621,Sig. Low,d__Bacteria,p__Desulfobacterota,c__Syntrophia,o__Syntrophales,f__Fen-1087,g__Fen-1087,s__Fen-1087 sp003161855
20150700_E34_4,0.106191925,Insignificant,d__Bacteria,p__Bacteroidota,c__UBA10030,o__UBA10030,f__UBA6906,g__Fen-1273,s__Fen-1273 sp003161955
20150700_E35_2,0.318737728,Insignificant,d__Bacteria,p__Fibrobacterota,c__Chitinivibrionia,o__Chitinivibrionales,f__Chitinispirillaceae,g__,s__
20150700_P24_5,-0.192835275,Insignificant,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Bog-793,g__Fen-455,s__
20150700_S15_1,-0.660031818,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__UBA11358,s__
20150700_S15_12,0.445990241,Insignificant,d__Bacteria,p__Bacteroidota,c__Ignavibacteria,o__Ignavibacteriales,f__Ignavibacteriaceae,g__FEN-1297,s__FEN-1297 sp003142915
20150700_S23_3,0.562253705,Insignificant,d__Bacteria,p__Dormibacterota,c__Dormibacteria,o__UBA8260,f__UBA8260,g__UBA8260,s__UBA8260 sp003134115
20150700_S25_3,-0.059612522,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Palsa-1400,g__,s__
20160700_E13_6,-12.18106687,Sig. Low,d__Bacteria,p__Desulfobacterota,c__Syntrophia,o__Syntrophales,f__Smithellaceae,g__Smithella,s__
20160700_E23_20,-0.429630729,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__UBA11358,s__
20160700_E23_21,-0.521838713,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20160700_E23_26,2.191325557,Sig. High,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellae,o__RFP12,f__,g__,s__
20160700_E25_11,-0.601008504,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20160700_E25_13,-0.520869171,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20160700_E25_15,-0.528357753,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20160700_E25_16,-0.571182704,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20160700_E25_27,-0.96172736,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Koribacteraceae,g__Bog-209,s__
20160700_E25_5,1.612059315,High,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA9339,f__UBA9339,g__UBA9339,s__
20160700_E33_2,-0.646275789,Insignificant,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__Dehalococcoidales,f__UBA3254,g__Fen-1064,s__Fen-1064 sp003162335
20160700_S11_6,-0.629689116,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__UBA11358,s__
20160700_S13_16,-0.220478823,Insignificant,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Bog-793,g__Fen-455,s__
20160700_S14_9,0.467171727,Insignificant,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__Bog-1198,s__
20160700_S15_2,-0.970425304,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Koribacteraceae,g__Bog-209,s__
20160700_S33_6,0.761499948,Insignificant,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__FEN-1191,s__
20160700_S34_5,1.205869688,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptosporangiales,f__Streptosporangiaceae,g__Palsa-506,s__
20170700_E14_6,-0.659216807,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__UBA11358,s__
20170700_E15_6,-0.551763632,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20170700_E15_8,-0.568207793,Insignificant,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__EnvOPS12,g__Fen-1038,s__Fen-1038 sp003141915
20170700_S24_10,-0.347028611,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__Terracidiphilus sp003138515
20170700_S24_14,-0.549428816,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20170700_S24_16,-0.469099568,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__UBA11358,s__
20170700_S24_4,0.019369799,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Palsa-1400,g__,s__
20170700_S24_5,-0.259943425,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Palsa-288,s__Palsa-288 sp003142215
20170700_S24_8,0.015003966,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Palsa-1400,g__,s__
20170700_S24_9,-0.666800336,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__UBA11358,s__
20170700_S25_1,-0.229940799,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Palsa-288,s__
20170700_S25_13,-0.527323445,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__Terracidiphilus sp003165095
20170700_S25_14,-0.414073201,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20170700_S25_25,1.768946484,High,d__Bacteria,p__Dormibacterota,c__Dormibacteria,o__UBA8260,f__Bog-877,g__Bog-877,s__Bog-877 sp003164475
20170700_S25_26,-0.897915448,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Koribacteraceae,g__Bog-209,s__Bog-209 sp003139995
20170700_S25_3,0.205929694,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Palsa-343,s__Palsa-343 sp003152595
20170700_S25_32,0.04225933,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Palsa-1400,g__Palsa-1400,s__
20170700_S25_36,1.550474793,High,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__
20170700_S25_38,0.977089135,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__UBA7540,f__UBA7540,g__UBA7540,s__
20170700_S25_7,-0.518540111,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20170700_S25_8,-0.330056984,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__,s__
20170700_S25_9,-0.603211694,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__Terracidiphilus sp003161045
20170700_S33_23,-0.520405541,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20170700_S34_10,-0.492059354,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20170700_S34_13,0.73564019,Insignificant,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,g__RAAP-2,s__
20170700_S34_23,-0.527275973,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20170700_S34_24,-0.486787677,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__Terracidiphilus sp003156235
20170700_S34_25,-0.468547908,Insignificant,d__Bacteria,p__Desulfobacterota,c__Syntrophia,o__Syntrophales,f__Smithellaceae,g__UBA4810,s__UBA4810 sp002479215
20170700_S34_26,0.473169749,Insignificant,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,g__Bog-756,s__
20170700_S34_36,-0.454539652,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__PALSA-1440,s__
20170700_S34_41,-0.558944475,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__,s__
20170700_S35_18,-0.489770191,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
20170700_S35_19,-0.219521341,Insignificant,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__FEN-979,g__FEN-979,s__
20170700_S35_2,-0.526639764,Insignificant,d__Bacteria,p__Myxococcota,c__Polyangia,o__Palsa-1104,f__Fen-1088,g__Fen-1118,s__
20170700_S35_4,0.552592397,Insignificant,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylocella,s__
20170700_S35_7,2.882534199,Sig. High,d__Bacteria,p__Firmicutes_B,c__Syntrophomonadia,o__Thermacetogeniales,f__Palsa-1188,g__Palsa-1188,s__
3300022861_2,0.091438957,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Koribacteraceae,g__TOLSYN,s__
3300023248_5,-0.540912567,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus,s__
3300023254_4,-0.179127567,Insignificant,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__FEN-979,g__FEN-979,s__
3300023254_8,6.407017374,Sig. High,d__Bacteria,p__Firmicutes,c__Bacilli,o__RFN20,f__CAG-826,g__UBA4951,s__
3300024238_3,0.232891858,Insignificant,d__Bacteria,p__Fibrobacterota,c__Chitinivibrionia,o__Chitinivibrionales,f__Chitinispirillaceae,g__,s__
3300026450_3,1.190274201,High,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__Paludibacter_A,s__
3300031524_30,2.284836014,Sig. High,d__Bacteria,p__FCPU426,c__,o__,f__,g__,s__
3300031726_9,2.099583062,Sig. High,d__Bacteria,p__Chloroflexota,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae,g__Dictyobacter,s__
3300036884_16,0.872413586,Insignificant,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__Dehalococcoidales,f__RBG-16-60-22,g__Fen-1077,s__Fen-1077 sp003141235
3300036884_17,0.327245807,Insignificant,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Gallionellaceae,g__Nitrotoga,s__
3300036884_7,2.114689114,Sig. High,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__UBA11386,g__,s__
3300036886_10,2.189746081,Sig. High,d__Bacteria,p__Planctomycetota,c__FEN-1346,o__FEN-1346,f__FEN-1346,g__FEN-1346,s__
3300036888_6,0.156643176,Insignificant,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Roseiarcus,s__
3300036913_19,2.533148197,Sig. High,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__UBA9983,f__UBA11359,g__C7867-002,s__
3300036929_5,-12.1169536,Sig. Low,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__UBA11358,s__
3300037040_8,0.185382752,Insignificant,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylocystis,s__
3300037049_8,-0.01019259,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Palsa-1400,g__,s__
3300037076_10,0.465533164,Insignificant,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__UBA700,s__
3300037076_11,-0.373341697,Insignificant,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__FEN-979,g__FEN-979,s__
3300037076_20,3.668032583,Sig. High,d__Bacteria,p__Caldisericota,c__Caldisericia,o__Cryosericales,f__Cryosericaceae,g__Cryosericum,s__Cryosericum odellii
3300037076_21,1.835550006,High,d__Bacteria,p__Elusimicrobiota,c__Endomicrobia,o__Endomicrobiales,f__,g__,s__
3300037076_25,3.045486987,Sig. High,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__UBA4664,f__UBA4664,g__UBA4664,s__
3300037085_4,-0.670890763,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__UBA11358,s__
3300037089_15,2.784314095,Sig. High,d__Bacteria,p__Omnitrophota,c__Omnitrophia,o__Omnitrophales,f__UBA2337,g__XYB12-FULL-50-7,s__XYB12-FULL-50-7 sp003140935
3300037090_15,3.53419701,Sig. High,d__Bacteria,p__Patescibacteria,c__Microgenomatia,o__Levybacterales,f__UBA12049,g__,s__
3300037091_10,1.85132869,High,d__Bacteria,p__Desulfobacterota,c__Desulfomonilia_A,o__UBA1062,f__UBA1062,g__,s__
3300037104_11,-0.317724621,Insignificant,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Spirochaetales,f__Fen-1364,g__Fen-1364,s__Fen-1364 sp003141795
3300037104_17,1.239024673,High,d__Bacteria,p__Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__FEN-1250,s__FEN-1250 sp003142495
3300037104_22,1.197751592,High,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__Dehalococcoidales,f__Dehalococcoidaceae,g__SURF-27,s__
3300037105_13,2.010442819,Sig. High,d__Bacteria,p__Planctomycetota,c__DG-23,o__SLPQ01,f__,g__,s__
3300037109_9,1.870053308,High,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Sedimentisphaerales,f__,g__,s__
3300037129_8,2.421043084,Sig. High,d__Bacteria,p__Patescibacteria,c__Gracilibacteria,o__UM-FILTER-43-11,f__UM-FILTER-43-11,g__,s__
3300037132_9,-0.969481691,Insignificant,d__Bacteria,p__Desulfobacterota,c__Syntrophia,o__Syntrophales,f__Smithellaceae,g__Smithella,s__
3300037155_10,0.623054561,Insignificant,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__UBA8190,g__Palsa-661,s__Palsa-661 sp003151475
3300037155_22,1.61122474,High,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__UBA9983,f__UBA11359,g__,s__
3300037185_7,1.19124726,High,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__UBA8932,g__UBA1306,s__
3300037198_12,0.111829659,Insignificant,d__Bacteria,p__Desulfobacterota,c__Syntrophorhabdia,o__Syntrophorhabdales,f__Syntrophorhabdaceae,g__,s__
3300037224_12,1.422043543,High,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__UBA8932,g__UBA1306,s__
3300037225_15,1.319996319,High,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__GIF9,f__UBA5629,g__UBA1162,s__
3300037225_16,0.806725419,Insignificant,d__Bacteria,p__Desulfobacterota,c__Syntrophorhabdia,o__Syntrophorhabdales,f__WCHB1-27,g__,s__
3300037225_17,1.867875071,High,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Sedimentisphaerales,f__Anaerohalophaeraceae,g__Fen-1362,s__Fen-1362 sp003170415
3300037226_12,1.004102604,High,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__UBA9983,f__UBA9973,g__UBA9973,s__
3300037239_6,1.441276526,High,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Palsa-744,s__
3300037342_8,1.767349595,High,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__SXWH01,s__
3300037349_11,-0.465497552,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__UBA11358,s__
3300037355_2,-0.803358357,Insignificant,d__Bacteria,p__Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Koribacteraceae,g__Bog-209,s__
3300037359_10,0.237517102,Insignificant,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Gallionellaceae,g__PALSA-1006,s__
3300037360_7,1.44936017,High,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Roseiarcus,s__
3300037361_6,-0.167905287,Insignificant,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__Nibricoccus,s__
3300037361_7,0.409087009,Insignificant,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Gallionellaceae,g__Sideroxydans,s__
3300037549_11,-0.383336736,Insignificant,d__Bacteria,p__Acidobacteriota,c__Holophagae,o__Holophagales,f__Holophagaceae,g__Geothrix,s__
3300038458_11,0.429040359,Insignificant,d__Bacteria,p__Acidobacteriota,c__Aminicenantia,o__Aminicenantales,f__UBA4085,g__FEN-413,s__
3300038461_13,2.691907617,Sig. High,d__Bacteria,p__Patescibacteria,c__ABY1,o__BM507,f__,g__,s__
