cluster,env_variable,rho,pvalue,pval_adj
Cluster1,CO2.mM__,-0.18865189800780705,0.4841031362956012,1
Cluster2,CO2.mM__,-0.001472755647281311,0.9956809902117594,1
Cluster3,CO2.mM__,-0.04411764705882353,0.8711220048065984,1
Cluster1,CH4.mM__,-0.03242454497009184,0.9051108505088945,1
Cluster2,CH4.mM__,-0.05449195894940851,0.8411407653580092,1
Cluster3,CH4.mM__,-0.01764705882352941,0.9482801500547113,1
