featureid,cluster,June_P_1_S_12_so_R1,June_P_1_D_12_so_R2,June_P_1_D_12_so_R1,June_P_2_S_12_so_R1,June_P_2_M_12_so_R1,June_P_2_M_12_so_R2,June_P_2_D_12_so_R2,June_P_2_D_12_so_R1,June_P_3_D_12_so_R1,July_P_1_S_12_so_R1,July_P_1_M_12_so_R1,July_P_1_D_12_so_R1,July_P_2_S_12_so_R2,July_P_2_S_12_so_R1,July_P_2_M_12_so_R1,July_P_2_D_12_so_R1,July_P_3_S_12_so_R1,July_P_3_M_12_so_R2,July_P_3_M_12_so_R1,Aug_P_1_S_12_so_R1,Aug_P_1_M_12_so_R1,Aug_P_1_D_12_so_R1,Aug_P_2_S_12_so_R1,Aug_P_2_M_12_so_R1,Aug_P_2_D_12_so_R2,Aug_P_2_D_12_so_R1,Aug_P_3_S_12_so_R1,Aug_P_3_M_12_so_R2,Aug_P_3_M_12_so_R1
767.2476586,2,NA,0.898697247753046,NA,0.898697247753046,0.898697247753046,0.898697247753046,0.898697247753046,0.898697247753046,0.898697247753046,0.898697247753046,0.898697247753046,0.898697247753046,0.898697247753046,0.898697247753046,0.898697247753046,NA,0.898697247753046,0.898697247753046,0.898697247753046,NA,0.898697247753046,0.898697247753046,NA,0.898697247753046,0.898697247753046,0.898697247753046,0.898697247753046,0.898697247753046,0.898697247753046
751.2162037,2,NA,0.732149786275744,0.732149786275744,0.732149786275744,0.732149786275744,0.732149786275744,0.732149786275744,0.732149786275744,0.732149786275744,0.732149786275744,NA,NA,NA,NA,NA,NA,0.732149786275744,0.732149786275744,0.732149786275744,NA,0.732149786275744,NA,NA,0.732149786275744,0.732149786275744,NA,0.732149786275744,NA,0.732149786275744
753.2318114,1,NA,-0.414936167136326,-0.414936167136326,-0.414936167136326,-0.414936167136326,-0.414936167136326,-0.414936167136326,-0.414936167136326,-0.414936167136326,-0.414936167136326,-0.414936167136326,-0.414936167136326,-0.414936167136326,-0.414936167136326,-0.414936167136326,-0.414936167136326,-0.414936167136326,-0.414936167136326,-0.414936167136326,NA,-0.414936167136326,-0.414936167136326,NA,-0.414936167136326,-0.414936167136326,-0.414936167136326,-0.414936167136326,-0.414936167136326,-0.414936167136326
777.268632,2,0.859688880403782,0.859688880403782,0.859688880403782,0.859688880403782,0.859688880403782,NA,0.859688880403782,0.859688880403782,NA,0.859688880403782,NA,NA,0.859688880403782,0.859688880403782,NA,NA,0.859688880403782,0.859688880403782,0.859688880403782,0.859688880403782,0.859688880403782,NA,0.859688880403782,NA,0.859688880403782,NA,NA,NA,NA
797.2585438,2,NA,1.13706683510184,NA,1.13706683510184,1.13706683510184,1.13706683510184,1.13706683510184,1.13706683510184,NA,1.13706683510184,NA,NA,NA,1.13706683510184,1.13706683510184,NA,NA,1.13706683510184,1.13706683510184,NA,1.13706683510184,1.13706683510184,NA,NA,NA,1.13706683510184,1.13706683510184,1.13706683510184,1.13706683510184
809.258368,2,NA,1.04129619884775,1.04129619884775,1.04129619884775,1.04129619884775,1.04129619884775,1.04129619884775,1.04129619884775,1.04129619884775,1.04129619884775,1.04129619884775,NA,1.04129619884775,1.04129619884775,1.04129619884775,NA,1.04129619884775,1.04129619884775,1.04129619884775,1.04129619884775,1.04129619884775,1.04129619884775,1.04129619884775,1.04129619884775,1.04129619884775,1.04129619884775,1.04129619884775,1.04129619884775,1.04129619884775
795.2428323,2,NA,0.685670745302808,0.685670745302808,0.685670745302808,0.685670745302808,0.685670745302808,0.685670745302808,0.685670745302808,0.685670745302808,0.685670745302808,NA,NA,0.685670745302808,0.685670745302808,NA,NA,0.685670745302808,0.685670745302808,0.685670745302808,0.685670745302808,0.685670745302808,0.685670745302808,0.685670745302808,0.685670745302808,0.685670745302808,NA,NA,0.685670745302808,0.685670745302808
695.2261402,1,NA,-0.50070142255187,-0.50070142255187,-0.50070142255187,-0.50070142255187,-0.50070142255187,-0.50070142255187,-0.50070142255187,-0.50070142255187,-0.50070142255187,-0.50070142255187,-0.50070142255187,-0.50070142255187,-0.50070142255187,-0.50070142255187,NA,-0.50070142255187,-0.50070142255187,-0.50070142255187,NA,-0.50070142255187,-0.50070142255187,-0.50070142255187,-0.50070142255187,-0.50070142255187,-0.50070142255187,-0.50070142255187,-0.50070142255187,-0.50070142255187
697.2054029,1,-0.525940731604004,-0.525940731604004,-0.525940731604004,-0.525940731604004,-0.525940731604004,-0.525940731604004,-0.525940731604004,-0.525940731604004,-0.525940731604004,-0.525940731604004,-0.525940731604004,NA,-0.525940731604004,-0.525940731604004,-0.525940731604004,-0.525940731604004,-0.525940731604004,-0.525940731604004,-0.525940731604004,-0.525940731604004,-0.525940731604004,-0.525940731604004,-0.525940731604004,-0.525940731604004,-0.525940731604004,-0.525940731604004,-0.525940731604004,-0.525940731604004,-0.525940731604004
683.2260042,1,-0.498231600915401,-0.498231600915401,-0.498231600915401,-0.498231600915401,-0.498231600915401,-0.498231600915401,-0.498231600915401,-0.498231600915401,-0.498231600915401,-0.498231600915401,NA,NA,-0.498231600915401,-0.498231600915401,-0.498231600915401,NA,-0.498231600915401,-0.498231600915401,-0.498231600915401,-0.498231600915401,-0.498231600915401,NA,-0.498231600915401,-0.498231600915401,-0.498231600915401,-0.498231600915401,-0.498231600915401,-0.498231600915401,-0.498231600915401
