cluster,env_variable,rho,pvalue,pval_adj
Cluster1,CO2.percent,0.1666674703966166,0.5086164235636479,1
Cluster2,CO2.percent,0.22395267080704778,0.371663232652756,1
Cluster3,CO2.percent,0.07327141382868937,0.7726309674360763,1
