featureid,cluster,June_S_1_S_12_so_R1,June_S_1_M_12_so_R1,June_S_1_D_12_so_R1,June_S_2_S_12_so_R2,June_S_2_S_12_so_R1,June_S_2_M_12_so_R1,June_S_2_D_12_so_R1,June_S_3_S_12_so_R1,June_S_3_M_12_so_R1,June_S_3_D_12_so_R1,July_S_1_S_12_so_R1,July_S_1_M_12_so_R1,July_S_1_D_12_so_R1,July_S_2_S_12_so_R1,July_S_2_M_12_so_R2,July_S_2_M_12_so_R1,July_S_2_D_12_so_R1,July_S_3_S_12_so_R1,July_S_3_M_12_so_R1,Aug_S_1_S_12_so_R2,Aug_S_1_S_12_so_R1,Aug_S_1_M_12_so_R1,Aug_S_1_D_12_so_R1,Aug_S_2_M_12_so_R1,Aug_S_2_D_12_so_R2,Aug_S_2_D_12_so_R1,Aug_S_3_S_12_so_R1
373.0772681,4,-13.2839042131656,-12.8011562001044,-13.0255719381602,-12.6560998256453,-12.8303575086077,-12.4449954420631,-12.9649660781884,-12.9512493287367,-13.2653847082531,-12.7888946756872,-13.2184321790056,-12.7710552132654,-13.3782066792192,-13.0397502802301,-12.7180407404103,-13.1923094583519,-12.4472652874962,-12.6890233334668,-12.7624058596746,-12.5507710056556,-12.9474865158055,-12.6379113025052,-13.2006747820825,-12.6575694889058,-12.8862745306253,-13.2934421217649,-13.0043047441945
389.1085753,3,-0.629516309751763,-0.629516309751763,-0.629516309751763,-0.629516309751763,-0.629516309751763,-0.629516309751763,-0.629516309751763,-0.629516309751763,-0.629516309751763,-0.629516309751763,-0.629516309751763,-0.629516309751763,-0.629516309751763,-0.629516309751763,-0.629516309751763,-0.629516309751763,-0.629516309751763,-0.629516309751763,-0.629516309751763,-0.629516309751763,-0.629516309751763,-0.629516309751763,-0.629516309751763,-0.629516309751763,-0.629516309751763,NA,-0.629516309751763
387.0929289,4,-12.2343021574616,-13.0017912407487,-12.7827462974982,-12.9261189010184,-13.3297536155785,-13.0190647239602,-12.6682125216261,-12.5639782560922,-12.9124763315544,-12.8614576191681,-13.01558058863,-12.526029972215,-12.6290904352587,-13.3354050390521,-13.1167316300582,-12.4427596577089,-13.5660385863479,-12.6177998485673,-13.3003084569804,-13.0270220350135,-12.8846004307491,-12.9860336595718,-13.029833932319,-13.0584465958836,-13.1852178767206,-12.9340658147681,-12.9126916385388
401.1085839,4,-13.2078972698394,-13.0129143820065,-12.5590904822171,-12.7080458958849,-12.8949502010854,-12.7046770783793,-13.3004051117181,-13.0132327403494,-13.3110030237874,-12.4919641816312,-12.7267261444048,-13.2910878746623,-13.2647362303279,-12.8566845586224,-12.6238386640096,-13.1950348285802,-12.7763467076272,-12.9904181707568,-12.7928622098941,-13.0286279048512,-12.7197324210192,-12.6500846951458,-12.9591884866151,-12.6565485246249,-13.4448055446821,-13.2344323727466,-13.1847136876168
403.0514807,3,-0.364375034155261,-0.364375034155261,-0.364375034155261,-0.364375034155261,-0.364375034155261,-0.364375034155261,-0.364375034155261,-0.364375034155261,-0.364375034155261,-0.364375034155261,-0.364375034155261,-0.364375034155261,-0.364375034155261,-0.364375034155261,-0.364375034155261,-0.364375034155261,-0.364375034155261,-0.364375034155261,-0.364375034155261,-0.364375034155261,NA,-0.364375034155261,NA,-0.364375034155261,-0.364375034155261,NA,NA
393.067114,3,-0.415840750065501,-0.415840750065501,-0.415840750065501,-0.415840750065501,-0.415840750065501,-0.415840750065501,NA,-0.415840750065501,NA,NA,-0.415840750065501,-0.415840750065501,-0.415840750065501,-0.415840750065501,-0.415840750065501,-0.415840750065501,NA,NA,-0.415840750065501,NA,NA,-0.415840750065501,NA,NA,NA,NA,NA
405.0671125,3,-0.302466780084944,-0.302466780084944,-0.302466780084944,-0.302466780084944,-0.302466780084944,-0.302466780084944,-0.302466780084944,-0.302466780084944,NA,-0.302466780084944,-0.302466780084944,-0.302466780084944,-0.302466780084944,-0.302466780084944,-0.302466780084944,-0.302466780084944,-0.302466780084944,-0.302466780084944,-0.302466780084944,-0.302466780084944,-0.302466780084944,-0.302466780084944,-0.302466780084944,NA,NA,NA,NA
409.0409026,3,-0.474130070876515,-0.474130070876515,-0.474130070876515,-0.474130070876515,-0.474130070876515,-0.474130070876515,-0.474130070876515,-0.474130070876515,-0.474130070876515,-0.474130070876515,-0.474130070876515,-0.474130070876515,-0.474130070876515,-0.474130070876515,-0.474130070876515,-0.474130070876515,-0.474130070876515,-0.474130070876515,-0.474130070876515,-0.474130070876515,-0.474130070876515,-0.474130070876515,-0.474130070876515,-0.474130070876515,-0.474130070876515,-0.474130070876515,NA
413.0358085,3,-0.476505863930153,-0.476505863930153,-0.476505863930153,-0.476505863930153,-0.476505863930153,-0.476505863930153,-0.476505863930153,-0.476505863930153,NA,-0.476505863930153,-0.476505863930153,-0.476505863930153,-0.476505863930153,-0.476505863930153,NA,-0.476505863930153,-0.476505863930153,NA,-0.476505863930153,NA,NA,-0.476505863930153,NA,NA,-0.476505863930153,NA,NA
399.0565486,4,-12.8119670383485,-13.1808477241305,-12.8211530504929,-12.885980610171,-12.6610146252674,-13.1892309572509,-13.287868211367,-12.9521169375656,-13.0465241342748,-13.1261076563964,-12.7269733778934,-12.6791445764511,-12.991323277934,-12.3226904017185,-12.7430326292826,-12.7828367584674,-12.8900065077883,-12.8033337808826,-12.8305928872311,-12.653110813784,-12.6577602022531,-12.7335878621953,-12.5870780204335,-12.3793129085731,-13.0206128784331,-13.5743214614444,-12.8472233770329
439.0878496,3,-0.480902392519624,-0.480902392519624,-0.480902392519624,-0.480902392519624,-0.480902392519624,-0.480902392519624,-0.480902392519624,-0.480902392519624,-0.480902392519624,-0.480902392519624,-0.480902392519624,-0.480902392519624,-0.480902392519624,-0.480902392519624,-0.480902392519624,-0.480902392519624,-0.480902392519624,-0.480902392519624,-0.480902392519624,NA,-0.480902392519624,-0.480902392519624,-0.480902392519624,-0.480902392519624,-0.480902392519624,NA,NA
391.0666935,4,-12.9056897795102,-12.9713666534302,-12.5547770449624,-13.3081733718218,-13.132394652181,-13.3293760622164,-13.1533098017339,-13.0370218520532,-13.520590405717,-12.8318345033885,-12.8344762769026,-12.7898579005083,-12.5926654092693,-13.0673851412144,-13.1722180078091,-13.0921629329781,-13.191668434734,-13.0327626489242,-12.4477640783254,-12.8154222717837,-12.4871976331117,-12.9273958798828,-13.2264305551862,-12.6506922429868,-12.6675384624179,-12.8565861187893,-13.1581055115607
405.0459597,3,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,NA,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741,-0.503859138420741
401.0357886,3,-0.546713760132678,-0.546713760132678,-0.546713760132678,-0.546713760132678,-0.546713760132678,-0.546713760132678,-0.546713760132678,-0.546713760132678,NA,NA,-0.546713760132678,-0.546713760132678,-0.546713760132678,-0.546713760132678,-0.546713760132678,-0.546713760132678,-0.546713760132678,-0.546713760132678,-0.546713760132678,NA,NA,-0.546713760132678,NA,-0.546713760132678,-0.546713760132678,NA,NA
385.0925099,3,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,-0.671663766216734,NA,NA
405.1187361,4,-13.0566286297893,-12.570186868146,-13.3818690250964,-12.7304624744231,-13.013690152455201,-12.6111612994236,-12.8242610919312,-12.8554819046118,-13.0887806207415,-13.4320217454886,-13.4034999809952,-13.2090105979886,-12.8406457517908,-13.1528048313677,-13.3354392138523,-13.0749690274025,-13.2423552342692,-13.0947448304736,-12.8333899231683,-12.9290705058349,-12.4497592174543,-12.9488319301893,-12.7921327073244,-12.8341384179861,-12.5578782692704,-12.2139354004369,-13.0222478287403
387.1081666,3,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,-0.668929530904269,NA
383.0616038,4,-12.5925647746609,-13.1476394787872,-12.806817234355,-13.271609135158,-12.9354756243212,-12.8752456795539,-12.9595961245138,-12.9474624043313,-12.5866853892756,-13.1108692830495,-12.9841433713639,-12.6315851668632,-12.7421261230452,-12.9226142999148,-12.8050184110212,-13.0774262360452,-12.8545629784413,-12.6007640068216,-12.5273886512151,-13.044815065259,-12.4178650436679,-12.8851692129439,-13.2175886110277,-12.7828189622719,-12.5368316729306,-12.403294630795,-13.1477311725873
395.0615966,4,-12.9961862067644,-12.871010084367,-13.5672794267462,-12.2127090090528,-12.9757606601664,-13.0058019530885,-12.6925820059511,-12.7685363814239,-12.8538229012193,-13.2789805882354,-13.0463522373674,-13.0030420352958,-13.1724767136305,-13.0996898072281,-12.6185499454149,-12.98770765709,-12.5262223139924,-13.1837331532546,-12.8280808019498,-12.7536247188924,-13.0291911533528,-13.038373163282,-12.9881830436159,-13.212353453763,-13.3385330256213,-13.1697205601343,-12.3565072905516
395.0252724,3,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,-0.500184335972653,NA,-0.500184335972653,NA,-0.500184335972653,-0.500184335972653,NA,NA
423.0201881,3,-0.506133485414009,-0.506133485414009,-0.506133485414009,-0.506133485414009,-0.506133485414009,NA,-0.506133485414009,-0.506133485414009,NA,NA,NA,NA,-0.506133485414009,-0.506133485414009,-0.506133485414009,-0.506133485414009,-0.506133485414009,NA,-0.506133485414009,NA,NA,-0.506133485414009,NA,NA,-0.506133485414009,NA,NA
407.0252889,3,-0.322024577130089,-0.322024577130089,-0.322024577130089,-0.322024577130089,-0.322024577130089,-0.322024577130089,-0.322024577130089,-0.322024577130089,NA,-0.322024577130089,-0.322024577130089,-0.322024577130089,-0.322024577130089,-0.322024577130089,-0.322024577130089,-0.322024577130089,-0.322024577130089,NA,-0.322024577130089,NA,NA,-0.322024577130089,-0.322024577130089,NA,-0.322024577130089,NA,NA
411.056597,3,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,-0.548639098408603,NA
425.0722591,4,-13.0777866352235,-12.615056199926,-13.3461721472122,-13.0995667777554,-12.9407000251188,-12.5069038278081,-12.8541891797221,-12.9724318651447,-13.0289383039992,-12.7393592848383,-13.2766503559097,-13.1151708810907,-12.9019008763217,-12.801783962848,-13.2448268280664,-12.7232940193808,-13.4644849365304,-12.75431805176,-13.1562766434974,-13.3117845971187,-12.9475542252099,-12.6458569083541,-12.9972465126254,-12.6705845926778,-12.4560936871127,-12.7214563516642,-12.9749349942028
425.0358814,3,-0.416678321822096,-0.416678321822096,-0.416678321822096,-0.416678321822096,-0.416678321822096,-0.416678321822096,-0.416678321822096,-0.416678321822096,NA,-0.416678321822096,-0.416678321822096,-0.416678321822096,-0.416678321822096,NA,-0.416678321822096,-0.416678321822096,-0.416678321822096,-0.416678321822096,-0.416678321822096,NA,NA,-0.416678321822096,-0.416678321822096,-0.416678321822096,-0.416678321822096,-0.416678321822096,NA
437.0358827,3,-0.514103073867365,-0.514103073867365,-0.514103073867365,-0.514103073867365,-0.514103073867365,NA,-0.514103073867365,-0.514103073867365,NA,-0.514103073867365,-0.514103073867365,-0.514103073867365,-0.514103073867365,-0.514103073867365,-0.514103073867365,NA,-0.514103073867365,-0.514103073867365,-0.514103073867365,NA,NA,-0.514103073867365,NA,NA,-0.514103073867365,NA,NA
413.0510774,3,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,NA,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,-0.652748624123493,NA,NA
417.045998,3,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,-0.47790414836245,NA
419.0252622,3,-0.293237291403391,-0.293237291403391,-0.293237291403391,-0.293237291403391,-0.293237291403391,-0.293237291403391,-0.293237291403391,-0.293237291403391,NA,-0.293237291403391,-0.293237291403391,-0.293237291403391,-0.293237291403391,-0.293237291403391,-0.293237291403391,-0.293237291403391,-0.293237291403391,-0.293237291403391,-0.293237291403391,NA,NA,-0.293237291403391,NA,-0.293237291403391,-0.293237291403391,NA,NA
403.0303228,3,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,NA,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,-0.302535288095211,NA
389.0146778,3,-0.493970650478094,-0.493970650478094,-0.493970650478094,-0.493970650478094,-0.493970650478094,-0.493970650478094,-0.493970650478094,-0.493970650478094,NA,NA,-0.493970650478094,NA,-0.493970650478094,-0.493970650478094,-0.493970650478094,-0.493970650478094,-0.493970650478094,NA,-0.493970650478094,-0.493970650478094,NA,-0.493970650478094,NA,NA,NA,NA,NA
401.0146828,3,-0.512505766595532,-0.512505766595532,-0.512505766595532,-0.512505766595532,-0.512505766595532,-0.512505766595532,-0.512505766595532,-0.512505766595532,NA,NA,-0.512505766595532,-0.512505766595532,-0.512505766595532,-0.512505766595532,-0.512505766595532,-0.512505766595532,-0.512505766595532,-0.512505766595532,-0.512505766595532,NA,NA,-0.512505766595532,NA,-0.512505766595532,-0.512505766595532,NA,NA
385.0197402,3,-0.416958945615238,-0.416958945615238,-0.416958945615238,-0.416958945615238,-0.416958945615238,-0.416958945615238,-0.416958945615238,-0.416958945615238,NA,NA,-0.416958945615238,-0.416958945615238,-0.416958945615238,-0.416958945615238,-0.416958945615238,NA,NA,NA,-0.416958945615238,NA,NA,-0.416958945615238,NA,NA,NA,NA,NA
473.0360075,3,-0.428169062870911,-0.428169062870911,-0.428169062870911,-0.428169062870911,-0.428169062870911,-0.428169062870911,-0.428169062870911,-0.428169062870911,NA,NA,-0.428169062870911,-0.428169062870911,-0.428169062870911,NA,-0.428169062870911,NA,-0.428169062870911,NA,-0.428169062870911,NA,NA,-0.428169062870911,NA,NA,-0.428169062870911,NA,NA
505.0622388,3,-0.614630721557049,-0.614630721557049,-0.614630721557049,-0.614630721557049,-0.614630721557049,NA,-0.614630721557049,-0.614630721557049,NA,NA,-0.614630721557049,-0.614630721557049,-0.614630721557049,-0.614630721557049,-0.614630721557049,-0.614630721557049,-0.614630721557049,-0.614630721557049,-0.614630721557049,NA,NA,-0.614630721557049,NA,NA,-0.614630721557049,NA,NA
475.0516643,3,-0.594420721562042,-0.594420721562042,-0.594420721562042,-0.594420721562042,-0.594420721562042,-0.594420721562042,-0.594420721562042,-0.594420721562042,NA,-0.594420721562042,-0.594420721562042,-0.594420721562042,-0.594420721562042,-0.594420721562042,-0.594420721562042,-0.594420721562042,-0.594420721562042,-0.594420721562042,-0.594420721562042,NA,NA,-0.594420721562042,NA,NA,-0.594420721562042,NA,NA
489.0673178,3,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,NA,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,-0.569978718829407,NA,-0.569978718829407
477.0673068,3,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,-0.575377656103236,NA,-0.575377656103236,-0.575377656103236,NA
479.0465787,3,-0.555362349670242,-0.555362349670242,-0.555362349670242,-0.555362349670242,-0.555362349670242,-0.555362349670242,-0.555362349670242,-0.555362349670242,NA,NA,-0.555362349670242,-0.555362349670242,-0.555362349670242,-0.555362349670242,-0.555362349670242,-0.555362349670242,-0.555362349670242,NA,-0.555362349670242,NA,NA,-0.555362349670242,NA,NA,-0.555362349670242,NA,NA
491.0465731,3,-0.614265346397779,-0.614265346397779,-0.614265346397779,-0.614265346397779,-0.614265346397779,NA,-0.614265346397779,-0.614265346397779,NA,-0.614265346397779,-0.614265346397779,-0.614265346397779,-0.614265346397779,-0.614265346397779,-0.614265346397779,NA,-0.614265346397779,-0.614265346397779,-0.614265346397779,NA,NA,-0.614265346397779,NA,-0.614265346397779,-0.614265346397779,-0.614265346397779,NA
511.0728111,3,-0.350933400647602,-0.350933400647602,-0.350933400647602,-0.350933400647602,-0.350933400647602,-0.350933400647602,-0.350933400647602,-0.350933400647602,NA,NA,-0.350933400647602,-0.350933400647602,-0.350933400647602,-0.350933400647602,-0.350933400647602,-0.350933400647602,-0.350933400647602,NA,-0.350933400647602,NA,NA,-0.350933400647602,NA,NA,NA,NA,NA
485.0935311,3,-0.335148604142715,-0.335148604142715,-0.335148604142715,-0.335148604142715,-0.335148604142715,-0.335148604142715,-0.335148604142715,-0.335148604142715,-0.335148604142715,-0.335148604142715,-0.335148604142715,-0.335148604142715,-0.335148604142715,-0.335148604142715,-0.335148604142715,-0.335148604142715,-0.335148604142715,-0.335148604142715,-0.335148604142715,-0.335148604142715,-0.335148604142715,-0.335148604142715,-0.335148604142715,NA,-0.335148604142715,NA,NA
489.0884393,3,-0.423223078196586,-0.423223078196586,-0.423223078196586,-0.423223078196586,-0.423223078196586,-0.423223078196586,-0.423223078196586,-0.423223078196586,NA,NA,-0.423223078196586,-0.423223078196586,-0.423223078196586,-0.423223078196586,-0.423223078196586,-0.423223078196586,-0.423223078196586,-0.423223078196586,-0.423223078196586,NA,NA,-0.423223078196586,-0.423223078196586,NA,NA,NA,NA
467.082959,3,-0.411614250344334,-0.411614250344334,-0.411614250344334,-0.411614250344334,-0.411614250344334,-0.411614250344334,-0.411614250344334,-0.411614250344334,NA,-0.411614250344334,-0.411614250344334,-0.411614250344334,-0.411614250344334,-0.411614250344334,-0.411614250344334,-0.411614250344334,-0.411614250344334,-0.411614250344334,-0.411614250344334,-0.411614250344334,NA,-0.411614250344334,-0.411614250344334,NA,-0.411614250344334,NA,NA
479.0829659,3,-0.295640359800629,-0.295640359800629,-0.295640359800629,-0.295640359800629,-0.295640359800629,-0.295640359800629,-0.295640359800629,-0.295640359800629,-0.295640359800629,-0.295640359800629,-0.295640359800629,-0.295640359800629,-0.295640359800629,-0.295640359800629,-0.295640359800629,-0.295640359800629,-0.295640359800629,-0.295640359800629,-0.295640359800629,-0.295640359800629,-0.295640359800629,-0.295640359800629,-0.295640359800629,NA,-0.295640359800629,-0.295640359800629,NA
493.0986201,3,-0.405998931124468,-0.405998931124468,-0.405998931124468,-0.405998931124468,-0.405998931124468,-0.405998931124468,-0.405998931124468,-0.405998931124468,-0.405998931124468,-0.405998931124468,-0.405998931124468,-0.405998931124468,-0.405998931124468,-0.405998931124468,-0.405998931124468,-0.405998931124468,-0.405998931124468,-0.405998931124468,-0.405998931124468,-0.405998931124468,-0.405998931124468,-0.405998931124468,-0.405998931124468,NA,-0.405998931124468,NA,NA
467.1193682,3,-0.522137835278956,-0.522137835278956,-0.522137835278956,-0.522137835278956,-0.522137835278956,-0.522137835278956,-0.522137835278956,-0.522137835278956,-0.522137835278956,-0.522137835278956,-0.522137835278956,-0.522137835278956,-0.522137835278956,-0.522137835278956,-0.522137835278956,-0.522137835278956,-0.522137835278956,-0.522137835278956,-0.522137835278956,-0.522137835278956,-0.522137835278956,-0.522137835278956,-0.522137835278956,NA,-0.522137835278956,NA,NA
479.1193678,3,-0.598736062080406,-0.598736062080406,-0.598736062080406,NA,NA,-0.598736062080406,-0.598736062080406,-0.598736062080406,-0.598736062080406,NA,NA,-0.598736062080406,-0.598736062080406,-0.598736062080406,-0.598736062080406,-0.598736062080406,-0.598736062080406,-0.598736062080406,-0.598736062080406,-0.598736062080406,-0.598736062080406,-0.598736062080406,-0.598736062080406,-0.598736062080406,-0.598736062080406,-0.598736062080406,NA
493.1350236,3,-0.595301936539178,-0.595301936539178,-0.595301936539178,-0.595301936539178,-0.595301936539178,-0.595301936539178,-0.595301936539178,-0.595301936539178,-0.595301936539178,-0.595301936539178,-0.595301936539178,-0.595301936539178,-0.595301936539178,-0.595301936539178,-0.595301936539178,-0.595301936539178,-0.595301936539178,-0.595301936539178,-0.595301936539178,-0.595301936539178,-0.595301936539178,-0.595301936539178,-0.595301936539178,NA,-0.595301936539178,NA,-0.595301936539178
509.1299271,3,-0.413203781659996,-0.413203781659996,-0.413203781659996,NA,NA,-0.413203781659996,-0.413203781659996,NA,-0.413203781659996,-0.413203781659996,NA,NA,-0.413203781659996,NA,NA,-0.413203781659996,-0.413203781659996,NA,NA,-0.413203781659996,NA,-0.413203781659996,-0.413203781659996,-0.413203781659996,-0.413203781659996,NA,NA
497.0935472,3,-0.540745099455651,-0.540745099455651,-0.540745099455651,-0.540745099455651,-0.540745099455651,-0.540745099455651,-0.540745099455651,-0.540745099455651,NA,NA,-0.540745099455651,-0.540745099455651,-0.540745099455651,-0.540745099455651,-0.540745099455651,-0.540745099455651,-0.540745099455651,-0.540745099455651,-0.540745099455651,-0.540745099455651,NA,-0.540745099455651,NA,NA,NA,NA,NA
469.0985975,3,-0.572405548800473,-0.572405548800473,-0.572405548800473,-0.572405548800473,-0.572405548800473,-0.572405548800473,-0.572405548800473,-0.572405548800473,-0.572405548800473,-0.572405548800473,-0.572405548800473,-0.572405548800473,-0.572405548800473,-0.572405548800473,-0.572405548800473,-0.572405548800473,-0.572405548800473,-0.572405548800473,-0.572405548800473,-0.572405548800473,-0.572405548800473,-0.572405548800473,-0.572405548800473,NA,-0.572405548800473,NA,NA
481.0985951,3,-0.391628430492881,-0.391628430492881,-0.391628430492881,-0.391628430492881,-0.391628430492881,-0.391628430492881,-0.391628430492881,-0.391628430492881,-0.391628430492881,-0.391628430492881,-0.391628430492881,-0.391628430492881,-0.391628430492881,-0.391628430492881,-0.391628430492881,-0.391628430492881,-0.391628430492881,-0.391628430492881,-0.391628430492881,-0.391628430492881,-0.391628430492881,-0.391628430492881,-0.391628430492881,-0.391628430492881,-0.391628430492881,-0.391628430492881,NA
465.1400718,3,-0.503016751888615,-0.503016751888615,-0.503016751888615,-0.503016751888615,-0.503016751888615,-0.503016751888615,-0.503016751888615,-0.503016751888615,-0.503016751888615,-0.503016751888615,-0.503016751888615,-0.503016751888615,-0.503016751888615,-0.503016751888615,-0.503016751888615,-0.503016751888615,-0.503016751888615,-0.503016751888615,-0.503016751888615,-0.503016751888615,-0.503016751888615,-0.503016751888615,-0.503016751888615,NA,-0.503016751888615,-0.503016751888615,-0.503016751888615
481.1349696,3,-0.509825992385083,-0.509825992385083,-0.509825992385083,-0.509825992385083,-0.509825992385083,-0.509825992385083,-0.509825992385083,-0.509825992385083,-0.509825992385083,-0.509825992385083,-0.509825992385083,-0.509825992385083,-0.509825992385083,-0.509825992385083,-0.509825992385083,-0.509825992385083,-0.509825992385083,-0.509825992385083,-0.509825992385083,-0.509825992385083,-0.509825992385083,-0.509825992385083,-0.509825992385083,-0.509825992385083,-0.509825992385083,-0.509825992385083,NA
453.0462166,3,-0.459122453870776,-0.459122453870776,-0.459122453870776,-0.459122453870776,-0.459122453870776,-0.459122453870776,-0.459122453870776,-0.459122453870776,NA,-0.459122453870776,-0.459122453870776,-0.459122453870776,-0.459122453870776,-0.459122453870776,-0.459122453870776,-0.459122453870776,-0.459122453870776,-0.459122453870776,-0.459122453870776,NA,NA,-0.459122453870776,NA,-0.459122453870776,-0.459122453870776,NA,NA
483.0567953,3,-0.361286206276727,-0.361286206276727,-0.361286206276727,-0.361286206276727,-0.361286206276727,-0.361286206276727,-0.361286206276727,-0.361286206276727,-0.361286206276727,-0.361286206276727,-0.361286206276727,-0.361286206276727,-0.361286206276727,-0.361286206276727,-0.361286206276727,-0.361286206276727,-0.361286206276727,-0.361286206276727,-0.361286206276727,-0.361286206276727,NA,-0.361286206276727,-0.361286206276727,NA,-0.361286206276727,NA,NA
511.0880966,3,-0.329325788029556,-0.329325788029556,-0.329325788029556,-0.329325788029556,-0.329325788029556,-0.329325788029556,-0.329325788029556,-0.329325788029556,-0.329325788029556,NA,-0.329325788029556,-0.329325788029556,-0.329325788029556,-0.329325788029556,-0.329325788029556,-0.329325788029556,-0.329325788029556,-0.329325788029556,-0.329325788029556,-0.329325788029556,-0.329325788029556,-0.329325788029556,-0.329325788029556,-0.329325788029556,-0.329325788029556,NA,NA
473.0724408,3,-0.369893346826689,-0.369893346826689,-0.369893346826689,-0.369893346826689,-0.369893346826689,-0.369893346826689,-0.369893346826689,-0.369893346826689,-0.369893346826689,-0.369893346826689,-0.369893346826689,-0.369893346826689,-0.369893346826689,-0.369893346826689,-0.369893346826689,-0.369893346826689,-0.369893346826689,-0.369893346826689,-0.369893346826689,-0.369893346826689,-0.369893346826689,-0.369893346826689,-0.369893346826689,NA,-0.369893346826689,NA,NA
523.109227,3,-0.294364777228643,-0.294364777228643,-0.294364777228643,-0.294364777228643,-0.294364777228643,-0.294364777228643,-0.294364777228643,-0.294364777228643,-0.294364777228643,NA,-0.294364777228643,-0.294364777228643,-0.294364777228643,-0.294364777228643,-0.294364777228643,-0.294364777228643,-0.294364777228643,-0.294364777228643,-0.294364777228643,-0.294364777228643,-0.294364777228643,-0.294364777228643,-0.294364777228643,NA,-0.294364777228643,NA,NA
