featureid,cluster,June_E_1_S_12_so_R1,June_E_1_D_12_so_R1,June_E_2_S_12_so_R2,June_E_2_S_12_so_R1,June_E_2_M_12_so_R2,June_E_2_M_12_so_R1,June_E_2_D_12_so_R1,June_E_3_S_12_so_R1,June_E_3_M_12_so_R1,June_E_3_D_12_so_R2,June_E_3_D_12_so_R1,July_E_1_S_12_so_R1,July_E_1_M_12_so_R2,July_E_1_D_12_so_R2,July_E_1_D_12_so_R1,July_E_2_S_12_so_R1,July_E_2_D_12_so_R1,July_E_3_S_12_so_R1,July_E_3_M_12_so_R1,July_E_3_D_12_so_R1,Aug_E_1_S_12_so_R1,Aug_E_1_M_12_so_R1,Aug_E_1_D_12_so_R1,Aug_E_2_S_12_so_R1,Aug_E_2_M_12_so_R1,Aug_E_2_D_12_so_R1,Aug_E_3_S_12_so_R1,Aug_E_3_M_12_so_R2,Aug_E_3_M_12_so_R1
431.1290797,1,3.36987229214611,3.36987229214611,3.36987229214611,3.36987229214611,3.36987229214611,3.36987229214611,3.36987229214611,3.36987229214611,3.36987229214611,NA,3.36987229214611,3.36987229214611,NA,NA,3.36987229214611,3.36987229214611,NA,3.36987229214611,NA,3.36987229214611,3.36987229214611,3.36987229214611,NA,3.36987229214611,3.36987229214611,3.36987229214611,3.36987229214611,3.36987229214611,3.36987229214611
495.1295679,1,1.19375511512969,1.19375511512969,1.19375511512969,1.19375511512969,NA,1.19375511512969,1.19375511512969,NA,1.19375511512969,1.19375511512969,1.19375511512969,1.19375511512969,1.19375511512969,1.19375511512969,1.19375511512969,1.19375511512969,1.19375511512969,NA,1.19375511512969,1.19375511512969,1.19375511512969,1.19375511512969,1.19375511512969,1.19375511512969,1.19375511512969,1.19375511512969,1.19375511512969,NA,NA
485.1816011,1,1.82180858426435,1.82180858426435,1.82180858426435,1.82180858426435,1.82180858426435,NA,1.82180858426435,1.82180858426435,1.82180858426435,1.82180858426435,1.82180858426435,1.82180858426435,1.82180858426435,1.82180858426435,1.82180858426435,1.82180858426435,1.82180858426435,NA,1.82180858426435,1.82180858426435,1.82180858426435,1.82180858426435,1.82180858426435,1.82180858426435,1.82180858426435,1.82180858426435,1.82180858426435,1.82180858426435,NA
485.1663176,2,-0.453897010893987,-0.453897010893987,-0.453897010893987,-0.453897010893987,-0.453897010893987,-0.453897010893987,-0.453897010893987,-0.453897010893987,-0.453897010893987,NA,NA,-0.453897010893987,-0.453897010893987,-0.453897010893987,-0.453897010893987,-0.453897010893987,-0.453897010893987,-0.453897010893987,-0.453897010893987,-0.453897010893987,-0.453897010893987,-0.453897010893987,NA,-0.453897010893987,-0.453897010893987,-0.453897010893987,-0.453897010893987,-0.453897010893987,-0.453897010893987
483.1870563,3,-13.7201420766857,-12.9256489922011,-13.5121848323814,-13.2204041433869,-13.2035239931895,-13.9678609074248,-13.2766214255692,-13.2384712136321,-13.5338147326966,-13.5109968887785,-13.4557389516332,-13.6177627555211,-13.3931586284107,-13.8564184527566,-13.0242068005784,-13.4588019152336,-13.3559901474786,-13.3968544503201,-13.0271904765579,-13.4968529179863,-13.4761510533821,-13.7209231390857,-12.9772092844276,-13.1267553881424,-13.337224768952,-13.8250689495266,-13.500330690344,-13.5538743483935,-13.3374218493155
495.1870498,2,-0.509306221930655,-0.509306221930655,-0.509306221930655,-0.509306221930655,-0.509306221930655,-0.509306221930655,-0.509306221930655,-0.509306221930655,-0.509306221930655,-0.509306221930655,NA,-0.509306221930655,NA,-0.509306221930655,-0.509306221930655,-0.509306221930655,-0.509306221930655,-0.509306221930655,-0.509306221930655,-0.509306221930655,-0.509306221930655,-0.509306221930655,-0.509306221930655,-0.509306221930655,-0.509306221930655,-0.509306221930655,-0.509306221930655,NA,NA
471.1506401,2,-0.423202703750893,-0.423202703750893,-0.423202703750893,-0.423202703750893,-0.423202703750893,-0.423202703750893,-0.423202703750893,NA,-0.423202703750893,-0.423202703750893,-0.423202703750893,-0.423202703750893,-0.423202703750893,NA,-0.423202703750893,-0.423202703750893,-0.423202703750893,NA,-0.423202703750893,-0.423202703750893,-0.423202703750893,-0.423202703750893,-0.423202703750893,-0.423202703750893,-0.423202703750893,-0.423202703750893,-0.423202703750893,-0.423202703750893,NA
469.1713834,2,-0.521725745973006,-0.521725745973006,-0.521725745973006,-0.521725745973006,-0.521725745973006,-0.521725745973006,-0.521725745973006,-0.521725745973006,-0.521725745973006,-0.521725745973006,-0.521725745973006,-0.521725745973006,-0.521725745973006,-0.521725745973006,-0.521725745973006,-0.521725745973006,NA,-0.521725745973006,-0.521725745973006,-0.521725745973006,-0.521725745973006,-0.521725745973006,-0.521725745973006,-0.521725745973006,-0.521725745973006,-0.521725745973006,-0.521725745973006,-0.521725745973006,-0.521725745973006
481.171375,3,-13.1622898796829,-13.1340764365049,-13.3226794239406,-13.2286702850193,-13.236597138523,-13.2399263694909,-13.2861688224596,-13.1518366600035,-13.3105620069156,-13.5157739200448,-13.2715260516723,-13.8324673996787,-13.3373218731806,-12.9557000065557,-13.020260849357,-13.7061585135727,-13.5203630603944,-13.4987100236283,-13.2038921137348,-12.5953767378052,-13.504155586743,-13.6806576593798,-13.3574146905669,-13.693341501665,-13.7551852332791,-13.0652452698251,-13.7700163381916,-13.3638322194587,-13.2255746101795
469.2441497,2,-0.262995232373596,NA,-0.262995232373596,-0.262995232373596,NA,-0.262995232373596,NA,-0.262995232373596,-0.262995232373596,-0.262995232373596,-0.262995232373596,-0.262995232373596,-0.262995232373596,NA,-0.262995232373596,-0.262995232373596,-0.262995232373596,NA,-0.262995232373596,-0.262995232373596,-0.262995232373596,NA,-0.262995232373596,-0.262995232373596,-0.262995232373596,-0.262995232373596,NA,NA,NA
473.2390553,2,-0.200488920312191,-0.200488920312191,NA,-0.200488920312191,-0.200488920312191,-0.200488920312191,NA,-0.200488920312191,-0.200488920312191,-0.200488920312191,-0.200488920312191,-0.200488920312191,-0.200488920312191,NA,-0.200488920312191,-0.200488920312191,-0.200488920312191,NA,-0.200488920312191,-0.200488920312191,-0.200488920312191,-0.200488920312191,-0.200488920312191,-0.200488920312191,-0.200488920312191,-0.200488920312191,-0.200488920312191,NA,NA
487.2183281,2,-0.208319936427978,-0.208319936427978,-0.208319936427978,-0.208319936427978,-0.208319936427978,-0.208319936427978,NA,NA,-0.208319936427978,-0.208319936427978,-0.208319936427978,-0.208319936427978,-0.208319936427978,-0.208319936427978,-0.208319936427978,-0.208319936427978,-0.208319936427978,NA,-0.208319936427978,-0.208319936427978,-0.208319936427978,-0.208319936427978,-0.208319936427978,-0.208319936427978,-0.208319936427978,-0.208319936427978,-0.208319936427978,NA,NA
471.1870271,2,-0.336562056132901,-0.336562056132901,NA,-0.336562056132901,NA,-0.336562056132901,NA,NA,-0.336562056132901,NA,-0.336562056132901,-0.336562056132901,NA,NA,-0.336562056132901,-0.336562056132901,-0.336562056132901,NA,-0.336562056132901,-0.336562056132901,-0.336562056132901,-0.336562056132901,-0.336562056132901,-0.336562056132901,-0.336562056132901,-0.336562056132901,NA,NA,NA
485.2390943,2,-0.410403147482508,-0.410403147482508,-0.410403147482508,-0.410403147482508,-0.410403147482508,-0.410403147482508,-0.410403147482508,-0.410403147482508,-0.410403147482508,-0.410403147482508,-0.410403147482508,-0.410403147482508,-0.410403147482508,-0.410403147482508,-0.410403147482508,-0.410403147482508,-0.410403147482508,NA,-0.410403147482508,-0.410403147482508,-0.410403147482508,-0.410403147482508,-0.410403147482508,-0.410403147482508,-0.410403147482508,-0.410403147482508,-0.410403147482508,-0.410403147482508,-0.410403147482508
481.2077999,2,-0.492062161140715,-0.492062161140715,-0.492062161140715,-0.492062161140715,-0.492062161140715,-0.492062161140715,-0.492062161140715,-0.492062161140715,-0.492062161140715,-0.492062161140715,-0.492062161140715,-0.492062161140715,-0.492062161140715,-0.492062161140715,-0.492062161140715,-0.492062161140715,-0.492062161140715,-0.492062161140715,-0.492062161140715,-0.492062161140715,-0.492062161140715,-0.492062161140715,-0.492062161140715,-0.492062161140715,-0.492062161140715,-0.492062161140715,-0.492062161140715,-0.492062161140715,NA
483.2234506,3,-13.4602852823537,-13.3660007153168,-13.559283740108,-12.9660239440656,-13.5351127341079,-13.1288210371695,-13.3975748841139,-13.6348083323696,-13.6742912698976,-13.2815940574735,-13.5854524890742,-13.6754268183486,-12.9634891875318,-12.8960578879276,-13.6208573759981,-13.4459363706448,-13.6171627746456,-13.5155476585365,-13.1672879184152,-13.3723312767696,-13.2463076977928,-13.3164270450518,-13.3071916979299,-13.7058254333124,-13.3508570587984,-13.0559735059373,-13.6371714775485,-13.3793682308948,-13.3625691244654
499.2183572,2,-0.535556805342407,-0.535556805342407,NA,NA,NA,-0.535556805342407,NA,-0.535556805342407,-0.535556805342407,-0.535556805342407,NA,-0.535556805342407,NA,NA,-0.535556805342407,-0.535556805342407,NA,NA,-0.535556805342407,-0.535556805342407,-0.535556805342407,-0.535556805342407,-0.535556805342407,-0.535556805342407,NA,-0.535556805342407,-0.535556805342407,NA,NA
481.244169,2,-0.2926135741619,-0.2926135741619,-0.2926135741619,-0.2926135741619,-0.2926135741619,-0.2926135741619,-0.2926135741619,-0.2926135741619,-0.2926135741619,-0.2926135741619,-0.2926135741619,-0.2926135741619,-0.2926135741619,-0.2926135741619,-0.2926135741619,-0.2926135741619,-0.2926135741619,-0.2926135741619,-0.2926135741619,-0.2926135741619,-0.2926135741619,-0.2926135741619,-0.2926135741619,-0.2926135741619,-0.2926135741619,-0.2926135741619,-0.2926135741619,NA,NA
449.1451345,3,-14.0634378142082,-13.3136350030099,-13.530283491824,-13.3328180861446,-13.5312527327855,-13.59920707517,-13.8898546832928,-13.3913968183878,-13.2539087399432,-13.0114378361344,-12.9804687941396,-13.691689888536,-13.586083663798,-13.5354585558555,-13.8064425081682,-13.6961097822134,-13.3576779525409,-13.3520740417873,-13.2855750543738,-13.5425669326756,-13.5394171392713,-13.3082916089221,-13.3837782049471,-13.1431703157079,-13.0972326496944,-13.7020279606678,-13.4597019377002,-13.3404109616168,-13.2462310383312
461.1087681,3,-13.3708015260212,-13.3261590004592,-13.180877994799,-13.2109831821537,-13.8955511049795,-13.6706041928685,-13.6246822505362,-13.4302326019351,-13.9373624321885,-13.4838174616403,-13.7747771164718,-13.3656978702699,-13.1267374545041,-13.0863797041758,-13.8072927634594,-13.1261564920674,-13.123188806681,-13.588513957722,-12.9895409877515,-13.3005318875686,-12.9795253130729,-13.7626977542876,-13.6458655495151,-13.2596818173257,-13.2902574637149,-13.497202064604,-13.4353642402794,-13.3493211198389,-13.2349459994914
457.1138517,3,-13.3985859591288,-13.4014137909164,-13.8021822872684,-13.358977105065,-13.6116620617158,-12.9572151443581,-13.6807397011725,-14.0053766311569,-13.3704777250515,-13.4470889083523,-13.6014010481567,-14.1075752694541,-13.4449237950838,-13.4925722938261,-13.1890103008693,-13.2957690114195,-13.4215644979132,-13.6494904968654,-13.6575670273428,-13.0177753609523,-13.7336931164353,-13.5980415192879,-13.2874184602584,-13.7953933311178,-13.4389670846721,-13.459600987976,-13.4229138111501,-13.6488469152313,-14.1314144098055
471.1294966,2,-0.533683783711092,-0.533683783711092,-0.533683783711092,-0.533683783711092,NA,-0.533683783711092,-0.533683783711092,-0.533683783711092,-0.533683783711092,-0.533683783711092,-0.533683783711092,-0.533683783711092,-0.533683783711092,-0.533683783711092,-0.533683783711092,NA,-0.533683783711092,NA,-0.533683783711092,-0.533683783711092,-0.533683783711092,-0.533683783711092,-0.533683783711092,-0.533683783711092,-0.533683783711092,-0.533683783711092,NA,NA,NA
443.1345768,2,-0.47671947172143597,-0.47671947172143597,-0.47671947172143597,-0.47671947172143597,NA,-0.47671947172143597,-0.47671947172143597,-0.47671947172143597,-0.47671947172143597,-0.47671947172143597,-0.47671947172143597,-0.47671947172143597,-0.47671947172143597,NA,-0.47671947172143597,-0.47671947172143597,-0.47671947172143597,-0.47671947172143597,-0.47671947172143597,-0.47671947172143597,-0.47671947172143597,-0.47671947172143597,-0.47671947172143597,-0.47671947172143597,-0.47671947172143597,-0.47671947172143597,-0.47671947172143597,-0.47671947172143597,NA
455.1345795,2,-0.373347025248384,-0.373347025248384,-0.373347025248384,-0.373347025248384,-0.373347025248384,-0.373347025248384,-0.373347025248384,-0.373347025248384,-0.373347025248384,-0.373347025248384,-0.373347025248384,-0.373347025248384,-0.373347025248384,-0.373347025248384,-0.373347025248384,-0.373347025248384,-0.373347025248384,-0.373347025248384,-0.373347025248384,-0.373347025248384,-0.373347025248384,-0.373347025248384,-0.373347025248384,-0.373347025248384,NA,-0.373347025248384,-0.373347025248384,-0.373347025248384,-0.373347025248384
473.1815225,2,-0.371900130515345,NA,-0.371900130515345,-0.371900130515345,NA,NA,-0.371900130515345,-0.371900130515345,NA,-0.371900130515345,NA,-0.371900130515345,-0.371900130515345,-0.371900130515345,-0.371900130515345,-0.371900130515345,NA,NA,-0.371900130515345,-0.371900130515345,-0.371900130515345,-0.371900130515345,-0.371900130515345,-0.371900130515345,NA,-0.371900130515345,-0.371900130515345,NA,NA
461.1815331,2,-0.481989558716112,-0.481989558716112,-0.481989558716112,-0.481989558716112,-0.481989558716112,-0.481989558716112,-0.481989558716112,-0.481989558716112,-0.481989558716112,-0.481989558716112,-0.481989558716112,-0.481989558716112,-0.481989558716112,-0.481989558716112,-0.481989558716112,-0.481989558716112,-0.481989558716112,-0.481989558716112,-0.481989558716112,-0.481989558716112,-0.481989558716112,-0.481989558716112,-0.481989558716112,-0.481989558716112,-0.481989558716112,-0.481989558716112,-0.481989558716112,-0.481989558716112,NA
463.1971801,2,-0.467090502829398,-0.467090502829398,-0.467090502829398,-0.467090502829398,-0.467090502829398,-0.467090502829398,-0.467090502829398,-0.467090502829398,-0.467090502829398,-0.467090502829398,-0.467090502829398,-0.467090502829398,-0.467090502829398,-0.467090502829398,-0.467090502829398,-0.467090502829398,-0.467090502829398,-0.467090502829398,-0.467090502829398,-0.467090502829398,-0.467090502829398,-0.467090502829398,-0.467090502829398,-0.467090502829398,-0.467090502829398,-0.467090502829398,-0.467090502829398,NA,-0.467090502829398
443.1709648,2,-0.508222796271234,NA,-0.508222796271234,NA,NA,NA,NA,NA,NA,-0.508222796271234,-0.508222796271234,-0.508222796271234,-0.508222796271234,-0.508222796271234,-0.508222796271234,-0.508222796271234,-0.508222796271234,NA,-0.508222796271234,-0.508222796271234,-0.508222796271234,-0.508222796271234,-0.508222796271234,-0.508222796271234,NA,-0.508222796271234,NA,NA,NA
445.1866059,2,-0.446390547155109,-0.446390547155109,-0.446390547155109,-0.446390547155109,-0.446390547155109,-0.446390547155109,-0.446390547155109,-0.446390547155109,-0.446390547155109,-0.446390547155109,-0.446390547155109,-0.446390547155109,-0.446390547155109,-0.446390547155109,-0.446390547155109,-0.446390547155109,-0.446390547155109,-0.446390547155109,-0.446390547155109,-0.446390547155109,-0.446390547155109,-0.446390547155109,-0.446390547155109,-0.446390547155109,-0.446390547155109,-0.446390547155109,-0.446390547155109,NA,NA
473.2179306,2,-0.293513921617811,-0.293513921617811,-0.293513921617811,-0.293513921617811,NA,NA,NA,-0.293513921617811,-0.293513921617811,-0.293513921617811,-0.293513921617811,-0.293513921617811,-0.293513921617811,-0.293513921617811,-0.293513921617811,-0.293513921617811,-0.293513921617811,NA,-0.293513921617811,-0.293513921617811,-0.293513921617811,-0.293513921617811,-0.293513921617811,-0.293513921617811,-0.293513921617811,-0.293513921617811,NA,NA,NA
461.145175,3,-13.1792354511599,-13.4083608674471,-13.2957812604526,-13.1535421422476,-13.8843292776679,-13.7139105636178,-12.9618314111774,-13.4419456347232,-13.3472616155066,-12.9221860681071,-13.5601107049619,-13.3622299282296,-13.1646704163198,-14.1695618020965,-13.5241461456827,-13.4519552019248,-13.6688551018543,-13.240086721139,-13.4677477194037,-13.7236984948704,-13.3504040030535,-12.9074673167557,-13.648597345451,-13.1651010754569,-13.6785383921889,-13.8201349977883,-13.4149434285895,-13.2321050988761,-13.4106442122991
477.1400861,3,-13.2810916730343,-13.1295129845288,-13.0632655867869,-13.492493836695,-13.3462240011609,-13.826629895698,-13.3159554088791,-13.5798058473762,-13.7043240498096,-13.8028672160067,-13.2148483589504,-13.2812297768222,-13.4703485194158,-13.5434496888099,-13.4009715605171,-12.8067882256234,-13.6988263247528,-13.3180437639873,-13.3306851421429,-13.1316451005075,-13.5683738996059,-13.3433742941339,-13.6200183228232,-13.8508081996393,-13.4299621660576,-13.986594522789,-13.2993211680655,-13.6628022737732,-13.7355139817497
473.1451957,2,-0.265790940485131,-0.265790940485131,-0.265790940485131,-0.265790940485131,-0.265790940485131,-0.265790940485131,-0.265790940485131,-0.265790940485131,-0.265790940485131,-0.265790940485131,-0.265790940485131,-0.265790940485131,-0.265790940485131,-0.265790940485131,-0.265790940485131,-0.265790940485131,NA,-0.265790940485131,-0.265790940485131,-0.265790940485131,-0.265790940485131,-0.265790940485131,-0.265790940485131,-0.265790940485131,-0.265790940485131,-0.265790940485131,-0.265790940485131,-0.265790940485131,NA
503.192135,2,-0.38053024845003,-0.38053024845003,-0.38053024845003,-0.38053024845003,NA,-0.38053024845003,-0.38053024845003,NA,NA,-0.38053024845003,-0.38053024845003,-0.38053024845003,-0.38053024845003,-0.38053024845003,-0.38053024845003,-0.38053024845003,NA,NA,-0.38053024845003,-0.38053024845003,-0.38053024845003,NA,-0.38053024845003,-0.38053024845003,NA,-0.38053024845003,-0.38053024845003,NA,NA
