featureid,cluster,sil_width,Value,Direction,Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,MolForm,AI,AI_Mod,DBE,DBE_O,DBE_AI,GFE,kmass.CH2,kdefect.CH2,NOSC,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,NtoP_ratio,bs1_class,bs2_class,bs3_class
479.0465787,1,0.9054848857333205,-0.449913495,Insignificant,479.0465787,20,16,14,0,0,0,0,0,CHO,NA,480.0539087,-0.312526012,NA,C20H16O14,0,0.461538462,13,-1,-1,43.2,478.511671,0.488328989,0.6,0.7,0.8,0,0,NA,Tannin;Cond Hydrocarbon,Tannin,Other
420.2105829,1,0.905483141143308,-0.449927372,Insignificant,420.2105829,20,38,5,0,0,1,1,0,CHOSP,NA,421.2179129,0.244617875,NA,C20H38O5SP,0,0,2.5,-2.5,-4.5,104.475,419.741372,0.258627991,-1.55,0.25,1.9,0,0.05,0,Lipid,Lipid,Lipid
433.2440488,1,0.905430707543432,-0.450340904,Insignificant,433.2440488,21,38,9,0,0,0,0,0,CHO,NA,434.2513788,-0.593007723,NA,C21H38O9,0,0,3,-6,-6,87.44285714,432.7602846,0.239715375,-0.952380952,0.428571429,1.80952381,0,0,NA,Protein,Protein,Other
417.045998,1,0.9053956427847953,-0.36437806700000003,Insignificant,417.045998,19,14,11,0,0,0,0,0,CHO,NA,418.053328,-0.80582191,NA,C19H14O11,0.25,0.555555556,13,2,2,48.3,416.5803207,0.419679287,0.421052632,0.578947368,0.736842105,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
331.0795376,1,0.9053953734659923,-0.45061728,Insignificant,331.0795376,21,16,2,0,0,1,0,0,CHOS,NA,332.0868676,-0.86018953,NA,C21H16O2S,0.611111111,0.631578947,14,12,11,73.87142857,330.7098512,0.290148769,-0.476190476,0.095238095,0.761904762,0,0,NA,Unsat Hydrocarbon,Cond Hydrocarbon,Other
555.2811273,1,0.9053237127129308,-0.363777498,Insignificant,555.2811273,28,44,11,0,0,0,0,0,CHO,NA,556.2884573,0.074550657,NA,C28H44O11,0,0.066666667,7,-4,-4,82.69285714,554.6610954,0.338904567,-0.785714286,0.392857143,1.571428571,0,0,NA,Protein,Protein,Other
483.1659319,1,0.9053213248620053,-0.36375776,Insignificant,483.1659319,26,28,9,0,0,0,0,0,CHO,NA,484.1732619,-0.256305623,NA,C26H28O9,0.235294118,0.395348837,13,4,4,71.26153846,482.6264245,0.373575496,-0.384615385,0.346153846,1.076923077,0,0,NA,Lignin,Lignin,Other
469.2441497,1,0.9053012425101856,-0.451347675,Insignificant,469.2441497,24,38,9,0,0,0,0,0,CHO,NA,470.2514797,-0.333195113,NA,C24H38O9,0,0.076923077,6,-3,-3,84.05,468.7201875,0.27981251,-0.833333333,0.375,1.583333333,0,0,NA,Protein,Protein,Other
507.0779158,1,0.9052900439923895,-0.451433871,Insignificant,507.0779158,22,20,14,0,0,0,0,0,CHO,NA,508.0852458,-0.222619295,NA,C22H20O14,0,0.4,13,-1,-1,49.93636364,506.5117081,0.488291931,0.363636364,0.636363636,0.909090909,0,0,NA,Lignin,Lignin,Other
473.1088172,1,0.9052686427178464,-0.451597235,Insignificant,473.1088172,23,22,11,0,0,0,0,0,CHO,NA,474.1161472,-0.248719875,NA,C23H22O11,0.166666667,0.428571429,13,2,2,60.3,472.5805397,0.419460332,0,0.47826087,0.956521739,0,0,NA,Lignin,Lignin,Other
567.1720401,1,0.905247038663798,-0.36314977,Insignificant,567.1720401,26,32,14,0,0,0,0,0,CHO,NA,568.1793701,0.195083208,NA,C26H32O14,0,0.210526316,11,-3,-3,64.68461538,566.5387307,0.461269267,-0.153846154,0.538461538,1.230769231,0,0,NA,Lignin,Lignin,Other
331.2062844,1,0.9052434950381214,-0.451787633,Insignificant,331.2062844,16,32,3,2,0,1,0,0,CHNOS,NA,332.2136144,0.59593607,NA,C16H32O3N2S,0,0,2,-1,-4,92.3625,330.8364565,0.163543496,-1.125,0.1875,2,0.125,0,NA,Lipid,Lipid,Other
435.0202196,1,0.9052426535917842,-0.451793952,Insignificant,435.0202196,18,12,13,0,0,0,0,0,CHO,NA,436.0275496,-0.675286159,NA,C18H12O13,0,0.565217391,13,0,0,38.13333333,434.5344721,0.465527863,0.777777778,0.722222222,0.666666667,0,0,NA,Other,Cond Hydrocarbon,Other
585.2401668,1,0.9052186734748573,-0.451972567,Insignificant,585.2401668,24,42,16,0,0,0,0,0,CHO,NA,586.2474968,0.269492648,NA,C24H42O16,0,0,4,-12,-12,72.175,584.5866824,0.413317599,-0.416666667,0.666666667,1.75,0,0,NA,Amino Sugar,Amino Sugar,Other
483.0990167,1,0.9051540665457637,-0.45245005,Insignificant,483.0990167,17,24,16,0,0,0,0,0,CHO,NA,484.1063467,-0.292389032,NA,C17H24O16,0,0,6,-10,-10,46.88823529,482.559584,0.440415978,0.470588235,0.941176471,1.411764706,0,0,NA,Other,Tannin,Other
282.0695243,1,0.9051437863151521,-0.362313394,Insignificant,282.0695243,10,20,5,0,0,1,1,0,CHOSP,NA,283.0768543,-0.370990809,NA,C10H20O5SP,0,0,1.5,-3.5,-5.5,97.35,281.7545629,0.245437051,-1.3,0.5,2,0,0.1,0,Protein,Protein,Lipid
296.1215447,1,0.9051385366361063,-0.452563935,Insignificant,296.1215447,12,26,4,0,0,1,1,0,CHOSP,NA,297.1288747,-0.404422134,NA,C12H26O4SP,0,0,0.5,-3.5,-5.5,110.175,295.7908927,0.209107262,-1.75,0.333333333,2.166666667,0,0.083333333,0,Other,Protein,Lipid
495.114324,1,0.9051054880731934,-0.36200627,Insignificant,495.114324,22,24,13,0,0,0,0,0,CHO,NA,496.121654,-0.182200594,NA,C22H24O13,0,0.290322581,11,-2,-2,57.70909091,494.5614749,0.438525077,0.090909091,0.590909091,1.090909091,0,0,NA,Lignin,Lignin,Other
531.1872194,1,0.9050961318773798,-0.36193195,Insignificant,531.1872194,27,32,11,0,0,0,0,0,CHO,NA,532.1945494,0.063879895,NA,C27H32O11,0.0625,0.302325581,12,1,1,70.85555556,530.594091,0.405908995,-0.37037037,0.407407407,1.185185185,0,0,NA,Lignin,Lignin,Other
561.1251104,1,0.9050707161935777,-0.453057469,Insignificant,561.1251104,26,26,14,0,0,0,0,0,CHO,NA,562.1324404,0.233649201,NA,C26H26O14,0,0.368421053,14,0,0,58.10769231,560.4985531,0.501446911,0.076923077,0.538461538,1,0,0,NA,Lignin,Lignin,Other
465.0672616,1,0.9050425146277992,-0.453261141,Insignificant,465.0672616,20,18,13,0,0,0,0,0,CHO,NA,466.0745916,-0.4348046,NA,C20H18O13,0,0.407407407,12,-1,-1,48.9,464.5479633,0.452036659,0.4,0.65,0.9,0,0,NA,Lignin;Tannin,Lignin,Other
555.2082992,1,0.9050382426810996,-0.361476466,Insignificant,555.2082992,26,36,13,0,0,0,0,0,CHO,NA,556.2156292,-0.027977821,NA,C26H36O13,0,0.128205128,9,-4,-4,71.26153846,554.5883487,0.411651347,-0.384615385,0.5,1.384615385,0,0,NA,Lignin,Lignin,Other
313.0348568,1,0.9050333493178752,-0.361438324,Insignificant,313.0348568,8,14,9,2,0,1,0,0,CHNOS,NA,314.0421868,0.424010783,NA,C8H14O9N2S,0,0,3,-6,-9,17.55,312.6853193,0.314680718,1.5,1.125,1.75,0.25,0,NA,Other,Carbohydrate,Other
315.2113972,1,0.90501851718066,-0.361323763,Insignificant,315.2113972,16,32,2,2,0,1,0,0,CHNOS,NA,316.2187272,0.712676637,NA,C16H32O2N2S,0,0,2,0,-3,95.925,314.8594293,0.140570662,-1.25,0.125,2,0.125,0,NA,Lipid,Lipid;Unsat Hydrocarbon,Other
547.1879597,1,0.9050030692240103,-0.453543847,Insignificant,547.1879597,20,36,17,0,0,0,0,0,CHO,NA,548.1952897,-0.024691758,NA,C20H36O17,0,0,3,-14,-14,63.15,546.5769647,0.423035264,-0.1,0.85,1.8,0,0,NA,Carbohydrate,Carbohydrate,Carbohydrate
325.0407587,1,0.9049419926671044,-0.453978333,Insignificant,325.0407587,23,6,1,2,0,0,0,0,CHNO,NA,326.0480887,0.068327361,NA,C23H6ON2,0.95,0.951219512,22,21,19,57.82173913,324.6778153,0.322184715,0.086956522,0.043478261,0.260869565,0.086956522,0,NA,Other,Cond Hydrocarbon,Other
310.0280374,1,0.9049310585963619,-0.360654577,Insignificant,310.0280374,10,16,7,0,0,1,1,0,CHOSP,NA,311.0353674,-0.389023864,NA,C10H16O7SP,0,0,3.5,-3.5,-5.5,74.55,309.6818573,0.318142676,-0.5,0.7,1.6,0,0.1,0,Carbohydrate;Amino Sugar,Amino Sugar,Other
457.1138517,1,0.9049153034690003,-0.454166786,Insignificant,457.1138517,23,22,10,0,0,0,0,0,CHO,NA,458.1211817,-0.36839525,NA,C23H22O10,0.230769231,0.444444444,13,3,3,62.77826087,456.6034343,0.39656571,-0.086956522,0.434782609,0.956521739,0,0,NA,Lignin,Lignin,Other
242.1222055,1,0.9049060064847131,-0.454231935,Insignificant,242.1222055,12,21,2,1,0,1,0,0,CHNOS,NA,243.1295355,0.752688787,NA,C12H21O2NS,0,0,3,1,-1,88.8,241.8518497,0.148150318,-1,0.166666667,1.75,0.083333333,0,NA,Lipid,Lipid,Other
437.0358827,1,0.9048747959254106,-0.454449004,Insignificant,437.0358827,18,14,13,0,0,0,0,0,CHO,NA,438.0432127,-0.642446213,NA,C18H14O13,0,0.47826087,12,-1,-1,41.3,436.5478845,0.452115471,0.666666667,0.722222222,0.777777778,0,0,NA,Tannin,Cond Hydrocarbon,Other
382.1584505,1,0.9048742172877884,-0.454452998,Insignificant,382.1584505,16,32,6,0,0,1,1,0,CHOSP,NA,383.1657805,0.016248621,NA,C16H32O6SP,0,0,1.5,-4.5,-6.5,101.26875,381.731729,0.26827104,-1.4375,0.375,2,0,0.0625,0,Protein,Protein,Lipid
693.2103594,1,0.9047866014921224,-0.359560184,Insignificant,693.2103594,47,34,4,0,0,1,0,0,CHOS,NA,694.2176894,-0.206998895,NA,C47H34O4S,0.619047619,0.636363636,31,27,26,74.85319149,692.4363145,0.56368548,-0.510638298,0.085106383,0.723404255,0,0,NA,Unsat Hydrocarbon,Cond Hydrocarbon,Other
511.0728111,1,0.9047492770741652,-0.455309378,Insignificant,511.0728111,21,20,15,0,0,0,0,0,CHO,NA,512.0801411,-0.258546168,NA,C21H20O15,0,0.333333333,12,-3,-3,46.72857143,510.5021426,0.497857367,0.476190476,0.714285714,0.952380952,0,0,NA,Tannin,Tannin,Other
471.0778051,1,0.9045696043668162,-0.456533143,Insignificant,471.0778051,19,20,14,0,0,0,0,0,CHO,NA,472.0851351,-0.474109336,NA,C19H20O14,0,0.25,10,-4,-4,48.3,470.5517954,0.448204586,0.421052632,0.736842105,1.052631579,0,0,NA,Tannin,Tannin,Other
493.1197719,1,0.9045050001279593,-0.456970309,Insignificant,493.1197719,19,26,15,0,0,0,0,0,CHO,NA,494.1271019,-0.246494343,NA,C19H26O15,0,0,7,-8,-8,54.3,492.56915,0.430850043,0.210526316,0.789473684,1.368421053,0,0,NA,Other,Tannin,Other
349.0407395,1,0.9044763285161209,-0.457162961,Insignificant,349.0407395,25,6,1,2,0,0,0,0,CHNO,NA,350.0480695,0.008954962,NA,C25H6ON2,0.954545455,0.955555556,24,23,21,58.02,348.6509975,0.349002508,0.08,0.04,0.24,0.08,0,NA,Other,Cond Hydrocarbon,Other
631.2095758,1,0.9044542741601103,-0.357069907,Insignificant,631.2095758,24,40,19,0,0,0,0,0,CHO,NA,632.2169058,0.748338828,NA,C24H40O19,0,0,5,-14,-14,62.675,630.5047615,0.495238451,-0.083333333,0.791666667,1.666666667,0,0,NA,Carbohydrate,Carbohydrate,Other
481.0411188,1,0.904448395378662,-0.457349315,Insignificant,481.0411188,23,14,12,0,0,0,0,0,CHO,NA,482.0484488,-0.271013832,NA,C23H14O12,0.454545455,0.647058824,17,5,5,47.90869565,480.503984,0.496016011,0.434782609,0.52173913,0.608695652,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
391.196984,1,0.9043977715420186,-0.356650908,Insignificant,391.196984,18,32,9,0,0,0,0,0,CHO,NA,392.204314,-0.948850812,NA,C18H32O9,0,0,3,-6,-6,82.46666667,390.76017,0.239830047,-0.777777778,0.5,1.777777778,0,0,NA,Protein,Protein,Other
376.0387199,1,0.904392289923641,-0.356610618,Insignificant,376.0387199,14,18,8,0,0,1,1,0,CHOSP,NA,377.0460499,-0.008438314,NA,C14H18O8SP,0,0.0625,6.5,-1.5,-3.5,70.47857143,375.6188317,0.381168294,-0.357142857,0.571428571,1.285714286,0,0.071428571,0,Lignin,Lignin,Phytochemical
413.1602488,1,0.9043282732376859,-0.458145314,Insignificant,413.1602488,23,26,7,0,0,0,0,0,CHO,NA,414.1675788,-0.791843741,NA,C23H26O7,0.25,0.384615385,11,4,4,75.16956522,412.6989104,0.301089625,-0.52173913,0.304347826,1.130434783,0,0,NA,Lignin,Lignin,Other
451.0515827,1,0.904323064744851,-0.458179596,Insignificant,451.0515827,19,16,13,0,0,0,0,0,CHO,NA,452.0589127,-0.512090591,NA,C19H16O13,0,0.44,12,-1,-1,45.3,450.5479345,0.452065527,0.526315789,0.684210526,0.842105263,0,0,NA,Tannin,Tannin,Other
455.170916,1,0.9043189246646005,-0.45820665,Insignificant,455.170916,25,28,8,0,0,0,0,0,CHO,NA,456.178246,-0.494125441,NA,C25H28O8,0.235294118,0.380952381,12,4,4,73.98,454.6626681,0.337331911,-0.48,0.32,1.12,0,0,NA,Lignin,Lignin,Other
459.1295115,1,0.9042775115158521,-0.458475392,Insignificant,459.1295115,23,24,10,0,0,0,0,0,CHO,NA,460.1368415,-0.345563618,NA,C23H24O10,0.153846154,0.388888889,12,2,2,65.25652174,458.6168434,0.383156614,-0.173913043,0.434782609,1.043478261,0,0,NA,Lignin,Lignin,Other
601.235071,1,0.9042723390481799,-0.35573696,Insignificant,601.235071,24,42,17,0,0,0,0,0,CHO,NA,602.242401,0.245033833,NA,C24H42O17,0,0,4,-13,-13,69.8,600.5637265,0.436273451,-0.333333333,0.708333333,1.75,0,0,NA,Carbohydrate;Amino Sugar,Carbohydrate,Other
282.1058712,1,0.9042627275798434,-0.45857067,Insignificant,282.1058712,11,24,4,0,0,1,1,0,CHOSP,NA,283.1132012,-0.507125608,NA,C11H24O4SP,0,0,0.5,-3.5,-5.5,109.5272727,281.7908693,0.209130736,-1.727272727,0.363636364,2.181818182,0,0.090909091,0,Other,Protein,Lipid
322.1008433,1,0.9042056556655762,-0.458935991,Insignificant,322.1008433,13,24,5,0,0,1,1,0,CHOSP,NA,323.1081733,-0.26647193,NA,C13H24O5SP,0,0,2.5,-2.5,-4.5,97.56923077,321.7411826,0.258817379,-1.307692308,0.384615385,1.846153846,0,0.076923077,0,Protein,Protein,Lipid
443.0254115,1,0.904123784405592,-0.354665344,Insignificant,443.0254115,20,12,12,0,0,0,0,0,CHO,NA,444.0327415,-0.423196685,NA,C20H12O12,0.375,0.642857143,15,3,3,43.2,442.5307254,0.469274632,0.6,0.6,0.6,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
294.0695121,1,0.9040740864845191,-0.459772868,Insignificant,294.0695121,11,20,5,0,0,1,1,0,CHOSP,NA,295.0768421,-0.397231322,NA,C11H20O5SP,0,0,2.5,-2.5,-4.5,93.98181818,293.7411515,0.258848544,-1.181818182,0.454545455,1.818181818,0,0.090909091,0,Protein,Protein,Lipid
461.0359435,1,0.9040533676280496,-0.459903813,Insignificant,461.0359435,20,14,13,0,0,0,0,0,CHO,NA,462.0432735,-0.477326146,NA,C20H14O13,0.142857143,0.555555556,14,1,1,43.2,460.5211466,0.478853353,0.6,0.65,0.7,0,0,NA,Tannin;Cond Hydrocarbon,Cond Hydrocarbon,Other
563.1408097,1,0.9040151056103704,-0.353888792,Insignificant,563.1408097,26,28,14,0,0,0,0,0,CHO,NA,564.1481397,0.320066444,NA,C26H28O14,0,0.315789474,13,-1,-1,60.3,562.5120016,0.487998359,0,0.538461538,1.076923077,0,0,NA,Lignin,Lignin,Other
396.1377446,1,0.9039546522400921,-0.353460716,Insignificant,396.1377446,16,30,7,0,0,1,1,0,CHOSP,NA,397.1450746,0.089938553,NA,C16H30O7SP,0,0,2.5,-4.5,-6.5,94.14375,395.6954137,0.304586345,-1.1875,0.4375,1.875,0,0.0625,0,Protein,Protein,Lipid
449.0934331,1,0.9039208096230011,-0.460736279,Insignificant,449.0934331,17,22,14,0,0,0,0,0,CHO,NA,450.1007631,-0.546123201,NA,C17H22O14,0,0,7,-7,-7,50.24117647,448.5919714,0.408028639,0.352941176,0.823529412,1.294117647,0,0,NA,Tannin,Tannin,Other
393.0704677,1,0.903910101580759,-0.4608031,Insignificant,393.0704677,24,14,2,2,0,1,0,0,CHNOS,NA,394.0777977,0.371542731,NA,C24H14O2N2S,0.736842105,0.75,19,17,14,62.675,392.6315617,0.368438296,-0.083333333,0.083333333,0.583333333,0.083333333,0,NA,Other,Cond Hydrocarbon,Other
445.1713333,1,0.903885642741606,-0.460954709,Insignificant,445.1713333,20,30,11,0,0,0,0,0,CHO,NA,446.1786633,-0.452945143,NA,C20H30O11,0,0.034482759,6,-5,-5,71.7,444.674251,0.325748988,-0.4,0.55,1.5,0,0,NA,Protein;Amino Sugar,Protein,Other
382.0492734,1,0.9038723455352485,-0.352883029,Insignificant,382.0492734,13,20,9,0,0,1,1,0,CHOSP,NA,383.0566034,-0.037492524,NA,C13H20O9SP,0,0,4.5,-4.5,-6.5,71.26153846,381.6226738,0.377326232,-0.384615385,0.692307692,1.538461538,0,0.076923077,0,Carbohydrate;Amino Sugar,Amino Sugar,Other
469.1560781,1,0.9038631881338025,-0.461092979,Insignificant,469.1560781,31,22,3,2,0,0,0,0,CHNO,NA,470.1634081,0.663577566,NA,C31H22O3N2,0.653846154,0.672727273,22,19,17,69.49354839,468.6322142,0.367785768,-0.322580645,0.096774194,0.709677419,0.064516129,0,NA,Unsat Hydrocarbon,Cond Hydrocarbon,Other
439.1243492,1,0.9038621266800048,-0.461099471,Insignificant,439.1243492,20,24,11,0,0,0,0,0,CHO,NA,440.1316792,-0.53614387,NA,C20H24O11,0,0.24137931,9,-2,-2,63.15,438.634019,0.365980971,-0.1,0.55,1.2,0,0,NA,Lignin,Lignin,Other
443.1557113,1,0.9038451053159348,-0.352693481,Insignificant,443.1557113,20,28,11,0,0,0,0,0,CHO,NA,444.1630413,-0.391803781,NA,C20H28O11,0,0.103448276,7,-4,-4,68.85,442.6608797,0.339120326,-0.3,0.55,1.4,0,0,NA,Lignin;Amino Sugar,Lignin,Other
387.0353688,1,0.9038413854731875,-0.352667809,Insignificant,387.0353688,10,16,12,2,0,1,0,0,CHNOS,NA,388.0426988,0.647581328,NA,C10H16O12N2S,0,0,4,-8,-11,14.7,386.6032016,0.39679835,1.6,1.2,1.6,0.2,0,NA,Other,Carbohydrate,Other
491.2131569,1,0.9038396184409065,-0.461236246,Insignificant,491.2131569,35,28,1,2,0,0,0,0,CHNO,NA,492.2204869,0.548112297,NA,C35H28ON2,0.625,0.630769231,23,22,20,76.58571429,490.6646639,0.335336099,-0.571428571,0.028571429,0.8,0.057142857,0,NA,Other,Unsat Hydrocarbon,Other
545.2029064,1,0.9038065962762875,-0.46143562,Insignificant,545.2029064,28,34,11,0,0,0,0,0,CHO,NA,546.2102364,0.129901621,NA,C28H34O11,0.058823529,0.288888889,12,1,1,72.51428571,544.594128,0.405872036,-0.428571429,0.392857143,1.214285714,0,0,NA,Lignin,Lignin,Other
487.2546751,1,0.9038032752310748,-0.461455541,Insignificant,487.2546751,24,40,10,0,0,0,0,0,CHO,NA,488.2620051,-0.401379123,NA,C24H40O10,0,0,5,-5,-5,84.05,486.7106022,0.289397823,-0.833333333,0.416666667,1.666666667,0,0,NA,Protein,Protein,Other
359.1190547,1,0.9037873814667806,-0.461550265,Insignificant,359.1190547,25,16,1,2,0,0,0,0,CHNO,NA,360.1263847,0.188848069,NA,C25H16ON2,0.727272727,0.733333333,19,18,16,69.42,358.7180592,0.281940845,-0.32,0.04,0.64,0.08,0,NA,Other,Cond Hydrocarbon,Other
499.1456483,1,0.9037742689367014,-0.461627913,Insignificant,499.1456483,22,28,13,0,0,0,0,0,CHO,NA,500.1529783,-0.132417541,NA,C22H28O13,0,0.161290323,9,-4,-4,62.89090909,498.5882978,0.41170219,-0.090909091,0.590909091,1.272727273,0,0,NA,Lignin,Lignin,Other
537.0885726,1,0.9037588094077277,-0.461718878,Insignificant,537.0885726,23,22,15,0,0,0,0,0,CHO,NA,538.0959026,-0.038934364,NA,C23H22O15,0,0.35483871,13,-2,-2,50.38695652,536.4888547,0.511145298,0.347826087,0.652173913,0.956521739,0,0,NA,Tannin,Tannin,Other
549.1614215,1,0.9036801390053593,-0.462178955,Insignificant,549.1614215,26,30,13,0,0,0,0,0,CHO,NA,550.1687515,0.103376427,NA,C26H30O13,0,0.282051282,12,-1,-1,64.68461538,548.548223,0.451777049,-0.153846154,0.5,1.153846154,0,0,NA,Lignin,Lignin,Other
473.0360075,1,0.9036622348535701,-0.351442256,Insignificant,473.0360075,21,14,13,0,0,0,0,0,CHO,NA,474.0433375,-0.330342522,NA,C21H14O13,0.25,0.586206897,15,2,2,44.01428571,472.5078113,0.492188732,0.571428571,0.619047619,0.666666667,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
489.0884393,1,0.9036540501661171,-0.351386753,Insignificant,489.0884393,19,22,15,0,0,0,0,0,CHO,NA,490.0957693,-0.314783937,NA,C19H22O15,0,0.130434783,9,-6,-6,48.3,488.5423188,0.457681221,0.421052632,0.789473684,1.157894737,0,0,NA,Tannin,Tannin,Other
467.1767519,1,0.9036489924901402,-0.462360011,Insignificant,467.1767519,32,24,2,2,0,0,0,0,CHNO,NA,468.1840819,0.534683199,NA,C32H24O2N2,0.642857143,0.655172414,22,20,18,72.76875,466.6550982,0.344901835,-0.4375,0.0625,0.75,0.0625,0,NA,Unsat Hydrocarbon,Cond Hydrocarbon,Other
591.2447865,1,0.9036309068890055,-0.462464494,Insignificant,591.2447865,30,40,12,0,0,0,0,0,CHO,NA,592.2521165,0.145503384,NA,C30H40O12,0,0.208333333,11,-1,-1,75.5,590.5845973,0.415402711,-0.533333333,0.4,1.333333333,0,0,NA,Lignin,Lignin,Other
455.2072795,1,0.9036299027371143,-0.351224311,Insignificant,455.2072795,26,32,7,0,0,0,0,0,CHO,NA,456.2146095,-0.542415356,NA,C26H32O7,0.210526316,0.333333333,11,4,4,80.03076923,454.698991,0.301009015,-0.692307692,0.269230769,1.230769231,0,0,NA,Other,Lignin,Other
451.1090974,1,0.9036060896051721,-0.462606985,Insignificant,451.1090974,30,16,3,2,0,0,0,0,CHNO,NA,452.1164274,0.622596035,NA,C30H16O3N2,0.76,0.773584906,24,21,19,64.1,450.605385,0.394615048,-0.133333333,0.1,0.533333333,0.066666667,0,NA,Other,Cond Hydrocarbon,Other
404.1792712,1,0.9035995902689231,-0.462644073,Insignificant,404.1792712,19,34,5,0,0,1,1,0,CHOSP,NA,405.1866012,0.225695612,NA,C19H34O5SP,0,0,3.5,-1.5,-3.5,100.8,403.727961,0.272038985,-1.421052632,0.263157895,1.789473684,0,0.052631579,0,Lipid,Lipid,Lipid
575.1831328,1,0.9034328355784189,-0.463590241,Insignificant,575.1831328,21,36,18,0,0,0,0,0,CHO,NA,576.1904628,0.425088107,NA,C21H36O18,0,0,4,-14,-14,60.3,574.5408782,0.459121825,0,0.857142857,1.714285714,0,0,NA,Carbohydrate,Carbohydrate,Carbohydrate
457.077454,1,0.9033709311756877,-0.463939575,Insignificant,457.077454,22,18,11,0,0,0,0,0,CHO,NA,458.084784,-0.394966341,NA,C22H18O11,0.272727273,0.515151515,14,3,3,55.11818182,456.56707720000003,0.432922768,0.181818182,0.5,0.818181818,0,0,NA,Lignin,Lignin,Other
485.1663176,1,0.9033436502021215,-0.464092622,Insignificant,485.1663176,22,30,12,0,0,0,0,0,CHO,NA,486.1736476,-0.272219531,NA,C22H30O12,0,0.125,8,-4,-4,68.07272727,484.6245766,0.375423445,-0.272727273,0.545454545,1.363636364,0,0,NA,Lignin;Amino Sugar,Lignin,Other
407.1919521,1,0.9032978328834278,-0.46434815,Insignificant,407.1919521,18,32,10,0,0,0,0,0,CHO,NA,408.1992821,-0.780772348,NA,C18H32O10,0,0,3,-7,-7,79.3,406.7372779,0.262722071,-0.666666667,0.555555556,1.777777778,0,0,NA,Amino Sugar,Amino Sugar,Other
387.1445051,1,0.9032822480020212,-0.464434558,Insignificant,387.1445051,13,28,9,2,0,1,0,0,CHNOS,NA,388.1518351,0.595350478,NA,C13H28O9N2S,0,0,1,-8,-11,64.68461538,386.7122161,0.287783913,-0.153846154,0.692307692,2.153846154,0.153846154,0,NA,Other,Amino Sugar,Other
475.1302604,1,0.9032711631215062,-0.46449565,Insignificant,475.1302604,16,28,16,0,0,0,0,0,CHO,NA,476.1375904,-0.415914192,NA,C16H28O16,0,0,3,-13,-13,53.175,474.5997257,0.400274293,0.25,1,1.75,0,0,NA,Carbohydrate,Carbohydrate,Carbohydrate
305.1542393,1,0.9032578024684393,-0.464568849,Insignificant,305.1542393,13,26,4,2,0,1,0,0,CHNOS,NA,306.1615693,0.615584455,NA,C13H26O4N2S,0,0,2,-2,-5,82.22307692,304.8135014,0.18649865,-0.769230769,0.307692308,2,0.153846154,0,NA,Protein,Protein,Protein
545.1664976,1,0.9032575524242782,-0.464570211,Insignificant,545.1664976,27,30,12,0,0,0,0,0,CHO,NA,546.1738276,0.08718268,NA,C27H30O12,0.066666667,0.333333333,13,1,1,66.63333333,544.5577598,0.442240182,-0.222222222,0.444444444,1.111111111,0,0,NA,Lignin,Lignin,Other
399.0776506,1,0.9031949266161142,-0.464909333,Insignificant,399.0776506,26,12,3,2,0,0,0,0,CHNO,NA,400.0849806,0.337004306,NA,C26H12O3N2,0.80952381,0.822222222,22,19,17,60.3,398.6320369,0.36796307,0,0.115384615,0.461538462,0.076923077,0,NA,Other,Cond Hydrocarbon,Other
415.103171,1,0.9031442305383253,-0.465182332,Insignificant,415.103171,21,20,9,0,0,0,0,0,CHO,NA,416.110501,-0.684326175,NA,C21H20O9,0.25,0.454545455,12,3,3,63.01428571,414.6396631,0.360336909,-0.095238095,0.428571429,0.952380952,0,0,NA,Lignin,Lignin,Other
513.1823066,1,0.9030494646365501,-0.465689883,Insignificant,513.1823066,20,34,15,0,0,0,0,0,CHO,NA,514.1896366,-0.364379801,NA,C20H34O15,0,0,4,-11,-11,66,512.6092827,0.390717348,-0.2,0.75,1.7,0,0,NA,Carbohydrate,Carbohydrate,Other
429.2279878,1,0.9030406413597322,-0.465736879,Insignificant,429.2279878,25,34,6,0,0,0,0,0,CHO,NA,430.2353178,-0.638172358,NA,C25H34O6,0.157894737,0.272727273,9,3,3,85.38,428.748708,0.251292006,-0.88,0.24,1.36,0,0,NA,Other,Lignin,Other
271.060667,1,0.9029828502014892,-0.466042971,Insignificant,271.060667,7,16,7,2,0,1,0,0,CHNOS,NA,272.067997,0.450588775,NA,C7H16O7N2S,0,0,1,-6,-9,35.87142857,270.7579982,0.242001762,0.857142857,1,2.285714286,0.285714286,0,NA,Other,Carbohydrate,Protein
443.2073078,1,0.9029661590308548,-0.346806446,Insignificant,443.2073078,25,32,7,0,0,0,0,0,CHO,NA,444.2146378,-0.493232679,NA,C25H32O7,0.166666667,0.302325581,10,3,3,80.82,442.7124186,0.287581439,-0.72,0.28,1.28,0,0,NA,Lignin,Lignin,Other
