Microbe,cluster,rho,pvalue,p_adj
20170700_S24_14,Cluster1,-0.15385130537396707,0.5055097460139268,0.9468599763649252
20170700_S24_14,Cluster2,-0.21052685520686884,0.34700363742493145,0.9468599763649252
20170700_S24_14,Cluster3,-0.07457628308855836,0.7415244095132187,0.9468599763649252
20170700_S24_14,Cluster4,0.21626199887069453,0.33371741823425616,0.9468599763649252
20120800_E1D_18,Cluster1,0.03933978962347216,0.8984677858980699,0.9805910438764717
20120800_E1D_18,Cluster2,0.31029212404034223,0.28027683216111887,0.9468599763649252
20120800_E1D_18,Cluster3,0.1032031374230672,0.725522280810238,0.9468599763649252
20120800_E1D_18,Cluster4,0.30960941226920163,0.2813921686213159,0.9468599763649252
20110600_S1M_11,Cluster1,0.13341421495031577,0.6957484318459524,0.9468599763649252
20110600_S1M_11,Cluster2,-0.25175440748900674,0.4299071266861856,0.9468599763649252
20110600_S1M_11,Cluster3,0.08362420100070908,0.796112856034076,0.9505011755954059
20110600_S1M_11,Cluster4,0.027874733666903028,0.9314730405130227,0.9878708222628346
20110700_S3M_11,Cluster1,0.3339506178126834,0.20618678355447795,0.9468599763649252
20110700_S3M_11,Cluster2,-0.1262203941021713,0.6292959040188679,0.9468599763649252
20110700_S3M_11,Cluster3,0.22047927592204922,0.39512857071936125,0.9468599763649252
20110700_S3M_11,Cluster4,0.09449111825230681,0.7183012567931342,0.9468599763649252
20150700_E15_20,Cluster1,0.4621603974917244,0.1523790614008822,0.9468599763649252
20150700_E15_20,Cluster2,0.032501354251307964,0.9201287447176394,0.9857345011725351
20150700_E15_20,Cluster3,-0.19432508268938872,0.5450527029269674,0.9468599763649252
20150700_E15_20,Cluster4,-0.6477502756312957,0.022751806072576652,0.9371155774277733
20110800_S2M_3,Cluster1,0.11129668899393363,0.631019858408326,0.9468599763649252
20110800_S2M_3,Cluster2,-0.0905491850352124,0.6886064574365833,0.9468599763649252
20110800_S2M_3,Cluster3,-0.2694915684336541,0.22519103534113905,0.9468599763649252
20110800_S2M_3,Cluster4,-0.2015810276679842,0.36833707343440136,0.9468599763649252
20120700_S3X_7,Cluster1,-0.15898528085509742,0.5031758784406011,0.9468599763649252
20120700_S3X_7,Cluster2,0.16882425378035915,0.4644413364012743,0.9468599763649252
20120700_S3X_7,Cluster3,0.3485630087567301,0.12149286060217701,0.9468599763649252
20120700_S3X_7,Cluster4,-0.22473328748774735,0.3273821905009373,0.9468599763649252
20120800_E1D_14,Cluster1,0.13879351803949372,0.5485053451328814,0.9468599763649252
20120800_E1D_14,Cluster2,-0.04301086289172589,0.8492697030335468,0.9635226341029497
20120800_E1D_14,Cluster3,0.3610170067696121,0.09880131533082182,0.9468599763649252
20120800_E1D_14,Cluster4,0.00282326369282891,0.99005122310679194,1
20140700_S11_11,Cluster1,0.3018517149716484,0.25586400685401545,0.9468599763649252
20140700_S11_11,Cluster2,-0.024115440300040255,0.9268017104184094,0.9869620039404701
20140700_S11_11,Cluster3,-0.09622504486493763,0.7133353768722821,0.9468599763649252
20140700_S11_11,Cluster4,0.14433756729740643,0.5804709682596478,0.9468599763649252
20120500_P28_11,Cluster2,0.4820729884542206,0.11248863621863747,0.9468599763649252
20120500_P28_11,Cluster3,0.48038446141526137,0.11393741215192055,0.9468599763649252
20120500_P28_11,Cluster4,0.04367131467411467,0.8928004481276264,0.9774004905913329
20120600_S3M_3,Cluster1,0.13944820444534037,0.546602119720984,0.9468599763649252
20120600_S3M_3,Cluster2,-0.10017003594520373,0.6573808833390373,0.9468599763649252
20120600_S3M_3,Cluster3,-0.2570621879188944,0.24813741116317622,0.9468599763649252
20120600_S3M_3,Cluster4,0.07284020327498589,0.747349520427764,0.9468599763649252
3300022861_2,Cluster1,0.34118032103466645,0.2539335387691184,0.9468599763649252
3300022861_2,Cluster2,0.15654884471556796,0.6095337926487332,0.9468599763649252
3300022861_2,Cluster3,-0.22271770159368698,0.4645521443487537,0.9468599763649252
3300022861_2,Cluster4,0.13363062095621217,0.6633987735708271,0.9468599763649252
20120700_S1D_76,Cluster1,-0.08641860557176023,0.709544204708386,0.9468599763649252
20120700_S1D_76,Cluster2,-0.07017561840228961,0.7563159256995386,0.9468599763649252
20120700_S1D_76,Cluster3,-0.11355934015757752,0.6148362651261543,0.9468599763649252
20120700_S1D_76,Cluster4,-0.1880293619424054,0.4020487985281267,0.9468599763649252
